Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log Student's T-test p-value eat2_d15_eat2_d1;Student's T-test q-value eat2_d15_eat2_d1; Student's T-test Difference eat2_d15_eat2_d1;Student's T-test Test statistic eat2_d15_eat2_d1;Sign p-val: 0.05 
O16331(709);21,3825;20,5326;20,2488;21,0562;20,9558;20,6974;21,7349;21,1235;0,425855;0,343682;-0,322906;-0,957911;
O16368(261);22,4582;22,2214;24,5071;22,2269;19,3988;19,1526;21,276;19,3459;2,20228;0,0105875;3,06009;4,1114;+
O16368(379);27,1333;23,9236;23,6929;25,2609;19,546;21,089;20,6338;21,3972;2,56031;0,00551282;4,33619;4,885;+
O16406(193);21,4504;20,7106;20,6658;21,0786;25,5515;26,0766;24,8308;27,4018;3,89771;0,00238342;-4,98883;-8,71018;+
O16454(43);20,7232;21,5618;20,2351;21,5696;21,0738;20,0176;21,8192;21,355;0,0299454;0,928763;-0,0439448;-0,0871714;
O16517(35);20,8101;18,7723;19,8021;21,6911;21,4086;23,4745;24,274;21,7651;1,41743;0,0438498;-2,46169;-2,64576;+
O16517(72);21,958;19,8629;20,6462;21,1202;20,5791;21,3979;21,013;20,9862;0,0742952;0,829073;-0,0972161;-0,207127;
O16517(49);21,6706;21,3836;21,3083;19,923;20,4865;21,3359;21,261;21,131;0,0137452;0,96469;0,0177531;0,0407124;
Q8MXJ7(299);24,1793;23,2928;22,7279;24,6841;25,1273;25,0977;25,4441;24,9072;1,70064;0,0258052;-1,42307;-3,14569;+
O16541(225);20,7811;21,0958;20,7495;21,2703;19,5596;21,3115;21,0091;20,0659;0,5285;0,272071;0,487653;1,14416;
O16547(244);29,098;29,1735;28,6979;26,4687;25,4515;27,8561;27,8422;27,2132;0,726134;0,17658;1,26879;1,48582;
O16547(248);21,3665;21,0721;21,2388;19,7821;19,0838;21,0557;21,5868;20,8316;0,1295;0,715109;0,225397;0,344585;
O16547(488);22,1004;21,0358;21,2274;21,5127;24,0206;23,8972;24,6879;23,3669;3,39507;0,00204372;-2,52408;-7,06534;+
O16680(83);21,4938;20,5802;21,1621;21,2452;23,0381;25,5229;25,8046;24,637;2,84696;0,00452033;-3,63031;-5,56783;+
O16682(64);22,0246;21,4698;19,6628;20,5013;26,4789;23,8158;22,1266;22,9617;1,45958;0,0398785;-2,93113;-2,7186;+
O16682(76);21,1077;20,1322;20,8274;21,7261;20,1324;21,2825;21,2522;20,1114;0,21686;0,573884;0,253729;0,542637;
O16682(60);21,3971;21,5565;19,9634;21,6441;24,7003;23,7814;23,23;23,1237;2,52225;0,00573651;-2,56857;-4,79883;+
O16682(139);21,9955;19,9226;20,6965;21,4371;24,1696;24,1259;23,7345;22,6217;2,42956;0,00677541;-2,65;-4,59305;+
O16682(300);20,4352;19,8979;20,3045;21,4081;24,4686;25,5108;24,8689;23,5159;3,61596;0,00194982;-4,07961;-7,75251;+
O16682(232);21,9156;21,2165;21,2501;20,6405;20,759;21,448;21,559;19,0668;0,377587;0,386667;0,547462;0,867133;
O16682(234);21,0654;20,9397;20,7103;20,1422;24,0075;27,0882;27,0472;25,7974;3,37503;0,00213477;-5,27068;-7,00555;+
O16682(78);23,452;27,132;27,2197;27,3204;23,0581;24,3396;24,1344;23,2299;1,39037;0,0458874;2,59052;2,59925;+
O16682(164);20,7217;21,1193;21,1668;20,5879;20,9868;21,4071;21,5322;20,844;0,642262;0,209947;-0,293618;-1,34282;
O16682(130);20,5699;20,6834;20,0884;20,9934;20,5972;20,7465;21,8751;20,7044;0,516278;0,279428;-0,397022;-1,12239;
O16682(82);19,5631;20,8891;20,8049;21,1201;19,3177;20,6087;21,071;20,8735;0,0870074;0,805091;0,126564;0,239822;
O16684(179);26,2511;22,5275;23,785;22,8764;26,5106;27,2745;26,7294;25,7272;1,62156;0,0298859;-2,70044;-3,00342;+
O16697(11);20,3543;21,1482;21,6992;20,5111;22,5476;23,0412;22,2835;23,1807;2,57243;0,00556995;-1,83507;-4,91266;+
O16697(12);20,1442;20,5393;20,0131;21,2945;21,669;23,3181;22,2835;23,0599;2,3421;0,00804949;-2,08484;-4,40397;+
O16785(23);21,7449;21,4665;20,3709;19,9491;22,4351;21,9699;22,0413;20,847;0,861958;0,131297;-0,940454;-1,71369;
O16922(458);20,1891;21,1872;21,2569;20,2116;20,5679;21,741;20,3051;20,1506;0,0145358;0,962408;0,0200429;0,0430167;
O16922(235);20,4993;20,3227;21,0747;21,3927;19,9157;23,4639;23,937;21,7932;0,758088;0,164323;-1,45513;-1,53976;
O16997(227);20,5108;20,2646;20,77;20,621;20,6741;20,8772;21,0576;20,9429;1,38773;0,0459383;-0,346345;-2,59471;+
O16997(164);23,2221;21,7397;23,1951;21,1408;22,051;21,6322;22,7168;21,4687;0,244386;0,534299;0,357257;0,60128;
O17069(566);24,2328;22,1306;22,5399;22,5373;20,3677;21,2278;21,0571;19,906;2,13229;0,012458;2,2205;3,96916;+
O17069(27);21,5882;19,2101;21,3167;20,7256;20,3186;21,2681;19,8131;20,8796;0,0817515;0,816456;0,140296;0,226387;
O17071(177);21,6421;20,2751;21,0227;20,864;20,3676;21,8357;21,3054;20,3889;0,0173563;0,956449;-0,023416;-0,0512059;
O17071(24);18,7837;21,0385;21,0843;20,6061;23,3716;23,8358;24,595;23,7757;2,96475;0,0037554;-3,51636;-5,86703;+
O17167(422);24,7723;26,3691;26,0519;25,1886;20,9004;20,1125;21,107;19,3936;4,15388;0,00263566;5,2171;9,66872;+
O17168(21);21,8429;22,0429;22,6191;24,4055;19,9043;21,0522;21,0834;20,248;1,78469;0,022;2,15557;3,29953;+
O17199(199);21,0524;21,5736;21,6761;21,2735;20,6885;20,8798;21,0258;20,4684;1,82063;0,0203733;0,628259;3,36617;+
O17218(88);21,6375;21,33;20,1909;21,3457;20,5993;20,6396;20,0664;19,9241;1,16846;0,0716259;0,818688;2,22373;
O17218(71);20,1157;20,1899;20,8739;20,3023;24,3168;23,4965;25,0045;24,5615;4,48099;0,00186957;-3,97438;-11,0297;+
O17218(19);19,5487;19,7085;21,4442;20,097;25,3785;26,4431;24,0947;23,2292;2,83617;0,00464078;-4,5868;-5,54098;+
O17328(261);24,2105;25,6507;26,1563;23,7778;18,8558;19,8181;20,6706;21,199;3,12439;0,00300211;4,81294;6,29145;+
O17328(359);25,9474;23,9757;23,8695;23,8954;22,2412;24,4798;24,7354;23,8787;0,330992;0,430612;0,58823;0,777019;
O17328(372);21,229;21,0831;21,4953;21,6184;23,3224;24,0699;24,0665;23,0577;3,67087;0,00206844;-2,27263;-7,93172;+
O17328(352);23,344;23,7306;24,2098;24,1977;19,7668;21,769;21,1384;20,1192;3,12009;0,00307563;3,17221;6,27971;+
O17328(257);20,8613;20,0853;20,961;21,585;23,3748;23,196;23,2144;22,6092;3,14558;0,00284348;-2,22543;-6,34951;+
O17328(235);22,0661;20,1866;21,1578;21,1633;23,3905;24,4342;24,3749;23,7594;3,09229;0,0031002;-2,84628;-6,20429;+
O17389(45);20,8854;21,5569;20,0426;19,9803;18,8082;20,6345;20,7635;21,0318;0,191057;0,613328;0,306788;0,486181;
O17389(101);19,3296;20,3949;20,9258;21,3709;19,9515;20,9637;20,9157;21,212;0,193361;0,609299;-0,255444;-0,491284;
O17389(80);21,6764;21,3014;21,4626;18,1197;20,428;21,3301;21,1329;21,3655;0,191312;0,612952;-0,424131;-0,486747;
O17389(83);21,7197;20,7281;20,7019;19,265;20,7529;20,6697;21,3757;21,4375;0,361828;0,402218;-0,455309;-0,83695;
O17389(38);23,6632;24,8566;24,1486;26,755;20,7939;21,5695;19,5684;21,2256;2,62668;0,00492896;4,06651;5,0377;+
O17390(102);20,0685;19,3409;20,8487;20,7536;19,441;21,0452;20,8605;20,3978;0,138315;0,699798;-0,183202;-0,365536;
O17397(103);21,2298;20,9922;20,7357;21,3618;24,9207;23,8872;23,296;25,3224;3,2892;0,0020796;-3,2767;-6,75411;+
O17397(324);27,3577;26,611;25,8108;25,4068;23,3593;24,6277;25,0971;22,8128;1,82763;0,0200268;2,32237;3,37923;+
O17397(7);21,7244;19,0666;21,2651;20,9446;19,5122;21,6159;21,0936;20,6224;0,0180519;0,955442;0,0391574;0,0532178;
O17406(112);24,2529;24,7231;23,3152;23,1976;20,864;21,2223;21,6736;20,7041;3,18265;0,0029526;2,75616;6,45206;+
O17406(113);22,0202;21,7694;23,3152;23,1938;20,2329;21,629;21,695;20,7577;1,515;0,0355694;1,49597;2,81512;+
O17406(125);23,8191;26,0012;25,0613;24,5709;21,0821;22,3347;23,0799;20,8449;2,30918;0,00870718;3,0277;4,33404;+
O17406(192);25,7349;23,2555;23,0403;23,1409;20,6953;20,1417;21,3379;20,2955;2,39873;0,00771096;3,17531;4,52584;+
O17406(126);21,5401;20,4795;21,8196;20,7381;19,6134;21,6762;21,8152;21,4342;0,00530724;0,985114;0,00958681;0,0158682;
O17406(136);23,7213;22,5196;22,9373;23,2953;18,9973;21,8973;20,1587;21,4134;1,92864;0,0165488;2,50169;3,56989;+
O17406(104);23,4213;23,6529;23,1884;22,9455;20,4615;20,8191;20,3942;20,9239;4,93949;0,00154545;2,65234;13,2352;+
O17406(84);21,0605;20,919;20,1075;21,4335;20,7382;21,1916;21,7942;20,915;0,327911;0,43284;-0,279604;-0,770962;
O17524(75);21,4121;20,2773;21,7501;21,1525;19,2866;21,5477;20,2655;21,4491;0,353752;0,408441;0,510799;0,821369;
O17599(170);21,9796;20,2121;21,3672;19,6554;19,3185;23,1852;23,1604;21,1444;0,364109;0,399706;-0,898547;-0,841338;
O17607(24);23,7047;24,5486;24,3001;24,788;24,8227;24,2603;23,3388;26,4654;0,222442;0,566022;-0,386448;-0,554656;
O17680(381);26,7625;21,5357;23,5271;23,2025;21,8033;23,4919;24,0382;23,3928;0,189161;0,616221;0,575371;0,481971;
O17682(193);20,8594;20,3871;19,4863;20,0769;24,2003;24,8948;24,8334;24,4487;4,94247;0,0015814;-4,39189;-13,2508;+
O17687(194);25,7969;25,4907;26,5188;25,3004;20,3108;21,5265;19,4872;21,2515;4,12676;0,00248175;5,13274;9,56297;+
O17687(503);22,0965;20,4972;21,3969;21,1382;20,1139;21,3189;20,2601;20,709;0,790606;0,15349;0,681725;1,59441;
O17687(133);24,7472;25,1871;25,428;25,2466;20,7357;21,0465;21,5282;21,3245;5,69078;0,00566667;3,99351;17,7734;+
O17687(356);21,8936;19,2627;21,2859;20,9276;20,5964;20,9784;21,6735;20,6745;0,0812586;0,816875;-0,138253;-0,225121;
O17687(460);22,9162;24,1685;26,6106;24,4761;20,444;20,5435;21,5934;20,9934;2,38696;0,00763091;3,64926;4,50036;+
O17687(135);21,5407;21,5013;21,4096;21,5683;19,2943;21,4317;20,0584;21,2626;1,00436;0,099042;0,993275;1,95043;
O17687(394);20,6943;21,5478;21,3704;21,5676;20,9476;21,6669;21,7965;20,3541;0,0964595;0,78582;0,103753;0,263705;
O17687(400);19,9651;20,1362;20,8035;21,0113;20,5219;21,7003;21,7123;20,8469;0,923331;0,115944;-0,716325;-1,81583;
O17687(375);20,856;21,0923;19,4191;21,3037;20,2071;19,7877;20,8254;20,8567;0,19679;0,603907;0,248573;0,498858;
O17687(454);23,2348;18,5416;19,1413;20,4119;23,4338;22,4799;21,2909;22,1552;0,896814;0,12265;-2,00755;-1,77173;
O17687(239);20,2673;20,5352;21,5143;20,9523;19,0502;21,8301;21,6854;20,2244;0,0595126;0,856579;0,119761;0,168215;
O17687(260);21,9399;19,9391;18,6293;20,3872;19,5965;20,8504;20,4517;19,7316;0,0306136;0,927205;0,0663347;0,0890548;
O17687(552);25,3542;25,4854;26,1232;25,4897;20,6219;21,204;20,6039;20,9798;6,12616;0;4,76075;21,055;+
O17687(15);19,2486;21,2499;20,515;21,7378;19,5392;21,4318;20,3981;19,9147;0,2157;0,575104;0,366862;0,540132;
O17687(20);21,5699;19,954;19,5602;20,9888;20,0371;19,3997;20,8709;21,3139;0,0636896;0,848757;0,112843;0,179311;
O17695(89);21,2948;19,7682;20,5482;20,3358;22,9543;23,7282;23,3969;22,2221;2,90266;0,00402721;-2,58863;-5,70786;+
O17742(42);21,343;19,5841;20,5304;19,2559;19,3307;22,2312;23,1235;22,0919;0,794494;0,15172;-1,51596;-1,60093;
O17759(536);21,0974;20,0151;21,7458;20,226;26,4108;24,0887;25,5713;24,115;3,06278;0,00331746;-4,27536;-6,12498;+
O17759(259);21,7564;21,4436;21,4589;21,3925;20,3162;21,458;20,3332;18,6312;1,18837;0,0683346;1,3282;2,25708;
O17773(198);19,4761;20,5475;20,2413;19,4595;19,7971;20,5921;21,7801;19,2374;0,283833;0,482718;-0,420609;-0,682825;
O17785(263);24,5636;23,2372;23,1487;22,8407;23,8407;25,7497;25,9461;23,9729;1,09657;0,082747;-1,42982;-2,10373;
O17785(503);20,507;20,5359;21,452;20,3993;21,0711;20,9677;18,9165;19,9936;0,37907;0,385073;0,486358;0,869959;
O17893(143);20,8794;21,2228;21,2071;21,2457;20,3575;19,9467;21,1882;21,2399;0,665378;0,201152;0,455696;1,38247;
O17907(79);21,7229;21,2538;20,0263;20,9296;20,835;21,0157;21,0176;21,0781;0,00316216;0,991;-0,00343037;-0,00947768;
O17907(256);21,1601;19,343;21,1255;18,7102;24,6999;23,6735;24,4702;22,1565;2,30177;0,00882895;-3,66535;-4,31839;+
O17907(271);21,6396;20,7892;20,9705;20,5138;22,8815;24,8994;24,5321;24,3474;3,13765;0,00294647;-3,18682;-6,32773;+
O17907(272);20,9869;19,9446;21,1187;21,2892;23,7862;25,6474;25,0744;24,5975;3,67116;0,00207634;-3,94152;-7,93269;+
O17914(143);26,0511;28,2505;26,6295;27,6245;23,9642;25,14;24,8376;24,2908;2,43883;0,0068401;2,58073;4,61336;+
O17915(70);23,7224;21,8508;21,3345;21,6587;23,1383;24,2906;24,4149;24,7598;1,6905;0,0263136;-2,0093;-3,12733;+
O17915(140);23,5612;25,6801;24,2973;24,1633;21,1891;22,782;21,9704;21,2653;2,39211;0,00765741;2,62377;4,5115;+
O17915(141);23,5612;23,253;23,3243;24,0154;19,9423;21,0317;21,9704;19,0958;2,45701;0,00670192;3,0284;4,65339;+
O17919(45);23,7716;27,281;26,8652;27,3868;24,8884;25,5666;25,6438;24,3193;0,638765;0,211848;1,22161;1,33681;
O17921(37);25,0761;23,9034;23,94;25,3034;21,0954;21,1782;20,9925;20,5864;4,02416;0,00246341;3,59262;9,17227;+
O17921(58);24,2547;22,6435;23,9008;24,9761;20,0486;21,2912;21,8522;19,8704;2,45142;0,00669388;3,17817;4,64107;+
O17921(276);20,439;19,5727;21,5187;19,2217;19,8993;21,2536;20,7218;21,3374;0,453575;0,322471;-0,615011;-1,00903;
O17981(400);21,0716;21,0208;19,0994;21,1016;24,099;24,6533;23,1306;24,8987;2,92262;0,00396491;-3,62204;-5,75868;+
O18131(91);21,7521;19,8526;21,263;20,3591;20,8063;21,5001;21,8106;20,1511;0,178878;0,633254;-0,260313;-0,458986;
O18158(871);21,2562;20,9342;20,3759;19,9126;21,6385;23,2106;23,7505;22,2188;2,00221;0,0144481;-2,08489;-3,71173;+
O18158(1013);19,7124;19,8043;19,3445;18,0339;20,304;21,7298;20,8673;19,8174;1,33964;0,0508756;-1,45583;-2,51253;
O18188(69);20,9827;20,8215;19,9534;21,5856;20,4656;21,7863;21,8312;21,041;0,420861;0,348234;-0,445211;-0,948626;
O18224(89);20,7622;20,6943;21,101;19,7631;20,8706;21,8917;21,5475;21,0763;1,08497;0,0846485;-0,766407;-2,08442;
O18224(70);21,9194;21,3142;20,5795;19,3878;20,4928;21,0415;19,1839;20,5432;0,30195;0,460068;0,484886;0,719403;
O18229(76);21,8075;20,4498;20,3149;20,9867;20,9978;21,2378;20,9059;20,1244;0,0625535;0,851334;0,0732751;0,176301;
O18240(54);20,5109;19,2817;21,2065;21,1283;21,018;20,9449;21,0898;20,8602;0,447273;0,325984;-0,446395;-0,99747;
O18240(106);20,5439;21,3727;21,0327;20,8343;21,8875;23,3879;22,0171;23,9838;1,86089;0,0190347;-1,87313;-3,44151;+
O18307(29);24,2308;24,6783;24,623;23,0586;23,0889;22,9215;22,7403;22,2789;1,81196;0,0207152;1,39027;3,35005;+
O18307(30);24,2308;23,2096;23,7805;21,1186;22,238;22,7213;22,7403;21,6396;0,459725;0,318083;0,750064;1,02028;
O18307(32);23,6587;23,9424;23,4066;24,8298;20,5655;20,3737;20,9779;21,4167;3,71411;0,00222041;3,12589;8,07531;+
O18307(44);21,9;19,7682;21,2705;21,6805;19,7966;21,3444;20,6082;21,3477;0,257215;0,516184;0,380555;0,628104;
O18307(22);21,2728;20,0206;20,7251;20,6649;18,5805;21,6214;21,6824;21,2571;0,0512709;0,878703;-0,114522;-0,146074;
O18650(8);21,073;21,2535;21,762;20,907;21,9559;22,2918;22,7774;21,9918;2,04254;0,0140544;-1,00531;-3,79062;+
O18650(17);25,5345;25,7374;27,4698;26,4663;26,3721;27,1313;26,6821;26,5306;0,34635;0,415338;-0,377045;-0,807018;
O18650(109);21,9599;19,7898;18,9076;21,6871;20,281;21,9238;21,6505;21,2112;0,357213;0,406513;-0,680515;-0,828056;
O18650(102);21,5957;18,922;20,9949;21,7282;23,7897;24,1957;24,2381;24,1244;2,60424;0,00519681;-3,2768;-4,98572;+
O18650(44);21,4547;21,3053;20,4255;21,3315;20,5744;21,2671;21,2084;20,7243;0,259638;0,513149;0,18569;0,633136;
O18650(30);23,9831;20,7608;22,1275;21,9137;20,9314;19,8639;21,8635;21,2129;0,771377;0,160168;1,22834;1,56212;
U4PF18(41);20,942;19,0879;20,29;19,4687;20,1461;21,1959;21,5022;20,2011;0,738398;0,172248;-0,814171;-1,50655;
O44144(158);21,4224;21,4974;19,8071;21,2546;21,5919;21,6176;22,3587;21,7379;0,972322;0,105196;-0,831202;-1,89721;
O44145(182);20,8658;20,0864;21,6426;19,8454;19,3138;21,8123;20,7388;20,4789;0,0124226;0,968643;0,0241342;0,0368485;
O44154(182);21,3488;20,1012;21,5865;21,3585;24,5653;23,7954;24,0111;22,9392;2,90757;0,00397251;-2,72904;-5,72035;+
O44175(278);21,8094;21,1212;21,4926;21,0846;20,2123;21,8598;21,794;20,4249;0,266442;0,503683;0,304199;0,647212;
V6CIR8(755);27,3199;22,4866;22,0352;22,4395;22,5675;23,0346;25,2049;22,2768;0,0758058;0,826382;0,299388;0,211048;
O44400(455);24,3623;22,8341;22,9033;23,182;22,0342;24,5095;24,1613;23,3658;0,111707;0,749895;-0,197273;-0,301511;
O44400(274);21,6474;19,0524;21,1495;21,6286;20,1837;22,917;24,2713;22,6531;0,768334;0,161093;-1,63679;-1,557;
O44400(360);21,6347;21,0756;20,3613;20,3117;23,5227;23,4554;22,929;23,3711;3,44506;0,00188791;-2,47373;-7,21626;+
U4PEY4(214);26,5553;23,7014;25,2153;25,4766;25,3763;26,531;27,7191;26,3369;0,823625;0,142311;-1,25368;-1,6497;
O44441(46);21,1665;20,9267;20,4884;21,573;20,5976;20,8038;21,0519;19,9565;0,638964;0,211734;0,436201;1,33715;
O44441(58);22,3655;21,237;20,2546;21,7218;20,5087;21,9397;21,0967;20,7404;0,24099;0,540163;0,323365;0,594127;
O44444(58);20,8673;19,9358;21,784;20,6086;20,1148;21,5114;20,6496;20,6311;0,0529065;0,873818;0,0721951;0,150495;
O44445(60);21,5283;20,7597;21,6411;18,8253;19,2336;21,5581;20,3027;21,0457;0,0663723;0,843463;0,15356;0,186395;
O44445(112);25,5797;24,4158;24,8225;24,8983;24,2766;22,8641;22,6359;23,5197;1,96653;0,0156989;1,60502;3,64261;+
O44480(146);19,706;22,6276;21,3698;22,842;20,7717;25,0247;24,7694;23,6836;0,78735;0,154621;-1,92602;-1,58895;
O44480(152);24,649;23,2137;24,4022;23,0071;28,2979;28,0125;29,0046;28,0638;4,13019;0,0025;-4,52671;-9,57629;+
O44480(68);21,3755;20,78;21,19;19,8722;24,1134;24,9459;24,6333;25,3858;4,04521;0,00258974;-3,96514;-9,25126;+
O44480(73);25,1357;26,6413;26,6904;27,0885;24,7959;27,5599;27,2157;25,1618;0,0908462;0,799842;0,205594;0,249565;
O44480(131);22,4953;22,2918;21,6141;21,7018;25,5818;24,0738;24,3451;23,2593;2,31042;0,00871681;-2,28925;-4,33666;+
O44480(136);20,4799;21,1793;21,321;18,7785;25,6897;26,1812;26,4329;25,9314;4,05488;0,00225166;-5,61912;-9,28775;+
O44480(24);20,5491;20,7617;20,6273;20,7696;24,2027;22,4724;21,8803;21,0654;1,38531;0,0460287;-1,72825;-2,59056;+
O44480(4);23,6285;21,3823;20,0063;21,9121;24,9609;26,3837;26,5815;26,6011;2,69614;0,00491594;-4,39949;-5,2009;+
O44501(214);21,9447;20,7103;21,4862;20,2411;23,7171;24,2192;24,2199;22,2834;2,25324;0,00965474;-2,51433;-4,21669;+
O44557(10);20,2113;19,3393;21,4309;20,2853;21,8163;23,7741;24,2124;24,16;2,37098;0,00779909;-3,174;-4,46586;+
O44560(333);20,5779;20,9495;21,3469;20,2812;20,2642;21,3628;20,8847;19,5437;0,244879;0,533636;0,274979;0,602317;
O44572(61);21,7099;19,3016;20,1859;20,6998;24,4827;26,811;26,5349;26,2293;3,57649;0,00203484;-5,54023;-7,6258;+
O44608(281);26,9799;25,9548;27,2902;26,7041;25,4058;27,0179;27,1994;26,0149;0,258827;0,514079;0,322748;0,631453;
O44735(107);26,673;26,4218;27,8093;29,2928;24,5647;24,3936;24,2093;24,3709;2,52396;0,00574372;3,16458;4,80268;+
O44735(473);22,5494;20,0156;21,568;22,1187;22,6325;22,5203;21,4886;22,7971;0,599838;0,231498;-0,796721;-1,26949;
O44735(474);24,736;26,1509;25,0146;25,6868;20,5411;22,2782;24,5666;22,3396;1,81243;0,0206959;2,96572;3,35093;+
O44739(49);19,9365;19,8854;21,8392;21,2354;20,4465;21,6553;20,5988;19,6965;0,0707139;0,836722;0,124861;0,19779;
O44752(588);19,7247;21,4092;19,9827;20,1119;24,2361;25,7455;25,2012;25,4908;4,16584;0,00267717;-4,86131;-9,71565;+
Q9BL61(309);26,183;23,3268;23,8335;23,9312;24,5613;26,949;26,5395;25,3625;0,932541;0,114407;-1,53447;-1,83114;
Q9BL61(48);20,2933;20,3847;21,0458;20,891;24,6731;24,3146;24,3966;23,6622;4,84366;0,00123636;-3,60789;-12,7428;+
Q9BL61(140);22,7412;21,6309;24,4927;23,258;22,0813;25,34;24,5329;23,9765;0,472286;0,309719;-0,951935;-1,04317;
O44782(4);20,8247;21,2645;21,0771;20,8163;23,257;22,6621;23,0207;21,6811;2,41726;0,00723294;-1,65957;-4,56616;+
O44827(508);25,1564;23,2627;24,317;23,9078;22,6915;24,6036;23,3115;24,0711;0,36907;0,394179;0,491532;0,850856;
O44847(282);19,8728;20,3635;20,9139;20,7394;20,7054;21,1672;21,3802;21,0467;1,17151;0,071295;-0,602454;-2,22883;
O44847(129);27,2306;25,5384;26,2118;26,202;24,931;24,1309;24,2545;24,9896;2,21977;0,0103593;1,71921;4,14736;+
O44847(183);20,7761;19,4278;18,8107;18,4802;20,0735;21,2356;21,8795;19,2921;0,805355;0,148149;-1,24648;-1,61913;
O44847(184);20,4439;19,7775;20,5866;21,0545;19,9918;19,9867;20,4585;21,2887;0,0290327;0,930421;0,0342069;0,0845953;
O44847(32);21,6415;20,9429;21,0068;19,7134;20,1011;21,1551;21,593;19,608;0,130478;0,712646;0,211866;0,346921;
O44885(246);20,7395;21,3831;21,4472;18,7326;21,0089;21,929;21,6479;21,3682;0,660287;0,2037;-0,91291;-1,37376;
O44887(377);24,3676;24,0946;22,5405;23,6618;20,9851;21,5121;21,3203;20,0596;2,70921;0,00489412;2,69688;5,232;+
O44897(658);24,1833;22,5011;22,9005;22,7999;20,3351;21,6497;21,1976;21,2633;2,2818;0,00931744;1,98477;4,27638;+
O44897(180);26,7866;26,9292;26,9694;27,1887;21,5336;25,289;26,4266;24,4262;1,29184;0,0553408;2,54963;2,43134;
O44897(624);21,0226;20,063;20,329;21,542;23,5471;24,4609;25,4346;23,2087;2,89515;0,00399325;-3,42366;-5,68885;+
O44951(116);19,8879;18,4273;21,499;19,7549;21,0779;21,2329;20,0276;21,0793;0,675163;0,197034;-0,962139;-1,3992;
O44990(195);20,1576;21,332;19,2067;20,6996;20,7664;20,9625;21,3394;20,802;0,628787;0,216237;-0,618578;-1,31961;
O44990(187);24,2864;22,296;22,4191;22,5767;20,9724;22,8271;24,2107;21,8174;0,20717;0,588549;0,437664;0,521613;
O44995(393);26,2112;25,6195;26,1386;24,9709;23,0383;25,2412;25,6822;24,1951;0,928351;0,114954;1,19587;1,82417;
O45012(77);20,1279;20,3104;21,6374;20,3382;23,3342;24,3345;23,9083;23,1746;3,38493;0,00203261;-3,08443;-7,03503;+
O45060(16);23,8435;23,9351;23,6806;23,13;20,0886;21,7661;20,3424;19,5763;3,15614;0,00288106;3,20397;6,37858;+
O45060(113);25,2554;25,0072;22,7903;22,4231;27,3159;29,2403;29,2844;27,8271;2,66256;0,0050297;-4,54791;-5,12156;+
O45083(590);23,649;22,66;23,6708;23,8847;24,0164;27,1029;27,5796;24,6261;1,36185;0,0487973;-2,36515;-2,55042;+
O45102(244);20,3128;20,3977;19,4931;19,7481;20,8484;21,8057;21,2742;21,226;2,34762;0,00809502;-1,30063;-4,41576;+
O45102(256);21,8726;20,0217;21,14;19,9482;20,1487;21,2001;21,3112;21,1852;0,153336;0,675414;-0,215642;-0,400688;
O45166(192);23,6624;21,7947;22,1138;21,7761;25,03;27,3998;27,5072;27,1982;3,02035;0,00325283;-4,44706;-6,0123;+
O45166(203);19,3479;21,0776;20,679;19,7556;22,9029;24,9262;23,758;24,0149;3,15702;0,00288742;-3,68546;-6,38103;+
O45319(12);21,4267;20,8895;21,5799;19,7178;20,9128;21,8314;21,0019;20,9651;0,232933;0,551058;-0,27429;-0,577065;
O45418(288);21,1189;20,9564;20,8321;19,649;23,9669;22,7252;22,4045;23,1054;2,64066;0,00495265;-2,41139;-5,07027;+
O45445(6);21,8324;21,3953;21,8555;20,4905;30,8004;28,8109;27,3125;30,4977;4,01845;0,00241916;-7,96195;-9,15094;+
O45451(174);20,9217;21,2423;21,0127;20,0461;19,2762;20,0046;21,1485;21,1733;0,322729;0,437797;0,405023;0,760748;
O45470(686);24,8419;22,1516;23,3384;23,1143;24,3793;25,1224;24,8087;25,5393;1,40942;0,0441521;-1,60082;-2,63197;+
O45470(692);22,7657;26,6428;26,4407;26,7244;26,6383;28,3987;27,4903;26,568;0,763472;0,162615;-1,63047;-1,54882;
O45470(707);22,0022;20,7624;19,9383;21,2397;26,3906;26,4238;26,4163;24,8225;3,85642;0,0022549;-5,02766;-8,56374;+
O45470(718);21,1473;19,0254;21,1477;21,4292;21,9171;23,4851;23,4481;22,9094;1,82651;0,020087;-2,25251;-3,37714;+
O45495(129);21,5336;20,2122;20,5902;21,0762;20,6074;19,7564;21,0808;20,7891;0,306354;0,45568;0,294634;0,728219;
O45499(66);21,2293;21,3079;21,8592;20,3612;20,7363;21,6882;21,8725;20,1319;0,0564555;0,865189;0,0821557;0,160041;
O45502(333);21,2888;19,6685;20,3419;18,9821;24,2324;23,2547;23,2283;22,6372;2,82542;0,00460353;-3,26785;-5,51433;+
O45562(3);20,8892;20,82;20,0689;19,0316;20,993;20,1163;20,4032;21,3746;0,450955;0,323792;-0,519361;-1,00423;
O45577(155);23,3087;24,7462;23,4341;23,4224;17,3309;21,5033;21,2067;20,8398;1,84079;0,0195421;3,50767;3,40381;+
