ProteinAccessions;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value eat2_d5_N2_d5;Student's T-test q-value eat2_d5_N2_d5; Student's T-test Difference eat2_d5_N2_d5;Student's T-test Test statistic eat2_d5_N2_d5;Sign p-val: 0.05 
Q27GV3;11,9944;11,9595;11,892;11,5859;11,4705;11,2393;11,276;11,7123;1,63701;0,00949814;0,433465;3,03104;+
Q2A949;11,7726;11,9443;11,8619;11,85;12,1814;13,2169;13,4361;13,0973;2,16866;0,0029061;-1,12574;-4,04273;+
Q2A956;11,9543;11,9311;11,758;11,8184;13,6924;12,3987;13,9009;15,0317;1,88679;0,0054707;-1,8905;-3,49033;+
Q2AAB7;13,8106;13,8991;13,5212;13,5538;13,5928;13,2024;13,1372;13,4042;1,38931;0,0178353;0,362023;2,59743;+
Q2EEM8;20,524;20,5221;20,3708;19,9213;19,2159;19,0415;19,2636;19,2363;3,56432;0,00073743;1,14523;7,58708;+
Q2HQJ8;15,8208;15,8579;15,725;15,8017;15,667;15,4361;15,4813;15,6276;2,13732;0,00301777;0,248369;3,97929;+
Q2HQK0;14,4045;14,1054;14,5956;14,4928;12,3337;12,6866;12,8694;13,3501;3,27822;0,000647059;1,58959;6,7225;+
Q2HQK2;18,0504;18,1023;18,0098;17,993;15,3783;15,8107;16,889;16,7992;2,55943;0,00144033;1,81957;4,88299;+
Q2HQK3;12,0157;12,0081;11,8891;11,823;9,20082;9,57159;9,42003;11,7183;1,80245;0,00685818;1,95628;3,33239;+
Q2HQL2;16,8342;16,8685;16,6642;16,6957;16,5933;16,8291;16,6825;16,858;0,115479;0,658694;0,0249128;0,310732;
Q2HQL8;13,0018;13,0171;13,4872;12,7455;15,0764;14,4808;14,4902;15,1303;3,48175;0,000693824;-1,73149;-7,3287;+
Q2L6T9;16,1694;15,8281;15,805;15,842;16,1999;16,0616;16,0483;16,2621;1,21019;0,0286751;-0,23188;-2,29367;+
Q2L6V1;15,2116;15,1462;16,0358;15,3978;15,2086;15,3333;16,288;16,3074;0,413046;0,255394;-0,336473;-0,93405;
Q2L6Y6;15,7211;15,8064;15,4867;15,568;15,0838;15,0697;14,892;15,4207;2,15167;0,0029962;0,528995;4,00827;+
Q2PJ68;17,1865;17,2063;16,6691;16,2927;13,6948;13,8767;13,6285;13,6772;5,03448;0,000260355;3,11937;13,741;+
Q2PJ74;15,1354;15,1747;15,1064;15,0282;15,1092;15,314;14,9457;14,835;0,222093;0,458864;0,06021;0,553906;
Q2PJ97;17,8662;17,9447;17,7404;17,9336;18,8896;19,2897;19,5237;19,1146;4,07703;9,59E-05;-1,33319;-9,3718;+
Q2V071;14,527;13,6532;13,8954;13,9534;12,6225;12,8799;12,9797;13,6936;1,76848;0,00728356;0,963305;3,26964;+
Q2V079;17,9677;17,9243;16,9121;15,976;16,4911;16,3334;15,3668;15,5124;1,21198;0,0285332;1,26912;2,29669;+
Q2V4S7;14,8931;14,6566;14,7197;14,6003;13,281;12,5124;11,6145;13,2705;2,66106;0,0011;2,04783;5,11803;+
Q2WF62;14,564;13,9327;14,4757;14,5134;13,5236;13,3993;12,8766;13,9377;1,9205;0,00503981;0,937155;3,55435;+
Q2XN10;14,5569;14,3509;14,4808;14,5469;13,8516;14,9039;13,2331;12,001;0,806955;0,0844588;0,986485;1,62181;
Q2XN18;17,9286;17,9142;17,8307;17,8644;17,5129;18,7974;15,3387;18,371;0,193981;0,503004;0,379471;0,492656;
Q304E5;16,96;17,112;16,7729;16,9437;16,489;16,6063;16,51;16,6556;2,51647;0,00153271;0,381915;4,78582;+
Q336L1;14,538;14,0792;14,0176;14,4575;14,0358;13,7485;13,5396;13,9239;1,45342;0,0149422;0,461128;2,70793;+
Q3HKC5;11,7349;11,4935;11,7838;11,8706;11,2639;11,1182;11,2731;11,7144;1,32417;0,0214856;0,378315;2,4862;+
Q3LFN1;18,8976;18,9687;18,8346;18,9035;18,771;18,5935;18,6475;18,9914;0,808266;0,0842382;0,15023;1,624;
Q3S1I8;18,3028;18,3494;18,2358;18,2462;17,9464;17,9782;17,5827;17,7404;2,56115;0,0013956;0,471618;4,88692;+
Q3S1M2;11,7959;11,9034;11,6477;11,608;13,8283;14,3327;14,2448;13,8103;5,28318;0,000357724;-2,31528;-15,1534;+
Q3V5I7;14,1558;14,885;14,7071;14,7394;13,085;13,6833;13,9994;13,5662;2,23719;0,00261731;1,03837;4,18337;+
Q3V5J4;14,5526;13,1764;13,7204;13,4535;13,98;14,0295;12,2368;12,8279;0,373054;0,288738;0,457202;0,858481;
Q3V5J7;12,0589;12,0378;11,8553;11,6556;13,9778;13,7993;14,4759;14,2165;4,83604;0,000216749;-2,21549;-12,7044;+
Q3Y3Z9;15,5772;15,2673;14,7908;14,7539;13,1523;13,8578;13,8853;14,3467;2,18186;0,00281612;1,28677;4,06962;+
Q3Y400;14,7884;14,8139;14,806;14,8067;15,3235;15,3181;15,468;15,3738;5,44287;0,000427184;-0,567098;-16,1323;+
Q3Y402;14,4332;14,4192;15,006;15,1081;14,5436;14,9107;14,5901;15,1378;0,0846082;0,73641;-0,0539451;-0,233703;
Q400L6;12,7326;13,3188;13,2845;14,2734;15,2768;14,7467;14,234;14,9991;1,95876;0,00462634;-1,41181;-3,62765;+
Q45EK1;17,3078;17,4237;17,3001;17,3546;17,624;16,807;16,5147;17,6613;0,277133;0,386667;0,19481;0,669166;
Q4PIU9;17,376;17,4043;17,1738;17,3815;17,7978;17,6699;17,8158;18,1303;2,4578;0,00167634;-0,519535;-4,65513;+
Q4R111;16,0709;14,9135;14,3575;15,2192;16,1107;16,0705;15,9956;14,176;0,320814;0,339423;-0,447938;-0,756963;
Q4R127;17,4693;17,4634;17,382;17,4527;16,4806;17,0635;16,0862;17,1361;1,61816;0,0101345;0,750212;2,99736;+
Q4R148;14,0719;13,0468;13,5104;13,0677;14,7379;15,0858;15,2458;14,9745;3,02408;0,000630394;-1,58678;-6,02214;+
Q4R165;17,6679;18,3996;17,2393;18,1247;17,7684;18,3346;15,7696;15,746;0,632289;0,137304;0,953252;1,32565;
Q4R169;13,3423;15,5645;15,6706;15,8518;12,4593;13,2541;12,409;13,2543;1,91965;0,00509875;2,26314;3,55272;+
Q4TT99;11,8816;11,8519;11,5996;11,826;11,3474;11,0713;10,9328;11,3325;2,67232;0,000995542;0,618799;5,14453;+
Q4W4Y5;16,416;16,5783;16,3818;16,4949;16,4986;16,5014;16,6734;16,5317;0,667531;0,123818;-0,0835323;-1,38616;
Q4W4Z2;15,2495;15,193;15,0335;15,1967;14,2003;14,3838;14,2881;14,3641;5,0302;0,000255814;0,859078;13,7178;+
Q4W503;11,9394;12,0431;11,8222;11,7276;13,9244;12,8707;13,8149;14,2613;3,016;0,000625698;-1,83474;-6,00083;+
Q4W5H0;11,5442;11,6548;11,57;11,7592;11,4619;10,8795;10,8376;11,671;1,0076;0,0495714;0,419514;1,95581;+
Q4W5T0;12,0477;12,0295;11,5612;11,8286;14,3357;13,477;13,5359;13,7127;3,7998;0,000395904;-1,89861;-8,36646;+
Q4W5T6;13,498;12,9581;13,4687;12,8541;12,8015;12,6237;12,7094;13,6934;0,339306;0,319153;0,237756;0,793296;
Q564Q6;19,5057;19,4601;19,0575;19,4804;11,1636;11,2122;10,8972;11,4295;8,55356;0;8,2003;53,7133;+
Q564S3;15,013;15,197;15,1265;15,1677;11,9793;11,43;12,7206;14,8437;1,71906;0,00803978;2,38265;3,17918;+
Q564S8;14,0492;14,3606;13,8917;14,1808;13,441;14,1301;14,0225;13,9878;0,575072;0,160493;0,225261;1,22629;
Q56VY4;11,9106;11,8509;11,6056;11,7942;11,3504;10,9609;11,0794;11,7303;1,49854;0,0136037;0,510067;2,78637;+
Q56VZ2;14,7001;14,7257;14,6315;14,6241;14,4764;13,6626;13,3734;13,6695;1,97921;0,00451951;0,874847;3,6671;+
Q5CCJ2;14,9842;14,717;14,5388;14,6291;13,8803;13,753;13,3821;14,1407;2,62044;0,00118071;0,928255;5,02321;+
Q5CZ37;13,282;12,6689;12,7073;12,9438;12,9055;12,9404;13,0865;13,4532;0,470038;0,215934;-0,195895;-1,03908;
Q5DX36;15,2928;15,3484;14,5747;14,9657;14,206;15,0149;14,9199;14,977;0,456804;0,224128;0,265947;1,01494;
Q5F4U5;14,1868;13,956;13,9275;14,1309;14,7125;14,6678;14,8556;15,4243;2,45778;0,00167526;-0,864735;-4,6551;+
Q5FC47;13,6823;13,9603;13,9037;14,0107;13,3749;13,9433;13,6482;14,3063;0,125188;0,637617;0,0710478;0,334244;
Q5FC67;14,9521;14,6668;15,3286;14,9212;11,3144;11,1034;11,1664;11,5578;6,20358;0,000916667;3,68164;21,6974;+
Q5FC69;15,565;15,5233;15,4492;15,3566;15,7376;15,4895;15,6345;16,1092;0,98756;0,0521643;-0,269193;-1,92252;
Q5FC79;14,4179;13,079;13,1836;13,4866;13,8233;14,166;14,2779;13,744;0,671425;0,122773;-0,461005;-1,39281;
Q5FC82;14,2351;14,0015;14,3518;14,5029;12,0067;10,8566;7,87199;11,688;2,07999;0,00366441;3,66704;3,8646;+
Q5H9M9;17,7173;17,9576;17,5262;17,9461;18,4083;18,3137;18,1052;18,29;2,18304;0,00281924;-0,492492;-4,07203;+
Q5WRN3;13,6128;14,3108;13,2278;14,1745;13,8897;12,3908;13,4295;14,2327;0,307909;0,35204;0,345797;0,731324;
Q5WRS4;17,2036;17,2674;17,1931;17,2542;17,2668;17,0353;17,3667;17,609;0,315898;0,344707;-0,0898824;-0,747224;
Q5WRT8;17,148;17,023;17,0309;16,9703;17,6091;17,2285;17,1042;17,5128;1,38046;0,0184237;-0,320582;-2,58225;+
Q5WRU4;13,6594;13,9636;14,0241;13,9466;13,2209;12,4954;12,5992;12,898;3,01693;0,000626281;1,09506;6,00328;+
Q5ZR27;16,3285;16,1917;15,9286;16,0986;15,8502;16,2639;15,9205;15,8528;0,6021;0,148809;0,165;1,27342;
Q629J5;14,3375;14,3764;14,4814;14,5933;14,4313;14,1433;14,1146;14,3121;1,09083;0,0398089;0,196818;2,09419;+
Q65XX2;14,4186;14,2745;14,0971;14,1042;13,2783;14,2847;14,3388;14,0662;0,395766;0,269076;0,231588;0,901604;
Q65XX4;16,4333;16,5697;16,5705;16,7133;16,7954;17,482;17,5054;17,0802;1,93229;0,00489296;-0,64406;-3,57686;+
Q65XX9;13,6541;13,3384;14,1588;13,5969;12,9668;13,3912;12,5945;11,1051;1,17204;0,0316014;1,17267;2,22972;+
Q65ZB1;17,7979;17,6918;17,6576;17,7551;17,6865;17,2048;17,2632;17,523;1,40026;0,0173199;0,306205;2,61622;+
Q65ZI3;16,4203;16,6238;16,5674;16,5001;15,3628;15,3581;15,9393;15,7042;3,13537;0,000579534;0,936805;6,3215;+
Q65ZI4;11,9472;11,6054;11,3254;11,8439;15,1455;14,5274;14,6041;15,6939;4,44693;0,000138365;-3,31223;-10,8803;+
Q688C0;11,7224;12,0215;11,4016;11,6722;15,7184;15,8377;15,5674;15,7421;6,94488;0;-4,01196;-28,907;+
Q688Z3;11,8789;12,0448;11,6558;11,6756;11,2369;11,1881;11,2786;11,6928;1,69586;0,00832055;0,464667;3,13703;+
Q69YZ0;15,4984;15,6249;15,8019;15,7714;14,8619;14,8973;15,5127;16,0492;0,549723;0,17204;0,343878;1,18174;
Q69Z12;15,6064;15,3856;15,7637;15,4038;15,3238;15,1141;15,4516;15,8158;0,271829;0,392975;0,113562;0,658297;
Q69ZI6;15,4907;15,2365;15,4884;15,486;15,5301;15,4979;15,9428;16,2951;1,01224;0,0490326;-0,391095;-1,96351;+
Q6A1T5;14,6202;14,5697;14,2492;13,4938;12,6285;14,1275;13,2792;13,8357;0,926446;0,0613378;0,765483;1,82101;
Q6A2D2;17,5165;17,2985;17,5883;17,737;17,222;17,2237;16,9697;17,2425;1,78838;0,00709213;0,370642;3,30634;+
Q6A573;16,1036;15,9794;15,9129;16,0079;16,7596;16,2583;16,3148;17,0004;1,72131;0,00797229;-0,582335;-3,18326;+
Q6A575;13,2108;12,9679;13,2125;12,961;13,239;13,5346;14,9713;13,8459;1,09487;0,0394258;-0,809652;-2,10092;+
Q6A583;14,4486;15,1639;13,2035;14,3085;12,623;11,5049;11,6539;13,1305;1,97144;0,00455064;2,05305;3,65208;+
Q6A589;15,5148;14,8774;15,514;15,4575;15,4268;15,1031;15,2585;15,3247;0,140349;0,603291;0,0626924;0,370336;
Q6AW03;12,0523;11,9792;11,713;11,7333;11,4322;11,1064;11,0399;11,3392;2,63222;0,00114327;0,64003;5,05059;+
Q6AW08;12,8146;12,9297;12,6493;12,3431;12,6361;12,9149;12,1771;12,6866;0,153846;0,577088;0,0805066;0,401868;
Q6AW11;15,5628;15,9802;15,705;15,7126;15,8645;15,4994;15,0849;15,4241;0,730277;0,104947;0,271865;1,49283;
Q6BES8;14,5404;14,3442;14,6073;14,3382;13,2907;13,2876;12,9115;12,8257;4,18998;0,000109453;1,37864;9,81107;+
Q71UE4;18,6407;19,1049;19,017;19,0567;17,9068;18,0329;17,7564;18,0408;3,73148;0,00055873;1,02062;8,13363;+
Q75MI6;15,6654;15,1259;15,0952;16,2314;17,2258;17,4335;15,9052;17,3559;1,74508;0,00771152;-1,45064;-3,22667;+
Q7JKP2;13,0778;12,7597;12,7507;12,6281;13,6242;12,8211;12,5333;12,531;0,0974849;0,702781;-0,0733221;-0,266275;
Q7JKP6;15,8776;15,9638;15,877;15,9083;16,1521;16,2136;16,0553;16,0727;2,67951;0,000999254;-0,216707;-5,1615;+
Q7JLB1;12,7303;13,1819;12,5616;12,6881;13,5213;12,3528;12,9598;13,1024;0,291634;0,369757;-0,193592;-0,698639;
Q7JLH5;14,0546;13,9394;15,3151;13,851;14,3387;13,8696;14,4082;14,6735;0,0291479;0,900003;-0,0325027;-0,0849206;
Q7JLJ0;15,9922;15,8703;15,9207;15,6982;16,0261;15,8078;15,9309;15,3169;0,238577;0,435736;0,0999002;0,58903;
Q7JLY2;11,9311;11,8393;11,7284;11,8729;11,3287;10,9719;10,7577;11,7219;1,62146;0,0100468;0,64783;3,00325;+
Q7JLY3;14,1812;14,2845;14,1952;14,2403;15,0359;15,3886;15,195;15,3379;4,74914;0,000193833;-1,01409;-12,2739;+
Q7JMS5;14,1372;14,503;14,4763;14,5883;14,3816;14,6847;14,5179;15,8034;0,582233;0,157516;-0,420715;-1,23881;
Q7JPQ6;14,2806;14,7675;14,9412;14,1212;12,2618;12,5021;12,787;13,5981;2,59875;0,00115901;1,74039;4,97306;+
Q7K6X4;16,0993;16,2084;16,1153;16,1522;16,3824;16,4528;16,491;16,4782;3,96992;0,000384314;-0,30728;-8,97147;+
Q7K707;17,4936;17,66;17,5679;17,4274;16,0901;17,0423;16,6567;16,1192;2,39702;0,00188557;1,06016;4,52212;+
Q7K711;13,3813;12,7338;12,9699;13,1704;12,2538;10,5483;10,6697;12,8303;1,35218;0,0199563;1,48835;2,53391;+
Q7K742;11,7654;12,0089;11,8363;11,7249;11,2066;11,1495;11,0669;11,6153;2,239;0,00256475;0,574325;4,18713;+
Q7K7C1;15,0535;15,7683;15,0094;14,9834;11,8425;10,0543;12,0125;13,4888;2,43533;0,00179222;3,35414;4,60569;+
Q7KPV0;16,7706;17,3522;17,3254;17,3839;15,8967;16,4457;16,382;16,9401;1,65358;0,00910333;0,791895;3,06076;+
Q7KPV8;15,8073;15,7199;15,8006;15,838;16,2776;15,1976;16,8661;16,2631;0,466273;0,218362;-0,359635;-1,03223;
Q7KPW6;13,5581;14,3908;14,1124;13,251;12,0285;13,3022;13,3854;12,6087;1,2887;0,0239716;0,996861;2,42603;+
Q7KPW7;14,0503;12,5727;13,6886;12,2153;13,5269;14,26;13,2511;13,5642;0,483078;0,207893;-0,518822;-1,06273;
Q7YTG6;12,0435;11,9136;11,2634;11,8599;11,366;12,4503;11,4959;11,6965;0,020492;0,928188;0,0179536;0,0602526;
Q7YTG9;11,717;11,7215;11,8207;11,7244;11,4339;11,114;11,2201;11,7187;1,48147;0,0140277;0,374242;2,75663;+
Q7YTI4;13,7695;13,4565;13,3523;14,0622;12,1397;11,1006;11,0985;11,7249;3,41222;0,000655901;2,14418;7,1168;+
Q7YTI7;14,4732;14,2421;14,1335;13,8455;13,725;12,4456;12,7788;13,4555;1,79566;0,00706552;1,07236;3,3198;+
Q7YTK7;11,9077;12,0349;11,8558;11,8102;11,4328;11,0801;11,2521;11,5999;2,42522;0,0018251;0,560905;4,58355;+
Q7YTR9;17,7855;18,0157;17,4957;17,7584;17,6908;17,2606;16,3717;16,8795;1,25994;0,0257317;0,713202;2,37742;+
Q7YTU4;14,1892;14,489;13,7369;13,7506;12,6611;13,1927;13,2953;13,5025;1,85718;0,0059311;0,87852;3,43453;+
Q7YWQ8;15,16;15,6747;15,1036;14,834;15,0765;14,6703;14,956;15,4903;0,240015;0,433815;0,144775;0,592069;
Q7YWR3;13,796;13,6498;12,9545;13,1931;12,2985;12,9767;12,7283;12,2827;1,7239;0,00794107;0,826781;3,18799;+
Q7YWR7;14,9161;14,654;14,5164;14,6472;13,6864;13,7045;14,8681;14,0561;1,08997;0,0397986;0,60465;2,09275;+
Q7YWS5;13,5381;13,3041;13,5567;13,7769;14,8999;12,747;13,8513;15,4438;0,529033;0,18248;-0,691554;-1,14511;
Q7YWT6;15,35;12,5173;15,4413;16,2578;15,2749;16,0625;15,8534;15,1665;0,355528;0,303847;-0,697741;-0,824802;
Q7YWX7;14,6141;14,4122;14,3089;14,0804;13,4006;13,4389;13,9355;13,7604;2,26062;0,00241947;0,720035;4,23208;+
Q7YX52;14,2953;14,1982;14,2004;14,0287;15,2358;15,2151;14,1371;15,5769;1,45507;0,0148569;-0,860583;-2,71078;+
Q7YX57;15,6347;15,8933;15,4456;15,5266;15,2244;14,6752;14,9434;15,2285;1,99394;0,00437631;0,607195;3,69565;+
Q7YX60;13,6724;13,4162;13,5755;13,9157;11,2797;11,925;10,9337;11,7023;3,9631;0,00037911;2,18475;8,94649;+
Q7YX71;11,8921;12,0179;11,7236;11,856;10,8782;11,0188;11,1869;11,4627;2,72703;0,000989247;0,735726;5,27464;+
Q7YX96;17,9665;18,1318;17,9823;18,1191;17,5775;18,0737;18,0325;19,3965;0,224024;0,455806;-0,220088;-0,558048;
Q7YXH1;13,9343;14,3802;13,8812;13,9126;13,4012;14,0045;13,9179;13,3493;0,871863;0,071407;0,358832;1,73019;
Q7YZG3;15,3681;15,3249;15,5094;15,429;13,677;14,1327;14,0628;13,9208;4,98551;0,000251429;1,45949;13,478;+
Q7YZH4;13,8572;14,1351;14,2049;14,4276;14,469;14,1261;14,4396;14,9342;0,822989;0,080768;-0,336052;-1,64863;
Q7YZT6;14,98;14,987;14,9735;14,9708;14,8264;14,9654;14,2664;14,5284;1,10674;0,0381547;0,331177;2,12068;+
Q7YZW5;16,182;16,0512;15,8761;15,7841;15,4667;15,3934;15,7686;15,7507;1,55563;0,0121111;0,37852;2,88648;+
Q7Z072;19,0139;19,0263;18,9221;18,9142;20,1786;20,6492;20,5643;20,1674;4,4613;0,000142857;-1,42079;-10,9431;+
Q7Z116;12,0436;11,9872;11,7273;11,7826;11,2643;10,4528;11,2244;11,6001;1,58921;0,0109923;0,749767;2,94587;+
Q7Z139;15,3944;15,3862;14,8871;15,1839;15,2465;14,234;13,7575;14,7757;1,06946;0,0422343;0,709492;2,05862;+
Q7Z145;16,2804;16,2668;16,0177;16,1793;16,8673;16,9228;16,5601;16,6973;2,87038;0,000839422;-0,57581;-5,62639;+
Q7Z1Q3;17,6407;17,7092;17,6153;17,6347;17,7387;17,6038;17,6435;18,0948;0,480153;0,209727;-0,12022;-1,05744;
Q7Z2A6;19,0382;18,7433;18,7477;18,8584;17,1577;16,5678;16,3812;17,613;3,24033;0,000625821;1,917;6,61424;+
Q7Z2A9;13,116;12,8;13,4009;12,9124;12,832;13,5832;12,4206;12,6388;0,27376;0,390968;0,188696;0,662261;
Q86B36;16,2304;16,136;16,1768;16,1434;15,4968;15,7924;16,0938;15,9804;1,33354;0,0209371;0,33079;2,50213;+
Q86D15;12,0584;11,9251;11,452;11,7768;11,4452;11,6427;11,1496;11,3752;1,28397;0,0242736;0,399924;2,41801;+
Q86D99;13,9823;14,159;14,2519;14,0478;14,4983;14,9162;14,9303;15,3347;2,3756;0,00199138;-0,809657;-4,47583;+
Q86DC6;15,7274;15,7664;15,4523;15,4438;14,3502;14,5668;14,2064;14,516;4,22483;0,00011399;1,18761;9,95026;+
Q86DC9;12,0065;11,8868;11,8261;11,8357;13,9094;13,5657;13,5876;14,7662;3,46766;0,000685714;-2,06844;-7,28535;+
Q86FL8;16,2057;16,2643;17,1854;16,3517;13,8172;12,6343;12,8987;14,5667;3,03977;0,000637571;3,02256;6,06369;+
Q86G91;12,8055;13,0221;12,8997;12,657;12,283;13,2188;13,3039;13,2165;0,257506;0,410673;-0,159495;-0,628709;
Q86GC2;14,7598;14,7043;14,5192;14,6343;13,9604;13,8468;14,034;15,0808;0,709845;0,110779;0,423913;1,45822;
Q86LS4;16,704;16,7278;16,7924;16,7147;18,3639;18,45;18,4155;18,4418;8,86931;0;-1,68308;-60,6447;+
Q86MI0;11,851;12,5442;12,2089;11,795;13,9279;11,8702;10,725;13,6599;0,230695;0,447187;-0,445985;-0,572305;
Q86MI3;16,7952;16,6917;16,5358;16,5739;15,9438;15,908;16,0137;16,2823;2,99105;0,000668493;0,612205;5,93542;+
Q86MP1;11,9401;11,9986;12,1334;11,8462;13,3056;13,8372;13,3549;14,2819;3,44971;0,000677792;-1,71531;-7,23042;+
Q86NC1;19,7456;19,7773;18,6727;19,6947;19,0396;18,0158;18,9903;18,2446;1,28218;0,0243738;0,899985;2,41499;+
Q86NE0;16,9652;16,9867;17,2654;17,0646;19,0511;18,5949;18,7826;19,2462;4,60863;0,000163569;-1,84823;-11,6066;+
Q86NH9;18,5073;16,9177;17,1344;17,4381;18,2935;18,1388;17,9735;19,1612;1,04889;0,0448627;-0,892362;-2,02441;+
Q86S40;15,0399;14,913;14,5074;14,4344;15,1218;14,4622;13,7394;14,6579;0,294967;0,366142;0,228362;0,705366;
Q86S61;14,7678;14,8817;14,986;14,6602;14,8519;15,2555;15,3234;15,3106;1,46576;0,0145538;-0,36142;-2,72933;+
Q86S66;18,5054;18,444;18,3448;18,4508;19,6507;19,6298;19,7647;19,6069;6,60313;0;-1,22675;-25,3301;+
Q86S80;15,5562;14,8687;15,0505;14,6604;11,2587;13,2527;13,1247;6,60798;1,35544;0,019813;3,97293;2,53947;+
Q8I100;14,4746;14,5016;13,4045;14,2657;16,9607;18,2405;18,6951;17,2889;3,5624;0,000734353;-3,63471;-7,58099;+
Q8I116;16,0336;16,1866;16,1615;16,0344;16,7464;16,6938;16,8341;17,4121;2,5147;0,00152863;-0,81759;-4,78185;+
Q8I136;14,6228;14,836;14,0965;14,0419;13,954;14,0666;13,5559;14,1534;1,02035;0,0478539;0,466852;1,97698;+
Q8I4A6;13,7548;12,7408;12,8378;13,1154;11,3958;11,1392;11,0989;11,5644;3,42259;0,000660826;1,81258;7,14809;+
Q8I4C1;16,951;16,9021;16,7197;16,8427;15,9078;15,583;15,3524;15,7373;4,09383;9,84E-05;1,20876;9,436;+
Q8I4C5;15,2659;15,219;15,2998;15,2938;15,2901;15,4968;15,4263;15,3678;1,41543;0,0164633;-0,125675;-2,64233;+
Q8I4G3;13,6698;13,4841;13,372;12,5704;8,2485;11,1439;11,0709;11,4255;1,93161;0,00492337;2,80188;3,57556;+
Q8I4H7;11,8915;11,3045;11,8854;11,6865;11,4852;11,8347;11,2709;11,7265;0,245393;0,426997;0,112655;0,603396;
Q8I4I3;16,7818;16,8611;17,019;16,9964;16,751;16,0397;16,3992;16,7453;1,28128;0,0244185;0,430735;2,41346;+
Q8I4I9;15,1435;15,2839;15,0786;15,1018;14,371;16,6214;15,0203;13,5874;0,148783;0,586791;0,251955;0,390104;
Q8I4M5;13,5616;13,4846;14,217;14,2116;14,468;13,7926;14,0301;14,6017;0,611246;0,144931;-0,354387;-1,28929;
Q8I4N3;15,1575;15,375;14,8089;15,2677;14,6458;13,905;14,2467;14,8981;1,56488;0,0118232;0,72841;2,9028;+
Q8I711;17,3263;17,0718;17,1435;17,0162;17,2651;17,4116;17,5022;16,9149;0,405481;0,261129;-0,134023;-0,919882;
Q8I7F8;15,3949;15,6587;14,2941;15,0529;15,1216;14,8155;14,5161;15,062;0,281432;0,381077;0,221317;0,677939;
Q8I7H9;15,4695;15,3026;15,2424;15,1237;16,1124;14,2425;14,7511;15,8854;0,0276881;0,90467;0,03668;0,0807912;
Q8IA63;12,4559;13,0882;13,2024;13,3256;14,2224;13,7057;14,1203;14,5468;2,3171;0,00225962;-1,13076;-4,35081;+
Q8IA95;12,0525;11,8965;11,7866;11,6938;14,9592;13,7856;15,5513;14,6508;3,58668;0,000577969;-2,87937;-7,65836;+
Q8IAA5;12,0097;11,8499;11,8669;11,846;14,6315;14,6453;13,7458;14,3155;4,56441;0,000156584;-2,44141;-11,4036;+
Q8IAA9;14,898;14,8467;14,7753;14,908;14,4262;13,7606;13,7924;14,2379;2,51536;0,00152965;0,802687;4,78334;+
Q8IG23;15,7903;15,7115;15,8899;15,9121;15,0806;15,2239;15,4992;15,819;1,32141;0,0217517;0,420295;2,48151;+
Q8IG33;14,8311;15,0059;14,9013;14,6447;15,9621;15,7392;15,4502;15,8517;3,29347;0,000602052;-0,905037;-6,76646;+
Q8IG67;13,5807;13,3854;13,2962;13,8024;13,2623;13,1369;12,8659;14,7548;0,00855461;0,969502;0,0111971;0,0254844;
Q8IG68;14,7764;14,8629;14,2731;14,0243;14,4624;14,6398;13,9187;14,8502;0,0197053;0,931268;0,0164199;0,0579885;
Q8ITV6;15,0576;14,8494;14,7036;14,9125;14,6191;14,4065;14,4845;14,6066;2,11568;0,00319363;0,351627;3,93579;+
Q8ITX4;14,9279;14,8529;14,6151;15,0306;16,4623;16,2777;16,2639;17,3002;3,23098;0,000621739;-1,71941;-6,58773;+
Q8ITY1;17,8193;17,6187;17,4568;17,5936;14,9005;13,7804;13,9085;14,3954;4,83445;0,000214634;3,37589;12,6964;+
Q8ITY4;14,0164;14,2182;14,1606;14,068;14,0349;14,0608;14,2022;14,1145;0,0782081;0,753909;0,0127072;0,217263;
Q8ITY5;13,5655;12,9361;13,3643;13,3364;12,8858;13,3063;13,4859;13,6683;0,0597797;0,806681;-0,035995;-0,168927;
Q8ITZ0;15,4781;15,6705;15,9708;15,8985;15,7769;15,1202;14,8022;15,3351;1,10978;0,0377378;0,49586;2,12576;+
Q8MNR9;12,4661;12,0395;11,8842;11,9215;13,445;12,7088;13,2233;13,0757;2,63866;0,00114659;-1,03535;-5,06561;+
Q8MNT0;14,048;14,0199;14,1297;13,8335;13,2265;13,6725;13,3901;13,5201;2,56195;0,00139752;0,55551;4,88874;+
Q8MNT1;14,5917;14,606;14,2143;14,4356;15,7304;16,4296;16,8509;16,7172;3,50754;0,000701195;-1,97012;-7,40861;+
Q8MNU8;16,6639;16,5086;16,2591;16,1334;15,0662;15,5777;16,1455;15,5368;1,74262;0,00772468;0,80967;3,22218;+
Q8MNV8;19,0758;19,8542;19,8406;20,1971;19,0798;19,2856;19,6424;19,7599;0,478889;0,210496;0,300007;1,05515;
Q8MNY0;14,0221;13,9773;16,2821;13,8178;16,1269;14,5267;13,6533;15,0559;0,154597;0,575692;-0,315865;-0,403608;
Q8MPP5;10,566;11,889;11,8578;12,1083;13,9086;14,4505;13,2903;14,0506;2,80011;0,000839744;-2,31976;-5,45194;+
