ProteinAccessions;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value eat2_d5_N2_d5;Student's T-test q-value eat2_d5_N2_d5; Student's T-test Difference eat2_d5_N2_d5;Student's T-test Test statistic eat2_d5_N2_d5;Sign p-val: 0.05 
G5EGR8;14,2141;13,4752;14,1286;13,9935;14,4036;14,0805;14,5085;14,3405;1,04207;0,0453368;-0,380401;-2,01307;+
G5EGS5;15,0272;14,4041;14,5494;14,3572;13,4916;13,3946;13,8539;13,7478;2,67289;0,000997024;0,96251;5,14587;+
G5EGS8;13,5633;14,11;13,879;13,3904;13,8745;13,8013;15,0984;14,4863;0,847783;0,0759514;-0,579433;-1,69005;
G5EGT6;14,3307;14,389;14,3542;14,014;12,867;12,6408;13,5479;13,689;2,15967;0,00291444;1,08578;4,02447;+
G5EGT7;15,7546;15,7662;15,6677;15,7179;15,0926;15,3127;15,2408;15,0898;3,99805;0,000224;0,542612;9,07512;+
G5EGU1;16,2766;16,2106;16,2019;16,2316;15,5269;15,635;15,4054;15,8577;3,16384;0,000593977;0,623915;6,39988;+
G8JXY9;15,7549;15,4382;15,534;15,4342;15,4906;15,243;14,6563;15,6507;0,568434;0,163402;0,280153;1,21466;
G8JXZ7;14,4515;14,3414;14,593;14,6632;15,0646;14,6254;15,0985;15,0715;1,82229;0,00647532;-0,45271;-3,36928;+
G8JY24;13,7386;13,6799;13,6034;13,6094;13,0435;13,3795;13,2041;12,3832;1,60819;0,0104835;0,655265;2,97959;+
G8JY31;19,0104;19,9306;18,594;19,9627;17,1203;16,7324;16,8874;17,6033;2,96202;0,000718133;2,28857;5,85995;+
G8JY83;22,3622;22,4247;22,1619;22,6174;22,6735;22,6549;21,4993;22,0755;0,226319;0,452736;0,165784;0,562963;
G8JY85;12,001;11,9931;11,6856;12,3408;12,8327;11,8236;12,0696;13,066;0,650544;0,13012;-0,442843;-1,35705;
G8JY94;17,7559;17,6841;17,9063;17,7113;17,0407;16,9439;17,6484;17,5879;1,2924;0,0236842;0,459173;2,43229;+
G8JYB8;13,895;14,2777;14,2612;14,1944;12,1904;12,3183;12,5587;11,9955;4,85138;0,000221106;1,8914;12,7818;+
G8JYE4;15,833;15,5994;15,7141;15,0186;16,3333;16,3323;15,6975;16,0182;1,24203;0,0265815;-0,554025;-2,34722;+
G8JYG1;15,7434;16,0264;16,0087;15,974;17,1382;17,1209;17,0456;16,8371;4,58503;0,00016;-1,09731;-11,4979;+
G8XYY4;12,039;11,7731;11,8142;11,6484;10,9417;10,601;11,1192;11,358;2,40764;0,00189856;0,813678;4,54521;+
G8XYY6;15,8834;15,9524;15,7758;15,8864;14,8363;15,1949;14,959;14,5514;3,41525;0,000656716;0,989135;7,12595;+
H1UBJ9;13,6686;12,2016;12,6613;13,4302;13,3848;12,9553;12,6329;14,4251;0,289445;0,371718;-0,359103;-0,694211;
H1UBK8;12,4207;12,4078;12,7254;12,4188;13,1358;12,3738;12,5381;11,859;0,0205206;0,928332;0,0165443;0,0603347;
H1ZUX7;14,0653;13,8169;13,8426;14,6701;14,1398;14,4148;13,9205;13,4495;0,158671;0,568654;0,117553;0,413013;
H2FLG7;14,4402;14,2901;14,5472;14,0139;14,7364;13,2626;13,693;15,0579;0,114311;0,661458;0,135362;0,307882;
H2FLJ1;16,4591;16,8067;16,6605;16,4258;15,6074;15,397;16,1968;14,3958;1,6667;0,00885088;1,18873;3,08435;+
H2FLK8;19,5947;19,5564;19,3409;19,435;20,7214;20,6578;20,4221;20,5989;4,87618;0,000226804;-1,11827;-12,9079;+
H2FLK9;18,0776;17,8156;17,875;17,8629;18,3056;18,4744;18,3696;18,5827;3,10906;0,000570858;-0,525302;-6,24973;+
H2FLL6;13,0724;13,0872;13,0149;12,7651;11,2048;11,2141;11,2322;11,4853;5,5602;0,000488889;1,7008;16,89;+
H2KMK6;14,7699;14,8853;14,7493;14,6662;14,4651;14,3416;14,3665;14,6585;1,96811;0,00455686;0,309762;3,64567;+
H2KML6;11,7978;11,9307;11,8508;11,3721;10,0786;11,5662;11,4686;11,7179;0,632119;0,137307;0,530025;1,32536;
H2KY58;15,3787;15,3159;15,0878;15,1742;15,7794;15,4652;15,3446;15,7204;1,48215;0,0140331;-0,33824;-2,75781;+
H2KY60;11,9435;12,0158;11,6322;11,8215;14,5104;14,2465;13,5699;13,8564;4,18255;0,000108642;-2,19258;-9,78163;+
H2KY68;15,0408;14,9114;14,4506;14,5247;12,5251;13,9127;13,1884;12,6261;2,51021;0,00152457;1,66881;4,77178;+
H2KY72;15,4723;14,9674;15,0728;14,9839;15,6777;15,1839;15,5857;15,6183;1,27507;0,0246697;-0,392286;-2,40297;+
H2KY88;14,6166;14,5275;14,0556;14,3786;13,7384;13,3609;12,7541;13,5772;2,23397;0,00261285;1,03693;4,17671;+
H2KY99;14,9289;14,7334;14,7728;15,4667;13,9361;14,6995;14,064;14,8227;1,1109;0,0376401;0,59489;2,12761;+
H2KYA5;16,5937;17,7564;17,0438;16,9831;17,4524;16,9894;17,3989;17,1789;0,2472;0,424544;-0,16064;-0,60719;
H2KYB6;12,0738;11,6668;12,952;11,5444;11,3157;11,9529;11,7483;11,8458;0,442221;0,2339;0,343554;0,988176;
H2KYB8;14,4493;14,2261;13,7517;13,9285;12,0673;12,7273;12,1022;14,399;1,17042;0,0316843;1,26495;2,22701;+
H2KYC6;15,238;15,0679;15,0409;14,9931;15,6088;15,6702;15,8507;15,8176;3,77357;0,000380952;-0,651833;-8,27641;+
H2KYC9;15,4979;15,3877;15,6321;15,5065;16,1261;15,2023;15,3453;16,2832;0,364803;0,295634;-0,233195;-0,84267;
H2KYE0;16,0025;15,9052;15,6929;15,8117;15,8459;15,88;15,7447;15,934;0,00834816;0,970174;0,00191975;0,0248752;
H2KYE1;14,7867;15,4816;15,3446;14,661;14,0882;14,4331;13,9259;13,7467;2,18962;0,00274945;1,01998;4,08546;+
H2KYG4;14,3059;14,2781;14,5299;14,4827;14,5776;14,1145;14,706;13,9002;0,14127;0,601509;0,0745873;0,372506;
H2KYG6;13,9003;14,077;14,2275;14,1883;14,548;14,7977;14,4574;14,2732;1,73206;0,00783101;-0,420812;-3,20287;+
H2KYH5;16,2718;16,2119;16,1002;16,0829;16,1342;16,1136;15,9871;16,1808;0,461529;0,221579;0,062768;1,02358;
H2KYI5;17,9175;17,9985;17,9622;17,9979;18,5424;18,6506;19,0129;18,5896;3,27548;0,00064487;-0,729878;-6,71462;+
H2KYJ2;16,1287;16,809;16,8646;16,661;16,0187;16,1488;15,9532;16,4661;1,22085;0,0281033;0,469167;2,31159;+
H2KYJ5;17,9284;17,9662;17,9919;17,9173;17,1875;17,1073;17,4555;17,604;2,71196;0,00101901;0,612401;5,23858;+
H2KYK4;12,5819;13,2779;13,005;12,5115;11,4372;11,0663;11,1292;11,5408;3,44559;0,00067433;1,55067;7,21787;+
H2KYM0;12,6843;12,9776;13,3851;12,8179;12,674;12,8737;12,6804;12,1337;0,858329;0,074031;0,37575;1,70764;
H2KYM2;13,9944;14,1193;13,4567;13,723;13,5092;14,0385;13,5269;13,1225;0,530223;0,181903;0,274085;1,14722;
H2KYN0;13,8821;13,8495;13,3798;13,0429;14,8543;13,9438;13,1313;15,157;0,712053;0,110346;-0,733035;-1,46197;
H2KYN3;16,0078;16,0092;14,85;16,5553;15,7661;17,2298;18,1378;15,8998;0,644395;0,132752;-0,902798;-1,34649;
H2KYN5;16,3461;15,7972;15,5088;15,1255;15,4288;15,5092;15,2238;14,7974;0,736421;0,102944;0,45462;1,50321;
H2KYN6;14,3305;14,022;13,8899;13,7376;12,8102;11,9177;12,0243;12,5845;3,25166;0,00063065;1,66082;6,64647;+
H2KYP1;15,6462;15,3401;15,3242;15,2799;14,5089;14,6472;14,5634;14,7719;3,57843;0,000748936;0,77474;7,63199;+
H2KYP2;15,9657;15,8574;15,6245;16,0184;15,062;14,8254;14,9224;16,8297;0,418394;0,251205;0,456632;0,944032;
H2KYP5;15,4638;15,3845;15,2334;15,0182;15,6052;15,2141;15,2442;15,2346;0,138273;0,607784;-0,0495751;-0,365437;
H2KYP7;17,7789;18,1192;17,305;17,7798;10,3823;14,2386;9,21872;11,7414;2,94522;0,000709849;6,35049;5,81661;+
H2KYQ2;17,071;16,7133;16,669;16,855;16,1483;16,1515;16,0748;15,9783;3,52007;0,000712551;0,738857;7,44769;+
H2KYQ5;16,5459;16,5237;16,5937;16,5996;17,0728;16,7542;16,8359;17,3174;1,8108;0,00679781;-0,42932;-3,3479;+
H2KYR1;18,0898;18,116;18,0156;18,064;19,2141;19,269;18,8;19,1614;4,14022;0,000102804;-1,03979;-9,61533;+
H2KYR4;12,9528;13,2091;13,0765;12,8643;13,3377;11,3695;12,9787;13,1648;0,282797;0,379273;0,313024;0,680718;
H2KYS1;18,1883;18,1851;18,0941;18,1734;18,0478;17,9114;17,7561;17,9827;1,9155;0,00509387;0,235727;3,54483;+
H2KYS8;15,4261;15,2467;15,0835;15,1839;14,6286;14,664;14,6384;14,2458;2,86594;0,000835165;0,690855;5,61527;+
H2KYU6;15,699;15,5009;15,4044;15,2495;14,9975;15,2105;15,2163;15,1557;1,60603;0,0105934;0,318445;2,97575;+
H2KYV1;15,1454;15,1985;15,2274;14,9778;14,4757;14,3439;14,5323;14,9528;2,11056;0,003211;0,561095;3,92553;+
H2KYV8;14,3795;14,3287;14,0439;14,1578;14,8536;14,7806;14,9351;15,2518;2,86874;0,000837288;-0,727822;-5,62229;+
H2KYV9;16,3645;15,3547;15,2463;15,4412;14,3598;14,7891;14,5989;14,7562;1,91447;0,00513739;0,975647;3,54286;+
H2KYX4;16,2133;16,2221;16,1527;16,1688;15,4508;15,1039;15,3373;14,9935;4,0095;8,89E-05;0,967855;9,11762;+
H2KYX9;15,6309;15,6883;15,3762;15,5851;16,1497;15,2698;14,8899;16,0803;0,0296349;0,898424;-0,027308;-0,0862955;
H2KYZ6;14,1687;13,9262;14,1617;14,295;13,7428;13,4027;13,5929;14,6846;0,424922;0,245744;0,282175;0,956177;
H2KYZ8;12,9969;13,8617;14,1126;14,1291;17,2107;13,133;16,32;17,5946;1,14573;0,0339799;-2,28949;-2,18573;+
H2KZ05;13,3667;13,7854;14,4188;13,4879;14,6084;14,6072;14,7613;14,0981;1,46664;0,014545;-0,754047;-2,73085;+
H2KZ06;15,1234;15,2774;15,2876;14,9906;16,5846;15,8072;16,2147;16,8546;2,61781;0,00117901;-1,19552;-5,0171;+
H2KZ18;17,7302;17,8838;17,6064;17,828;17,4382;17,6481;17,3857;17,614;1,45664;0,014751;0,240637;2,71351;+
H2KZ22;16,2834;16,8418;15,7868;16,5676;16,4967;16,338;15,7746;16,619;0,0772098;0,756138;0,0628049;0,214683;
H2KZ24;12,6212;13,0832;13,3032;13,5068;12,8219;14,1576;15,4943;13,2436;0,611058;0,145017;-0,800727;-1,28896;
H2KZ29;11,6511;11,7933;12,1511;11,578;10,9116;11,1376;11,2641;11,5545;1,685;0,00856269;0,576428;3,11737;+
H2KZ37;17,7654;18,0726;17,697;17,68;15,6575;16,5267;15,9547;15,0747;3,13798;0,000582485;2,00032;6,32865;+
H2KZ48;14,5297;14,4418;14,4699;14,6552;13,9509;13,8659;13,8658;14,4522;1,78431;0,0071645;0,490483;3,29882;+
H2KZ52;13,7505;13,2598;13,6881;13,582;14,3983;13,7099;13,1195;14,8724;0,524719;0,184362;-0,454937;-1,13743;
H2KZ53;14,6018;14,7559;14,4651;14,4221;14,2911;13,5499;13,6728;14,602;1,05476;0,0440619;0,532285;2,03417;+
H2KZ57;15,0277;14,901;15,1525;14,8891;15,8303;15,6645;16,1287;16,2417;3,25085;0,000629956;-0,973723;-6,64413;+
H2KZ70;14,0057;14,6768;14,4722;13,6661;13,6526;13,8023;14,0643;14,3038;0,408263;0,258885;0,249445;0,925099;
H2KZ73;13,6687;14,5796;14,8483;14,6524;15,9494;15,4655;15,5116;15,7477;2,3;0,00235476;-1,23125;-4,31466;+
H2KZ76;11,9657;11,8271;11,7043;11,8232;11,4735;11,0115;11,0922;11,6955;1,62825;0,00987974;0,511923;3,01537;+
H2KZ89;13,5075;13,5055;12,8519;13,1967;12,5341;12,3973;11,952;11,7644;2,4367;0,00177041;1,10342;4,6087;+
H2KZ95;15,0218;14,8914;14,9582;14,7047;13,0456;13,2567;13,9921;13,5982;3,20496;0,000607864;1,4209;6,51443;+
H2KZ98;16,0633;16,1586;16,012;16,1995;16,6222;15,8697;16,062;16,6413;0,420522;0,249181;-0,190436;-0,947995;
H2KZA2;15,3241;15,7165;15,5737;15,5504;14,8655;15,062;15,0289;15,156;2,63993;0,00114993;0,513093;5,06857;+
H2KZA5;15,8157;15,8374;15,4495;15,5413;15,0222;14,894;15,117;15,3192;2,30589;0,0023632;0,572882;4,32709;+
H2KZA6;14,9206;14,8996;14,5947;14,2768;14,3123;13,6245;14,2674;14,164;1,41704;0,0164083;0,58089;2,6451;+
H2KZB7;18,6117;14,1868;19,5796;13,987;14,668;14,6617;14,9375;15,2162;0,545154;0,174105;1,72042;1,17367;
H2KZC4;12,0163;12,009;11,733;11,8375;11,3869;11,2149;10,8557;11,6848;1,78058;0,00714848;0,613381;3,29193;+
H2KZC6;11,5551;12,0533;11,8786;10,7122;11,3874;11,1249;11,2718;11,5106;0,308351;0,351942;0,226117;0,732207;
H2KZD2;16,4063;15,8332;15,5506;15,5661;14,4578;15,0574;14,0504;15,3317;1,71359;0,00809647;1,11473;3,16921;+
H2KZD5;15,6934;15,7648;15,7139;15,7633;15,4211;15,4307;15,2811;15,5716;2,59535;0,00115737;0,307748;4,96523;+
H2KZD9;13,1735;13,6402;13,7498;13,8111;14,2953;15,2659;15,2332;14,0755;1,77489;0,00715254;-1,12384;-3,28144;+
H2KZE4;15,7106;15,5565;15,5423;15,5784;15,1336;15,9746;13,9479;16,2529;0,206206;0,484018;0,269693;0,51951;
H2KZF5;15,1923;15,2649;15,0981;15,0409;14,9728;14,9414;14,8027;14,6373;1,83976;0,00622304;0,31049;3,40187;+
H2KZF8;14,5252;14,9449;14,707;14,807;13,4479;14,5089;14,0221;13,5728;1,80889;0,00678854;0,858125;3,34434;+
H2KZG3;14,487;12,5958;13,6176;14,2269;14,056;13,7116;13,9713;14,4721;0,29973;0,36029;-0,320925;-0,714949;
H2KZG6;14,8084;14,7426;15,4778;15,0614;14,5778;12,0541;16,1376;15,2485;0,234452;0,441705;0,518043;0,580292;
H2KZJ1;14,1791;13,9295;13,866;14,0076;13,4324;13,562;14,0459;14,486;0,177395;0,532264;0,114002;0,455648;
H2KZJ5;16,647;16,397;16,5321;16,4645;16,0339;15,9188;15,9536;16,009;3,96452;0,000380583;0,531337;8,9517;+
H2KZJ7;15,5879;15,5368;15,5922;15,5525;15,5354;14,9829;14,9498;15,7238;0,661134;0,126202;0,269375;1,37521;
H2KZK7;15,804;15,8069;15,662;15,7682;16,2136;16,4047;16,0606;16,4166;2,8655;0,000833755;-0,513598;-5,61417;+
H2KZK9;15,0035;14,4532;14,5564;14,3649;15,3795;14,8282;14,8701;14,7623;0,928131;0,0610264;-0,36551;-1,82381;
H2KZL1;15,8612;16,1165;15,9309;16,0319;16,216;16,3277;15,917;16,341;0,973065;0,0543745;-0,21527;-1,89845;
H2KZL6;12,0099;11,9141;11,8522;11,811;11,8485;11,1032;11,2745;11,6106;1,35231;0,0199519;0,437593;2,53413;+
H2KZL9;13,1434;13,7411;14,2303;12,9221;13,1271;12,9909;13,7081;12,7982;0,445589;0,23167;0,353106;0,994375;
H2KZN5;17,269;17,0455;16,9273;17,0796;16,4926;16,7485;16,5051;16,3644;2,68142;0,00100375;0,552717;5,16602;+
H2KZN9;15,2638;15,6814;15,5878;15,6616;15,5107;15,7569;15,4756;15,2379;0,140582;0,60271;0,0533626;0,370885;
H2KZP5;14,3359;13,7111;13,9861;13,6813;15,4522;15,1633;15,4701;15,5607;3,83374;0,000408451;-1,48298;-8,48423;+
H2KZP7;12,1992;12,8487;13,5682;12,7006;14,3228;14,0652;12,0571;13,6598;0,559077;0,167969;-0,69706;-1,19822;
H2KZP8;15,4883;14,6369;14,9205;14,8398;13,1888;13,1857;12,6716;13,0604;3,93998;0,000369811;1,94472;8,8623;+
H2KZQ0;14,6386;13,3058;13,5865;13,6387;14,4215;13,9062;13,5568;14,917;0,437489;0,237056;-0,40799;-0,97945;
H2KZQ8;13,7441;13,4747;13,5348;13,5625;14,8139;13,7799;13,3742;13,6376;0,451244;0,22796;-0,322365;-1,00476;
H2KZR3;14,1067;13,9345;13,7895;13,6114;15,3107;14,9982;14,8354;15,8439;2,87658;0,000842285;-1,38655;-5,64199;+
H2KZS2;18,7393;19,011;18,5903;18,677;19,1285;19,1283;19,2179;19,4129;2,21617;0,00269605;-0,467465;-4,13996;+
H2KZU0;14,2676;14,3044;14,0317;14,0163;15,5472;14,9717;14,673;13,5135;0,559699;0,167551;-0,521325;-1,19932;
H2KZU7;18,2523;18,2;17,8601;18,2639;14,6378;14,3585;13,7402;14,8823;5,11208;0,000293333;3,73938;14,1677;+
H2KZV4;11,9926;11,9068;11,7389;11,769;10,9548;11,2041;11,1849;11,5377;2,48521;0,00159634;0,631463;4,71591;+
H2KZV5;20,0981;19,9998;19,8881;20,1645;20,0103;19,9355;20,0617;20,1599;0,0187239;0,934323;-0,00421762;-0,0551589;
H2KZV8;17,2039;16,8506;17,1501;17,3772;16,9799;16,5573;16,5243;17,012;1,15473;0,0330963;0,377078;2,20077;+
H2KZW7;14,1868;13,7031;14,0072;14,1074;13,08;12,6135;12,3254;13,8273;1,62965;0,00986392;1,03959;3,01788;+
H2KZX2;13,9889;14,4355;14,9782;15,0211;14,9425;15,2307;14,8033;14,4592;0,375954;0,286205;-0,252995;-0,864018;
H2KZX4;14,3894;14,6356;14,5676;14,6071;14,2463;13,8136;14,6721;14,814;0,293748;0,367257;0,163448;0,702908;
H2KZY5;13,0153;13,2265;12,8225;12,7099;13,4579;13,615;13,372;13,9913;2,01747;0,00413772;-0,665462;-3,74147;+
H2KZY6;14,5509;14,7961;14,6647;14,693;14,8499;14,895;14,7144;14,9203;1,3181;0,0220374;-0,16873;-2,47587;+
H2KZZ1;14,6864;14,6251;17,5385;14,4601;16,3009;16,5071;16,1976;16,6467;0,708705;0,111112;-1,08555;-1,45629;
H2L003;15,4376;15,3138;15,217;15,2655;15,4106;14,8925;15,003;15,3887;0,4259;0,245194;0,134762;0,957995;
H2L023;16,5618;15,7528;16,5503;16,7062;16,1304;15,76;15,3636;16,1205;1,0006;0,0503629;0,549163;1,94418;
H2L031;14,9015;15,0471;14,7496;14,1752;15,6484;15,1333;14,7062;15,8897;0,98453;0,0524247;-0,62606;-1,91749;
H2L034;14,685;14,5116;14,4067;14,4303;14,6227;14,4454;14,3919;14,4635;0,12879;0,629114;0,0275102;0,342886;
H2L044;16,5391;16,2261;16,2198;16,3477;16,885;16,9698;16,7287;17,0459;2,89301;0,000734483;-0,574188;-5,68342;+
H2L048;16,9028;17,1127;16,9217;17,1099;16,6864;16,564;16,616;16,8709;1,99879;0,00432816;0,327453;3,70508;+
H2L067;11,9171;11,976;11,7057;11,8519;14,355;14,2517;14,555;13,2808;3,61907;0,000519941;-2,24794;-7,76256;+
H2L0A4;14,7271;14,6858;14,9052;14,6014;14,7854;14,9669;14,7597;14,4453;0,0256121;0,911626;-0,00942278;-0,0748971;
H2L0A8;17,9192;13,9653;18,1557;18,061;14,9039;13,8165;15,4624;14,171;1,18077;0,0309837;2,43688;2,24434;+
H2L0B6;13,7985;13,4992;13,3941;13,1833;13,882;13,3996;12,7844;13,6841;0,0399198;0,866096;0,0312054;0,115024;
H2L0C0;15,3058;15,4072;15,2799;15,3624;14,8621;14,672;14,6532;14,9983;3,10291;0,000569154;0,54243;6,23302;+
H2L0C8;14,1686;14,0929;14,8457;14,8892;13,4933;12,4363;13,6271;13,8308;1,64904;0,00927401;1,15224;3,0526;+
H2L0C9;16,4767;16,5218;16,3902;16,4638;16,5596;16,2812;16,3073;17,0148;0,175084;0,53691;-0,0775695;-0,450437;
H2L0D2;12,5456;12,3202;12,6343;12,368;12,3417;12,2464;11,4915;8,84527;0,737551;0,10272;1,2358;1,50512;
H2L0D5;15,9376;15,7167;15,7821;15,7022;14,2912;14,3858;14,2655;14,3156;6,52769;0;1,4701;24,6013;+
H2L0D7;12,3863;12,8281;12,6433;12,6065;13,6434;13,7891;13,4808;13,7994;3,98745;0,000223108;-1,06213;-9,03595;+
H2L0E2;15,6486;14,5616;14,4918;14,6677;15,1186;14,3543;14,2471;14,387;0,415003;0,253834;0,315685;0,937706;
H2L0E5;15,576;15,5186;15,3396;15,3511;14,534;14,8177;14,6206;14,7372;3,95132;0,000374761;0,768987;8,90352;+
H2L0F6;14,3755;13,4191;14,0897;13,3831;15,6794;13,7618;15,3285;15,1653;1,2671;0,0253104;-1,16691;-2,38949;+
H2L0G8;14,5789;14,6558;14,526;14,3584;15,4191;15,3061;15,3846;15,4812;4,67414;0,000174603;-0,867963;-11,9134;+
H2L0H3;14,7939;14,3445;14,1381;14,0977;13,7002;13,3009;13,5182;14,6508;0,813208;0,0830544;0,551042;1,63227;
H2L0H5;16,059;14,0919;16,6123;15,5534;14,9213;13,9701;15,0076;15,5089;0,535115;0,179374;0,727127;1,1559;
H2L0I2;17,7202;16,6482;16,5829;17,6623;16,6011;16,864;15,6571;16,6927;0,851272;0,0752734;0,699664;1,69587;
H2L0I3;18,8755;18,6957;18,7222;18,7335;18,7033;18,6091;18,6936;19,0332;0,0100673;0,963967;-0,0030508;-0,0299401;
H2L0I7;13,5386;13,3119;13,528;13,4845;13,9151;12,9437;12,9745;12,8622;0,532036;0,180785;0,29188;1,15044;
H2L0J0;11,7828;12,0355;11,812;11,7107;11,3587;11,0099;11,1872;11,2826;3,04784;0,000641221;0,625636;6,08513;+
H2L0K4;15,1247;15,1668;15,126;15,0871;15,2968;14,8636;15,0689;15,7056;0,240752;0,433011;-0,107568;-0,593625;
H2L0L8;14,0789;13,8311;14,2371;13,9738;15,1093;14,7403;15,1924;15,485;3,11715;0,000573146;-1,10153;-6,2717;+
H2L0N9;17,8879;17,8917;17,7976;17,8242;17,3452;17,4685;17,3059;17,2976;4,43125;0,000134969;0,496063;10,8121;+
H2L0Q1;15,9914;15,9785;15,7914;16,0152;17,2928;16,866;16,9742;17,3569;3,99061;0,000223553;-1,17832;-9,0476;+
H2L0Q6;16,3037;16,3251;16,2519;16,2481;15,8866;15,8627;15,3707;16,3845;1,00608;0,0497511;0,40607;1,95327;+
H2L0S3;11,9374;11,9907;11,8365;11,8601;11,4858;11,1803;11,178;11,6072;2,49785;0,00151551;0,543314;4,7441;+
H2L0S5;11,9142;11,9512;11,8774;11,84;16,8145;16,6736;16,7727;16,6833;10,5487;0;-4,84034;-115,589;+
H2L0S8;14,7364;14,4523;13,9568;14,2672;14,4838;14,3198;13,7419;14,949;0,0234165;0,918674;-0,0204604;-0,0686362;
H2L265;13,0875;13,2738;13,315;13,3594;11,3343;11,0614;11,37;11,7333;4,80138;0,000202765;1,88414;12,531;+
H2L297;15,2448;14,8291;14,6778;14,6758;14,4726;14,217;14,607;14,9594;0,69348;0,115438;0,292885;1,43042;
H2L2A0;16,3725;16,1641;16,042;16,0955;17,1475;17,0207;16,8647;17,7048;2,68098;0,00100299;-1,0159;-5,16498;+
H2L2A8;15,4607;15,3514;14,6962;14,9884;14,1638;14,0295;14,0642;14,0442;2,9826;0,000664247;1,04874;5,91338;+
H2L2C8;13,0727;12,8885;12,7017;13,0972;11,4569;11,0672;11,2014;11,6698;4,18261;0,000108911;1,59119;9,78186;+
H2L2E8;21,2077;20,8372;20,6449;20,6478;20,4382;20,6087;20,3812;20,1174;1,43893;0,0156124;0,447998;2,68285;+
H2L2I2;15,1045;13,8242;14,2783;13,4873;12,5076;12,0398;12,1244;12,689;2,51886;0,001501;1,83339;4,79119;+
H2L2I9;13,0375;12,1097;11,9268;11,9933;13,7179;13,2749;13,0939;14,2967;1,9247;0,00494954;-1,32901;-3,56236;+
H2L2K5;11,967;11,9084;11,8281;11,5063;11,3974;11,1229;11,0702;11,647;1,579;0,0113716;0,493077;2,92778;+
H8ESE9;16,935;17,0334;15,9089;17,0693;16,3609;16,3668;14,9682;14,2472;1,0929;0,0395598;1,25088;2,09763;+
H8ESH3;10,9152;11,6213;11,7493;11,5109;11,2836;10,9409;11,1418;11,6663;0,341017;0,317621;0,191033;0,796636;
H8W3Y2;11,1647;11,8889;10,5632;11,8929;12,5402;12,5405;12,4858;13,1397;1,96823;0,0045591;-1,2991;-3,64589;+
H9G2R5;14,8345;14,854;15,2027;15,0068;15,6606;15,4461;15,3165;15,8674;2,16569;0,00289973;-0,598152;-4,0367;+
H9G2T4;19,1541;19,1826;19,1401;19,1402;19,0505;19,3342;19,6152;18,6118;0,00205891;0,992155;0,00132418;0,00617876;
H9G2T6;11,9632;11,557;11,7347;11,0031;11,4449;11,1504;11,2505;11,6583;0,346379;0,312367;0,188447;0,807074;
H9G2V4;13,239;13,284;13,3255;13,4039;13,0656;12,7385;12,9535;13,8965;0,236329;0,438881;0,149571;0,584273;
H9G301;11,8612;12,003;11,8547;11,8689;14,328;12,7509;12,9022;14,9496;1,83725;0,00625783;-1,83572;-3,3972;+
H9G321;17,6277;17,5293;17,7949;17,6588;16,8848;16,8271;17,1066;17,1295;3,3928;0,000644689;0,665672;7,05853;+
H9G340;15,9178;16,0381;16,0294;16,0515;16,3471;15,2426;16,0916;16,244;0,0380198;0,872248;0,0278399;0,10976;
H9G342;16,051;16,5755;15,6983;16,1211;17,3575;17,9738;17,361;17,7878;3,14268;0,000584867;-1,50853;-6,34155;+
I2HA82;17,9492;17,5657;17,6178;17,3957;18,0785;16,7447;16,1475;16,9387;0,769225;0,0942203;0,654736;1,5585;
I2HA91;14,8245;14,4279;14,3019;14,5671;15,5535;15,1564;14,5994;14,3963;0,665509;0,124578;-0,39607;-1,3827;
I2HA94;13,2469;14,5604;13,6871;14,6325;16,0449;15,0665;14,8717;16,1998;1,71438;0,00803447;-1,51401;-3,17065;+
I2HA98;17,3922;17,2801;17,0614;17,1344;16,2787;16,5646;16,4214;16,5312;3,63848;0,000526158;0,768037;7,82559;+
I2HAE5;12,9366;13,4289;12,9293;13,1064;10,651;11,4519;12,7527;15,4305;0,19822;0,496505;0,528752;0,502008;
I2HAF6;16,35;16,5015;16,2131;16,3259;16,2877;16,0846;16,6271;16,511;0,080478;0,747895;-0,0299501;-0,223114;
I2HAG1;17,966;18,0549;17,9163;17,9925;17,4163;17,7257;17,3903;17,5747;2,81491;0,000850649;0,45561;5,48835;+
I2HAH4;11,9634;12,0182;11,7801;11,7543;9,69621;10,1843;10,6482;14,534;0,221788;0,459232;0,613331;0,553251;
I7J4C6;13,1928;13,4486;14,0185;13,0973;14,9036;14,1464;15,3237;14,7491;2,24304;0,00257208;-1,34139;-4,1955;+
J3K004;14,2128;18,721;17,6678;18,0505;15,0207;15,7638;15,5135;15,6674;0,816562;0,0822415;1,6717;1,63789;
J7S164;19,2093;19,1971;19,6339;19,358;19,0393;18,9209;18,4347;19,7218;0,519241;0,186962;0,320392;1,12767;
J7SA49;12,0029;12,0239;11,2419;11,6247;11,9705;11,4573;11,0129;10,9739;0,584723;0,156731;0,369738;1,24316;
J7SF87;14,3859;14,3394;12,651;15,4096;12,7519;11,5802;10,3417;11,739;1,85655;0,00594233;2,59331;3,43334;+
K7ZUH9;11,7189;12,0054;11,8462;11,8004;11,3597;9,98743;10,6496;11,6915;1,26972;0,0252268;0,920682;2,39392;+
