ProteinAccessions;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value daf2_d15_N2_d15;Student's T-test q-value daf2_d15_N2_d15; Student's T-test Difference daf2_d15_N2_d15;Student's T-test Test statistic daf2_d15_N2_d15;Sign p-val: 0.05 
G5EE12;14,6746;15,1051;14,9823;15,5002;15,5516;15,5108;15,7491;16,1679;1,61142;0,021719;-0,679317;-2,98535;+
G5EE13;12,2616;10,3181;11,7557;12,0086;16,2932;15,7886;16,029;15,741;4,15125;0,000964981;-4,37698;-9,65843;+
G5EE14;15,6385;14,8015;13,79;14,4719;16,705;13,0413;13,6861;14,5485;0,0728822;0,799975;0,180291;0,20345;
G5EE16;14,3236;15,3596;14,4833;15,0533;13,7933;12,9547;13,9782;14,0779;1,69423;0,0183944;1,10395;3,13408;+
G5EE32;14,7754;15,5415;14,6286;14,9006;14,3371;13,8626;13,7548;14,6071;1,55828;0,0239915;0,821108;2,89117;+
G5EE34;13,7978;14,0963;13,5989;13,1735;13,0792;12,1898;12,547;11,3343;1,7995;0,0155203;1,37904;3,32692;+
G5EE36;18,3116;17,5388;18,2755;18,3962;17,2336;17,7914;17,3843;18,2587;0,749694;0,133171;0,463552;1,52561;
G5EE37;15,2398;15,4598;15,3497;15,1687;15,6677;15,3726;15,703;15,9214;1,50139;0,0268202;-0,36167;-2,79134;+
G5EE40;16,1623;16,0549;16,198;16,6602;16,2378;16,0709;16,0938;15,9999;0,547121;0,219058;0,168247;1,17715;
G5EE41;16,8152;16,915;16,9747;17,1229;15,8691;15,5109;15,4643;15,653;4,68454;0;1,33258;11,9628;+
G5EE42;17,863;18,1465;17,38;17,3858;16,7063;16,0858;16,6429;17,0115;2,15348;0,00824146;1,08218;4,01194;+
G5EE46;16,2689;16,3625;16,0277;16,3251;14,748;15,4012;14,9398;15,032;3,62278;0,00110638;1,2158;7,77457;+
G5EE48;19,8899;19,9702;20,0926;19,9467;18,3868;18,0306;18,2165;18,9617;3,58784;0,00107586;1,57598;7,66207;+
G5EE56;12,2669;11,9721;11,7614;12,0579;12,1111;11,9671;12,0468;12,7162;0,435393;0,295231;-0,195734;-0,975578;
G5EE62;14,3403;14,4427;14,1982;13,8991;14,736;14,1323;14,0955;14,0522;0,0599698;0,833021;-0,0339067;-0,169433;
G5EE67;16,8701;16,8699;16,5281;16,7812;17,2572;17,216;16,8535;17,2749;1,63256;0,0208108;-0,38807;-3,02308;+
G5EE72;14,4869;16,1012;14,616;15,6586;15,6806;15,3611;15,2124;15,8104;0,301286;0,419553;-0,300455;-0,718072;
G5EE74;16,7309;17,1183;16,699;17,3554;17,117;16,8264;17,2103;17,2131;0,259787;0,468556;-0,115766;-0,633445;
G5EE80;15,4884;15,4097;15,1804;15,9095;15,3957;15,1791;15,2292;15,6382;0,312949;0,405896;0,136462;0,741366;
G5EE89;12,2749;12,0995;11,7071;11,6708;19,8995;19,0802;19,0916;19,9952;6,68152;0;-7,57859;-26,1099;+
G5EE90;17,6539;18,2606;17,6463;17,7823;16,7892;16,1973;17,0735;17,8361;1,23117;0,0471688;0,861755;2,32893;+
G5EE96;16,0073;16,6714;16,8111;16,4696;16,2841;16,7279;16,7638;16,7319;0,269799;0,456723;-0,13707;-0,654126;
G5EEA2;12,3125;11,9138;11,1672;11,6697;12,844;12,1108;12,4804;13,1194;1,44184;0,0301551;-0,872842;-2,68789;+
G5EEA8;18,2183;17,7501;18,7321;19,0112;18,8665;19,6079;19,5492;19,3497;1,51064;0,0264503;-0,915426;-2,8075;+
G5EEB6;14,1046;14,1025;13,4441;14,3236;13,3506;14,2909;14,1621;13,1326;0,317396;0,401176;0,259615;0,750195;
G5EEC4;18,0811;17,8457;18,0564;18,3123;17,9219;18,0688;18,4127;17,8494;0,0231771;0,934802;0,0106926;0,0679518;
G5EED5;14,9124;14,5336;14,6728;14,3709;15,7871;15,3778;14,7728;14,8632;1,15241;0,0560308;-0,577778;-2,1969;
G5EEE1;12,303;12,0716;11,4195;11,8113;15,3269;16,2038;14,6515;15,5749;4,10871;0,000918519;-3,53791;-9,4932;+
G5EEE5;18,2584;18,0132;17,9955;17,758;17,9276;17,976;17,9168;18,2604;0,0369666;0,89385;-0,0139403;-0,106834;
G5EEF8;15,1104;15,4914;14,5522;14,2245;13,6365;14,1828;14,7951;14,9697;0,492737;0,251278;0,448604;1,08017;
G5EEG4;18,6465;18,7745;19;18,9958;16,6745;16,1636;16,6287;16,613;5,3887;0;2,33426;15,7936;+
G5EEG6;16,4053;16,6203;16,4778;16,3483;16,0229;15,4842;15,636;15,5761;2,98441;0,0026156;0,78313;5,91809;+
G5EEG7;14,2699;13,6778;14,0663;11,5939;15,1137;14,5436;14,7971;15,5757;1,3057;0,0402281;-1,60557;-2,45483;+
G5EEG8;16,5164;16,7023;16,7862;16,8453;16,9951;17,2179;17,5029;17,2205;2,21109;0,00719601;-0,521588;-4,12949;+
G5EEH6;16,9928;17,0411;16,5469;16,9206;15,6598;16,1971;15,9543;15,7713;3,02792;0,00227474;0,979738;6,03229;+
G5EEH9;16,399;16,8042;16,2887;16,5212;16,7216;16,4208;16,4426;16,5859;0,111479;0,715596;-0,0394831;-0,300951;
G5EEI4;18,9357;18,8941;18,7312;19,0284;18,69;18,1727;18,0634;18,4994;1,85768;0,0137247;0,540975;3,43546;+
G5EEI8;14,3967;13,9718;13,9948;14,4754;14,4039;14,3783;14,9371;13,6744;0,187189;0,574857;-0,138775;-0,477583;
G5EEI9;12,059;11,3101;12,932;12,2794;12,29;13,2182;13,1173;12,6671;0,858031;0,103646;-0,678028;-1,70714;
G5EEJ7;19,0445;19,0019;19,1593;18,3179;17,7248;17,9019;18,3662;17,9526;2,05909;0,00916754;0,894503;3,82322;+
G5EEK0;15,081;15,1145;15,2043;15,4905;15,3255;15,3755;14,9229;14,6962;0,321824;0,397233;0,14256;0,758959;
G5EEK2;14,5557;14,735;13,9657;14,5369;14,4171;14,4372;14,4816;14,5444;0,0447934;0,872172;-0,021745;-0,128437;
G5EEK8;18,9321;18,7217;18,7516;18,9431;18,8842;18,7907;18,492;18,8181;0,37774;0,342494;0,0908699;0,867424;
G5EEK9;17,2142;17,0938;17,3517;17,2983;18,1421;18,2716;18,3366;18,0392;4,47624;0,000261307;-0,957892;-11,0087;+
G5EEL1;17,5851;17,2188;17,3015;17,5645;16,5921;16,4435;16,3865;16,707;3,54586;0,00117181;0,885223;7,52866;+
G5EEL2;15,2714;15,2318;15,2555;14,9429;15,3166;15,5188;14,7836;14,8404;0,114681;0,709167;0,0605748;0,308785;
G5EEL9;19,0839;19,0568;19,1636;19,1881;18,9949;19,3274;18,9906;19,645;0,306666;0,413285;-0,116339;-0,728843;
G5EEM1;13,1832;12,0128;13,3197;13,6391;12,5644;12,1073;12,2045;12,713;0,838212;0,108421;0,641392;1,67407;
G5EEM2;18,2168;17,7074;18,1083;18,7406;12,4365;12,0558;12,0406;12,5491;6,43478;0;5,92275;23,7319;+
G5EEM5;14,7591;15,0612;15,1418;14,5048;16,3143;15,7835;15,6555;16,0233;2,71015;0,00310023;-1,07741;-5,23425;+
G5EEM6;15,5582;15,6991;14,8752;15,1161;13,751;13,5104;13,1826;14,9187;1,8785;0,0129164;1,47147;3,47467;+
G5EEN1;13,5152;12,9991;15,1491;15,4335;15,0243;16,1606;14,9137;15,2513;0,796195;0,118744;-1,06323;-1,60378;
G5EEN4;11,8959;14,6518;12,1137;12,2027;16,2536;16,6562;16,1404;17,0575;2,85759;0,0030359;-3,81092;-5,59434;+
G5EEN7;14,2188;15,0015;14,7883;15,3222;12,0964;13,7864;15,0262;16,9287;0,134803;0,667535;0,373268;0,357218;
G5EEQ1;19,8076;20,0291;19,1548;19,7771;18,6061;17,6039;17,9881;18,2574;2,85002;0,00306122;1,57826;5,57544;+
G5EEQ4;13,9491;14,3804;13,9672;14,3159;14,5618;14,0198;13,9845;15,2746;0,42274;0,304226;-0,307057;-0,952122;
G5EEQ8;14,9946;15,7151;15,7215;15,5418;15,7877;15,4821;15,5007;15,9389;0,3948;0,327888;-0,18407;-0,899781;
G5EER4;15,0677;15,7619;14,72;15,1125;14,4516;13,7522;14,8608;14,5075;1,2912;0,0411959;0,772491;2,43025;+
G5EES3;15,5488;15,297;14,7033;15,6283;16,231;15,7702;15,7128;15,7324;1,23364;0,047009;-0,567232;-2,3331;+
G5EES6;14,9932;15,146;14,9669;14,8954;15,9427;16,0838;15,8778;15,8635;4,87755;0;-0,94156;-12,9149;+
G5EES8;14,5479;15,0755;13,4395;14,0855;12,4548;12,1673;12,2261;12,5279;2,7888;0,00299389;1,94308;5,42422;+
G5EES9;14,7778;14,2816;14,6988;14,1383;14,957;16,26;16,1097;15,3966;1,89823;0,012492;-1,20668;-3,51201;+
G5EET2;15,4538;15,5913;15,3429;15,6185;15,8846;15,6022;15,5542;16,1427;1,00436;0,0758523;-0,29429;-1,95042;
G5EET3;16,4894;16,8689;16,2824;16,2493;14,7581;15,3539;15,6988;15,9464;1,89763;0,0124836;1,03319;3,51086;+
G5EET5;12,2611;12,0975;11,6392;12,1084;12,4359;12,1329;12,2677;12,476;0,993945;0,0774755;-0,301581;-1,93312;
G5EET8;19,5983;19,4378;19,15;19,6044;16,7811;17,3228;17,5339;17,3349;4,56342;0;2,20445;11,3991;+
G5EEU1;14,3255;14,0913;13,841;14,2892;14,5775;14,6967;15,4464;14,9402;1,89284;0,0126023;-0,778475;-3,50179;+
G5EEV5;16,6546;16,9382;16,4044;16,3801;15,2702;12,6076;13,4898;14,6442;2,27611;0,00597077;2,59136;4,26444;+
G5EEW1;12,023;11,7283;11,1125;12,0424;14,1972;13,4575;13,9168;14,0353;3,71863;0,001125;-2,17515;-8,09044;+
G5EEW5;12,1253;11,8052;11,7252;11,6353;12,2696;12,1446;12,0632;10,8677;0,0132955;0,961742;-0,0135005;-0,0394;
G5EEW6;11,7669;11,5227;12,8;12,9095;14,1948;12,6765;11,819;13,5233;0,609092;0,187871;-0,803607;-1,28555;
G5EEW7;12,8439;13,7498;12,3146;12,8078;12,551;11,9526;12,0507;12,6498;0,9211;0,0907946;0,628003;1,81212;
G5EEY5;13,5718;14,7097;15,0627;12,7728;16,7484;14,2698;15,6936;14,2469;0,739467;0,13555;-1,21043;-1,50836;
G5EEZ0;13,368;14,3333;13,5258;14,0196;14,6563;14,8083;14,5755;14,234;1,61172;0,021731;-0,756835;-2,98589;+
G5EEZ1;11,987;12,9097;12,0665;12,0563;12,9396;12,1538;13,0231;13,3722;0,930467;0,0893216;-0,617271;-1,82769;
G5EEZ4;16,9195;16,3487;17,0259;16,6059;11,5375;12,5614;14,389;13,7283;2,88032;0,0029295;3,67096;5,6514;+
G5EF01;16,942;17,5471;17,0133;17,2331;17,1876;17,0658;16,798;16,8206;0,617983;0,183498;0,215876;1,30095;
G5EF05;16,934;17,2634;17,2741;17,1361;16,5759;16,673;16,5747;16,897;2,29477;0,00576583;0,471723;4,30364;+
G5EF08;14,8657;14,1707;13,9987;14,8624;13,3014;12,9713;13,5021;12,2333;2,19274;0,00738638;1,47236;4,09184;+
G5EF11;12,8832;12,7535;12,8332;12,8291;14,7761;13,7387;14,6218;14,7924;3,22519;0,00193243;-1,65753;-6,57137;+
G5EF26;15,2661;15,6791;15,0965;14,6933;15,8185;14,7321;15,2445;15,7204;0,246363;0,486704;-0,195132;-0,605433;
G5EF28;18,1857;18,3195;18,1195;18,3925;16,1597;14,4501;15,0892;14,9158;3,82524;0,0012238;3,10064;8,4546;+
G5EF32;21,0264;20,8379;20,4295;20,4497;20,2589;19,9167;20,0043;20,1164;2,00185;0,0101948;0,611839;3,71103;+
G5EF37;18,557;18,4574;18,754;18,9232;17,7745;17,8115;17,9089;18,0754;3,13252;0,00192663;0,780317;6,31367;+
G5EF43;11,3245;12,1251;12,4449;10,0356;13,0666;14,312;14,5453;14,7778;2,19122;0,00736825;-2,69293;-4,08873;+
G5EF48;13,9772;14,0004;14,1812;14,1092;14,6938;14,7904;15,1214;14,4621;2,53676;0,00382168;-0,69989;-4,83156;+
G5EF53;14,7028;14,5221;14,9372;15,2109;14,8664;14,6197;14,5212;14,4329;0,631769;0,177109;0,23324;1,32476;
G5EF57;15,7689;14,7002;14,3425;14,1155;13,994;13,9325;14,18;15,1961;0,37593;0,344012;0,406114;0,863972;
G5EF58;13,8011;13,2293;14,3047;14,2109;12,3643;12,1023;12,3063;12,3804;3,13313;0,00192971;1,59819;6,31535;+
G5EF59;14,1396;14,8197;14,4877;14,7358;14,9605;14,3867;15,255;15,057;0,7537;0,131691;-0,369156;-1,53236;
G5EF60;14,7976;14,9929;14,2675;14,9182;15,3091;16,1969;15,936;15,4338;1,98033;0,0111582;-0,97488;-3,66928;+
G5EF61;13,9967;13,5421;14,3956;14,3823;13,5444;14,7784;15,1071;13,6666;0,171235;0,600179;-0,194935;-0,441724;
G5EF65;12,9497;13,3124;13,1119;13,1382;12,8782;12,9533;13,2176;13,1862;0,251585;0,479682;0,0692217;0,61637;
G5EF77;14,8415;15,5339;14,7448;15,0529;15,1159;14,8669;14,798;15,2893;0,0428701;0,876791;0,0257623;0,123158;
G5EF83;12,1844;11,6449;11,5728;12,0426;12,4037;12,1602;12,2661;12,5177;1,51969;0,0259415;-0,475744;-2,82335;+
G5EF84;14,5413;15,168;12,933;14,0606;14,2273;13,0174;12,9957;13,6996;0,58222;0,200786;0,690748;1,23879;
G5EF86;15,9092;15,9392;15,9231;16,1488;16,5366;16,3408;16,2884;16,4068;2,7372;0,0031554;-0,413066;-5,29906;+
G5EF87;16,0003;16,0868;15,5452;15,4416;16,1395;16,2711;16,1496;16,4962;1,46849;0,028498;-0,495625;-2,73406;+
G5EF90;17,037;17,2407;16,6013;17,0567;17,622;16,5129;17,0302;17,0139;0,0832419;0,775433;-0,0608225;-0,230208;
G5EF97;14,5508;14,5806;14,7008;14,7821;14,6163;13,8541;14,6161;14,3435;0,781171;0,123544;0,296078;1,57857;
G5EF99;15,8706;15,2293;14,545;14,5921;14,4044;14,2848;13,871;14,3805;1,30436;0,0402857;0,824066;2,45256;+
G5EFA2;16,2455;16,505;15,8601;15,9348;16,0999;15,1374;15,0447;15,7941;1,08748;0,0640327;0,61734;2,0886;
G5EFB5;17,619;17,6248;17,5338;17,7437;17,8729;17,4542;17,5943;18,3174;0,405264;0,318342;-0,179397;-0,919475;
G5EFC1;16,4669;16,6688;16,6098;16,7943;16,9022;17,0429;17,0751;16,4432;0,696386;0,15053;-0,230897;-1,43536;
G5EFC4;14,0973;13,9206;13,8059;20,9012;14,7063;14,6713;14,8263;21,4539;0,112325;0,71392;-0,733168;-0,303024;
G5EFC8;11,9098;11,9084;12,3043;12,0146;14,4887;14,4837;14,176;14,208;5,75641;0;-2,30485;-18,2342;+
G5EFD4;15,1927;13,7682;13,33;15,5008;15,0928;14,5881;14,6572;14,6743;0,226067;0,513977;-0,305177;-0,562425;
G5EFD7;13,6334;14,2604;14,3594;14,6331;14,4632;15,3548;14,9926;15,5265;1,4659;0,0286599;-0,862697;-2,72956;+
G5EFE3;18,159;18,0718;17,6169;17,793;17,8849;17,7238;17,3447;17,6869;0,722835;0,141119;0,250107;1,48024;
G5EFF8;16,2499;15,1529;15,925;16,274;16,1847;16,2029;16,2652;16,7618;0,754911;0,131514;-0,4532;-1,53441;
G5EFF9;14,4558;15,0167;14,7211;14,9909;14,0973;14,6109;13,8427;15,0248;0,654013;0,16667;0,402225;1,36301;
G5EFG0;15,033;14,9434;14,899;15,0469;15,8543;14,4656;15,037;15,4012;0,295618;0,426203;-0,20896;-0,706678;
G5EFG4;15,9407;16,1374;15,9767;15,8544;16,7204;16,6412;16,7301;16,7976;4,48986;0,000263959;-0,745032;-11,0689;+
G5EFH1;12,0801;11,6385;11,5057;12,0575;12,5261;12,1743;12,3124;12,676;1,77268;0,0161961;-0,601753;-3,27736;+
G5EFH4;14,8957;15,0558;15,0191;14,9994;15,6619;15,5618;15,6031;14,94;1,39794;0,0333346;-0,449187;-2,61225;+
G5EFH7;12,2491;11,7703;11,7585;11,9355;12,9034;13,756;13,2271;14,0026;2,87213;0,00290674;-1,54393;-5,63079;+
G5EFH8;16,4332;16,5367;16,4921;16,8634;16,4028;16,0636;15,942;16,217;1,65695;0,0195545;0,425008;3,06681;+
G5EFI4;19,9063;19,9095;19,8083;20,0905;20,0122;20,1918;20,0918;20,3823;1,29003;0,0414319;-0,240907;-2,42828;+
G5EFJ0;17,7185;17,0424;17,4669;17,4195;17,2048;16,8098;17,5833;17,6359;0,16858;0,604317;0,10339;0,435693;
G5EFJ3;17,425;17,5529;17,4843;17,8453;16,9932;16,998;16,6445;17,5791;1,29324;0,0410144;0,523193;2,43372;+
G5EFJ8;14,8164;13,0448;13,0146;14,7578;13,9922;13,1255;14,0925;15,4686;0,141258;0,655659;-0,2613;-0,372476;
G5EFK4;17,2313;17,006;17,3268;17,2358;17,1189;17,4636;17,5465;17,9217;0,885388;0,0978583;-0,312682;-1,75272;
G5EFL1;16,2651;16,6291;15,749;16,2976;15,4473;15,0314;14,8405;15,485;2,28968;0,00585813;1,03414;4,29292;+
G5EFL5;12,2613;11,724;11,0587;12,0992;16,3287;15,5339;14,8677;15,8453;4,10941;0,000921933;-3,8581;-9,49588;+
G5EFM0;13,303;13,3657;13,7462;14,1781;13,2543;13,6872;13,8694;12,8507;0,324451;0,394463;0,232846;0,764146;
G5EFM7;12,2987;12,0143;11,5934;11,9959;13,9245;13,1989;12,9995;13,0389;2,63576;0,0034128;-1,31489;-5,05884;+
G5EFN2;11,9059;11,7814;11,7518;11,7061;14,4755;13,4451;14,7216;13,8173;3,64439;0,001125;-2,32857;-7,84485;+
G5EFP2;17,843;17,8238;17,8433;18,0002;17,1096;17,0664;17,1359;17,3724;3,93138;0,00115556;0,706481;8,83115;+
G5EFP3;12,1815;12,3105;13,4242;16,6883;13,5021;12,651;12,5731;13,3739;0,23487;0,502161;0,626097;0,58118;
G5EFP4;15,435;15,9496;15,499;15,6626;12,8419;13,7812;13,4114;15,7329;1,42369;0,0316362;1,69467;2,65655;+
G5EFP5;14,4902;13,1797;14,4836;14,8033;14,2494;13,6908;14,3864;14,2681;0,0832714;0,775574;0,0905149;0,230284;
G5EFP8;12,32;11,7891;11,6526;11,8967;12,4228;12,1139;11,9201;12,6953;0,836729;0,108686;-0,373406;-1,67159;
G5EFQ9;13,3072;16,8687;15,7973;12,6101;16,2266;15,594;15,7995;17,265;0,714286;0,143418;-1,57548;-1,46575;
G5EFR0;11,9018;12,037;0;12,0923;12,4962;12,0217;12,3396;12,7436;0,519607;0,23627;-3,39249;-1,12833;
G5EFS2;15,7431;15,7571;15,8147;16,0744;14,5495;14,9515;15,9235;15,75;0,825269;0,111233;0,55371;1,65245;
G5EFS4;14,5084;14,831;15,1063;15,2924;15,9078;16,0746;13,9365;15,7617;0,406263;0,317481;-0,48564;-0,92135;
G5EFS5;16,73;17,3193;17,1714;17,1399;13,0811;14,0104;12,8122;10,9283;3,25426;0,0018;4,38214;6,65387;+
G5EFS9;12,2999;11,4749;11,7524;12,0193;13,9451;12,5177;13,2269;13,7408;2,16754;0,00771659;-1,47098;-4,04045;+
G5EFT5;12,2232;12,0166;11,3714;11,6618;13,9173;13,8936;13,738;13,6056;4,17173;0,000980237;-1,97038;-9,73887;+
G5EFU2;14,4424;15,3481;14,4094;15,5782;14,1757;15,2141;14,8302;14,1064;0,39442;0,328269;0,36292;0,899064;
G5EFV2;12,232;11,7961;11,5292;12,1029;12,4298;12,1678;12,2677;12,6853;1,29419;0,04092;-0,472601;-2,43532;+
G5EFV4;17,8365;17,1317;18,3159;18,4649;17,3404;17,4356;17,1008;17,3967;1,03448;0,0718524;0,618875;2,00047;
G5EFX2;12,2156;11,6938;11,49;11,589;14,6629;16,1983;15,3949;16,1142;4,18171;0,000992;-3,84543;-9,77831;+
G5EFX8;15,5769;16,7028;15,7065;15,9181;16,1515;13,9514;14,5639;15,1559;0,98502;0,0790444;1,02046;1,9183;
G5EFY6;13,1076;14,4628;13,1606;12,7758;15,1702;14,6599;14,7346;15,67;2,06437;0,0091018;-1,68196;-3,83364;+
G5EFZ1;17,3416;17,1456;17,5962;17,5764;15,9176;16,9542;16,9989;17,3918;0,914654;0,0921294;0,599298;1,8014;
G5EFZ5;15,8376;16,4995;15,466;16,1551;16,9404;15,9709;16,3046;17,4629;0,857015;0,103898;-0,680172;-1,70545;
G5EG03;13,6443;14,0232;13,5666;13,6924;15,5117;14,9439;15,4032;15,8654;3,66262;0,00105882;-1,69942;-7,90457;+
G5EG11;12,0105;11,8958;11,6701;11,8593;12,3912;11,9966;12,1916;12,2011;1,69534;0,0183611;-0,33621;-3,13609;+
G5EG13;16,8579;16,9184;17,326;16,9673;16,3251;17,8;17,7372;18,0873;0,531876;0,22798;-0,469997;-1,15016;
G5EG18;17,3013;17,0338;17,3366;17,4333;17,9483;17,9399;17,3861;18,1768;1,68093;0,0186366;-0,586545;-3,11003;+
G5EG23;14,5389;14,8815;15,0487;15,759;13,9373;12,7708;13,9407;14,0918;1,85351;0,0137648;1,37187;3,42765;+
G5EG26;16,5149;16,7252;16,258;16,3495;16,4039;15,5993;15,7912;16,9204;0,390023;0,332094;0,283193;0,890753;
G5EG39;12,2966;12,0067;11,6343;12,0571;12,2159;12,0552;12,3402;12,4787;0,836023;0,108675;-0,273839;-1,67041;
G5EG41;12,304;12,0099;11,5996;12,1028;12,5371;11,9407;11,9331;12,7805;0,519426;0,236312;-0,293822;-1,128;
G5EG43;12,1462;11,9742;11,4702;12,107;11,7788;12,1626;12,3144;12,4436;0,549094;0,217932;-0,250463;-1,18063;
G5EG50;14,9463;15,2002;15,2266;15,1645;16,2109;15,6142;14,8554;16,4723;0,909342;0,093423;-0,65379;-1,79257;
G5EG58;12,2517;10,574;11,5553;11,9368;13,8918;12,7685;12,8763;13,0918;1,9201;0,0120895;-1,57764;-3,55359;+
G5EG62;15,4762;14,5583;15,6754;16,054;14,1295;14,1104;13,7621;13,2408;2,29013;0,0058632;1,63027;4,29386;+
G5EG65;13,6288;13,1419;14,2654;14,7032;14,1884;14,5409;14,0634;14,9634;0,596296;0,193685;-0,504202;-1,26333;
G5EGA5;14,281;15,3932;15,6901;15,1801;14,9075;14,8299;14,4585;14,5456;0,674438;0,158933;0,450717;1,39796;
G5EGA6;14,0144;14,1063;14,4966;14,7719;15,1959;14,954;14,9427;15,1907;2,05511;0,00936795;-0,723527;-3,81536;+
G5EGA7;13,7365;13,9963;14,6583;14,3869;15,4846;14,2752;14,1959;15,4718;0,79581;0,118827;-0,662375;-1,60313;
G5EGB1;19,5602;19,8723;19,6134;19,9729;20,1466;19,6003;19,7951;19,7685;0,188277;0,573309;-0,0729527;-0,480007;
G5EGB3;14,8446;15,2372;15,4921;15,633;15,3252;15,0404;15,4982;15,4304;0,0377059;0,89198;-0,021805;-0,108889;
G5EGC1;13,2648;13,6252;12,5879;12,86;13,6472;13,5636;13,4682;14,1712;1,19629;0,0507168;-0,628068;-2,27035;
G5EGD5;14,015;16,4073;15,5736;15,0091;15,2403;12,1262;15,0701;14,6816;0,503454;0,245184;0,971716;1,09944;
G5EGE9;11,8521;11,9782;11,7322;12,0883;12,4474;12,1676;11,2924;12,593;0,294798;0,426812;-0,212419;-0,705025;
G5EGG0;12,916;12,3931;12,9455;12,4443;14,2963;14,0346;13,7281;13,8158;3,24638;0,00179074;-1,29397;-6,63142;+
G5EGG8;19,4616;17,5986;17,9987;18,5242;18,5265;17,5447;17,8913;19,0232;0,105878;0,727459;0,149351;0,287159;
G5EGH2;14,1788;13,831;13,7052;13,9024;14,1388;13,3293;14,0368;14,372;0,096525;0,747497;-0,0648799;-0,263869;
G5EGH7;15,6011;16,7736;15,2644;16,1278;15,5237;15,0465;14,4958;16,0582;0,68128;0,156141;0,660655;1,40964;
G5EGI7;14,7212;14,1966;14,8755;14,5761;14,4818;14,853;14,612;11,5088;0,399275;0,323273;0,72846;0,908218;
G5EGJ5;12,1231;12,0859;11,6992;11,4133;12,5623;12,152;12,3373;12,1098;1,2283;0,047399;-0,459963;-2,3241;+
G5EGK1;15,712;16,1482;15,6432;15,7663;16,1258;15,9185;16,4496;16,334;1,26871;0,0435286;-0,389605;-2,39222;+
G5EGK7;14,0718;15,0624;14,5268;14,1675;13,9712;14,5162;13,9068;14,2647;0,506264;0,243211;0,292401;1,10447;
G5EGK8;16,9246;16,7451;17,0846;17,2394;17,2377;17,4875;17,6638;17,5428;1,88518;0,0127407;-0,48448;-3,48728;+
G5EGL2;14,8231;15,0245;15,3415;15,1662;16,0193;15,9535;16,271;16,264;3,55841;0,0011875;-1,03808;-7,56836;+
G5EGN2;12,239;12,0504;11,6781;11,9784;14,3912;13,7186;13,8204;14,913;3,50576;0,0012569;-2,22434;-7,40307;+
G5EGP4;15,4221;15,4775;15,5743;15,7878;16,4634;16,6284;16,7897;16,6903;4,28513;0,00107359;-1,07751;-10,1954;+
G5EGP8;17,3817;17,605;17,3894;17,589;17,1006;17,224;17,0116;17,1781;2,48665;0,00430137;0,362698;4,71912;+
G5EGR8;15,59;15,0222;14,9218;15,2029;13,5094;14,4099;15,0056;13,7929;1,48155;0,0277246;1,0048;2,75676;+
G5EGS5;13,5339;13,5211;11,7381;12,5887;14,3979;14,1789;14,2613;14,3535;1,81375;0,0151125;-1,45246;-3,35338;+
G5EGS8;14,9521;14,6733;15,1938;14,9855;14,3609;13,7894;14,3021;14,3317;2,32304;0,00545551;0,755177;4,36341;+
G5EGT6;11,8332;12,0744;11,7078;0;12,8593;13,9385;13,2062;13,1595;0,718719;0,142234;-4,38702;-1,47327;
G5EGT7;15,7033;15,5865;15,261;15,1479;16,4541;15,7479;16,0528;16,3534;1,90293;0,0123405;-0,727382;-3,52091;+
G5EGU1;16,2081;15,9526;16,0748;16,0255;16,3171;16,2957;16,3535;16,745;1,64258;0,0202072;-0,362602;-3,04102;+
G8JXY9;15,5739;15,7845;15,4462;15,823;16,0061;15,7206;15,8101;16,2349;1,01963;0,0736593;-0,286027;-1,97579;
G8JXZ7;14,6411;15,3601;14,4981;14,8512;15,4831;14,7578;15,1526;13,4762;0,0914964;0,75797;0,120145;0,251209;
G8JY24;14,0296;15,7913;14,8388;15,2228;14,8729;12,8317;13,4596;14,5305;0,881046;0,098803;1,04695;1,74549;
G8JY31;16,9641;16,5705;17,2204;17,2911;16,2574;16,1628;17,4194;16,9001;0,432532;0,297259;0,326595;0,970288;
G8JY83;22,1739;20,8569;22,205;22,696;22,4611;22,3817;22,2881;22,3593;0,440544;0,291392;-0,389639;-0,985085;
G8JY85;11,9784;12,0433;11,7477;11,8635;12,5783;12,0301;12,1155;12,7333;1,31932;0,0393541;-0,456081;-2,47796;+
G8JY94;18,2819;18,257;18,4493;18,4684;17,9586;17,9383;18,0447;18,3278;1,51612;0,0260563;0,296768;2,8171;+
G8JYB8;13,939;13,7471;13,5444;13,7741;12,1487;16,6211;15,8291;13,9717;0,389025;0,332794;-0,891477;-0,888864;
G8JYE4;17,927;17,6965;17,6429;18,1474;17,0297;16,8361;16,936;16,8923;3,56046;0,00119283;0,929927;7,57483;+
G8JYG1;17,6349;17,6295;17,5516;17,4824;17,7806;16,5944;17,3785;17,8657;0,234563;0,502761;0,169814;0,580527;
G8XYY4;12,2578;12,0903;11,1577;11,8963;12,4663;11,9875;12,337;12,6218;0,920355;0,0908428;-0,502635;-1,81088;
G8XYY6;13,8294;13,2115;14,1383;14,259;15,3678;15,5286;15,4107;15,4768;3,26953;0,00165734;-1,58638;-6,69755;+
