Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04; -Log Student's T-test p-value daf2_d15_daf2_d1;Student's T-test q-value daf2_d15_daf2_d1; Student's T-test Difference daf2_d15_daf2_d1;Student's T-test Test statistic daf2_d15_daf2_d1;Sign p-val: 0.05 
H2FLK8(367);22,2886;22,7399;23,3715;23,5446;22,0365;22,4746;20,9916;21,872;1,44125;0,0280029;1,14247;2,68687;+
H2FLK8(188);22,8728;23,9055;23,8118;22,6567;19,7154;18,5851;19,7834;19,7102;3,97177;0,000237288;3,8632;8,97827;+
H2FLK8(201);24,6816;24,7241;23,6424;25,3717;17,6021;18,7046;17,9448;19,3516;4,62791;0,0005;6,20414;11,6961;+
H2FLK8(98);19,6128;20,5369;18,901;17,3869;17,7087;18,8016;16,9616;18,88;0,595982;0,177079;1,02139;1,26278;
H2FLK8(1255);22,5414;24,4066;24,506;25,0531;23,6164;24,5443;23,5005;22,511;0,368266;0,324061;0,58372;0,849316;
H2FLK8(993);23,6631;24,7007;23,6148;24,7437;18,9882;18,5294;17,5452;19,8695;4,09838;0,000271845;5,44747;9,45345;+
H2FLK8(1022);19,4519;20,2992;18,5635;19,6434;17,3157;17,2346;18,667;17,4976;1,99533;0,00993132;1,81076;3,69835;+
H2FLK8(902);20,2099;20,336;20,2535;18,3816;21,1607;18,8952;20,7421;16,5945;0,149194;0,609015;0,447145;0,39106;
H2FLK8(345);22,9736;23,5378;24,2119;24,0029;17,0116;18,6354;18,9785;18,3537;4,39246;0,000383562;5,43676;10,6451;+
H2FLK8(1154);22,4037;22,2995;22,9123;21,5974;14,2247;19,7732;18,6861;17,7724;2,05098;0,00833725;4,68911;3,80722;+
H2FLK8(263);20,7131;20,815;22,0457;21,9159;17,3117;18,3984;19,5579;17,6178;2,67187;0,00330723;3,15099;5,14348;+
H2FLK8(169);20,8319;19,588;17,2077;20,343;19,6124;18,8332;18,7251;19,366;0,166686;0,576425;0,358484;0,431379;
H2FLK8(178);20,5449;19,6292;20,0003;20,6052;20,1951;21,3468;17,9197;15,1978;0,509897;0,220946;1,53001;1,11098;
H2FLK8(1109);19,7139;19,21;20,1032;18,9907;19,9364;16,1049;16,0977;18,7713;0,899413;0,0864952;1,77686;1,77606;
H2FLK8(1118);23,2533;23,318;22,2725;21,8463;17,7134;20,7567;18,5687;19,1642;2,56938;0,00344147;3,62176;4,9057;+
H2FLK8(853);22,1026;22,4108;20,8401;23,2168;18,3025;16,8145;19,6996;19,3367;2,35507;0,00508908;3,60427;4,4317;+
H2FLK8(1071);20,9793;18,675;20,2369;20,0998;19,2181;18,2214;19,0631;16,4382;1,15777;0,0509744;1,76254;2,20585;
H2FLK8(843);23,3749;22,8341;25,0775;24,8591;19,1612;19,0828;19,2239;16,9933;3,37902;0,00116583;5,42112;7,0174;+
H2FLK8(126);19,787;19,6796;20,4474;19,5562;17,1496;20,8312;17,3323;21,037;0,30139;0,385533;0,780037;0,718281;
H2FLK8(343);23,7084;23,8072;23,3234;23,1418;17,7655;19,8868;17,7797;18,5866;4,11991;0,000277228;4,99054;9,53645;+
H2FLK8(15);19,949;21,0307;19,6574;18,777;18,0195;20,6365;16,8054;17,0336;0,878465;0,0904456;1,72979;1,74119;
H2FLK8(140);19,1692;19,6218;20,9657;18,8798;18,6127;16,1445;19,788;18,7952;0,715934;0,132064;1,32404;1,46855;
H2FLK8(156);17,1271;17,2385;20,292;20,8334;16,9289;16,1665;19,0338;17,4985;0,59985;0,17572;1,46584;1,26951;
H2FLK8(1249);24,1803;24,7264;24,3867;25,3071;25,6518;24,569;24,7683;25,6501;0,645995;0,156614;-0,509677;-1,34924;
H2FLK8(212);20,8499;18,3718;19,3549;20,0487;19,2496;20,6824;15,9839;18,6025;0,405998;0,293192;1,02673;0,920853;
H2FLK8(223);20,0538;20,5314;20,1008;20,9771;18,2615;16,3117;19,0522;19,0124;1,80143;0,01437;2,25634;3,3305;+
H2FLK8(252);20,2961;18,6531;19,7282;18,2414;19,1787;21,026;20,4486;15,5133;0,049732;0,846064;0,18808;0,141904;
H2FLK8(139);24,7235;25,2989;23,4828;25,6628;17,6133;17,0552;16,3658;17,6343;4,9969;0,000811594;7,62486;13,5388;+
H2FLK8(1327);19,6617;19,3831;19,4748;20,0679;18,1437;20,2914;18,6595;18,7156;0,687849;0,140488;0,694317;1,42083;
H2FLK8(330);23,1571;22,1961;22,6376;22,5317;20,0784;20,4476;15,7248;15,4172;1,85704;0,0132864;4,71366;3,43426;+
H2FLK8(334);21,7148;22,099;22,6764;22,7565;20,255;21,2486;22,7718;21,5899;0,717005;0,131703;0,845379;1,47036;
H2FLK8(1343);20,5015;18,9144;19,78;19,1428;17,7418;20,9393;18,0502;15,1108;0,620625;0,167163;1,62416;1,30552;
H2FLK8(1349);19,3344;18,5834;19,1651;20,6084;17,4849;20,3519;18,9062;17,653;0,472154;0,244156;0,823811;1,04293;
H2FLK8(1357);17,7476;19,0088;20,9686;20,0282;19,4186;17,2578;19,0401;18,1468;0,533696;0,206889;0,972506;1,15339;
H2FLK8(80);19,2023;20,7096;21,5025;17,6705;20,0678;18,691;18,6818;16,8438;0,512974;0,219486;1,20011;1,11648;
H2FLK9(1137);19,808;20,3923;19,0442;19,5874;17,7825;19,8117;16,5627;18,3264;1,14064;0,0531827;1,58715;2,17723;
H2FLK9(1144);18,658;21,3683;18,1283;19,9545;17,4085;19,0728;19,0411;17,0762;0,756776;0,119325;1,37761;1,53755;
H2FLK9(1131);24,5354;24,572;24,7571;25,1411;17,763;18,247;19,6403;17,3477;4,80754;0,000629213;6,5019;12,5616;+
H2KYH5(232);28,8162;28,7947;28,1331;28,2213;26,8115;28,2725;26,2235;23,9116;1,25233;0,0416511;2,18658;2,36458;+
H2KYH5(372);24,8635;25,8133;24,3938;24,6611;18,3762;18,8216;19,4281;17,0462;4,4737;0,000427481;6,51487;10,9975;+
H2KYH5(384);24,1374;25,6059;24,6894;24,9257;23,7856;24,3325;24,3815;23,8909;1,14424;0,0527898;0,742005;2,18325;
H2KYH5(309);26,2923;26,7819;26,5807;26,8309;20,0356;18,2498;18,5895;18,0355;5,56238;0;7,89386;16,9044;+
H2KYH5(324);26,5085;26,4728;26,611;26,2395;25,0676;25,0315;23,4632;25,369;2,1215;0,00767519;1,72511;3,94747;+
H2KYH5(334);27,9373;27,6693;27,2496;27,9932;23,8555;25,5375;25,3116;25,5804;2,99984;0,00204461;2,64115;5,9584;+
H2KYH5(219);25,7787;27,1884;27,2493;26,0516;17,6142;16,6339;20,3648;18,8512;4,03167;0,000253394;8,20101;9,20036;+
H2KYH5(21);26,3525;25,9778;27,0045;26,6112;24,7685;24,8003;23,4899;24,6324;2,78892;0,00266667;2,06372;5,42453;+
H2KYH5(173);19,5607;20,792;19,9355;18,6347;17,6768;20,1467;16,7298;17,905;0,974047;0,0739016;1,61612;1,90008;
H2KYH5(175);19,6303;18,754;21,8663;21,5923;18,3871;18,2752;17,0634;16,7345;1,78032;0,0148184;2,84569;3,29145;+
H2KYH5(191);28,6942;28,0075;29,0408;29,1087;26,226;27,1301;26,9431;26,1984;3,01106;0,00205607;2,08837;5,98783;+
H2KYH5(134);25,0169;25,484;25,9603;25,8643;24,363;24,5145;25,1283;24,235;1,89217;0,0128047;1,02117;3,50051;+
H2KYH5(392);25,9563;24,8699;24,078;24,3093;22,8071;23,0477;25,2557;22,4189;0,951494;0,0775745;1,42102;1,86262;
H2KYH5(354);25,1523;25,4089;24,0997;25,8603;22,6445;23,2918;23,9904;23,6826;1,97227;0,010382;1,72798;3,6537;+
H2KYH5(10);27,9231;28,1579;28,0585;28,8797;26,1958;27,0529;26,8128;26,4276;2,89316;0,00234555;1,63252;5,68381;+
H2KYH5(395);23,7627;23,8078;25,597;25,1531;21,4448;24,9648;24,0715;24,4889;0,402684;0,295821;0,837674;0,91463;
H2KYH5(393);19,7325;20,1609;18,5923;18,7279;18,5482;18,0575;18,1921;17,7486;1,50575;0,0247229;1,16685;2,79896;+
Q86NI2(132);19,4945;20,4146;18,9261;19,3512;23,9052;24,6928;23,4279;24,5902;4,39193;0,000380952;-4,60742;-10,6429;+
Q86NI2(151);24,8553;25,6079;24,1921;24,6404;20,9853;16,9654;19,0764;16,8134;3,08094;0,00181102;6,36381;6,1737;+
H2KYJ5(239);18,3559;20,1551;19,6201;19,654;15,1371;19,8627;17,6734;17,3773;0,949644;0,0777577;1,93364;1,85955;
Q8MQE2(76);20,0032;20,8669;19,8423;19,5053;17,3725;20,6516;15,2458;17,2672;1,091;0,0585133;2,42013;2,09447;
H2KYN7(293);20,1872;21,244;20,1309;19,3913;18,5907;16,7095;19,2742;19,3429;1,29367;0,0382667;1,75906;2,43443;+
H2KYN7(400);18,4911;17,2966;19,3778;18,8953;17,7755;18,261;19,8236;19,7445;0,226929;0,479413;-0,385917;-0,564268;
H2KYP4(357);19,1378;19,1075;20,1522;18,3551;18,7685;18,8702;15,4028;16,3611;1,00029;0,070561;1,83751;1,94366;
H2KYP4(295);18,7419;20,5804;18,7656;17,5759;24,04;22,6803;22,7281;24,0428;3,05298;0,00176583;-4,45685;-6,0988;+
H2KYP4(547);17,1926;20,1544;18,5491;19,0063;21,7694;23,782;23,4519;22,1518;2,68893;0,00335267;-4,06316;-5,1838;+
H2KYR1(284);19,9152;19,8343;21,134;17,4135;18,7673;21,0807;18,4537;19,2836;0,0648568;0,80549;0,177934;0,182397;
H2KYR1(290);24,347;22,7929;22,9191;24,6727;17,935;18,2108;17,7755;17,9704;4,61335;0,000495575;5,71;11,6285;+
H2KYR1(202);20,9568;19,2418;20,8893;19,725;20,8302;18,1346;16,1824;18,4133;0,875514;0,0911161;1,81312;1,73628;
H2KYR1(209);20,7151;19,7441;19,8856;19,9323;18,9161;17,1195;20,6721;14,7547;0,863357;0,0939963;2,20366;1,71602;
H2KYR1(139);19,3792;19,0219;20,714;18,6123;16,5138;18,5314;20,7025;19,31;0,281033;0,407922;0,667455;0,677125;
H2KYR1(251);20,0588;19,6144;18,1974;20,4101;18,2811;17,0825;15,2384;17,0797;1,80531;0,0142484;2,64976;3,3377;+
H2KYR1(253);19,6231;20,4178;20,637;18,284;19,951;16,4641;17,4019;15,8146;1,16388;0,050284;2,33254;2,21606;
H2KYR1(32);21,321;21,7694;20,2634;22,4046;19,0123;18,0343;19,0056;16,4171;2,32774;0,00545906;3,32231;4,37338;+
H2KYR1(306);19,4674;20,3113;20,5222;18,0154;17,3402;16,4849;16,9619;18,2764;1,82939;0,0138284;2,31324;3,38251;+
H2KYR1(378);18,6728;20,7135;16,3576;19,3029;17,0202;17,8078;20,8149;17,9826;0,106584;0,698078;0,355308;0,288903;
H2KYR1(47);20,946;19,4105;21,5604;20,1069;16,7668;19,2968;15,9157;17,5925;1,95165;0,0109416;3,11301;3,61397;+
H2KYR1(53);18,153;18,8293;19,6268;20,4334;19,1559;21,184;18,7607;17,8934;0,00474317;0,983746;0,0121188;0,0141908;
O44618(226);19,8451;21,2924;19,8468;21,1015;19,7484;18,24;18,1891;19,9084;1,30864;0,0375153;1,49997;2,45982;+
H2KYS3(166);17,5267;19,5808;19,4912;19,4256;17,5676;17,6744;18,524;18,5474;0,826526;0,101458;0,927755;1,65455;
Q8MNV5(712);19,8031;18,8351;17,9209;20,6796;18,4082;18,1024;19,0952;17,4733;0,744751;0,122363;1,03991;1,51727;
Q86NJ8(113);19,5698;18,0133;20,1219;19,8259;20,7114;18,0425;20,1634;18,2562;0,0377587;0,880494;0,0893674;0,109035;
Q5R3Y6(466);20,4288;20,2289;21,855;19,2518;16,6215;18,0052;19,9884;16,9084;1,47416;0,0261653;2,56026;2,74391;+
H2KZ06(127);18,4366;20,7067;18,6557;19,5315;17,6786;17,3202;17,4239;16,1031;1,90756;0,0123265;2,20117;3,52971;+
H2KZ37(1420);19,3394;20,6167;19,7149;21,3242;19,2308;17,5163;18,2538;16,842;1,8194;0,0139407;2,2881;3,36389;+
H2KZ48(239);17,9936;20,2984;19,4869;20,8059;17,4781;18,1726;18,4294;16,1332;1,39817;0,0306028;2,09287;2,61265;+
H2KZ48(244);19,9631;20,5723;20,3711;20,115;17,2591;17,9411;17,6864;18,3865;3,9678;0,000232365;2,43711;8,96371;+
H2KZ89(161);17,3944;19,5929;20,1426;19,8188;17,7727;19,0965;18,3705;18,0023;0,644224;0,157398;0,926662;1,3462;
Q95Q55(148);25,4431;24,4255;24,6099;25,3268;22,0244;23,1456;22,4431;22,9363;3,1875;0,00148837;2,31398;6,46559;+
Q95Q55(149);22,0304;22,3689;22,0089;24,1584;18,0075;17,6639;18,0225;19,5396;3,21751;0,00142048;4,33327;6,54971;+
H2KZA9(182);19,9886;20,0509;18,7524;18,4407;20,858;22,4171;23,3437;21,5454;2,15504;0,00733182;-2,7329;-4,01509;+
H2KZA9(267);21,9359;21,1909;20,9997;22,9703;21,1916;21,1263;24,4296;20,7838;0,0390997;0,877377;-0,108644;-0,112754;
H2KZC4(118);24,0551;24,6733;24,293;25,1533;17,9278;20,7862;18,494;19,0729;3,76819;0,000849315;5,47346;8,25802;+
H2KZD2(329);17,2806;17,9771;17,6884;21,1841;16,8123;15,4128;18,205;17,9864;0,615688;0,168971;1,42842;1,29698;
Q86NB3(200);18,8892;18,8247;19,5038;19,5403;18,4308;19,6301;18,3984;18,2867;0,651777;0,154098;0,503026;1,35917;
Q18930(821);18,3696;20,0169;20,0752;18,8203;16,1541;16,6694;16,3734;20,0694;1,01474;0,0688606;2,00396;1,96766;
Q4TTA9(60);19,1937;19,415;18,6465;17,2243;18,7649;16,2274;18,872;18,4794;0,278053;0,410971;0,53395;0,671046;
Q965K3(69);23,4984;23,0413;21,6304;24,2647;26,4543;24,7204;24,2648;26,3015;1,60463;0,0204319;-2,32657;-2,97325;+
Q688A5(71);23,3305;23,4276;22,1504;22,348;24,476;23,9622;25,184;23,1616;1,37094;0,0322717;-1,38182;-2,56597;+
Q9BL66(180);17,65;21,1578;20,1509;21,7717;16,5379;17,425;18,6482;16,8477;1,4844;0,0255475;2,8179;2,76172;+
H2KZN1(10);20,8195;20,2777;20,2666;19,7847;17,2899;17,4597;16,8339;14,8837;2,95176;0,00222951;3,67034;5,83344;+
X5M917(14);19,6586;19,9113;20,8787;21,249;23,1412;24,8878;22,9238;23,6116;2,83307;0,00250417;-3,2167;-5,53327;+
H2KZR4(343);17,6828;19,0686;20,083;21,7195;16,8812;19,4756;18,1386;17,4003;0,813063;0,10444;1,66455;1,63203;
H2KZR4(386);20,0892;19,0256;20,6763;21,121;18,1723;15,2848;20,1445;18,7926;0,974766;0,0739217;2,12949;1,90127;
H2KZR4(270);21,5241;22,13;20,4596;22,8602;25,1927;24,6267;23,845;25,4353;2,56753;0,00343662;-3,03145;-4,90146;+
H2KZT9(308);26,5951;26,8936;26,6479;27,4938;26,3339;27,2251;27,3142;26,232;0,141239;0,624393;0,131305;0,372432;
H2L023(196);23,6423;24,8028;25,0514;24,8901;24,939;24,3982;24,0452;25,4169;0,0846291;0,75239;-0,103158;-0,233757;
H2L023(105);25,1232;25,5839;23,2654;26,0778;23,2299;25,14;23,3966;25,3804;0,378918;0,314233;0,725852;0,869669;
H2L023(9);24,1611;24,5363;25,3706;25,2144;19,8506;19,4947;19,7189;18,3472;4,74642;0,000565657;5,46776;12,2607;+
H2L023(306);19,9583;21,6526;21,6848;21,6194;16,1994;18,6406;19,5826;18,1096;2,01315;0,00942017;3,09575;3,73304;+
H2L028(74);19,5721;19,709;21,4518;19,2456;20,3547;19,699;18,7667;15,6539;0,556711;0,195035;1,37605;1,19406;
H2L034(597);19,3232;19,9374;19,2588;20,8689;19,0384;15,8758;18,4345;15,9834;1,50097;0,0249226;2,51406;2,79061;+
H2L034(371);17,652;19,4951;20,5489;19,1645;17,149;18,6967;20,1841;20,1644;0,0630043;0,8097;0,166583;0,177496;
H2L034(476);17,7266;19,5079;20,31;20,1432;17,0469;18,9347;18,1041;18,3682;0,937947;0,0800079;1,30846;1,84012;
H2L048(7);18,879;20,8847;19,5968;18,3914;17,9041;19,2562;18,4558;17,5443;0,880778;0,08995;1,14786;1,74504;
H2L048(338);25,0665;23,3216;23,239;23,3177;21,6529;23,2516;21,9637;22,726;1,23378;0,0428687;1,33765;2,33333;+
H2L048(380);21,0299;21,2931;19,6551;21,3105;18,7747;18,0937;17,243;15,9713;2,42213;0,00478431;3,30149;4,5768;+
H2L048(382);19,5499;18,7726;21,1424;17,6883;18,6026;17,4029;18,1971;19,6854;0,416522;0,285466;0,816335;0,94054;
Q8MXS5(484);20,2646;19,1856;19,2226;18,875;17,7133;18,5603;18,009;16,1491;1,60252;0,0204662;1,77905;2,9695;+
H2L0B6(241);19,4433;19,3692;20,9956;18,6576;19,1978;17,6549;15,3748;19,5733;0,765632;0,116815;1,66621;1,55245;
H2L0C4(405);22,0372;22,6119;22,8771;21,0602;18,4656;19,3075;20,1579;19,1088;2,78679;0,00273821;2,88667;5,41932;+
H2L0D1(253);18,6378;18,0912;18,0763;21,3397;16,7955;17,7458;19,9718;17,1688;0,480443;0,239528;1,11581;1,05797;
H2L0D3(26);19,4187;20,8572;19,4659;19,6987;17,8463;16,7666;18,1226;15,1229;2,05392;0,00836403;2,89553;3,81301;+
H2L0D9(105);25,9462;26,3114;24,8629;23,71;24,411;25,6914;26,1943;24,9121;0,0466679;0,856071;-0,094595;-0,133563;
H2L0D9(108);25,9462;25,9979;26,0938;23,71;24,2132;25,6914;24,5447;26,4675;0,097998;0,718147;0,207765;0,267559;
H2L0E5(652);17,6807;19,0856;21,0506;16,6824;14,9864;18,5324;15,6643;17,9475;0,698723;0,137198;1,84218;1,43934;
H2L0E5(375);20,1275;20,1804;18,6272;21,263;20,8272;21,5203;23,1688;20,7253;0,992972;0,0713751;-1,51087;-1,93151;
H2L0E5(672);19,6357;20,2542;20,5705;18,3135;20,2179;18,4869;16,2618;17,749;0,778753;0,112937;1,51458;1,57451;
Q9N5G9(295);25,9657;24,9667;25,1866;24,7155;17,692;16,497;19,274;20,5653;3,43872;0,00100796;6,70154;7,19698;+
H2L0G5(834);21,4885;22,5974;22,4939;21,6314;23,2197;22,9186;23,9237;22,9648;1,76515;0,0152857;-1,20388;-3,26351;+
H2L0H3(25);19,2662;15,7167;19,203;19,1382;22,4408;23,4709;22,8601;22,7686;2,64125;0,00345214;-4,5541;-5,07164;+
H2L0I2(555);20,2774;22,1631;22,504;21,3031;19,2426;17,6412;20,1229;18,2605;2,00496;0,00962839;2,74506;3,71707;+
H2L0I2(1025);19,0348;19,5891;18,2171;20,5346;17,2776;14,5282;19,4117;18,2787;0,859831;0,0946276;1,96987;1,71014;
H2L0I2(2207);18,4611;20,1274;19,8492;18,2213;17,629;19,5687;19,3209;19,6654;0,0621008;0,811733;0,118766;0,1751;
H2L0I2(1523);21,2197;20,7902;21,5943;19,3373;18,8968;20,5653;17,9374;17,7195;1,27352;0,0396293;1,95563;2,40035;+
H2L0I2(612);22,3879;22,2334;22,5306;22,5737;20,952;22,2546;22,8999;22,2625;0,350353;0,338919;0,339149;0,814788;
H2L0I2(133);17,0512;19,4985;21,3076;19,9978;15,3638;17,163;16,8984;15,1893;1,74472;0,0159259;3,31013;3,22602;+
H2L0I2(1777);18,4668;18,6478;17,8327;20,3758;17,706;16,2153;18,9652;19,7932;0,28978;0,397875;0,660842;0,694889;
Q22095(331);19,8865;19,5057;19,8868;18,5391;18,2488;19,8157;20,625;17,5055;0,206404;0,511171;0,405771;0,519943;
H2L0K8(246);20,6047;18,9901;21,185;21,1424;17,4994;18,6086;19,8394;17,1795;1,49236;0,0251828;2,19885;2,77558;+
Q9GZI3(690);17,1752;19,4988;19,7358;18,9694;19,436;19,1135;19,0321;19,2884;0,26099;0,432719;-0,372742;-0,63594;
H2L0R6(207);20,3851;20,033;20,769;17,4614;18,1874;16,6156;17,1583;18,8482;1,13854;0,0534652;1,95975;2,17372;
H2L0R6(248);19,8058;19,8663;20,0709;20,2192;17,812;20,2889;14,9235;19,3821;0,794191;0,109404;1,88894;1,60042;
H2L0R6(258);20,4044;20,9851;18,6377;18,3793;23,7537;22,4488;25,9937;22,685;2,13856;0,0074927;-4,11871;-3,98178;+
U4PC11(162);19,8437;19,1449;19,4518;20,3314;17,4993;17,9159;18,7609;18,0569;2,36628;0,00504414;1,6347;4,45577;+
O18688(334);18,8674;20,7827;19,8269;17,2622;16,4855;18,5476;20,8887;19,3482;0,11517;0,679456;0,36726;0,309978;
O18688(110);18,9518;19,5127;18,4496;20,0129;17,6673;17,9513;17,4007;17,4775;2,36786;0,005;1,60758;4,45916;+
H8W3X0(190);19,6689;21,113;18,6318;19,7436;17,9651;15,8837;17,8961;18,4149;1,59782;0,0206987;2,24939;2,96114;+
H9G2R5(26);18,187;20,3838;20,3815;20,9144;16,7614;14,5429;17,9447;17,2888;1,88598;0,0129231;3,33221;3,48881;+
H9G2R5(36);20,7208;20,1168;18,9086;20,8079;19,2387;15,9745;18,8686;19,1197;1,06834;0,061575;1,83812;2,05675;
Q21032(198);17,778;20,2097;18,972;19,4138;15,5605;18,2706;18,6903;18,7624;0,670121;0,147179;1,27244;1,39058;
Q21032(141);23,0745;23,533;23,5963;23,0414;25,1564;26,5874;22,8812;25,1547;1,09064;0,0585406;-1,63362;-2,09386;
I2HA98(44);17,8828;19,0469;20,6099;19,8953;16,4383;18,5604;17,5132;18,7412;1,00477;0,0698713;1,54546;1,9511;
I2HA98(93);20,5668;18,3992;21,2152;19,587;17,6489;18,4075;18,0949;18,5595;1,46763;0,0265577;1,76435;2,73257;+
I2HA98(394);17,3131;21,6376;20,3109;20,4566;16,6281;17,4241;15,327;18,9072;1,27732;0,0392718;2,8579;2,40677;+
I2HAF4(22);26,2181;28,4154;27,3053;28,3778;25,393;27,2783;22,7335;24,3727;1,29003;0,0385729;2,63481;2,42828;+
I2HAF4(18);27,8267;28,5499;28,0735;29,2389;26,9368;28,0148;26,7471;26,58;1,62832;0,019748;1,3526;3,01549;+
I2HAF4(3);25,8365;24,8745;25,5177;26,3763;25,5696;25,9589;26,9243;24,7389;0,0973613;0,719447;-0,146668;-0,265965;
I2HAJ2(17);17,6955;19,0329;19,4734;17,7951;21,2689;22,6614;23,7459;22,1193;2,93084;0,00241727;-3,94964;-5,77971;+
I2HAJ2(4);20,1712;19,3393;18,2317;20,1086;16,918;19,195;18,2714;18,8972;0,844653;0,0976129;1,14234;1,68482;
K7ZUH9(80);20,6926;20,6999;21,0877;20,2743;20,9566;22,6853;21,3553;22,0734;1,38082;0,0314997;-1,07902;-2,58287;+
K7ZUH9(37);19,1537;18,6852;21,2741;18,8903;19,0802;19,5438;19,3456;19,051;0,154204;0,599699;0,245684;0,402697;
Q6A582(251);19,9393;18,6513;19,1537;21,03;19,463;18,8203;17,5991;16,6906;0,985556;0,0725844;1,55033;1,91919;
K8F801(1704);18,4542;20,8282;19,9165;18,41;17,4755;16,3765;19,5453;16,7342;1,05026;0,0644946;1,86939;2,02669;
K8FDX2(266);24,2798;24,4669;24,1243;23,1685;17,6079;16,2086;19,3952;17,9106;3,89975;0,000573643;6,22929;8,71747;+
K8FDZ1(1155);26,748;25,331;25,1704;25,0372;19,1513;15,8925;18,6004;15,3918;3,72306;0,00082392;8,31269;8,10532;+
K8FDZ1(1156);23,7557;25,331;22,4582;23,943;19,6846;17,8622;19,8014;18,248;3,19121;0,00150107;4,97295;6,47593;+
L8E833(293);18,518;21,103;19,8015;19,8109;17,7133;16,7528;20,6471;18,308;0,722368;0,130185;1,45306;1,47945;
L8E833(401);28,3724;28,8247;28,8893;28,2001;23,3004;25,1067;24,0948;23,412;4,29836;0,000333333;4,59317;10,2499;+
L8E833(104);24,3313;23,6279;23,3914;22,16;16,2429;19,2575;17,9088;15,0339;3,0443;0,00174242;6,26686;6,07571;+
L8E833(106);20,5398;21,5232;19,6063;21,1032;14,7161;18,2722;20,3592;17,6627;1,26011;0,0409133;2,9406;2,3777;+
L8E833(236);24,5926;26,1593;26,0794;24,9893;19,0691;16,9277;17,4944;18,331;4,74448;0,00056;7,49959;12,2512;+
L8E833(251);27,5429;27,4925;27,3448;26,7771;18,8389;19,1093;20,9569;18,0508;4,81206;0,000636364;8,05036;12,5842;+
L8E833(258);24,2134;25,5373;25,9334;25,6917;15,3566;19,4793;15,2977;17,3227;3,68467;0,00100958;8,47988;7,97731;+
L8E833(289);23,8268;22,5317;24,5768;23,4875;17,4235;18,9563;18,2771;17,4563;4,22318;0,000297872;5,57743;9,94362;+
L8EC34(297);19,4005;19,0113;20,697;20,6135;24,0465;25,2426;24,6879;23,7889;3,80822;0,0007;-4,51089;-8,39556;+
M1Z854(255);23,1041;22,993;23,4671;23,3365;24,2221;23,1047;25,147;24,0479;1,09141;0,0585161;-0,905274;-2,09515;
M1Z854(341);19,3326;20,1118;19,8598;19,4513;19,6243;16,6075;18,8958;18,1654;1,05791;0,063747;1,36561;2,0394;
M1Z854(88);17,5804;18,3544;18,6482;18,3882;20,8332;21,7708;22,495;22,2044;3,79137;0,000685315;-3,58304;-8,33742;+
N1NSD4(31);18,4863;19,2732;21,3229;20,227;18,1713;16,2923;17,6451;17,8765;1,70268;0,0170438;2,33102;3,14939;+
O01477(84);20,5912;20,7378;19,0526;20,4617;19,5789;18,538;18,7728;19,3965;1,31159;0,0372378;1,1393;2,46482;+
O01485(1824);20,7408;18,3603;21,1553;20,2669;18,2919;18,3645;17,1713;17,861;1,76866;0,0151971;2,20866;3,26997;+
O01498(161);26,0452;27,8578;29,3101;28,2448;26,2055;28,3988;25,5189;26,486;0,629507;0,163423;1,21217;1,32086;
O01498(281);19,7;21,2139;18,511;18,0708;19,5015;19,0224;17,4226;18,9738;0,327592;0,359938;0,643894;0,770334;
O01498(137);28,2966;27,9215;27,4533;26,3342;23,4307;25,0411;23,9705;23,614;3,11084;0,0016499;3,48732;6,25456;+
O01504(49);19,2598;20,6648;18,8104;20,7046;19,0816;19;19,1719;16,1688;0,863799;0,0940196;1,5043;1,71676;
O01504(59);20,8738;21,3742;21,741;21,1239;17,0296;17,2964;16,0747;17,3306;4,79809;0,000615385;4,34541;12,5147;+
O01504(84);21,7479;22,3003;20,9068;22,2943;15,2427;22,1244;17,8416;16,6588;1,34977;0,0340187;3,84545;2,5298;+
O01504(61);24,9356;25,3104;26,0907;24,3547;22,0812;23,3749;21,6463;21,2007;2,70397;0,00328;3,09707;5,21953;+
O01541(748);19,0149;19,4036;20,9518;19,447;18,8459;18,1623;18,5843;19,8062;0,76445;0,117215;0,854629;1,55047;
O01542(98);19,994;21,1446;21,6129;21,4626;15,0999;18,3006;18,9739;20,6597;1,20834;0,0451657;2,79499;2,29058;+
O01576(569);18,2973;20,129;19,9895;17,7934;22,4916;23,4014;22,4202;21,9366;2,7273;0,00305329;-3,51016;-5,27528;+
O01576(630);19,7315;21,7453;20,3737;18,1859;17,6546;15,7423;17,7536;19,1668;1,26307;0,0406946;2,42979;2,38269;+
O01577(130);20,9835;20,064;21,3739;19,2417;18,3084;19,6996;16,5898;19,3151;1,21282;0,0446019;1,93751;2,29809;+
O01591(59);18,1504;20,5118;19,8908;21,3251;16,498;16,8156;18,3071;18,1112;1,68699;0,0180815;2,53653;3,12097;+
O01615(39);18,8816;20,2332;21,5728;19,1165;19,0418;17,7415;17,2982;19,4166;1,01961;0,0684979;1,57649;1,97574;
O01615(107);21,2707;20,1903;19,5376;19,3298;14,8376;18,3792;18,5208;17,0794;1,62161;0,019909;2,87788;3,00351;+
O01615(132);17,3629;20,9198;19,6126;20,5228;19,099;19,4895;21,2283;17,1295;0,118371;0,673432;0,367933;0,31777;
