ProteinAccessions;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log Student's T-test p-value N2_d15_N2_d1;Student's T-test q-value N2_d15_N2_d1; Student's T-test Difference N2_d15_N2_d1;Student's T-test Test statistic N2_d15_N2_d1;Sign p-val: 0.05 
G5ECT2;11,5511;12,1238;13,1775;12,7739;14,85;14,8384;14,3159;14,9592;3,03194;0,000878676;-2,33431;-6,04292;+
G5ECT6;18,3653;18,7801;18,6068;18,9025;17,8036;18,0297;18,0888;18,1389;2,47764;0,00184377;0,648474;4,69907;+
G5ECU1;17,7551;17,2563;17,1437;18,0143;17,1585;16,9251;17,1819;17,1109;1,09117;0,0406373;0,448257;2,09475;+
G5ECU3;21,0078;21,2036;21,0451;21,2427;21,2657;21,7661;21,5119;21,2673;1,31577;0,0228353;-0,32793;-2,47192;+
G5ECU5;19,0829;17,7745;17,9798;18,3595;18,7574;18,4823;18,1726;18,5648;0,255239;0,393678;-0,195085;-0,623993;
G5ECV9;16,4967;16,7106;16,6924;16,5534;16,9079;16,9827;16,8348;16,787;2,10574;0,00405342;-0,264824;-3,91589;+
G5ECW0;13,3355;13,5065;13,5909;15,0761;12,1369;12,7135;12,7341;11,8098;1,7877;0,00817806;1,52869;3,30509;+
G5ECW3;13,7296;12,5258;12,1787;12,1548;13,7492;12,7134;12,7954;13,5935;0,581847;0,149527;-0,565655;-1,23814;
G5ECW7;18,3493;18,3723;19,4141;18,4003;17,1234;17,5562;17,0897;16,9051;2,6;0,00141226;1,46538;4,97595;+
G5ECX9;14,7299;14,6882;15,0085;15,7097;15,297;15,0103;14,9952;15,085;0,0930418;0,691758;-0,0628021;-0,25511;
G5ECY0;16,9967;16,9302;16,917;17,3548;16,5911;16,4821;16,5225;16,6806;2,28933;0,00291652;0,48061;4,29218;+
G5ECY4;15,2507;15,034;15,7546;16,0262;14,7583;14,6588;14,9031;14,8736;1,65683;0,0102951;0,717923;3,0666;+
G5ECY6;14,0524;14,0667;14,227;12,9736;13,1827;13,5893;13,6903;13,0621;0,661687;0,121036;0,44884;1,37616;
G5ECZ0;13,5717;13,7601;13,3449;14,8273;13,9899;14,0166;14,2052;14,1252;0,256773;0,391476;-0,208237;-0,627186;
G5ECZ1;17,0479;16,731;17,0253;16,8086;16,2864;16,098;16,2735;16,0098;3,40265;0,000341757;0,736312;7,08804;+
G5ECZ2;18,4365;18,1313;18,5179;18,3959;17,6607;17,4127;17,4861;17,4846;3,89248;0,000119718;0,859378;8,69152;+
G5ED01;16,998;16,6025;17,0203;16,8773;16,7017;16,8988;16,7354;16,8345;0,328569;0,312723;0,0819273;0,772257;
G5ED07;20,007;19,845;19,9703;20,2831;19,3628;19,2964;19,3629;19,5526;2,96951;0,000837128;0,632659;5,87936;+
G5ED08;12,8723;14,2417;15,7543;14,2076;13,8935;14,5179;14,4675;14,0258;0,0239845;0,908095;0,0428126;0,0702586;
G5ED11;16,1521;14,2536;14,0613;16,3845;13,9164;12,7142;10,7047;13,8433;1,33191;0,0219597;2,41821;2,49936;+
G5ED17;14,3471;13,6303;13,5966;14,4357;13,5831;12,8481;13,0966;13,2128;1,61991;0,0113897;0,817282;3,00049;+
G5ED21;15,3446;14,2721;16,232;14,7522;14,3954;13,9109;13,812;14,3638;1,2122;0,0296331;1,02972;2,29706;+
G5ED27;16,7415;16,8079;16,8028;17,4177;15,5173;15,5107;15,5783;15,8043;3,6078;0,000169252;1,33984;7,72616;+
G5ED29;16,4281;16,1346;16,0104;16,4888;17,2487;17,1822;16,9167;16,7628;2,48394;0,00183139;-0,762087;-4,71307;+
G5ED31;17,8102;17,9703;17,9307;18,6285;17,7266;18,0137;17,8496;17,9314;0,477911;0,199859;0,204639;1,05338;
G5ED33;17,2752;17,3469;16,9173;17,4817;16,8142;16,4566;16,4677;16,5414;2,46594;0,00204484;0,685298;4,67313;+
G5ED36;13,6176;13,919;14,6993;18,1682;14,9819;14,8016;14,5387;15,2516;0,070072;0,754904;0,207522;0,196111;
G5ED41;16,3135;16,3985;16,5749;16,5527;15,5877;15,9965;15,9561;15,9514;2,66858;0,00127721;0,586989;5,13573;+
G5ED44;12,4901;11,9563;12,3158;12,677;11,5284;11,4439;11,3291;11,6938;2,6191;0,00138667;0,861036;5,02011;+
G5ED56;12,5351;12,0796;12,4264;12,4652;12,8183;12,7865;12,3907;11,5225;0,00304685;0,988757;-0,00290775;-0,00913325;
G5ED64;12,5355;12,1752;11,817;12,7784;9,91202;9,86;9,90505;9,98787;4,55808;0;2,41027;11,3749;+
G5ED75;13,6234;13,6628;14,1204;14,1822;13,8826;13,5077;13,7169;13,9128;0,350827;0,292523;0,142202;0,815708;
G5ED80;13,7084;13,5387;14,1376;14,4698;13,5487;12,7502;12,6808;13,584;1,35565;0,0207604;0,822693;2,53982;+
G5ED81;12,5424;12,1759;12,3399;12,8013;11,3776;11,4372;13,1122;11,9516;0,541835;0,166524;0,495224;1,1678;
G5ED94;12,271;12,1864;12,2362;12,7693;12,2918;10,6169;11,2411;11,7845;1,21041;0,0297494;0,882143;2,29404;+
G5ED95;16,0093;15,9421;16,1335;16,3752;15,8128;15,9398;15,8864;16,0564;0,89315;0,0660617;0,191182;1,76564;
G5EDA3;13,4105;13,58;14,122;14,3309;12,5072;12,8766;12,5629;12,6085;2,71465;0,00122595;1,22202;5,245;+
G5EDA7;12,0477;12,0329;11,9609;12,5564;14,8478;14,1105;14,3087;16,1571;2,87181;0,00108072;-2,70653;-5,62998;+
G5EDA8;14,3334;14,2077;14,7862;14,4736;15,2819;15,1349;14,935;14,9207;2,18596;0,0033915;-0,617905;-4,07799;+
G5EDB2;10,3995;13,3592;13,7946;15,5702;12,5855;12,6232;12,7094;12,4706;0,261304;0,385427;0,68372;0,63659;
G5EDB6;13,5592;13,105;13,0025;13,1705;13,123;13,2437;13,3672;13,6806;0,366028;0,278491;-0,1443;-0,845023;
G5EDB7;13,6867;13,5213;14,0552;14,8745;13,7986;14,2369;14,2313;14,19;0,090904;0,697186;-0,0797648;-0,249711;
G5EDB8;18,0295;17,4819;17,5077;17,5811;16,4858;16,2418;16,2992;16,1712;4,06426;0;1,35055;9,32326;+
G5EDC6;16,4497;16,6618;16,3997;16,6148;15,2577;15,3442;15,3875;15,3961;5,54072;0;1,18514;16,7618;+
G5EDD4;16,2513;16,3388;16,4278;16,7037;16,3821;16,1878;16,1171;15,9926;1,0612;0,0436155;0,2605;2,04487;+
G5EDD8;16,3367;15,9076;15,5027;16,6443;15,4255;14,6527;14,8472;15,5504;1,59394;0,0121329;0,978848;2,95426;+
G5EDE2;14,1038;14,8063;12,9034;14,4113;13,8238;14,1313;13,273;13,493;0,359643;0,284769;0,375885;0,832744;
G5EDE4;15,2117;14,3458;14,9037;15,3322;14,2117;13,6651;14,1496;14,0537;1,98741;0,0053207;0,928308;3,68298;+
G5EDE7;16,8129;15,9629;15,8285;15,5437;14,9594;14,7356;14,4635;14,788;2,367;0,00232988;1,30036;4,4573;+
G5EDE8;15,9247;16,2351;16,5776;16,1027;16,3879;16,7952;16,8059;16,52;1,28337;0,0248264;-0,417228;-2,417;+
G5EDF5;13,7508;13,0623;13,7015;13,7472;14,2113;13,8053;13,5851;13,6732;0,539141;0,167674;-0,253285;-1,16304;
G5EDF7;13,5099;13,5341;13,6982;14,1844;12,9413;13,2792;12,8902;13,1088;2,03011;0,00499693;0,676766;3,76622;+
G5EDG2;14,6937;13,5272;13,3899;14,7762;13,6077;13,2156;13,3089;13,2527;1,0175;0,0480994;0,750515;1,97225;+
G5EDG6;18,0745;18,2284;17,4868;17,8877;15,2986;17,282;17,0285;14,6543;1,50086;0,0145618;1,85349;2,79042;+
G5EDG8;12,3454;12,0023;12,2355;12,5012;11,9438;12,3679;12,2572;11,8722;0,454095;0,213646;0,160836;1,00999;
G5EDG9;14,1755;13,79;14,2701;15,1032;14,6717;11,2838;12,9508;13,1762;0,889813;0,0666639;1,31404;1,76008;
G5EDH1;14,6792;14,4024;13,0612;15,2626;13,4404;12,9774;12,722;13,6461;1,18875;0,0317556;1,15484;2,25771;+
G5EDH2;21,5951;20,8902;20,4619;20,4084;15,8945;14,7895;15,0475;15,111;5,33986;0;5,62828;15,4942;+
G5EDI1;12,5676;11,878;12,2665;12,7915;11,1867;12,239;11,2099;10,8118;1,49569;0,0146981;1,01403;2,7814;+
G5EDI6;14,2649;14,2575;14,3342;14,7711;9,94172;9,87108;9,97348;9,99701;7,47824;0;4,46109;35,5104;+
G5EDJ3;15,5664;15,7812;15,8697;16,5932;14,8784;14,9787;14,867;15,3149;2,0623;0,00448903;0,942888;3,82955;+
G5EDK1;15,238;14,5212;14,4721;15,034;13,3007;11,952;12,5024;13,809;2,26448;0,00294798;1,92531;4,24013;+
G5EDL3;14,6358;14,5667;15,0556;15,6268;12,9835;12,8772;12,933;12,9067;3,79759;0,000111293;2,04614;8,35884;+
G5EDL7;12,4172;11,8818;12,3169;12,6064;12,6852;12,4645;12,838;13,016;1,21869;0,0290613;-0,445366;-2,30795;+
G5EDM4;17,7533;17,2636;17,0185;17,9679;17,3415;16,7277;16,8679;17,2649;0,855507;0,0728541;0,45029;1,70293;
G5EDN6;14,9341;15,092;15,1459;15,2321;15,1731;15,3433;15,6164;15,6962;1,39748;0,0183841;-0,356245;-2,61146;+
G5EDP0;16,9438;17,4805;17,3999;17,7885;17,2329;16,3899;16,3875;17,3861;0,874134;0,069407;0,554074;1,73398;
G5EDP2;17,0653;15,9386;16,7532;17,5087;17,2555;17,3333;17,3532;17,1779;0,669606;0,118109;-0,46351;-1,3897;
G5EDP6;12,4051;12,0977;12,3286;12,759;13,8727;13,8259;13,7924;13,8635;4,33959;0;-1,44103;-10,4214;+
G5EDQ0;16,0602;15,0687;14,8422;16,2503;14,2114;14,1658;14,2487;14,2101;2,06;0,00451775;1,34636;3,82501;+
G5EDQ2;17,0328;16,5311;16,6386;16,8902;15,6143;15,1707;15,3946;15,6591;3,74597;0,00010675;1,31351;8,18255;+
G5EDQ4;18,3035;18,3947;18,6457;18,3826;16,3892;16,5481;16,8242;16,7162;5,25552;0;1,81217;14,9898;+
G5EDQ7;15,4782;14,1481;14,2147;14,5451;13,253;12,4443;12,7911;14,0201;1,73423;0,00908472;1,46939;3,20683;+
G5EDR3;15,6938;15,7606;15,9815;16,3643;15,8403;15,7903;15,9649;15,7981;0,267686;0,378227;0,101647;0,649776;
G5EDS2;16,5551;16,0374;16,2503;16,7882;15,8749;15,4128;15,5241;15,3665;2,28587;0,00291312;0,863192;4,28492;+
G5EDS8;13,8095;13,6195;14,2228;14,0081;13,6938;13,898;13,794;13,7903;0,388563;0,26082;0,120972;0,887988;
G5EDT1;12,5664;12,1618;12,1768;12,5379;12,4425;13,0597;12,5403;12,7041;0,951272;0,0569377;-0,325916;-1,86225;
G5EDT4;16,8717;16,0771;16,3208;16,8658;16,8824;16,4847;16,6782;16,878;0,390196;0,259642;-0,196977;-0,89108;
G5EDT9;12,1652;12,7759;12,1659;10,2501;12,8132;15,6617;13,27;13,7836;1,30577;0,0236195;-2,04286;-2,45494;+
G5EDU3;12,7096;12,3223;12,5205;12,1459;12,8804;12,5235;12,4173;12,4019;0,339661;0,301821;-0,131222;-0,79399;
G5EDU8;12,4333;12,1839;12,1739;12,7389;14,3978;12,3212;14,6774;13,1598;1,16825;0,0332508;-1,25654;-2,22338;+
G5EDV0;14,5073;15,85;15,6825;13,8719;17,8577;17,8528;17,7513;17,9027;3,02343;0,000874657;-2,86321;-6,02043;+
G5EDV3;18,6482;19,3459;18,9418;18,981;18,6281;19,2183;19,1189;19,0837;0,0602352;0,785332;-0,0330181;-0,17014;
G5EDV6;16,2877;16,2115;16,3052;16,3259;15,6104;15,467;15,6039;15,9368;3,05677;0,000741155;0,628028;6,10893;+
G5EDV7;17,4924;17,4589;17,3412;16,9601;15,8162;15,8255;15,7108;15,1027;3,70567;0,000182094;1,69935;8,04711;+
G5EDW1;15,0947;14,7161;14,8597;14,7724;14,7991;14,448;14,3758;14,8346;0,85632;0,0726973;0,246342;1,70429;
G5EDW8;16,0279;15,6517;15,791;16,6466;16,4876;16,2014;16,5167;16,6061;0,90765;0,0637295;-0,423667;-1,78976;
G5EDX9;12,5416;12,0206;12,0044;12,5622;12,3782;11,9763;12,3429;12,6515;0,0966037;0,682659;-0,0550768;-0,264066;
G5EDY2;17,0886;16,993;16,895;17,7509;16,4212;16,3225;16,4592;16,5859;1,9705;0,00545562;0,73468;3,65028;+
G5EDY3;16,6338;15,972;16,3784;17,6607;15,9026;14,8461;14,9058;15,2972;1,77245;0,00842984;1,42327;3,27694;+
G5EDY8;15,0468;14,8648;15,227;14,0734;14,4787;14,5556;14,8808;14,6917;0,22605;0,432802;0,1513;0,562388;
G5EDZ2;16,2713;16,2098;16,1289;16,654;16,4492;16,0082;16,1681;16,4711;0,0944303;0,688103;0,0418267;0,258608;
G5EDZ5;15,6987;16,0311;15,4224;16,2618;15,5441;15,7369;15,415;15,807;0,509915;0,18294;0,22777;1,11101;
G5EDZ6;15,522;14,831;14,7595;15,2058;13,1747;13,0348;12,8588;13,4699;3,94429;0,000122744;1,94503;8,87795;+
G5EDZ7;14,9703;16,3911;16,3501;16,2473;15,8857;16,2761;16,3311;16,1021;0,173663;0,516004;-0,159037;-0,447226;
G5EDZ9;20,2965;19,9457;19,4199;19,7608;16,823;16,5922;16,704;17,1384;5,07828;0;3,04132;13,9803;+
G5EE01;14,7778;14,3415;14,0034;13,992;13,0213;12,8643;12,8069;12,0401;2,84514;0,0011502;1,59553;5,56327;+
G5EE04;19,6789;19,559;19,5375;19,8586;18,5586;18,5498;18,5951;18,6222;5,13006;0;1,07707;14,2684;+
G5EE09;14,8107;14,7167;14,627;14,8601;14,1249;14,2932;14,117;14,5725;2,16003;0,0035558;0,476727;4,02521;+
G5EE11;16,4514;15,5434;16,0266;15,8565;15,9185;16,3477;16,1483;15,8432;0,165695;0,52946;-0,0949383;-0,429117;
G5EE12;15,5516;15,5108;15,7491;16,1679;14,9611;14,8969;14,9555;15,0759;2,60492;0,00137989;0,772537;4,98729;+
G5EE13;16,2932;15,7886;16,029;15,741;14,0372;14,1363;13,5904;13,9972;4,60132;0;2,02269;11,5728;+
G5EE14;16,705;13,0413;13,6861;14,5485;14,5637;12,91;12,9421;14,3274;0,388045;0,261107;0,809397;0,887008;
G5EE16;13,7933;12,9547;13,9782;14,0779;12,8485;12,5237;12,5793;12,674;2,11598;0,00382403;1,04463;3,93639;+
G5EE32;14,3371;13,8626;13,7548;14,6071;14,2178;14,0175;13,8716;13,8174;0,305112;0,336283;0,159347;0,725735;
G5EE34;13,0792;12,1898;12,547;11,3343;13,0745;13,5599;12,6082;13,0943;0,986263;0,0523166;-0,79666;-1,92037;
G5EE36;17,2336;17,7914;17,3843;18,2587;12,7954;10,9094;11,2886;11,944;4,80486;0;5,93265;12,5483;+
G5EE37;15,6677;15,3726;15,703;15,9214;13,9511;13,5911;13,3754;13,7245;4,72238;0;2,00567;12,1441;+
G5EE40;16,2378;16,0709;16,0938;15,9999;13,6036;14,233;13,8655;13,8788;5,40969;0;2,20537;15,9241;+
G5EE41;15,8691;15,5109;15,4643;15,653;16,6842;16,4633;16,4932;16,5116;3,92748;0,000121212;-0,913695;-8,81707;+
G5EE42;16,7063;16,0858;16,6429;17,0115;16,1945;15,2615;15,6353;15,7568;1,78685;0,00822102;0,899608;3,30352;+
G5EE46;14,748;15,4012;14,9398;15,032;16,0221;15,9206;15,893;15,9495;3,21751;0,000569647;-0,916037;-6,5497;+
G5EE48;18,3868;18,0306;18,2165;18,9617;17,2833;17,2369;17,1191;17,4123;2,7813;0,00120373;1,13599;5,4059;+
G5EE56;12,1111;11,9671;12,0468;12,7162;10,4986;11,8483;10,9199;10,0555;1,78132;0,00828341;1,37971;3,29329;+
G5EE62;14,736;14,1323;14,0955;14,0522;13,6554;13,1879;13,5361;13,2345;2,29378;0,00285547;0,850501;4,30155;+
G5EE67;17,2572;17,216;16,8535;17,2749;16,1502;15,9217;16,0088;16,1073;4,19787;0;1,10339;9,84244;+
G5EE72;15,6806;15,3611;15,2124;15,8104;15,5557;15,3082;15,5932;15,865;0,135585;0,591117;-0,0643826;-0,359073;
G5EE74;17,117;16,8264;17,2103;17,2131;16,7357;16,3869;16,7203;17,0719;1,13864;0,0356846;0,362995;2,17389;+
G5EE80;15,3957;15,1791;15,2292;15,6382;15,9804;15,3035;15,5137;15,6693;0,707584;0,107234;-0,256155;-1,45439;
G5EE89;19,8995;19,0802;19,0916;19,9952;20,1417;15,1393;12,9288;12,9891;1,31049;0,0234072;4,21694;2,46295;+
G5EE90;16,7892;16,1973;17,0735;17,8361;15,1114;15,062;15,1603;15,4189;2,657;0,0012671;1,78588;5,10852;+
G5EE96;16,2841;16,7279;16,7638;16,7319;16,8776;16,953;17,0904;17,0039;1,5528;0,0130775;-0,3543;-2,88151;+
G5EEA2;12,844;12,1108;12,4804;13,1194;12,6876;12,7009;12,2697;11,9637;0,355832;0,287819;0,233142;0,82539;
G5EEA8;18,8665;19,6079;19,5492;19,3497;17,4855;18,5733;17,9185;17,5509;2,54841;0,00160537;1,46125;4,85796;+
G5EEB6;13,3506;14,2909;14,1621;13,1326;11,2613;12,4597;13,1179;13,3027;1,15485;0,0342661;1,19867;2,20097;+
G5EEC4;17,9219;18,0688;18,4127;17,8494;17,5955;17,7781;17,7202;17,5219;1,6004;0,011944;0,40925;2,96573;+
G5EED5;15,7871;15,3778;14,7728;14,8632;14,2129;14,2003;14,1082;14,2331;2,26685;0,0029531;1,01159;4,24508;+
G5EEE1;15,3269;16,2038;14,6515;15,5749;12,105;12,2803;12,6335;12,0956;4,02353;0;3,16067;9,16992;+
G5EEE5;17,9276;17,976;17,9168;18,2604;19,0592;19,0949;19,092;19,0404;4,85397;0;-1,05142;-12,7949;+
G5EEF8;13,6365;14,1828;14,7951;14,9697;14,4233;13,7677;13,7406;13,588;0,7042;0,108177;0,516116;1,44864;
G5EEG4;16,6745;16,1636;16,6287;16,613;16,9338;17,426;17,336;17,2177;2,34757;0,00240144;-0,708403;-4,41566;+
G5EEG6;16,0229;15,4842;15,636;15,5761;15,0979;15,6007;15,3841;14,8005;1,14286;0,0352922;0,458994;2,18094;+
G5EEG7;15,1137;14,5436;14,7971;15,5757;13,4331;13,4496;13,6064;13,2727;3,28309;0,00052954;1,56708;6,73651;+
G5EEG8;16,9951;17,2179;17,5029;17,2205;15,9923;16,5372;16,3719;15,8747;2,83858;0,0011853;1,04011;5,54695;+
G5EEH6;15,6598;16,1971;15,9543;15,7713;16,6413;16,588;16,7937;16,9297;3,01346;0,000871468;-0,842535;-5,99414;+
G5EEH9;16,7216;16,4208;16,4426;16,5859;16,1684;16,1338;16,0936;16,2293;2,6572;0,00126801;0,386481;5,10898;+
G5EEI4;18,69;18,1727;18,0634;18,4994;20,3502;19,7049;19,5211;19,7726;3,17527;0,000684904;-1,4808;-6,43154;+
G5EEI8;14,4039;14,3783;14,9371;13,6744;15,1107;14,8378;14,8068;14,7794;1,02332;0,0473888;-0,535267;-1,98192;+
G5EEI9;12,29;13,2182;13,1173;12,6671;12,867;13,5519;13,255;13,3483;0,83955;0,076142;-0,432405;-1,6763;
G5EEJ7;17,7248;17,9019;18,3662;17,9526;18,7672;18,9265;19,0665;18,9022;3,10574;0,000685934;-0,92924;-6,24069;+
G5EEK0;15,3255;15,3755;14,9229;14,6962;14,8006;14,6547;14,0638;15,0489;0,82435;0,0796309;0,438038;1,65091;
G5EEK2;14,4171;14,4372;14,4816;14,5444;14,1609;14,2937;14,2792;14,1631;2,76683;0,00119537;0,245842;5,37069;+
G5EEK8;18,8842;18,7907;18,492;18,8181;19,5961;19,2213;19,1282;19,5207;2,31179;0,00271858;-0,620337;-4,33956;+
G5EEK9;18,1421;18,2716;18,3366;18,0392;17,1019;17,3338;17,3539;17,2318;4,40648;0;0,942054;10,7052;+
G5EEL1;16,5921;16,4435;16,3865;16,707;17,0698;17,012;17,109;16,9386;3,06653;0,000745318;-0,500072;-6,13502;+
G5EEL2;15,3166;15,5188;14,7836;14,8404;14,9657;13,8055;14,6213;14,1717;1,22865;0,0283702;0,72377;2,3247;+
G5EEL9;18,9949;19,3274;18,9906;19,645;17,456;17,4493;17,5389;17,2509;4,42988;0;1,81567;10,8061;+
G5EEM1;12,5644;12,1073;12,2045;12,713;11,7206;10,9665;11,314;12,1622;1,56191;0,0128117;0,856494;2,89757;+
G5EEM2;12,4365;12,0558;12,0406;12,5491;9,94016;9,7324;9,9471;9,9782;5,53012;0;2,37105;16,6925;+
G5EEM5;16,3143;15,7835;15,6555;16,0233;15,3944;14,8157;14,9622;15,4549;1,98141;0,00542147;0,78733;3,67136;+
G5EEM6;13,751;13,5104;13,1826;14,9187;13,5653;11,9055;13,1318;13,879;0,590657;0,146001;0,720258;1,25351;
G5EEN1;15,0243;16,1606;14,9137;15,2513;15,2525;15,1404;14,9592;15,1019;0,329081;0,312326;0,223963;0,773264;
G5EEN4;16,2536;16,6562;16,1404;17,0575;14,7387;14,6144;14,7983;14,849;3,77373;0,000109149;1,77684;8,27694;+
G5EEN7;12,0964;13,7864;15,0262;16,9287;14,546;15,1196;14,8142;14,6408;0,116173;0,633636;-0,320725;-0,312424;
G5EEQ1;18,6061;17,6039;17,9881;18,2574;16,624;15,9863;16,0047;16,4365;3,3684;0,000391608;1,851;6,98586;+
G5EEQ4;14,5618;14,0198;13,9845;15,2746;13,4182;12,102;13,1463;13,2562;1,8849;0,00683712;1,47951;3,48675;+
G5EEQ8;15,7877;15,4821;15,5007;15,9389;15,0906;14,8203;15,2579;15,103;2,2596;0,00302135;0,609375;4,22995;+
G5EER4;14,4516;13,7522;14,8608;14,5075;15,9519;14,6806;14,6084;15,2669;0,966442;0,0550999;-0,733896;-1,88745;
G5EES3;16,231;15,7702;15,7128;15,7324;15,5507;15,0387;15,1482;15,7881;1,18027;0,0323395;0,48013;2,2435;+
G5EES6;15,9427;16,0838;15,8778;15,8635;15,0148;14,7969;14,7804;15,0275;4,76392;0;1,03705;12,3462;+
G5EES8;12,4548;12,1673;12,2261;12,5279;15,0175;12,9055;12,4336;14,8474;1,14504;0,0350081;-1,45698;-2,18458;+
G5EES9;14,957;16,26;16,1097;15,3966;15,3743;15,7126;15,9393;15,852;0,0407481;0,849296;-0,0387475;-0,117312;
G5EET2;15,8846;15,6022;15,5542;16,1427;14,0511;14,0091;14,1066;14,4358;4,19087;0;1,64529;9,8146;+
G5EET3;14,7581;15,3539;15,6988;15,9464;15,5114;15,1907;15,2342;15,661;0,0498551;0,819236;0,0399725;0,142238;
G5EET5;12,4359;12,1329;12,2677;12,476;11,905;11,7769;11,7458;12,7418;0,531496;0,171597;0,285776;1,14948;
G5EET8;16,7811;17,3228;17,5339;17,3349;19,758;20,195;20,1416;20,0928;5,22711;0;-2,80367;-14,8234;+
G5EEU1;14,5775;14,6967;15,4464;14,9402;14,7921;14,7873;14,7321;15,009;0,162284;0,535697;0,0850928;0,421314;
G5EEV5;15,2702;12,6076;13,4898;14,6442;16,1794;15,855;16,087;16,0852;1,85397;0,007305;-2,04867;-3,4285;+
G5EEW1;14,1972;13,4575;13,9168;14,0353;13,773;13,5122;13,3535;13,0111;1,13923;0,0356147;0,489228;2,17487;+
G5EEW5;12,2696;12,1446;12,0632;10,8677;11,7757;11,0344;10,9156;11,5864;0,625465;0,133961;0,50828;1,31388;
G5EEW6;14,1948;12,6765;11,819;13,5233;13,2543;12,6891;12,0379;12,4047;0,339371;0,301974;0,4569;0,793424;
G5EEW7;12,551;11,9526;12,0507;12,6498;12,1081;12,8185;12,3717;13,5901;0,527478;0,173845;-0,421087;-1,14234;
G5EEY5;16,7484;14,2698;15,6936;14,2469;12,9231;17,6694;16,7602;11,8705;0,103424;0,66523;0,433852;0,281081;
G5EEZ0;14,6563;14,8083;14,5755;14,234;13,7385;13,746;13,7404;13,9613;2,93463;0,00092517;0,77197;5,7894;+
G5EEZ1;12,9396;12,1538;13,0231;13,3722;12,6491;12,5693;13,2046;12,6861;0,120019;0,624805;0,0949068;0,321766;
G5EEZ4;11,5375;12,5614;14,389;13,7283;13,4275;12,3533;12,6602;13,7653;0,00115947;0,995511;0,00247741;0,00348315;
G5EF01;17,1876;17,0658;16,798;16,8206;14,8144;14,4012;14,2657;14,578;5,44438;0;2,45316;16,1418;+
G5EF05;16,5759;16,673;16,5747;16,897;16,2266;16,5563;16,2596;16,5802;1,19519;0,031211;0,274473;2,2685;+
G5EF08;13,3014;12,9713;13,5021;12,2333;14,3795;14,3596;13,9618;14,0221;2,11579;0,00382198;-1,17869;-3,93601;+
G5EF11;14,7761;13,7387;14,6218;14,7924;12,141;11,7703;11,838;12,8667;3,22229;0,000571429;2,32825;6,56319;+
G5EF26;15,8185;14,7321;15,2445;15,7204;14,3637;14,3476;13,5395;14,2784;2,10351;0,00405125;1,24659;3,91144;+
G5EF28;16,1597;14,4501;15,0892;14,9158;16,2715;15,6943;15,3302;15,7029;0,706363;0,107534;-0,596041;-1,45231;
G5EF32;20,2589;19,9167;20,0043;20,1164;18,851;18,7732;18,8282;18,857;5,47393;0;1,24673;16,3296;+
G5EF37;17,7745;17,8115;17,9089;18,0754;17,722;18,0319;18,2451;18,2948;0,579429;0,150461;-0,180882;-1,23391;
G5EF43;13,0666;14,312;14,5453;14,7778;13,7754;13,9213;13,938;13,7955;0,357137;0,286553;0,317865;0,82791;
G5EF48;14,6938;14,7904;15,1214;14,4621;13,1686;14,2084;13,7047;12,7892;2,06375;0,00444351;1,29919;3,83241;+
G5EF53;14,8664;14,6197;14,5212;14,4329;13,9403;13,9574;14,0107;13,9807;3,27918;0,000528384;0,637753;6,72524;+
G5EF57;13,994;13,9325;14,18;15,1961;13,3965;12,6354;12,5152;13,0139;2,16343;0,00353617;1,43539;4,03211;+
G5EF58;12,3643;12,1023;12,3063;12,3804;11,8583;11,9984;12,171;12,5143;0,439967;0,222692;0,152849;0,984022;
G5EF59;14,9605;14,3867;15,255;15,057;13,7025;13,6064;13,8195;13,704;3,12892;0,000660802;1,20671;6,30383;+
G5EF60;15,3091;16,1969;15,936;15,4338;14,956;14,8575;14,6907;14,9521;2,10707;0,00400642;0,854845;3,91856;+
G5EF61;13,5444;14,7784;15,1071;13,6666;13,6907;14,2123;15,4243;14,5176;0,131628;0,5986;-0,187107;-0,349664;
G5EF65;12,8782;12,9533;13,2176;13,1862;12,0695;11,9071;12,1799;12,433;3,22132;0,000570833;0,911479;6,56044;+
G5EF77;15,1159;14,8669;14,798;15,2893;14,8885;14,765;14,6263;14,816;0,991763;0,0515807;0,243568;1,9295;
G5EF83;12,4037;12,1602;12,2661;12,5177;10,6007;11,1844;11,2007;10,5081;3,46549;0,000279188;1,4634;7,27868;+
G5EF84;14,2273;13,0174;12,9957;13,6996;12,7609;13,6716;12,881;12,1083;0,699942;0,109543;0,629552;1,44141;
G5EF86;16,5366;16,3408;16,2884;16,4068;15,1202;15,1397;15,0661;15,2266;5,97853;0;1,25497;19,8812;+
G5EF87;16,1395;16,2711;16,1496;16,4962;15,3416;15,3782;15,2136;15,1418;4,23607;0;0,995305;9,99553;+
G5EF90;17,622;16,5129;17,0302;17,0139;16,161;16,5439;15,3673;14,4324;1,4668;0,0156947;1,41863;2,73113;+
G5EF97;14,6163;13,8541;14,6161;14,3435;13,4577;13,6989;13,707;14,0937;1,49249;0,0148074;0,618182;2,77582;+
G5EF99;14,4044;14,2848;13,871;14,3805;14,6493;14,2183;14,4893;14,1218;0,329818;0,311532;-0,134496;-0,774711;
