ProteinAccessions;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04; -Log Student's T-test p-value N2_d15_N2_d10;Student's T-test q-value N2_d15_N2_d10; Student's T-test Difference N2_d15_N2_d10;Student's T-test Test statistic N2_d15_N2_d10;Sign p-val: 0.05 
H2L0K4;16,6826;15,8756;16,2313;16,1138;17,7406;17,0286;16,9699;18,5128;1,81056;0,00318304;-1,33716;-3,34744;+
H2L0L8;14,0679;13,3171;13,51;14,1173;14,2875;13,4578;13,6396;15,0061;0,369969;0,205945;-0,344696;-0,852578;
H2L0N9;17,7642;17,7764;17,823;17,4806;18,8404;18,7721;18,5978;18,6828;4,41889;0;-1,01218;-10,7587;+
H2L0Q1;16,7019;16,4661;16,2686;17,0485;17,5259;17,9607;17,8559;19,3304;1,93365;0,00245509;-1,54693;-3,57947;+
H2L0Q6;16,3075;16,0571;16,0445;16,9014;17,3814;15,9893;17,3612;19,0736;0,851601;0,0454014;-1,12373;-1,69642;+
H2L0S3;12,3228;11,7446;12,2993;12,6651;14,2384;13,3099;14,1546;14,9898;2,5559;0,000468413;-1,91522;-4,87497;+
H2L0S5;12,5687;11,9245;12,1896;12,7828;15,3712;15,1815;15,3673;14,9225;4,89277;0;-2,8442;-12,9929;+
H2L0S8;13,9667;13,6594;14,1917;14,5942;16,4401;16,0255;16,2886;18,4216;2,43835;0,000679751;-2,69097;-4,61232;+
H2L265;13,1199;11,8846;12,1984;12,7593;13,8513;14,3341;13,4883;15,0536;2,08168;0,00173724;-1,69126;-3,86795;+
H2L297;15,3441;14,9814;15,1917;15,0518;17,0568;15,8815;16,1181;17,9601;1,80841;0,00317967;-1,61192;-3,34345;+
H2L2A0;18,2958;17,6321;17,5075;18,509;20,1352;19,8229;20,3715;22,4242;2,26072;0,000966478;-2,70235;-4,23227;+
H2L2A8;12,6715;13,0929;14,4299;15,3272;16,8365;16,7006;17,0434;18,0933;2,51415;0,000456228;-3,2881;-4,78061;+
H2L2C8;12,5206;12,4187;12,0447;12,5673;14,1747;14,0916;14,4666;14,5096;4,73044;0;-1,9228;-12,1831;+
H2L2E8;20,5564;20,6147;20,6556;20,5644;21,2096;21,2197;21,25;21,7401;2,93438;0,000150649;-0,757067;-5,78878;+
H2L2I2;12,9135;13,5739;13,1734;14,7015;14,289;14,3641;14,0861;14,9688;0,980485;0,0312318;-0,836431;-1,91077;+
H2L2I9;12,466;12,5434;12,1486;12,5002;14,265;14,2804;13,5766;14,5609;3,60109;0;-1,75617;-7,70456;+
H2L2K5;12,3387;12,0935;12,1372;12,6472;14,4747;14,3408;14,0661;14,7189;4,53975;0;-2,096;-11,2919;+
H8ESE9;14,31;15,7561;15,5449;16,769;13,9766;14,1271;14,4676;15,0959;1,09066;0,0233048;1,17822;2,0939;+
H8ESH3;12,5275;12,094;12,3418;12,6352;14,1955;14,0105;14,0632;14,9735;3,54674;0;-1,91104;-7,53145;+
H8W3Y2;12,3249;12,1965;11,7112;12,5653;15,6341;17,0964;17,079;15,872;4,20306;0;-4,22089;-9,86311;+
H9G2R5;17,876;17,3146;16,5122;17,6744;13,8845;14,4201;13,9091;15,0832;3,48298;0;3,02011;7,3325;+
H9G2T4;17,6983;18,0922;17,3229;17,8958;19,0382;17,939;19,659;19,0641;1,60478;0,00561208;-1,17277;-2,97353;+
H9G2T6;12,1682;12,0965;11,9684;12,2401;14,1741;14,3589;14,2277;14,7556;5,38097;0;-2,26075;-15,7459;+
H9G2V4;13,6086;13,4832;14,05;14,5581;14,3785;13,8515;14,0717;13,5509;0,0444079;0,82367;-0,0381849;-0,12738;
H9G301;12,5485;12,1898;12,1592;12,3715;13,8356;13,166;14,2842;15,1614;2,24102;0,00110708;-1,79454;-4,1913;+
H9G321;17,6159;17,4356;17,9663;18,323;20,5309;17,9824;19,8899;21,035;1,56719;0,00625138;-2,0244;-2,90689;+
H9G340;15,6809;14,9062;15,3379;16,1717;18,4523;17,5961;18,0636;18,0803;3,65669;0;-2,52389;-7,88512;+
H9G342;17,2293;17,0784;16,9414;17,2631;18,5204;19,4075;19,5437;19,1391;3,83332;0;-2,02461;-8,48277;+
I2HA82;17,4993;16,4729;16,1291;16,6349;18,3162;19,8218;18,9156;20,3979;2,56373;0,000470588;-2,67884;-4,8928;+
I2HA91;15,479;15,9335;16,6957;16,044;16,6823;15,6261;15,0978;15,8015;0,229739;0,358764;0,23615;0,570266;
I2HA94;14,8104;13,5078;13,9153;13,6779;13,8928;14,4161;13,9519;14,9705;0,375017;0,202305;-0,329998;-0,86223;
I2HA98;16,3257;16,682;16,593;16,6178;17,3161;17,3063;17,2649;17,7751;3,01216;5,80E-05;-0,86097;-5,99073;+
I2HAE5;14,0499;13,4005;13,3559;13,6414;15,5887;15,561;15,97;17,6552;2,59179;0,000480253;-2,58181;-4,95704;+
I2HAF6;17,4407;17,2848;17,2598;18,097;18,4358;18,5737;18,9347;19,4152;2,38183;0,000748134;-1,31926;-4,48927;+
I2HAG1;18,1781;18,2327;18,4998;18,4641;19,428;19,4962;19,4287;20,3768;2,79858;0,000372861;-1,33878;-5,4482;+
I2HAH4;12,4365;12,1883;11,9638;12,6296;14,0943;14,2099;14,4928;15,036;3,82044;0;-2,15372;-8,43792;+
I7J4C6;12,6525;13,3922;14,5473;15,0746;14,2615;13,5993;13,4153;14,8445;0,0630968;0,755948;-0,113484;-0,177741;
J3K004;15,621;16,1002;14,879;14,9983;17,923;18,5249;17,7396;18,0023;3,69369;0;-2,64785;-8,00725;+
J7S164;19,8321;20,9877;20,577;20,0121;19,2897;14,5187;16,8379;22,0652;0,63123;0,087109;2,17436;1,32383;
J7SA49;12,4533;12,0842;12,1575;12,7002;14,0129;14,0148;14,2154;14,907;3,57006;0;-1,93874;-7,60532;+
J7SF87;11,9975;11,7726;12,2127;12,4031;14,0792;14,3558;14,3988;14,942;4,33079;0;-2,34745;-10,3846;+
K7ZUH9;10,469;12,0229;11,9803;12,744;14,5065;14,403;13,8836;14,4992;2,62358;0,000469202;-2,51904;-5,03049;+
K8ERU3;15,5532;16,2038;16,0804;15,6497;16,2707;16,5166;15,6568;16,7373;0,734373;0,0641188;-0,423567;-1,49975;
K8ERU5;12,5133;11,1154;7,58831;12,8041;14,3476;14,3958;14,1573;14,0093;1,43971;0,00875272;-3,22224;-2,68421;+
K8ERV5;16,8108;16,6439;16,1319;16,4655;18,8731;18,0624;18,1989;20,0938;2,48585;0,000541235;-2,29403;-4,71734;+
K8ERZ3;13,9763;13,4196;13,1985;14,6086;14,5242;14,9888;13,9821;13,529;0,458063;0,150967;-0,455297;-1,01725;
K8ES47;13,5183;13,516;13,6811;13,6353;13,5414;14,0535;13,8849;14,8889;0,880453;0,0418119;-0,5045;-1,7445;+
K8ESC3;22,1245;22,5279;22,4315;22,1672;23,1399;23,3251;22,9348;23,3956;3,09176;6,16E-05;-0,886035;-6,20285;+
K8ESC5;14,457;14,0196;13,8331;13,8891;14,8456;15,4066;15,6696;15,6415;2,8774;0,000216418;-1,34114;-5,64404;+
K8ESE2;17,5381;16,9687;17,5931;18,0273;14,1828;13,6169;13,9583;14,9292;4,11657;0;3,36001;9,52355;+
K8ESF0;24,066;24,3251;25,4656;24,4636;16,5064;16,2632;15,9227;17,0444;6,12664;0;8,14591;21,0589;+
K8ESM2;15,4086;14,7705;15,3257;14,5041;15,6496;15,8293;15,7772;17,7295;1,21205;0,0167283;-1,24421;-2,2968;+
K8F7V7;12,4036;12,1564;12,5705;12,7059;14,492;13,7161;14,4864;14,6052;3,65805;0;-1,86582;-7,88956;+
K8F7X5;13,3619;13,177;12,7781;14,3205;13,7227;14,2216;14,1476;14,8982;1,06785;0,0246874;-0,838143;-2,05594;+
K8F7X9;14,0638;13,5116;15,1347;14,8612;15,7546;15,1098;15,0458;15,9419;1,30986;0,0126589;-1,07021;-2,46188;+
K8FDY0;16,9543;16,8694;17,2841;17,1801;18,5213;18,5372;18,6476;18,7899;4,99641;0;-1,55205;-13,5361;+
K8FDZ1;12,5709;12,1045;12,3087;12,6724;13,7466;14,3342;13,3623;15,0419;2,33963;0,000846329;-1,70714;-4,39871;+
K8FE02;15,3484;15,4789;15,7687;15,5733;15,8291;15,4969;15,3515;16,7661;0,429992;0,166164;-0,318575;-0,965585;
K8FE09;12,4855;11,9844;12,225;12,7262;14,3706;14,0522;14,2133;14,9657;3,68911;0;-2,04516;-7,99205;+
L8E6I4;12,2509;11,989;12,2516;12,7993;14,275;14,4091;14,3104;15,0797;3,87298;0;-2,19584;-8,62223;+
L8E6J9;12,3417;12,1792;12,0815;12,4808;14,4943;14,1615;14,4654;14,8858;4,87758;0;-2,23092;-12,915;+
L8E6L7;19,3781;19,017;19,0407;19,4013;19,6691;19,3554;19,4751;19,9434;1,28905;0,0134221;-0,401463;-2,42662;+
L8E6N6;12,4245;12,1935;12,232;11,672;14,4575;13,7104;14,3072;14,3981;3,93939;0;-2,08778;-8,86018;+
L8E6W9;14,0224;13,699;13,2934;13,9855;14,1607;14,0422;14,2018;13,8787;0,883079;0,0415423;-0,32076;-1,74887;+
L8E6Y3;13,7938;13,512;13,6131;14,6786;16,3063;16,6954;16,4225;16,2456;3,93907;0;-2,51809;-8,85903;+
L8E700;15,1337;15,0656;14,9159;15,8934;15,9747;16,1179;16,056;16,5448;1,96663;0,00232509;-0,921189;-3,64281;+
L8E833;17,0978;16,6864;16,5294;16,541;16,6354;16,0227;16,6694;16,1821;0,796031;0,0533012;0,336273;1,6035;
L8E951;15,7786;14,8194;15,0176;14,473;17,7843;17,2828;18,0205;18,364;3,6753;0;-2,84075;-7,94634;+
L8EC34;13,2886;14,6139;13,9827;13,9697;17,1301;18,0531;17,9286;19,8467;3,28564;0;-4,27586;-6,74385;+
M1Z854;18,9518;18,7823;18,8096;19,0583;19,4457;19,3174;19,3604;19,7488;2,55125;0,000466496;-0,567593;-4,86439;+
M1Z882;12,3756;12,0312;12,3434;12,7044;14,4974;14,1019;14,3903;15,057;3,93563;0;-2,14798;-8,84653;+
M1ZJ62;12,4047;12,1766;12,2641;12,7077;13,5891;13,0984;14,3694;15,0367;1,99224;0,00209224;-1,63514;-3,69236;+
M1ZJV8;12,9055;14,1806;14,6473;14,5842;13,9495;14,3676;14,2606;14,5938;0,197682;0,411295;-0,213492;-0,500823;
M1ZJY1;14,7603;14,1164;14,2161;13,4761;14,2382;14,1304;14,4718;14,1775;0,157231;0,490553;-0,112243;-0,409695;
M1ZJY5;13,8977;12,9086;13,9803;14,5584;14,364;14,434;14,3301;14,9954;0,941178;0,0350642;-0,694601;-1,84549;+
M1ZK00;12,538;11,9652;12,2556;12,7213;14,4253;14,4487;14,2102;15,1522;3,78424;0;-2,18907;-8,31294;+
N1NTK1;11,5141;12,1777;12,2151;11,8792;12,8381;14,022;14,3475;15,1725;2,24948;0,00101472;-2,14848;-4,20888;+
N1NTN5;15,6972;15,9142;15,8344;16,3066;19,7071;19,6798;19,6537;20,0279;6,49893;0;-3,82903;-24,3289;+
N1NV13;12,4067;12,1805;12,2467;12,7605;18,3593;19,1462;17,6877;20,4091;4,44225;0;-6,50196;-10,8599;+
N1NVB6;12,5275;11,8483;12,23;12,6774;14,4599;13,5538;14,0108;14,9389;2,82023;0,000289647;-1,92007;-5,50149;+
N1NVC3;15,5008;14,9724;14,7621;16,8968;14,3598;13,7605;14,4612;14,7497;1,20978;0,0167952;1,20028;2,29299;+
O01159;16,1577;15,1024;15,5457;16,7073;17,6242;18,7067;16,9879;17,6703;2,0169;0,00199688;-1,86898;-3,74037;+
O01254;19,4183;19,0557;19,0945;19,4431;13,9539;14,4279;14,415;14,6211;6,85936;0;4,8984;27,9678;+
O01257;15,7605;15,6219;15,5021;16,0495;18,2756;17,5901;17,9603;17,285;3,78409;0;-2,04426;-8,31241;+
O01263;15,2924;15,0703;15,0078;15,9134;17,6998;17,6158;18,0453;18,1675;4,33937;0;-2,56113;-10,4204;+
O01300;15,2913;14,6566;14,748;15,0755;15,4926;15,1628;15,0207;16,2296;0,875884;0,0422487;-0,53358;-1,73689;+
O01302;14,329;13,8146;13,0536;14,8251;14,434;14,2633;14,441;14,9725;0,604726;0,0944645;-0,522112;-1,27798;
O01314;12,4971;11,9402;12,7944;12,7193;15,018;14,7002;15,6;16,8967;2,96759;0,000155392;-3,06597;-5,87438;+
O01422;15,0193;14,2349;14,6623;14,511;16,0425;15,2227;15,9126;16,7433;2,09962;0,00173582;-1,37345;-3,90366;+
O01426;15,6043;15,4478;15,641;15,9985;17,0062;17,6014;16,8146;16,3067;2,30146;0,000948821;-1,2593;-4,31774;+
O01427;15,1874;13,6725;13,4169;14,2393;14,1537;14,3934;14,28;14,9273;0,30414;0,264794;-0,309564;-0,723791;
O01442;12,7429;14,9641;14,4886;13,6954;14,4473;14,2535;14,1368;14,9594;0,404379;0,181801;-0,47652;-0,917815;
O01454;17,1601;16,3486;16,3308;15,5355;17,5489;17,874;17,2515;17,7796;1,909;0,00258919;-1,26975;-3,53245;+
O01460;14,9362;14,9515;15,0721;15,4144;15,9323;15,427;16,2243;16,8735;1,71533;0,00411761;-1,02073;-3,17238;+
O01479;14,739;13,7682;14,6647;15,0157;16,4918;16,1134;16,7989;16,5106;3,14201;6,43E-05;-1,93178;-6,33971;+
O01497;16,8805;16,6231;16,4071;17,0886;17,2631;16,6705;16,2884;16,7269;0,0170692;0,930166;0,0125771;0,0503745;
O01498;15,7535;14,7866;15,029;15,4046;15,904;15,897;16,4062;17,1301;1,63639;0,00494922;-1,0909;-3,02994;+
O01504;20,9266;20,9347;20,2829;20,3163;16,6243;16,0061;17,36;16,5829;4,68479;0;3,97184;11,964;+
O01513;14,9875;14,8051;14,9628;15,1779;16,6165;16,0518;16,4349;15,6599;2,75681;0,00036197;-1,20743;-5,34639;+
O01516;15,1927;15,6576;15,2478;15,9839;17,5478;18,1221;17,7914;18,2755;4,17224;0;-2,41368;-9,74087;+
O01517;12,3857;12,1301;12,3239;12,8035;14,3735;14,4408;14,3585;14,6765;4,86335;0;-2,05153;-12,8425;+
O01524;15,3628;14,796;14,6615;15,3271;16,6989;16,6297;16,4713;17,2334;3,38659;0;-1,72148;-7,03997;+
O01530;17,9033;17,5443;18,0532;17,877;16,7558;19,199;18,2762;17,0272;0,0175188;0,928789;0,0298681;0,051676;
O01531;12,4888;10,8389;6,44473;12,6131;13,7639;14,2778;13,1203;15,1037;1,22062;0,0162754;-3,47004;-2,3112;+
O01532;17,9447;17,6735;17,6472;17,8699;21,0811;20,5819;19,9336;21,8088;3,57228;0;-3,06753;-7,61237;+
O01541;18,3305;18,3084;18,3017;18,8652;19,6566;19,882;19,947;20,0625;3,9351;0;-1,43555;-8,84464;+
O01542;19,599;19,8184;19,5387;20,1186;20,0162;19,7418;19,7076;20,192;0,360068;0,21433;-0,145695;-0,833562;
O01549;15,2945;14,3235;14,5997;15,3469;14,4649;14,2581;14,0932;13,8702;1,35186;0,0112452;0,719532;2,53336;+
O01571;12,3772;11,7039;12,2272;12,4797;14,4518;14,0182;13,3576;14,792;2,83121;0,000291742;-1,95786;-5,52866;+
O01572;15,9748;15,8053;15,9889;15,7723;16,8337;16,9255;16,8676;18,0772;2,25247;0,000962706;-1,2907;-4,21509;+
O01576;16,5223;15,5419;15,4155;16,0751;17,598;17,7015;17,6143;18,5879;2,89529;0,000187817;-1,98673;-5,6892;+
O01577;17,9948;17,2246;17,4245;18,1526;18,7758;18,5148;18,7405;20,1139;1,69504;0,00433232;-1,33711;-3,13555;+
O01578;14,607;14,7713;13,7793;14,4515;11,8066;15,6994;15,4757;15,3764;0,0700424;0,732431;-0,187255;-0,196033;
O01590;12,2195;12,7453;12,8725;13,3103;14,2332;14,1314;14,273;14,3588;3,15426;6,48E-05;-1,46219;-6,37342;+
O01591;12,4925;12,1189;12,0764;12,7482;14,4166;14,1952;14,1757;15,0162;3,77025;0;-2,09192;-8,26508;+
O01592;17,2615;17,297;17,24;16,6573;18,9938;19,3438;18,7616;20,1133;3,22974;6,82E-05;-2,1892;-6,58422;+
O01593;16,0932;16,8024;15,3636;17,8102;16,7472;17,0711;17,9645;18,3327;0,781828;0,0553918;-1,01152;-1,57968;
O01602;18,3568;17,4715;17,4158;18,39;20,1325;19,1157;19,0096;20,0703;2,22009;0,00117527;-1,67351;-4,14804;+
O01603;12,1535;12,1371;12,3424;12,4071;14,2835;13,8241;14,2179;14,7824;4,16156;0;-2,01696;-9,69883;+
O01614;14,4962;14,3242;14,403;13,8806;15,5723;14,1425;14,7037;14,9863;0,888127;0,0409971;-0,575184;-1,75728;+
O01615;17,3715;18,4865;18,5529;18,7906;17,5195;17,2626;18,4042;19,1006;0,167868;0,467284;0,228675;0,434072;
O01634;16,8004;16,7084;16,8304;17,6575;17,2857;16,3204;17,6763;17,1403;0,10918;0,612639;-0,106532;-0,295304;
O01658;21,0066;20,4683;20,3525;20,7293;23,8953;23,7397;22,7784;23,6195;4,21814;0;-2,86904;-9,9234;+
O01683;14,5329;13,253;14,057;14,6445;15,895;16,1382;15,8627;15,4388;2,5743;0,000474753;-1,71182;-4,91694;+
O01685;17,0001;16,9949;17,2669;17,6818;16,4898;17,0754;16,6359;16,8364;1,22472;0,0160429;0,476565;2,31808;+
O01686;15,1431;14,3834;14,6003;14,8717;14,5146;13,8403;14,4349;15,1355;0,373749;0,203185;0,268289;0,859809;
O01692;18,2951;18,0404;18,0861;18,4577;20,5512;20,5969;21,3501;22,027;3,69518;0;-2,91146;-8,01217;+
O01739;17,1179;17,3269;17,4001;17,4691;17,8796;18,1946;17,7976;17,3224;1,27462;0,0139588;-0,470036;-2,4022;+
O01755;14,8401;14,5677;14,6067;16,4193;15,6972;15,2021;14,7344;14,5695;0,0392972;0,843405;0,0576518;0,113301;
O01756;15,1306;14,152;14,4661;13,8299;14,3962;14,3677;14,3821;15,1544;0,212686;0,385509;-0,180449;-0,533605;
O01757;15,3583;15,121;15,2684;16,2651;17,0001;16,8043;17,0646;16,5251;2,48271;0,000540168;-1,3453;-4,71035;+
O01758;12,4441;12,0404;12,1616;12,12;14,2869;14,2652;14,424;15,0814;4,47169;0;-2,32281;-10,9887;+
O01759;14,6622;13,8507;15,0133;14,4894;14,9858;15,0764;14,1264;15,4245;0,495889;0,132537;-0,399374;-1,08584;
O01761;16,3251;16,2838;16,4858;16,8131;18,3531;18,5555;18,4396;19,3757;3,79287;0;-2,204;-8,34259;+
O01763;15,8811;15,5936;15,6432;16,0731;15,1383;15,5909;15,5847;17,1313;0,0494389;0,805011;-0,0635455;-0,141108;
O01780;20,1345;19,4675;19,4132;19,6354;19,3805;18,662;19,6141;19,4926;0,671094;0,077196;0,375367;1,39225;
O01789;15,2195;14,6549;14,9387;15,5457;17,2584;16,6665;17,0651;17,499;3,64061;0;-2,03255;-7,83252;+
O01802;18,9296;19,066;18,7964;18,9736;19,2995;19,6349;19,8996;19,7028;2,63654;0,000439418;-0,69283;-5,06066;+
O01803;18,7353;18,2118;18,6721;19,0031;20,0511;19,9593;20,1051;20,3727;3,64547;0;-1,46645;-7,84839;+
O01804;15,8007;15,6715;16,0786;16,0644;16,5657;17,083;17,3507;18,1759;2,12886;0,00159836;-1,39003;-3,96225;+
O01805;18,2485;18,2396;17,9156;18,0464;20,3994;20,1748;19,437;20,3828;3,77084;0;-1,98597;-8,26707;+
O01806;19,5206;19,4021;19,4281;19,6688;20,7282;21,0567;20,8951;21,2164;4,72111;0;-1,46921;-12,138;+
O01812;17,8995;18,1361;18,2291;17,693;19,535;19,3696;19,4847;19,9163;4,07995;0;-1,587;-9,38294;+
O01813;22,1566;23,2355;23,2818;22,9841;24,0969;24,6992;24,5644;24,4931;2,74477;0,000359704;-1,54887;-5,31728;+
O01814;16,4277;16,1334;15,4095;16,8504;17,8522;17,769;17,7773;18,7031;2,52572;0,000458291;-1,82015;-4,80663;+
O01815;14,3325;14,6933;15,1428;14,4023;15,8122;15,8681;15,8935;16,007;3,24973;6,96E-05;-1,25247;-6,64096;+
O01816;16,146;16,5085;16,3556;17,0075;18,5811;18,9471;18,9041;19,8804;3,59873;0;-2,57378;-7,69698;+
O01820;12,5726;12,0937;12,0738;12,5418;14,4945;14,3886;14,4365;14,9394;4,69865;0;-2,24426;-12,0301;+
O01826;16,287;15,8814;15,9786;16,3847;17,4312;17,275;17,2653;16,7534;2,82053;0,00028982;-1,0483;-5,50223;+
O01833;15,7606;14,6003;14,7133;14,2937;15,6904;15,7665;14,5172;16,4642;0,730081;0,0649947;-0,767604;-1,4925;
O01862;12,5328;12,058;12,2838;12,6429;13,975;14,2062;14,3793;14,8928;3,82398;0;-1,98397;-8,45024;+
O01864;21,0909;21,7492;20,6668;21,5406;24,9576;25,55;24,8358;25,1913;4,97964;0;-3,87179;-13,4468;+
O01868;16,6491;17,8181;17,0586;18,0309;18,8139;19,5077;18,5351;18,9302;2,18353;0,00136299;-1,55752;-4,07302;+
O01869;20,4699;19,9568;20,3875;20,6584;21,7954;21,7435;21,2748;21,5574;3,18809;6,64E-05;-1,22461;-6,46722;+
O01870;11,9934;11,9072;12,3251;12,6891;14,4118;13,8838;14,4382;14,8779;3,70506;0;-2,17422;-8,04509;+
O01876;18,0466;16,8284;17,0909;17,6577;18,1407;17,7201;18,0695;18,8458;1,1399;0,0204448;-0,788145;-2,176;+
O01882;15,6707;15,2378;15,482;16,3282;18,3767;17,9606;16,5868;18,0353;2,38219;0,000718619;-2,06015;-4,49004;+
O01884;14,0467;13,6738;14,291;13,5267;14,441;14,2205;14,0901;15,1465;1,04307;0,0263172;-0,589988;-2,01473;+
O01889;12,2755;12,0877;12,2608;12,6516;14,3837;13,8295;14,4498;15,0612;3,56306;0;-2,11214;-7,58309;+
O01893;15,3538;14,659;14,5402;15,3605;15,4323;15,8775;16,039;16,1481;1,79095;0,0033651;-0,895854;-3,31109;+
O01918;12,5808;12,1901;12,1895;12,795;14,4337;14,3651;14,2966;14,1206;4,54792;0;-1,86517;-11,3288;+
O01925;17,1468;16,6852;16,6222;17,3464;19,1712;18,9254;18,9822;19,7803;3,86553;0;-2,26459;-8,59586;+
O01969;12,4731;11,8551;11,9599;12,7231;14,3508;14,3919;14,4783;14,6473;4,28651;0;-2,21428;-10,201;+
O01971;16,9792;16,5232;16,6422;17,2754;18,3616;18,1896;17,8983;18,4027;3,24187;6,92E-05;-1,35804;-6,6186;+
O01974;17,2092;17,1255;17,3144;17,3325;18,7882;18,2791;18,2701;20,4069;1,80256;0,00324507;-1,6907;-3,3326;+
O02040;12,5592;12,1706;12,2572;12,6999;13,9317;13,4795;14,3005;14,605;3,04391;5,92E-05;-1,65746;-6,07467;+
O02053;14,1222;14,1646;14,4889;14,0685;14,4509;14,4353;13,7124;15,0885;0,297433;0,272;-0,210753;-0,710332;
O02056;18,7599;19,118;18,8151;18,5244;19,3301;19,6716;19,0224;20,1677;1,45597;0,00839875;-0,743605;-2,71234;+
O02058;14,639;14,2472;13,2155;15,148;13,9457;14,439;14,3926;14,4766;0,000807219;0,996581;-0,00103784;-0,00242593;
O02063;15,725;16,1754;15,6412;15,7908;17,0001;17,8842;15,1645;18,0545;0,897851;0,0397618;-1,19273;-1,77346;+
O02075;12,4563;7,69537;12,2282;12,6603;14,2328;14,1599;13,9834;14,9972;1,3576;0,0110309;-3,0833;-2,54315;+
O02082;18,6115;18,2028;18,382;18,5924;17,8601;16,3578;18,7653;16,8862;0,919337;0,0374412;0,97984;1,80919;+
O02086;15,1295;14,5432;14,506;14,133;15,2031;15,1028;14,2055;15,8389;0,613354;0,091896;-0,50968;-1,29294;
O02089;14,9092;13,8573;14,4976;15,1526;17,2668;17,1203;17,2234;17,417;4,01826;0;-2,65266;-9,15025;+
O02092;16,0758;15,7965;16,0101;16,0691;17,5216;16,881;17,8593;18,354;2,72573;0,000354459;-1,66612;-5,27151;+
O02097;12,4833;12,1089;11,8862;12,6137;14,0008;13,4986;14,4704;15,0307;2,76992;0,000365529;-1,97708;-5,3782;+
O02101;15,1279;14,3839;14,4357;13,7876;17,0428;16,0753;15,3088;17,8321;1,8703;0,00273883;-2,13094;-3,45921;+
O02106;12,376;12,1545;11,394;12,7806;14,0841;13,8681;13,9051;15,1711;2,56983;0,000473029;-2,08082;-4,90671;+
O02108;17,3575;17,7673;17,9939;17,5979;19,4226;19,0248;19,2799;19,5557;4,0651;0;-1,64158;-9,32644;+
O02109;16,2107;16,8937;16,7414;16,9767;19,038;17,4466;17,366;17,9629;1,59676;0,00571391;-1,24776;-2,95926;+
O02115;17,8776;18,4873;18,7006;18,3255;18,0697;17,7733;18,7448;19,0149;0,0553114;0,785154;-0,0529275;-0,15697;
O02129;14,3251;12,7005;12,765;13,1148;13,9877;14,3258;13,427;14,0477;0,858973;0,0442881;-0,720687;-1,70871;+
O02141;15,0231;14,9813;14,3163;14,9885;16,9463;17,2779;17,3231;17,6103;4,53843;0;-2,46205;-11,2859;+
O02153;11,4132;12,6407;12,2343;12,5163;14,0077;13,8795;14,3671;15,0022;2,88288;0,000217772;-2,11298;-5,65784;+
O02154;12,2841;12,1891;12,2733;12,4671;14,3771;14,4367;14,3006;14,7212;5,96839;0;-2,1555;-19,803;+
O02155;17,6663;17,5901;17,6207;17,9618;18,1674;18,6024;18,0065;18,2755;1,96266;0,00232067;-0,553205;-3,63516;+
O02158;17,2814;16,9905;17,0871;17,2493;18,0308;18,2791;18,0047;19,134;2,35274;0,000850206;-1,21006;-4,42672;+
O02161;14,3084;14,6372;14,5291;14,9898;15,955;16,1986;16,3609;16,5868;3,84364;0;-1,65922;-8,51889;+
O02164;15,369;14,1687;14,5063;15,2871;16,8043;16,4849;17,5419;17,3989;2,92649;0,000149581;-2,22471;-5,76857;+
O02168;15,0652;14,6591;14,4903;15,0875;15,7906;16,518;16,1758;16,375;3,16453;6,53E-05;-1,38936;-6,40179;+
O02207;12,5381;11,7839;11,971;12,6525;14,3059;14,1725;14,4546;15,12;3,57614;0;-2,27685;-7,62469;+
O02208;15,7921;15,3877;15,4757;15,7063;17,8046;17,4198;17,31;17,9864;4,4746;0;-2,03974;-11,0015;+
O02209;15,6503;14,4726;16,1973;15,2826;16,2259;16,103;16,6868;17,2869;1,39538;0,00991491;-1,17498;-2,60785;+
O02215;15,809;14,1908;14,7065;15,8312;17,1604;16,3726;17,1086;16,7794;2,0675;0,00180232;-1,72088;-3,83983;+
O02220;15,6311;14,1372;13,863;15,4335;13,9628;13,478;13,9349;15,1537;0,50693;0,128206;0,633859;1,10567;
O02225;16,5269;16,6977;17,036;15,9706;17,8612;14,3442;18,1574;19,3221;0,336542;0,233898;-0,863438;-0,787895;
O02231;12,5501;12,1584;12,1985;12,8039;13,9801;13,9886;14,1169;14,695;3,61069;0;-1,76742;-7,7355;+
O02238;16,5848;16,3005;16,0912;16,5636;17,1758;17,169;16,9684;16,469;1,48202;0,00794439;-0,560517;-2,75758;+
O02252;16,1672;16,0737;15,6814;16,4436;17,99;17,74;17,2839;18,7877;2,72787;0,000355256;-1,85893;-5,27663;+
O02266;16,0736;16,0109;16,5153;16,3064;17,6116;16,9874;17,2952;18,2397;2,37928;0,000746394;-1,30692;-4,48376;+
O02267;17,7941;17,3605;17,3143;18,2702;18,2199;17,3359;17,8459;18,8545;0,433907;0,16411;-0,379272;-0,972832;
O02268;16,0122;17,0463;16,4584;16,5204;16,6613;19,2939;18,4336;17,5385;1,29141;0,0133037;-1,47251;-2,43061;+
O02286;18,9613;18,8783;18,9932;19,8388;20,3354;20,3372;20,4045;20,7971;2,69083;0,000349171;-1,30065;-5,18829;+
O02323;14,8806;14,361;14,9756;15,7657;17,3032;17,2999;17,5511;17,6084;3,727;0;-2,44496;-8,11856;+
