ProteinAccessions;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04; -Log Student's T-test p-value N2_d15_N2_d10;Student's T-test q-value N2_d15_N2_d10; Student's T-test Difference N2_d15_N2_d10;Student's T-test Test statistic N2_d15_N2_d10;Sign p-val: 0.05 
Q23420;13,9222;13,4736;13,5031;14,372;15,2637;14,1701;14,0136;14,8679;1,09497;0,0230078;-0,761089;-2,10107;+
Q23424;15,3854;15,0533;14,6291;15,0126;16,2624;15,9605;15,3118;17,5828;1,33718;0,011612;-1,25929;-2,50833;+
Q23445;16,5224;16,1754;16,2768;17,1618;18,0072;17,6304;17,521;18,5072;2,34026;0,000846715;-1,38237;-4,40004;+
Q23449;17,2311;17,0483;16,3642;17,0016;16,4085;17,3505;16,8025;17,1764;0,0282341;0,886004;-0,0232172;-0,082337;
Q23450;16,2548;15,2461;15,4573;15,6131;17,4995;16,8111;16,9813;17,663;2,76194;0,000363218;-1,59589;-5,35882;+
Q23451;18,1237;18,2191;18,0291;18,1598;18,9464;18,9162;18,2364;18,7326;1,84133;0,00297094;-0,574997;-3,40482;+
Q23457;12,2636;13,0746;12,975;13,3478;14,4797;13,8313;14,4638;14,3212;2,5733;0,000474012;-1,35876;-4,91464;+
Q23463;16,9974;16,527;16,6504;17,0128;18,5415;19,3715;18,1468;19,2344;3,1791;6,60E-05;-2,02667;-6,44218;+
Q23482;15,6647;14,9277;15,7041;15,0288;15,4523;15,4921;15,8434;15,5186;0,501175;0,130532;-0,24527;-1,09535;
Q23483;12,8146;13,0671;12,2198;11,6926;14,1537;14,1149;14,4258;15,0656;2,72132;0,000353665;-1,99147;-5,26095;+
Q23487;15,5773;14,6248;15,0787;14,8742;15,6127;14,9992;15,3768;15,9564;0,77547;0,0564999;-0,447555;-1,569;
Q23490;12,5112;12,1924;12,1027;12,4776;15,1791;15,2355;15,315;16,6903;3,89853;0;-3,28402;-8,71311;+
Q23493;13,9726;13,9832;14,0576;14,5168;13,8002;14,1661;14,4827;15,1588;0,370013;0,205949;-0,269433;-0,852663;
Q23495;14,7882;14,137;16,6071;15,7758;10,1364;15,8432;13,8741;16,266;0,376185;0,201453;1,29712;0,86446;
Q23498;12,3935;11,9805;12,3058;12,7227;14,2777;14,242;14,3355;15,0563;3,87393;0;-2,12724;-8,6256;+
Q23500;17,0515;17,509;17,2237;17,1338;18,1596;18,3476;18,4957;18,6027;3,82932;0;-1,17188;-8,46883;+
Q23511;12,5797;11,8816;12,2622;12,7835;14,4666;14,3575;14,2703;14,9949;3,81083;0;-2,14557;-8,40459;+
Q23519;15,5382;13,902;14,7148;16,0658;13,9417;14,3675;14,2738;14,5107;0,79219;0,0540205;0,781786;1,59706;
Q23523;15,5889;16,4632;15,5579;16,1679;14,169;14,3324;14,0798;14,3457;3,50073;0;1,71277;7,38744;+
Q23525;14,2734;14,0177;13,8186;14,2733;15,5746;15,3561;14,3461;15,0398;1,83583;0,00307769;-0,98339;-3,39453;+
Q23526;15,1419;15,564;10,9249;14,9978;16,0339;14,6506;13,6232;14,4501;0,17306;0,457968;-0,532331;-0,445861;
Q23529;12,1135;14,3458;13,8814;9,45703;18,0627;17,506;18,4329;18,1405;2,59711;0,00048254;-5,58612;-4,96928;+
Q23534;15,2768;15,018;15,283;15,7154;16,8255;16,5618;17,1141;17,548;3,23535;6,87E-05;-1,68903;-6,60009;+
Q23543;17,8735;17,7262;17,9808;18,4943;19,5394;19,2925;19,0108;20,3578;2,4218;0,000707561;-1,53146;-4,57607;+
Q23551;16,9134;16,5765;16,9716;16,8905;19,6267;19,3156;19,1761;19,9749;4,99458;0;-2,68536;-13,5263;+
Q23565;12,4213;11,7901;12,3144;12,7937;14,0442;14,2645;13,9414;14,4397;3,63941;0;-1,84256;-7,82863;+
Q23570;14,6567;14,1601;13,9887;14,3706;15,1929;15,3575;13,6847;14,8956;0,564269;0,106589;-0,48864;-1,20735;
Q23571;15,7477;15,5256;15,7434;15,6614;17,3337;17,2213;16,9581;17,8507;3,86716;0;-1,67144;-8,60162;+
Q23580;14,1594;13,4875;12,9607;14,3067;15,6169;15,1932;14,9655;16,977;1,93245;0,0024727;-1,95959;-3,57716;+
Q23588;14,9471;14,9442;15,0708;14,8881;16,0828;16,269;16,1553;16,2354;6,18218;0;-1,22308;-21,518;+
Q23591;12,1623;12,1021;12,3396;12,5316;14,1946;14,0997;13,8613;14,6094;4,33194;0;-1,90733;-10,3893;+
Q23593;16,62;16,9259;16,3908;16,9165;18,0548;18,7544;17,709;18,2481;2,95152;0,000153948;-1,47827;-5,83284;+
Q23594;16,0228;15,2007;15,2153;14,7361;15,8076;15,7001;17,0583;15,8712;1,01145;0,0286248;-0,815581;-1,9622;+
Q23597;17,261;17,8738;17,9106;17,756;18,6968;18,7475;19,1326;19,5097;2,80533;0,000374852;-1,32135;-5,46477;+
Q23598;12,0336;11,9651;12,1391;12,6698;14,1568;13,7355;14,3701;15,0565;3,26099;4,35E-05;-2,12784;-6,67309;+
Q23604;19,9424;20,3534;20,5422;19,6288;20,9874;20,8428;21,2237;20,7125;1,91604;0,00253586;-0,824897;-3,54585;+
Q23605;11,4678;13,2893;13,7907;13,0015;14,1164;13,4734;14,1171;14,6347;1,13171;0,0207939;-1,19807;-2,16232;+
Q23614;17,3954;17,5672;17,4704;17,7625;18,5478;18,4237;18,5471;18,6685;4,39041;0;-0,997921;-10,6364;+
Q23615;12,5061;12,1739;12,1988;12,6902;14,2008;14,1846;13,7617;13,5027;3,44039;0;-1,52022;-7,20204;+
Q23621;19,3043;19,9746;19,8915;20,5401;21,5006;22,0331;21,9243;22,7425;2,96908;0,000155705;-2,12252;-5,87822;+
Q23624;16,8954;16,2785;16,4748;17,0286;17,36;17,0471;18,0201;19,0933;1,32918;0,0118779;-1,21077;-2,49472;+
Q23629;16,4517;15,8367;15,7372;16,2332;16,964;16,6845;16,4711;17,0939;1,82956;0,00314224;-0,738685;-3,38283;+
Q23635;15,1835;15,2366;14,9368;15,7048;16,3796;16,377;16,7573;15,6642;1,99022;0,00208983;-1,02907;-3,68843;+
Q23640;12,4829;12,1325;12,2824;12,7113;13,3039;14,0775;13,9316;15,1363;2,27848;0,000974111;-1,71005;-4,26942;+
Q23642;18,7185;19,2327;19,0471;19,2744;19,4615;20,2861;20,1397;20,2638;2,23275;0,00116638;-0,96962;-4,17418;+
Q23643;15,4685;15,1665;15,1766;16,6084;15,8251;16,07;15,9385;17,7664;0,670267;0,0773784;-0,795003;-1,39083;
Q23647;17,7221;17,6148;17,6167;17,5063;13,7389;13,8343;14,3017;15,1262;4,36286;0;3,36468;10,5193;+
Q23651;13,6056;14,4848;14,8766;14,1483;16,4246;15,2266;16,9213;15,9493;2,20317;0,00121453;-1,85162;-4,11323;+
Q23652;15,2126;14,929;14,4332;14,757;13,2285;15,6584;13,2638;14,4105;0,536061;0,116028;0,69264;1,15758;
Q23655;16,152;16,6345;16,4176;17,1482;18,9741;18,9757;19,3733;19,4256;4,39008;0;-2,59911;-10,635;+
Q23660;14,0658;14,5888;14,3626;14,5648;14,4221;13,9522;14,4727;14,9312;0,0752433;0,71511;-0,0490167;-0,209589;
Q23670;16,2745;16,2797;16,0028;15,9061;16,3655;16,6676;16,242;16,7867;1,34175;0,011497;-0,39967;-2,51612;+
Q23680;17,5587;17,5569;17,6633;17,7093;19,3591;20,1826;19,5123;21,1414;2,99867;0,000100955;-2,42682;-5,95533;+
Q23683;17,0139;16,9332;17,069;17,278;17,6971;18,0798;18,1674;17,9659;3,4326;0;-0,904035;-7,17841;+
Q25AR8;14,7188;14,1311;14,9508;14,8412;15,2268;17,1303;16,3328;16,2827;1,98141;0,00222154;-1,58267;-3,67136;+
Q27245;18,5024;18,5444;18,4976;18,4924;19,6935;19,1032;19,3583;19,0583;2,78946;0,000369159;-0,794142;-5,42584;+
Q27249;20,7342;20,8915;20,9146;21,0061;22,6549;22,5575;22,6249;22,8766;6,00349;0;-1,79188;-20,0751;+
Q27257;17,2048;17,7672;17,3498;17,8475;18,0017;17,5677;18,5116;17,4047;0,516285;0,124214;-0,329075;-1,1224;
Q27274;18,2628;18,3057;18,4173;18,5171;18,518;18,9486;18,9352;18,7778;1,96246;0,0023508;-0,419205;-3,63477;+
Q27371;18,84;18,5596;18,514;18,7808;19,7148;19,7871;19,6886;19,9334;4,557;0;-1,10737;-11,3699;+
Q27389;19,0659;19,189;19,3721;19,7156;17,686;17,5787;18,4771;19,1715;1,49335;0,00769192;1,10731;2,77731;+
Q27464;15,6518;15,7097;15,6646;16,0834;16,2349;15,9443;15,3306;17,4006;0,453742;0,152878;-0,450212;-1,00934;
Q27473;18,3465;18,667;18,3656;18,6633;19,0727;19,5861;19,4626;19,3945;3,06977;6,03E-05;-0,868375;-6,14369;+
Q27474;14,7364;13,5174;13,9595;14,7587;14,4335;14,4852;15,3342;14,9618;0,7386;0,0632399;-0,560674;-1,50689;
Q27476;14,1582;13,2337;10,73;15,6568;10,4486;13,0425;15,7892;14,2226;0,0152501;0,936397;0,0689306;0,0450953;
Q27481;19,3058;19,0285;19,0167;19,6569;19,8425;19,5619;19,8797;20,5357;1,47965;0,00802272;-0,70296;-2,75346;+
Q27484;20,3679;18,1432;17,2821;20,6535;21,4095;21,1697;21,1143;21,2934;1,37232;0,0105759;-2,13506;-2,56832;+
Q27487;16,3943;16,2524;17,5719;16,9602;17,8021;17,945;18,1034;19,3084;1,76636;0,00363851;-1,49501;-3,26573;+
Q27488;16,0765;16,3566;16,714;15,978;17,6071;16,7099;18,8195;17,4634;1,58138;0,00602868;-1,36874;-2,93199;+
Q27492;14,8426;14,1909;14,9768;15,2327;14,227;14,1856;14,4797;14,9504;0,581066;0,101042;0,35006;1,23677;
Q27493;13,4158;13,8083;14,7527;13,592;15,5709;15,9057;16,0711;16,2407;3,09829;6,19E-05;-2,05487;-6,22052;+
Q27504;16,8074;16,184;16,1933;17,1973;16,9136;17,8268;19,1162;18,6482;1,51435;0,00728356;-1,53072;-2,81399;+
Q27511;19,219;19,8691;20,1907;20,0961;21,8048;22,6588;21,6373;21,6217;3,1399;6,41E-05;-2,08691;-6,33391;+
Q27512;16,6381;16,7505;17,3202;16,859;17,6384;17,4121;17,3762;17,5884;2,02326;0,0019687;-0,611842;-3,75279;+
Q27526;15,8756;16,4884;16,4021;16,1442;15,761;15,6461;15,9246;16,9202;0,202007;0,403957;0,1646;0,510326;
Q27527;19,2827;19,502;19,7944;19,5465;19,5906;20,0365;20,2724;20,2448;1,42914;0,00913294;-0,50469;-2,66596;+
Q27531;18,3868;18,3662;18,4003;18,8225;19,3593;19,3014;19,3351;20,5464;1,90967;0,00259015;-1,14159;-3,53373;+
Q27532;21,419;22,9951;22,887;22,8703;16,3712;16,9148;16,681;17,0413;5,14496;0;5,7908;14,3522;+
Q27535;18,3363;18,1806;18,2525;18,5378;19,9511;18,9888;19,1076;20,5868;1,87437;0,00272251;-1,33178;-3,46688;+
Q27538;12,509;12,1239;12,0916;12,7996;14,3274;13,6587;14,4106;14,7125;3,30431;0;-1,89625;-6,79786;+
Q27539;15,2457;14,5501;15,8589;14,3203;14,3773;14,0719;14,4441;14,7085;0,788883;0,0544675;0,59331;1,59152;
Q27874;15,498;15,6332;15,3795;15,963;16,6611;17,0231;16,4797;17,1804;2,99868;0,000101024;-1,21766;-5,95537;+
Q27888;17,5636;17,4679;17,6682;17,7596;17,6911;17,4863;17,6735;17,371;0,241556;0,34198;0,0593195;0,595319;
Q27GT6;17,0043;16,1652;16,6175;16,26;13,9417;14,4024;14,3333;14,7055;3,91204;0;2,166;8,76147;+
Q27GU2;16,409;16,6943;16,3695;16,7207;17,0122;16,935;17,6307;18,3074;1,49326;0,00768702;-0,922938;-2,77716;+
Q27GV3;12,4366;11,9245;12,3167;12,7736;14,2636;14,414;14,2193;14,4367;4,41602;0;-1,97056;-10,7463;+
Q2A949;12,5523;12,0241;12,293;12,4757;14,2089;13,9484;14,494;15,0255;3,70474;0;-2,08292;-8,04403;+
Q2A956;12,5796;11,8542;12,3056;12,6378;14,0237;13,992;14,4673;14,9444;3,3818;0;-2,01255;-7,02568;+
Q2AAB7;12,7063;13,0544;13,2182;12,6572;15,715;14,8214;15,1314;15,7379;4,05149;0;-2,44243;-9,27492;+
Q2EEM8;21,9572;21,5397;21,5756;21,8888;22,1232;21,9459;21,9384;22,2288;1,32599;0,0119498;-0,318738;-2,48929;+
Q2HQJ8;15,8919;15,8961;14,9437;15,6928;17,5916;17,5754;17,1723;17,1099;3,29126;0;-1,75618;-6,76008;+
Q2HQK0;17,2889;16,6519;16,4368;17,3173;14,0612;13,8191;14,4741;14,4503;4,22068;0;2,72254;9,93362;+
Q2HQK2;17,7069;17,8333;17,4384;17,877;14,215;14,1661;14,1651;14,9136;5,43633;0;3,34895;16,0911;+
Q2HQK3;12,4097;11,8374;12,3109;12,5147;14,4546;14,367;14,0317;14,4393;4,57708;0;-2,05497;-11,4614;+
Q2HQL2;16,4626;16,2886;16,4347;16,5775;18,0541;17,735;17,8569;19,098;2,82419;0,000290691;-1,74516;-5,51127;+
Q2HQL8;12,4439;11,9346;12,1555;12,7167;14,5001;14,0562;14,4755;15,0146;3,82782;0;-2,19893;-8,46361;+
Q2L6T9;14,9629;14,6312;14,4758;14,9388;16,1017;16,845;16,5837;17,0193;3,7234;0;-1,88525;-8,10647;+
Q2L6V1;16,3785;16,9442;15,6344;15,1129;16,4895;16,335;16,2614;16,7101;0,469636;0,144903;-0,431482;-1,03835;
Q2L6Y6;15,2392;14,8428;14,9332;15,8354;16,2881;16,3479;15,8869;16,9066;2,01062;0,00206452;-1,14473;-3,7281;+
Q2PJ68;15,5066;16,8861;14,9711;16,2949;14,5011;14,4022;14,1454;15,0849;1,59561;0,00576309;1,38127;2,95723;+
Q2PJ74;15,4014;15,3583;15,124;15,5535;16,6346;17,2241;16,5559;17,8894;2,751;0,000360937;-1,7167;-5,33233;+
Q2PJ97;17,3753;14,5842;17,6554;17,5818;19,1261;17,283;18,5128;19,5787;1,06186;0,0251053;-1,82596;-2,04597;+
Q2V071;12,7429;13,3343;12,83;13,9441;14,3183;14,373;14,3528;15,1565;2,0995;0,00173512;-1,33734;-3,90343;+
Q2V079;14,3145;13,8434;14,4698;14,1018;14,5012;14,3348;14,119;14,8421;0,621186;0,0899069;-0,266865;-1,30649;
Q2V4S7;15,15;14,3594;14,0179;15,5872;14,5742;14,2543;14,8373;16,0433;0,103092;0,630347;-0,148682;-0,280257;
Q2WF62;14,8276;14,0911;14,5414;15,3342;15,0997;14,6724;15,2795;16,7276;0,701739;0,0706295;-0,746241;-1,44446;
Q2XN10;16,3259;14,9927;15,3958;15,5482;14,4476;14,1456;14,2762;14,5906;2,1774;0,00137798;1,20065;4,06052;+
Q2XN18;17,627;17,1512;17,209;18,2613;19,0632;17,5894;18,6115;20,7764;1,05416;0,0256471;-1,44797;-2,03317;+
Q304E5;17,1851;17,1303;17,1202;17,4568;17,7405;17,4599;17,5746;17,8141;2,03047;0,00192314;-0,424175;-3,76692;+
Q336L1;14,2376;13,7183;14,6531;14,4559;15,9597;15,9497;16,2676;17,1397;3,00813;5,78E-05;-2,06294;-5,98014;+
Q3HKC5;12,527;11,8505;11,7633;12,6561;13,049;14,0776;14,1132;14,3541;2,43427;0,000678776;-1,69929;-4,60335;+
Q3LFN1;18,8283;18,9348;18,9227;18,9224;18,3388;19,0998;18,8039;18,7223;0,456104;0,15182;0,16087;1,01366;
Q3S1I8;17,606;17,7645;17,7321;17,8916;19,2768;19,3764;19,419;19,2254;6,16884;0;-1,57583;-21,4068;+
Q3S1M2;12,5827;12,0745;12,1847;12,7272;14,2051;14,048;14,2391;15,1114;3,37501;0;-2,00861;-7,00547;+
Q3V5I7;14,1399;14,4963;14,5967;13,8914;14,3192;14,1167;14,3159;14,2444;0,0674125;0,741734;0,0320528;0,189133;
Q3V5J4;15,2021;13,5252;13,1719;14,056;14,1926;14,1712;14,0594;15,0906;0,329183;0,240922;-0,389647;-0,773465;
Q3V5J7;12,3348;12,1295;12,2688;12,6724;14,4328;13,9187;13,5901;15,006;2,90318;0,000147771;-1,88556;-5,7092;+
Q3Y3Z9;13,5161;14,8099;14,3827;13,3457;14,102;14,3121;14,2808;14,966;0,45457;0,152519;-0,401613;-1,01086;
Q3Y400;15,7657;15,0892;15,0321;15,5509;14,3566;14,3788;14,3317;15,0537;1,79603;0,00330313;0,829262;3,3205;+
Q3Y402;13,3006;14,2652;13,8445;14,7187;14,3668;14,2432;13,7089;15,0664;0,324002;0,245464;-0,314074;-0,76326;
Q400L6;14,0274;13,1778;14,2807;14,6868;14,4808;14,3818;14,3171;15,0747;0,695338;0,0719841;-0,520459;-1,43358;
Q45EK1;17,8702;17,1488;17,7203;17,9326;20,7623;19,2571;18,7737;21,7847;1,87455;0,0027235;-2,47647;-3,46723;+
Q4PIU9;18,2787;18,007;18,0208;18,4466;19,5974;19,3135;19,4729;20,4212;2,87084;0,000267492;-1,51299;-5,62756;+
Q4R111;15,2952;15,3983;14,8443;14,8127;16,3755;16,6802;16,2234;15,4987;2,03803;0,00192919;-1,10685;-3,78175;+
Q4R127;17,146;17,0581;17,2799;18,1465;18,3188;19,4994;18,7392;19,6072;2,20126;0,0012135;-1,63351;-4,10929;+
Q4R148;14,0639;14,1132;13,9397;13,4151;14,4023;14,2123;14,3605;15,0803;1,34052;0,0115189;-0,630885;-2,51403;+
Q4R165;17,2335;17,2295;16,9695;18,6272;20,5037;19,7094;18,6084;20,983;2,04836;0,00182351;-2,43621;-3,80206;+
Q4R169;17,8303;17,5803;18,6048;18,186;15,1844;14,5415;14,4036;16,267;3,0731;6,06E-05;2,95122;6,15264;+
Q4TT99;14,5141;14,0738;15,9354;15,0321;13,2107;13,9494;14,0686;14,957;0,775617;0,0564644;0,842406;1,56924;
Q4W4Y5;16,5384;16,5548;16,863;17,0053;16,7742;17,3941;16,8335;19,0931;0,684392;0,0740288;-0,783374;-1,41494;
Q4W4Z2;15,0482;15,1037;15,1393;15,2419;13,7049;14,3926;14,9001;15,1333;0,963855;0,0329207;0,600564;1,88315;+
Q4W503;12,4173;12,1045;10,8612;12,7954;13,4121;13,8979;14,1124;15,0375;2,06473;0,00181876;-2,0704;-3,83436;+
Q4W5H0;12,176;12,1444;11,9493;12,7995;14,4951;14,1904;14,2563;14,6791;4,2133;0;-2,13796;-9,90403;+
Q4W5T0;12,4467;12,0855;12,2433;12,7588;13,8078;13,6099;14,1424;14,6181;3,12375;6,31E-05;-1,661;-6,2897;+
Q4W5T6;12,9997;14,4874;14,3761;14,6805;14,8343;15,674;15,9227;16,002;1,70158;0,00425153;-1,47234;-3,1474;+
Q564Q6;17,9146;13,7946;17,9463;16,4664;14,4602;13,8154;14,4597;15,1574;1,05298;0,0256971;2,05732;2,03121;+
Q564S3;14,4454;13,5064;13,0191;14,8209;15,6232;15,0229;15,2204;16,3638;1,7064;0,00420436;-1,60958;-3,15614;+
Q564S8;15,4157;14,6004;14,7711;14,6464;14,192;14,4313;14,1655;15,1412;0,600193;0,0955755;0,375907;1,27011;
Q56VY4;13,5297;13,2464;13,1452;13,3403;14,3206;14,3401;13,8954;15,1153;2,21116;0,00121021;-1,10244;-4,12964;+
Q56VZ2;14,5733;14,2996;14,691;14,6589;16,0742;15,7017;15,8233;15,4598;3,61947;0;-1,20903;-7,76387;+
Q5CCJ2;14,6436;14,9246;14,876;15,1502;16,0479;16,0701;16,3006;16,7507;3,44208;0;-1,39371;-7,20718;+
Q5CZ37;13,4632;14,328;13,9195;13,9249;14,4026;14,2417;14,3656;14,6944;1,37496;0,0104942;-0,517177;-2,57285;+
Q5DX36;15,6667;15,5691;15,1306;14,4916;14,4255;14,1444;14,41;14,7082;1,46017;0,00831559;0,79248;2,71962;+
Q5F4U5;15,0082;14,0641;14,2061;13,7436;14,0703;13,9606;14,4901;14,9471;0,118556;0,585916;-0,111473;-0,318218;
Q5FC47;16,2324;14,476;13,9785;15,5954;15,3852;16,9443;16,3531;16,4669;1,03265;0,0270945;-1,21682;-1,99742;+
Q5FC67;12,5631;10,7204;10,1294;12,7956;14,271;13,5571;14,3565;14,9996;2,0362;0,00192767;-2,74396;-3,77816;+
Q5FC69;15,1522;14,6581;14,9487;15,6182;17,9322;16,9825;16,4326;18,9415;2,25411;0,000963124;-2,47795;-4,21851;+
Q5FC79;13,8271;12,8526;14,9451;14,1932;15,7781;16,1675;15,3983;16,4403;2,17618;0,00140418;-1,99155;-4,05804;+
Q5FC82;14,5406;14,6705;14,7153;13,5517;13,2368;13,8828;13,5986;15,1467;0,34779;0,224291;0,403286;0,809816;
Q5H9M9;18,1122;18,1912;18,3867;18,157;21,0656;21,433;21,4095;22,5668;4,29736;0;-3,40697;-10,2457;+
Q5WRN3;13,0888;12,6901;13,398;13,6892;14,3406;14,4002;14,4358;14,3809;2,80164;0,000373522;-1,17284;-5,45569;+
Q5WRS4;16,9052;16,6923;16,4074;16,9769;16,7279;16,7042;16,7273;18,2182;0,385147;0,194343;-0,348953;-0,881513;
Q5WRT8;17,7378;16,9229;16,9394;17,2115;19,2743;18,7853;18,6103;19,6469;3,08894;6,15E-05;-1,87628;-6,19525;+
Q5WRU4;14,1248;13,1956;13,7111;13,9485;14,4381;14,222;14,4662;15,0221;1,61832;0,00533773;-0,792115;-2,99765;+
Q5ZR27;15,5599;16,4096;16,8823;17,3158;17,9706;18,0854;17,5553;18,5881;1,8874;0,0027048;-1,50798;-3,49148;+
Q629J5;15,2292;14,9673;15,1111;15,3221;16,1278;16,3574;16,4965;17,2026;2,89585;0,000187937;-1,38868;-5,6906;+
Q65XX2;13,8045;14,4295;15,1889;14,7004;14,5417;15,0862;14,5231;16,4313;0,533793;0,116918;-0,614774;-1,15356;
Q65XX4;16,6756;17,1893;16,7674;17,0216;17,875;17,4314;17,3504;18,7331;1,48532;0,00792405;-0,934017;-2,76333;+
Q65XX9;12,2138;12,5778;13,7555;11,0853;15,0877;14,4034;16,7474;14,4688;1,93028;0,00247085;-2,76875;-3,57301;+
Q65ZB1;17,2277;17,3114;17,0929;17,3499;18,6318;18,6622;18,6986;18,9595;5,397;0;-1,49256;-15,8451;+
Q65ZI3;15,3614;21,1207;15,9257;15,5186;17,8721;16,9286;16,7671;14,6797;0,100015;0,639053;0,419722;0,272598;
Q65ZI4;12,302;12,2538;12,7829;13,0491;14,3282;14,2288;14,3018;14,8274;3,60874;0;-1,8246;-7,72919;+
Q688C0;12,3783;11,3612;12,1849;12,7237;14,1122;14,002;13,882;14,9918;2,79054;0,000369807;-2,08497;-5,42849;+
Q688Z3;12,3879;11,9986;12,3295;12,6614;14,0635;14,267;14,4422;15,0504;3,79799;0;-2,11141;-8,36021;+
Q69YZ0;16,2513;16,0192;16,4984;16,9687;17,073;14,6328;17,0955;16,75;0,0255181;0,896376;0,0465913;0,0746296;
Q69Z12;16,695;16,0943;16,3151;16,8517;18,6137;18,7288;17,9517;18,9413;3,54633;0;-2,06989;-7,53015;+
Q69ZI6;15,4838;13,8722;15,7592;16,6885;14,4191;14,3075;13,5923;15,1112;0,822858;0,0490096;1,09343;1,64842;+
Q6A1T5;15,3448;13,9658;14,4165;13,5526;14,0769;14,2185;13,7587;15,0151;0,0389598;0,844639;0,0526078;0,112367;
Q6A2D2;17,023;17,1864;17,6075;17,3661;18,3286;18,1945;17,9934;18,5077;2,93551;0,000150845;-0,960299;-5,79167;+
Q6A573;16,2343;16,9737;15,7573;16,9402;18,546;18,3263;17,4623;20,3633;1,75649;0,00373074;-2,19812;-3,2476;+
Q6A575;14,4003;13,8027;13,4329;14,1714;15,2147;15,2154;15,0423;15,2836;2,88505;0,000218456;-1,2372;-5,66331;+
Q6A583;13,46;12,7915;14,3169;14,4934;13,9403;14,3001;14,3527;14,2185;0,491408;0,134612;-0,437459;-1,07778;
Q6A589;16,607;16,3097;16,4135;16,4574;17,3737;17,607;17,2589;17,7728;3,71219;0;-1,05617;-8,0689;+
Q6AW03;11,8239;12,0887;12,0055;12,5325;14,3718;14,3833;13,7671;14,9195;3,70485;0;-2,24776;-8,0444;+
Q6AW08;12,3131;9,6913;11,6085;12,7679;13,7571;14,0447;14,408;15,1102;1,99851;0,00210193;-2,73482;-3,70453;+
Q6AW11;12,3427;12,01;12,2159;12,6088;16,3181;16,0664;16,4828;16,1284;6,58979;0;-3,95456;-25,1997;+
Q6BES8;13,326;14,2557;14,0012;13,8646;13,9325;14,0865;14,4432;14,2007;0,651249;0,0821807;-0,30386;-1,35826;
Q71UE4;18,3808;18,7494;18,6096;18,4208;19,1192;20,3278;19,1394;19,5634;1,82608;0,00313552;-0,997303;-3,37633;+
Q75MI6;16,538;17,4284;16,6627;16,9319;18,6941;18,6132;18,3717;19,6504;2,88144;0,000217228;-1,94214;-5,65422;+
Q7JKP2;12,267;12,9445;12,3096;11,8298;14,0946;14,0771;13,9689;15,0455;2,92208;0,000149292;-1,95881;-5,7573;+
Q7JKP6;16,3493;16,183;15,847;16,3235;17,0521;16,9906;16,556;17,48;2,05237;0,00182712;-0,84399;-3,80996;+
Q7JLB1;14,2569;14,2289;12,8314;13,6393;14,3723;14,3386;14,2117;15,0752;1,0126;0,0284786;-0,760347;-1,96411;+
Q7JLH5;14,0693;15,022;15,8111;15,3392;14,5044;14,2376;14,3172;14,4178;0,946981;0,0345245;0,691138;1,85513;+
Q7JLJ0;14,9826;14,9821;15,1929;15,2328;17,8156;16,8302;16,6362;16,7813;3,33975;0;-1,91826;-6,90131;+
Q7JLY2;12,5374;11,9518;12,314;12,5556;14,4172;14,3909;14,2791;13,7587;3,97331;0;-1,87178;-8,98393;+
Q7JLY3;15,9272;15,5651;16,061;15,97;17,4285;17,1376;16,6589;17,3941;3,05954;5,99E-05;-1,27393;-6,11631;+
Q7JMS5;15,0627;14,2614;15,2752;15,5642;16,495;16,9193;16,8999;17,5048;2,81812;0,000345856;-1,91389;-5,49629;+
Q7JPQ6;14,8225;13,4105;14,1106;15,1577;14,4195;14,4208;14,3659;14,9135;0,143444;0,522989;-0,15459;-0,377615;
Q7K6X4;17,1943;16,9702;16,8167;17,2661;18,2005;18,3358;18,2274;18,5518;4,16503;0;-1,26704;-9,71246;+
Q7K707;16,556;17,596;16,5527;16,5436;17,5002;17,7892;17,3104;18,8861;1,28243;0,0137163;-1,05938;-2,41541;+
Q7K711;12,529;11,4439;11,7134;12,6357;14,391;14,2638;14,1925;14,103;3,42143;0;-2,15706;-7,14459;+
Q7K742;12,2988;12,0735;12,0516;12,7827;14,1741;14,2606;14,2177;15,1501;3,51654;0;-2,14899;-7,43667;+
Q7K7C1;14,0842;13,2728;14,0766;14,0439;14,1739;11,9213;9,15569;14,4478;0,538224;0,115423;1,44471;1,16141;
Q7KPV0;16,9639;17,3648;16,9979;17,5796;17,6198;17,4169;18,0191;17,8278;1,33412;0,0117314;-0,494339;-2,50312;+
Q7KPV8;15,4839;15,0336;13,9064;15,917;17,9797;17,3139;14,354;19,8001;0,961293;0,0332499;-2,2767;-1,8789;+
Q7KPW6;14,8078;15,1112;14,9402;15,9183;13,5195;14,3424;14,4127;14,7942;1,35124;0,011278;0,927175;2,53231;+
Q7KPW7;13,3895;13,5413;12,9663;13,4481;14,9305;14,8824;14,3459;15,6127;2,84258;0,000262454;-1,60659;-5,5569;+
Q7YTG6;12,576;12,0695;12,193;12,5105;14,3906;14,4101;14,1125;15,1708;3,82926;0;-2,18376;-8,46861;+
Q7YTG9;12,4917;12,1593;12,1986;12,7586;14,0622;14,2388;14,3294;14,6579;4,29324;0;-1,92001;-10,2287;+
