ProteinAccessions;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log Student's T-test p-value N2_d5_N2_d1;Student's T-test q-value N2_d5_N2_d1; Student's T-test Difference N2_d5_N2_d1;Student's T-test Test statistic N2_d5_N2_d1;Sign p-val: 0.05 
O02345;15,5262;14,8277;14,7865;16,2034;14,5682;14,9747;14,9798;15,3645;0,436281;0,254202;0,364135;0,977219;
O02357;15,3435;15,1645;14,6246;14,6354;11,8325;12,8494;12,6724;11,767;3,67463;0,000534799;2,66166;7,94413;+
O02358;15,9103;16,0824;16,1005;16,3523;15,3597;15,2799;15,335;15,5561;3,2626;0,0012626;0,728685;6,67769;+
O02360;15,4104;15,5571;15,4325;15,6459;16,3384;15,8325;15,9438;16,388;2,19516;0,00538683;-0,61422;-4,09681;+
O02362;15,9484;15,9402;15,6818;16,0734;14,5949;14,766;14,6109;14,4868;4,87847;0;1,29634;12,9196;+
O02365;19,0255;19,2143;18,913;19,0102;17,6763;17,7805;17,6662;17,6951;5,94215;0;1,33622;19,6019;+
O02482;14,747;14,6954;14,5955;14,6254;14,2149;14,7331;15,0237;14,4531;0,125333;0,64137;0,0596154;0,334592;
O02485;14,938;15,1543;15,2232;14,8403;14,8864;15,0505;14,9606;15,0555;0,203966;0,497477;0,0506926;0,514615;
O02495;16,9621;17,1102;17,2328;16,4252;17,2239;16,4368;16,5836;17,1132;0,133599;0,625114;0,0932126;0,354357;
O02621;15,7835;15,8001;15,7065;15,8207;14,3044;13,8174;14,0527;14,3024;5,06343;0;1,6585;13,8987;+
O02626;16,2039;15,5353;16,4798;17,039;14,1888;14,9109;14,9152;13,4424;2,21925;0,00512285;1,95016;4,14629;+
O02628;14,7075;15,0023;13,775;15,172;11,6694;10,5583;11,7098;11,2034;3,75703;0,000513834;3,379;8,22004;+
O02637;12,7326;13,5474;14,1025;13,9202;14,4174;14,5197;14,6469;14,3883;1,5999;0,0161798;-0,917386;-2,96485;+
O02639;18,6255;18,6522;18,8854;18,4965;19,9247;20,097;19,9333;19,812;4,84874;0;-1,27689;-12,7684;+
O02640;20,3331;20,8522;20,8363;20,3564;20,0705;20,583;20,466;20,2597;0,652999;0,142904;0,249705;1,36127;
O02641;11,3945;11,1721;11,2015;11,6932;13,0232;11,4998;13,1229;13,0894;1,72628;0,0122331;-1,31846;-3,19233;+
O02642;17,0832;17,0375;16,8553;17,284;17,0883;17,2665;17,2539;17,1253;0,559068;0,181996;-0,118477;-1,19821;
O02658;11,42;11,1887;11,0227;11,528;13,1064;13,948;12,8823;12,2976;2,57016;0,00285217;-1,76869;-4,90746;+
O16000;14,6743;13,4828;13,7061;14,4022;13,9075;13,0953;13,4703;13,4989;0,885675;0,0815144;0,573317;1,7532;
O16198;11,4639;10,6062;10,9161;11,5978;14,1297;15,2829;10,9985;15,7297;1,41753;0,0239515;-2,8892;-2,64594;+
O16202;18,2743;18,0861;18,4081;18,5474;14,5529;14,6871;14,6144;15,0309;6,55466;0;3,60762;24,8595;+
O16214;12,3533;13,9775;13,5335;13,5415;14,24;14,0128;14,0747;14,3622;1,21214;0,0376006;-0,820987;-2,29695;+
O16215;13,3704;14,2054;13,1244;13,8834;13,8263;13,8917;13,8196;13,7997;0,326426;0,346262;-0,1884;-0,768038;
O16216;18,9519;16,8379;16,1033;18,1064;16,097;18,1187;18,1096;16,5459;0,128288;0,635573;0,282095;0,341683;
O16225;17,6746;17,0664;17,267;17,3849;17,0502;16,3928;16,3978;16,3203;2,04409;0,00683218;0,80794;3,79365;+
O16226;19,3575;19,2415;19,1017;19,8719;18,8381;18,0967;18,2679;18,4427;2,2683;0,00479423;0,981795;4,24811;+
O16228;11,4719;11,2175;11,2029;11,7032;10,2283;10,5684;10,5355;10,2725;3,28968;0,00125;0,997663;6,7555;+
O16249;16,4912;16,6024;16,413;16,5972;16,3422;16,6155;16,5852;16,3146;0,280432;0,395016;0,0615897;0,6759;
O16254;16,4109;16,0407;16,1316;17,3363;15,7502;15,2358;15,3829;15,7123;1,60993;0,0158136;0,959588;2,9827;+
O16259;17,9455;17,5328;17,5332;17,9542;18,2039;17,7295;17,8072;17,9921;0,558455;0,182328;-0,191765;-1,19713;
O16265;13,7314;14,6496;14,7149;14,2911;14,7339;14,5788;14,7141;14,7168;0,726592;0,120341;-0,33914;-1,48659;
O16266;17,1934;17,318;17,1061;17,5728;16,838;16,9358;17,0267;17,0679;1,56776;0,0173905;0,33052;2,90789;+
O16276;12,3046;13,6188;12,6456;12,4064;14,0966;13,3409;12,5466;14,1106;0,81255;0,0964036;-0,779831;-1,63117;
O16281;14,2752;15,2105;16,0199;14,7291;14,069;12,6734;13,2815;13,757;1,81357;0,0104057;1,6134;3,35304;+
O16284;17,6472;16,4724;16,9692;17,8985;15,7978;15,1598;15,1611;15,82;2,48077;0,00339267;1,76217;4,70604;+
O16291;15,0672;15,5577;15,6924;14,7426;13,2438;14,1106;13,3844;12,5624;2,62047;0,00236928;1,93971;5,02328;+
O16294;16,9817;18,087;17,2705;17,1342;17,4185;18,26;17,984;17,7569;0,793214;0,101446;-0,486507;-1,59878;
O16297;16,0112;15,5922;15,6122;16,3182;14,8894;14,8824;14,3294;14,846;2,69102;0,00220972;1,14669;5,18874;+
O16298;19,493;20,6805;18,0476;20,0037;20,1386;19,4805;19,4775;19,3144;0,0271246;0,906618;-0,0465446;-0,0791936;
O16303;15,9074;15,6489;15,4595;15,7859;16,1344;15,8407;15,6852;15,7673;0,526874;0,199036;-0,15649;-1,14127;
O16305;19,9556;19,8848;19,7693;20,0074;18,6483;18,8324;18,8385;18,8503;5,38346;0;1,11187;15,7613;+
O16309;15,1852;15,7978;15,0734;15,1061;16,2445;15,6288;15,7474;16,1828;1,5467;0,0182106;-0,660223;-2,87077;+
O16311;11,1298;11,1724;11,1927;11,4868;13,121;13,236;13,3074;13,7175;5,02708;0;-2,10007;-13,7009;+
O16314;14,1151;14,4303;14,447;13,4293;14,422;14,4489;14,362;14,5691;0,691142;0,130566;-0,34505;-1,42644;
O16315;11,4703;11,1895;11,0673;11,7105;12,9461;13,1319;13,2822;13,5502;4,16155;0,000554913;-1,8682;-9,69881;+
O16319;15,5842;15,7074;15,9719;16,0274;15,3115;15,2981;15,3922;15,6047;1,78916;0,0107844;0,421098;3,30778;+
O16327;13,8921;13,6651;14,0462;13,974;11,6033;12,1634;12,4737;12,3696;3,76793;0,000517928;1,74185;8,25715;+
O16331;14,3678;14,667;14,8262;14,9699;13,2644;13,6701;13,9742;13,6234;2,83039;0,00182397;1,07466;5,52663;+
O16338;12,4983;13,5081;12,8131;12,7554;13,1948;13,4986;13,5054;13,4676;1,20771;0,0378797;-0,522895;-2,28951;+
O16368;15,8858;16,3314;15,9256;15,6993;16,2478;16,3849;16,3132;15,9964;0,880478;0,0824842;-0,27505;-1,74454;
O16369;12,9914;14,0288;13,5589;12,585;15,0077;15,9714;15,6978;14,9571;2,70715;0,00215785;-2,11746;-5,2271;+
O16379;14,2898;13,4036;14,842;14,4337;14,7172;13,0841;13,948;15,0207;0,0324336;0,890206;0,0497665;0,094171;
O16405;14,9829;14,3239;14,0569;15,211;13,6955;13,4555;13,2131;13,4892;2,19042;0,00549593;1,1803;4,08711;+
O16406;15,1714;14,7649;14,6498;15,0394;14,0294;13,7345;13,7206;14,2152;2,92763;0,00177009;0,981445;5,77149;+
O16420;14,8191;13,8367;14,389;14,7662;13,5077;14,5233;14,6343;14,003;0,357952;0,316896;0,285635;0,829482;
O16424;15,2242;15,0404;15,2554;15,7194;15,9982;15,5786;15,8223;16,0907;1,65882;0,0141752;-0,562565;-3,07018;+
O16453;11,3311;10,9977;11,2458;11,5906;9,697;9,8985;9,91262;9,99166;4,31161;0,000535117;1,41638;10,3047;+
O16454;16,5065;15,8404;15,6852;16,2544;16,0387;15,6429;15,5578;15,8191;0,687378;0,131504;0,307014;1,42003;
O16458;16,7291;16,1096;16,4522;16,3611;15,2178;15,1651;15,0682;15,4248;3,70596;0,000550943;1,19401;8,0481;+
O16462;17,7186;18,0862;18,4213;17,913;18,2921;18,5886;17,9189;18,7961;0,73758;0,116868;-0,364164;-1,50517;
O16465;16,1346;16,0281;15,2283;15,612;14,3722;14,4215;14,4403;14,8093;2,77014;0,00198919;1,23996;5,37872;+
O16482;14,2874;13,6688;13,8721;13,9556;14,3001;14,0309;14,3978;14,7294;1,13321;0,0450424;-0,418573;-2,16482;+
O16486;13,2239;13,6111;13,0884;13,8347;13,655;13,5385;13,4537;13,9263;0,457839;0,238687;-0,203905;-1,01684;
O16487;15,3303;15,2846;15,5185;15,4218;14,8489;15,1384;15,0479;15,4316;1,07356;0,0520295;0,27211;2,06544;
O16497;17,0512;18,0962;18,6798;19,403;14,4363;18,1876;15,205;17,6164;0,959562;0,0692184;1,94621;1,87602;
O16517;21,1595;21,1192;20,9398;21,0028;20,4442;20,2968;20,3855;20,4219;4,49153;0,000547009;0,668196;11,0763;+
O16518;16,1299;16,1489;16,1072;16,2621;16,5592;16,6003;16,5098;16,6766;3,86917;0,000562771;-0,424485;-8,60873;+
O16519;14,6026;13,7458;13,5108;14,27;12,85;13,0628;12,6793;13,1161;2,21393;0,00513633;1,10529;4,13533;+
O16520;16,2027;16,539;16,3524;16,7186;16,3826;16,458;16,5642;16,6474;0,185646;0,529024;-0,0598879;-0,474144;
O16521;16,3479;16,782;16,524;16,232;17,1736;17,2934;17,3206;17,0914;2,90402;0,00178842;-0,748285;-5,71133;+
O16580;16,3572;15,681;15,6963;16,0404;15,0663;15,1703;15,0842;15,2045;2,5867;0,0027299;0,812395;4,94536;+
O16582;14,3527;14,7197;14,1342;12,0873;13,3046;14,4195;14,2526;13,4499;0,0171799;0,94029;-0,0331721;-0,0506952;
O16583;14,8125;14,5546;13,3876;14,1539;13,1147;13,5162;13,539;13,2738;1,41873;0,0238929;0,86621;2,64801;+
O16619;14,0776;14,1568;14,2557;14,2928;15,4712;16,1095;15,9471;15,5946;4,26508;0,000507937;-1,58491;-10,1133;+
O16628;14,336;13,5062;12,6309;13,5732;13,7116;11,9496;11,7659;12,607;0,906123;0,0777906;1,00307;1,78722;
O16637;12,9035;13,3763;12,9572;13,1746;12,4926;12,7417;13,2083;13,3665;0,270399;0,407319;0,150595;0,655361;
O16657;16,0904;16,0865;16,3596;15,4076;15,7437;15,3047;15,6032;15,3907;1,09462;0,0492973;0,475422;2,10049;+
O16658;15,4399;15,5277;15,5544;15,8387;15,6102;15,742;15,8647;15,7737;0,767994;0,10772;-0,157483;-1,55643;
O16689;12,3718;10,025;14,0802;12,1662;14,059;13,6959;14,0355;14,3813;1,17395;0,0410974;-1,88211;-2,23292;+
O16720;15,2587;16,079;16,3509;16,0181;16,0156;15,5192;15,0567;15,0508;0,778411;0,104837;0,516103;1,57394;
O16784;15,9047;15,4567;15,5989;15,7511;15,6836;15,1107;15,2225;15,0389;1,25954;0,0339543;0,413908;2,37675;+
O16785;15,6217;16,0017;16,0084;15,6651;16,3908;15,8437;15,9731;16,2805;0,913431;0,0767043;-0,297832;-1,79937;
O16786;14,2289;13,21;12,9181;14,3721;12,722;12,9123;13,87;13,0367;0,580446;0,171754;0,547033;1,23569;
O16883;15,2197;14,5642;14,5315;15,6083;13,7866;13,3562;13,3167;13,944;2,39563;0,00400286;1,38006;4,51912;+
O16887;14,6433;14,8287;14,7019;15,1161;14,2562;13,8675;14,0533;14,1684;2,80693;0,00188387;0,736152;5,4687;+
O16922;14,2674;14,8443;13,8415;13,1517;14,8369;14,7547;14,9516;14,9686;1,25244;0,0343861;-0,851753;-2,36476;+
O16927;15,8814;15,1083;15,3199;15,6206;15,2356;14,3545;14,4928;15,1889;1,23123;0,0362486;0,664625;2,32903;+
O16928;12,1639;12,8866;13,3281;11,9467;12,9858;12,5692;12,5361;12,9742;0,215387;0,479108;-0,184993;-0,539454;
O16929;10,5665;12,0511;12,163;10,9958;13,0604;12,9249;12,8455;13,0796;2,0777;0,00647597;-1,5335;-3,86004;+
O16997;14,4291;14,4658;14,5679;14,4199;14,9194;15,0417;14,6364;14,775;2,12532;0,00608298;-0,372442;-3,95513;+
O16999;15,2842;15,2876;15,0719;15,7537;15,4437;14,5954;14,7222;15,381;0,557668;0,182701;0,313775;1,19574;
O17002;12,9778;13,3659;13,6621;13,3155;13,668;12,8635;12,1802;12,6678;0,692075;0,130391;0,48547;1,42803;
O17003;14,6692;13,9339;13,7845;14,3224;14,3197;13,8802;14,0702;14,416;0,0085882;0,969533;0,00597;0,0255835;
O17004;14,1987;13,8598;14,2418;14,386;14,5529;14,2117;13,9802;13,9013;0,0186249;0,935536;0,0100825;0,054873;
O17005;14,3622;12,957;14,3142;13,3546;14,5584;13,647;14,0391;14,8483;0,555676;0,183583;-0,526175;-1,19223;
O17038;17,4067;16,7795;16,3548;18,0417;14,766;15,8514;16,654;16,6313;1,05027;0,0551382;1,17001;2,0267;
O17040;17,4051;16,708;17,0416;17,2108;17,4489;17,5168;16,8564;17,1956;0,330015;0,342964;-0,163013;-0,7751;
O17058;14,398;13,8464;14,7107;15,3058;14,0073;13,0015;13,4942;13,3333;1,61458;0,0155839;1,10615;2,99097;+
O17065;13,2277;12,7628;12,4976;12,8163;11,5293;11,1516;11,5452;12,0318;2,76421;0,00200358;1,26163;5,36434;+
O17066;14,2232;13,6828;13,8695;14,6634;13,705;13,0693;13,1504;13,3508;1,65469;0,0142972;0,790865;3,06274;+
O17071;16,679;16,5108;17,2381;16,7738;16,8188;16,6283;16,6559;16,6712;0,273607;0,403034;0,106865;0,661947;
O17123;11,4396;11,1034;11,2765;11,6005;12,83;12,5837;13,3317;13,5914;3,31333;0,00128134;-1,72921;-6,82407;+
O17157;13,566;13,7448;12,7401;13,5415;15,1127;14,8723;15,2113;14,5733;2,94708;0,00179752;-1,54429;-5,8214;+
O17214;19,3077;19,2911;19,254;19,5102;18,8187;19,064;19,1586;19,319;1,09359;0,0494471;0,250695;2,09878;+
O17218;19,9942;19,8837;19,9207;19,8423;20,4511;21,0005;20,9264;20,678;3,23957;0,00132637;-0,853792;-6,61207;+
O17245;13,9549;14,0076;14,4066;14,5584;14,0051;14,0677;14,148;14,3313;0,230023;0,456777;0,0938375;0,570872;
O17268;16,9854;15,9247;15,9832;16,7162;15,3323;15,0543;15,2015;15,0119;2,41301;0,00386975;1,25239;4,55689;+
O17271;17,9617;17,7954;17,9706;18,3614;16,5743;17,3595;17,0465;16,8942;2,69573;0,00222872;1,05362;5,19992;+
O17274;16,5854;16,8298;16,4146;16,865;16,3199;16,076;16,116;16,3492;1,94703;0,00836977;0,458407;3,60509;+
O17287;16,819;16,4096;15,3905;16,909;16,3034;15,6448;16,3248;16,6399;0,143996;0,605018;0,153807;0,378911;
O17328;16,0083;15,9329;15,8763;16,4365;16,6981;16,801;16,8919;16,7707;2,79889;0,00186837;-0,726895;-5,44894;+
O17345;18,1366;17,9576;17,9324;18,3624;16,9583;16,9603;16,9731;17,0995;4,35006;0,00056338;1,09944;10,4653;+
O17352;15,1112;14,7044;14,9614;14,8083;15,8118;15,4919;15,4301;15,5946;2,86499;0,00176789;-0,685792;-5,61287;+
O17365;15,7467;15,5784;15,4961;16,0178;15,1757;15,0588;14,8849;14,8977;2,71428;0,00205236;0,705452;5,2441;+
O17373;15,6533;15,2909;15,6718;15,6598;14,889;15,3961;15,2568;14,7513;1,50044;0,0201603;0,49562;2,78968;+
O17387;14,152;13,9043;13,3276;14,4215;13,4014;14,7244;14,8241;13,9508;0,276693;0,39912;-0,273795;-0,668265;
O17388;15,2262;15,8188;15,8891;15,8048;14,6563;14,3845;14,5003;14,8566;2,96717;0,00178474;1,08529;5,87328;+
O17389;19,0385;19,4762;19,1726;19,4711;17,7396;17,5988;17,6432;17,7626;5,0402;0;1,60356;13,772;+
O17397;11,4292;11,1951;11,2286;11,5753;12,2899;13,1458;13,0542;13,5697;2,97721;0,00181124;-1,65786;-5,89934;+
O17405;14,6772;14,239;15,4229;14,6359;13,1177;12,7011;13,2764;13,106;3,06845;0,00154228;1,69346;6,14016;+
O17406;19,0445;18,881;18,3289;18,943;17,2551;16,9848;16,8918;17,1041;4,17354;0,00056305;1,7404;9,74601;+
O17407;11,3473;11,191;11,1027;11,7003;10,0197;9,80673;9,77604;9,77964;4,31907;0,000544218;1,4898;10,3357;+
O17526;15,6905;15,2919;14,1983;14,9713;14,549;13,7095;13,736;14,5949;1,16943;0,0413786;0,890682;2,22535;+
O17528;17,0621;17,1883;17,7589;16,6873;16,5673;17,0436;16,697;17,0975;0,591534;0,166675;0,322785;1,25504;
O17536;12,8856;13,9543;14,1516;13,7659;15,5612;16,1771;15,955;15,7343;3,37341;0,000969343;-2,16758;-7,00075;+
O17562;14,3419;14,1563;13,7005;13,9446;13,3488;13,2182;13,2629;13,4919;2,46936;0,003586;0,705343;4,68071;+
O17570;18,0126;17,9711;18,1397;18,7576;18,8695;18,6115;18,4322;18,7817;1,15059;0,0432316;-0,453469;-2,19385;+
O17580;12,7204;12,6662;13,5344;12,3837;13,7787;13,8744;13,9106;14,6405;2,07893;0,00648738;-1,22483;-3,86249;+
O17586;17,5829;17,667;17,6193;17,5826;17,4709;18,2012;18,0238;17,9304;0,956099;0,069587;-0,293622;-1,87027;
O17591;15,1791;15,4084;14,4944;15,3127;14,0592;13,096;14,5916;14,9834;1,03417;0,0572715;0,916095;1,99994;
O17594;14,287;14,2692;14,2428;14,4345;13,3512;12,5667;12,4434;12,9258;3,41676;0,000920301;1,48658;7,13051;+
O17606;16,2572;16,3449;16,4539;16,5061;16,2007;16,57;16,3902;16,2584;0,135963;0,620605;0,0356674;0,359971;
O17607;15,9695;15,7931;16,2367;15,4251;15,8506;15,9478;15,9022;16,069;0,192291;0,517361;-0,0862651;-0,488916;
O17616;14,6042;14,5572;14,4799;15,1214;15,2144;14,9327;15,225;15,3063;1,54416;0,0182961;-0,47897;-2,8663;+
O17620;13,7176;13,5242;13,465;13,6259;13,8426;13,6452;13,9007;14,6926;0,938922;0,0724396;-0,437123;-1,84174;
O17621;15,4519;15,2484;15,195;15,6123;16,2768;16,017;16,0731;16,1674;3,29747;0,00125855;-0,756665;-6,77801;+
O17622;15,7091;15,8115;15,6809;16,0656;15,9913;16,2342;16,1229;16,3004;1,68687;0,0132951;-0,34545;-3,12077;+
O17626;19,4059;19,6179;19,2647;20,1176;17,9889;17,9547;17,8745;18,2353;3,64652;0,000523297;1,58815;7,85181;+
O17636;15,1377;14,756;14,7613;14,9487;13,8319;13,6011;13,711;14,2264;3,1861;0,00154759;1,05835;6,46168;+
O17642;15,9616;18,1609;15,4929;17,7358;17,4915;17,7666;13,4529;16,7925;0,147772;0,597893;0,461908;0,387745;
O17643;16,5506;16,2757;16,1846;16,566;16,5042;16,29;16,5168;16,6064;0,304232;0,368105;-0,0851431;-0,723976;
O17666;12,0549;12,2454;12,4997;8,92943;11,4217;11,98;11,7981;12,1366;0,184145;0,531656;-0,401708;-0,470792;
O17680;19,3515;19,659;19,0352;19,4281;19,8494;19,8182;19,6458;19,7457;1,56416;0,0175865;-0,39632;-2,90153;+
O17685;16,7866;15,8833;15,4968;17,0042;16,8622;15,3717;15,8162;16,3363;0,155655;0,583149;0,196103;0,406055;
O17687;18,4516;18,1893;18,1956;18,569;15,8815;16,063;16,1509;16,4102;5,3114;0;2,22494;15,3222;+
O17694;18,299;17,852;17,8619;18,2367;18,3898;18,4061;18,4077;17,9919;0,73693;0,117134;-0,236487;-1,50407;
O17695;14,2597;14,8183;14,7361;14,944;14,594;14,7855;14,7017;14,8149;0,0789414;0,754416;-0,0345201;-0,219156;
O17725;16,712;16,5304;16,5163;16,6304;14,8306;15,3015;15,3905;15,2473;4,38409;0,000588235;1,40476;10,6094;+
O17726;17,048;17,5208;16,7405;17,5643;14,5003;13,7724;13,7371;14,4889;4,38856;0,000592593;3,09372;10,6285;+
O17729;16,4026;15,9949;16,4131;16,3855;16,427;16,296;15,7347;15,8097;0,536395;0,193521;0,232203;1,15817;
O17730;15,5158;15,3483;16,0509;16,0066;16,5751;16,4676;16,4305;16,7073;2,32538;0,00449147;-0,81476;-4,36838;+
O17731;16,7669;16,5672;15,4674;16,785;16,3438;15,9965;16,2351;15,5238;0,462419;0,236384;0,3718;1,0252;
O17732;16,2309;16,5304;16,4688;16,361;16,7658;17,1648;17,0859;17,0033;2,85945;0,00175264;-0,60716;-5,59899;+
O17735;11,7402;12,3886;12,9679;12,2992;13,8885;12,9178;13,6256;13,7313;1,948;0,0083395;-1,19185;-3,60697;+
O17741;13,0451;13,6904;14,0834;12,945;10,9501;11,2568;10,746;11,3278;3,64162;0,000520499;2,37075;7,83583;+
O17754;14,2076;14,2363;14,0691;14,1034;14,2317;14,0222;14,0237;13,913;0,656826;0,141286;0,106425;1,36783;
O17759;19,4816;19,623;19,6915;19,7138;19,8986;20,5459;20,3371;20,0529;2,03769;0,00685747;-0,581145;-3,78107;+
O17761;11,4444;11,0734;11,2569;11,7253;13,5492;12,8512;12,4088;12,3451;2,41207;0,00386416;-1,41359;-4,55484;+
O17766;12,1306;12,8615;13,1724;13,9281;12,7112;13,0379;13,2757;12,899;0,0373585;0,875657;0,0421875;0,107924;
O17772;12,0007;11,1497;11,27;11,578;13,5015;12,642;12,6948;13,0091;2,75466;0,00199111;-1,46225;-5,34118;+
O17805;14,7074;14,9636;14,4834;14,468;11,8678;12,9824;12,98;12,8368;3,30414;0,00127072;1,98888;6,79735;+
O17815;13,8958;14,1508;14,269;15,3865;12,8204;11,9816;13,0938;13,2903;2,00647;0,00750673;1,62898;3,72002;+
O17829;11,3451;10,9554;11,1808;11,7399;14,1499;13,0191;13,2245;12,4716;2,5856;0,00272334;-1,91094;-4,94282;+
O17836;15,6711;15,3311;15,3821;16,0587;15,1897;14,1895;15,0093;15,5503;0,962423;0,0687727;0,626072;1,88077;
O17839;16,3058;15,9117;15,6538;16,1805;16,9305;17,2044;16,5881;16,9696;2,48618;0,00327027;-0,910215;-4,71807;+
O17861;19,7338;19,7059;19,7551;19,7649;17,7229;18,0193;17,9804;17,9545;6,7443;0;1,82067;26,7515;+
O17890;15,0879;13,9597;14,6448;15,6734;14,1263;14,3148;14,922;14,9717;0,250412;0,430043;0,257762;0,613917;
O17891;18,4843;18,0198;17,931;18,6044;17,3312;17,4596;17,3693;17,5024;2,57512;0,00287033;0,84428;4,91881;+
O17892;16,4806;16,4792;15,7994;15,0649;16,2084;16,3202;16,432;16,35;0,498601;0,214506;-0,371642;-1,09072;
O17893;17,5396;17,0109;17,6102;17,5556;16,7908;18,0754;17,4116;17,3075;0,0379666;0,873737;0,0327573;0,109612;
O17895;14,3921;14,1205;13,4455;14,0577;14,5805;14,3266;14,4313;14,0928;0,779414;0,104512;-0,353837;-1,57562;
O17901;17,1218;16,929;16,687;17,4741;16,2161;16,4276;16,5085;16,7633;1,53851;0,0184932;0,57413;2,85636;+
O17907;14,5345;13,8029;13,724;14,4067;14,5714;14,2546;14,2723;14,6757;0,679426;0,133655;-0,326493;-1,40647;
O17915;19,4085;19,4613;19,357;19,5814;18,8839;19,0785;19,051;19,0566;3,23641;0,00131948;0,434533;6,60309;+
O17919;15,1658;14,8253;15,122;15,2277;16,7655;16,7881;16,7701;16,6558;5,6677;0;-1,6597;-17,6141;+
O17921;18,1691;18,5878;18,5288;19,0873;18,0293;18,7187;17,7909;17,6483;0,914688;0,0765217;0,546475;1,80146;
O17939;15,008;15,5352;15,1943;15,0241;14,8441;15,1645;15,0926;14,8217;0,674338;0,135368;0,209692;1,39779;
O17944;14,2701;14,5761;14,6966;14,3608;14,3929;14,2708;14,5781;14,1716;0,413372;0,270445;0,122547;0,934658;
O17953;18,6723;18,7052;18,6978;18,8509;17,8077;18,066;18,2413;18,0937;3,33184;0,00121246;0,67936;6,87811;+
O17954;17,8094;17,4367;17,5801;18,3062;17,312;16,637;16,8472;17,215;1,7056;0,012743;0,780295;3,1547;+
O17966;11,2854;10,0397;10,2577;11,7049;12,9214;13,229;11,9037;13,1691;2,11115;0,00619678;-1,98386;-3,92671;+
O17983;14,5803;14,7708;14,439;14,9649;14,0666;13,7602;14,3554;14,1581;1,93355;0,00853535;0,6037;3,57927;+
O18000;19,2799;19,2102;19,2136;19,2009;18,6849;19,1101;18,8162;18,6623;2,09743;0,00631853;0,407794;3,89931;+
O18002;15,0886;15,6137;14,6305;15,6927;14,2633;14,0162;14,1921;15,3784;1,03479;0,0572967;0,793864;2,00098;
O18005;16,5725;13,6453;13,606;15,6356;13,9519;14,3412;15,4501;14,7445;0,111541;0,672167;0,24292;0,301103;
O18015;13,7002;13,0033;13,3187;13,4779;15,5819;13,5518;14,501;15,4833;1,51644;0,0195226;-1,40448;-2,81766;+
O18023;14,394;14,4893;13,6664;13,9702;12,9618;13,3336;13,3405;13,2279;2,30995;0,00466577;0,914032;4,33568;+
O18030;14,0959;13,6479;13,5246;13,6965;13,1386;11,9865;12,2325;12,8879;2,13074;0,00602899;1,17983;3,96604;+
O18054;16,1022;15,9229;16,0974;16,5303;16,3568;16,364;16,4546;16,3983;0,886687;0,0813902;-0,230234;-1,75488;
O18089;16,4883;16,4521;16,3645;16,4807;16,1869;16,4583;16,4102;16,1844;0,886546;0,0813641;0,13648;1,75465;
O18092;13,7468;13,6617;13,6886;14,1256;13,9983;13,8514;13,8765;13,7367;0,196155;0,510629;-0,0600348;-0,497458;
O18131;14,6525;14,4654;15,1729;14,0407;14,6704;15,0499;14,9763;14,934;0,620593;0,154466;-0,324775;-1,30546;
O18154;19,3293;18,7195;19,0501;19,7084;18,0658;18,4343;18,4511;18,5483;1,90076;0,00887334;0,826962;3,5168;+
O18156;11,9652;11,4513;11,0802;11,7183;12,1053;11,129;11,696;11,8667;0,205154;0,49546;-0,145458;-0,517212;
O18158;11,4125;12,8042;12,6614;12,2649;13,0368;13,2255;13,2513;13,2533;1,53976;0,0184683;-0,90596;-2,85856;+
O18178;15,2686;15,6652;15,65;15,4256;15,8617;16,1281;16,0945;16,0911;2,51458;0,00313415;-0,54152;-4,78159;+
O18180;18,2423;16,9959;16,7717;17,6183;17,0234;16,755;17,2782;17,0884;0,484217;0,223522;0,370838;1,06479;
O18181;14,3549;13,8597;14,2398;14,1348;14,4435;13,6254;13,5461;14,4117;0,210689;0,486756;0,140608;0,529273;
O18184;16,0366;14,7021;13,9451;15,8321;9,8338;9,90617;9,9447;9,94815;4,3821;0,000586081;5,22077;10,601;+
O18199;13,7412;14,0051;13,8211;13,4411;15,1784;15,2143;15,1884;14,9744;4,40023;0,000603774;-1,38678;-10,6784;+
O18211;13,5203;13,9047;13,6891;13,6402;12,6804;14,0259;13,9576;13,4925;0,182487;0,534835;0,149477;0,467083;
O18215;13,7034;14,1946;12,8927;14,5143;14,1477;13,9251;13,7914;14,0668;0,167257;0,561987;-0,156502;-0,432681;
O18216;12,3885;12,2206;11,5493;12,5131;13,4959;13,4088;13,6395;14,2123;2,78704;0,00192;-1,52124;-5,41992;+
O18218;16,5909;15,9686;16,0816;16,6727;14,9372;15,1204;14,4786;14,902;3,22664;0,00135393;1,46888;6,57546;+
O18222;13,3411;12,155;12,4618;12,7743;13,9742;13,3544;13,6938;13,3681;1,68564;0,0132933;-0,91458;-3,11854;+
O18224;18,4284;18,1161;18,3786;18,9483;16,7504;17,2366;17,0049;17,0685;3,44533;0,00093865;1,45275;7,21707;+
O18229;16,2334;15,9664;16,2133;16,3017;15,378;15,6533;15,6862;15,4386;3,02651;0,0016105;0,63965;6,02855;+
O18235;14,03;14,6449;14,4738;14,2033;14,4307;14,7918;14,8827;14,8336;1,22176;0,0369917;-0,396717;-2,31311;+
