Proteins,eat2_d5_01,eat2_d5_02,eat2_d5_03,eat2_d5_04,eat2_d1_01,eat2_d1_02,eat2_d1_03,eat2_d1_04,eat2_d10_01,eat2_d10_02,eat2_d10_03,eat2_d10_04,eat2_d15_01,eat2_d15_02,eat2_d15_03,eat2_d15_04
G5EEA8,20.2323,21.0688,20.3744,21.9632,20.5237,20.4115,21.7157,21.3085,21.5403,18.9046,20.8041,20.0368,23.5475,25.1945,26.2772,24.9097
G5EEB6,20.2849,21.3848,19.2721,20.826,20.6484,21.7785,19.914,20.5887,21.5273,20.9237,19.1191,20.2487,21.9409,20.3778,21.6845,23.0962
G5EED5,24.343,25.3437,25.3845,25.2658,26.0035,28.4762,27.8468,26.9546,20.1805,20.7476,21.6728,20.3979,20.9093,19.7475,21.1702,20.5701
G5EED5,26.258,27.9619,27.4118,26.7682,24.6315,27.2941,27.7108,26.4038,29.2269,28.4627,28.9486,23.551,27.3211,25.3396,26.4781,23.8763
G5EEG4,20.2331,21.461,21.3244,21.575,19.8952,21.2612,20.9745,19.8769,21.5496,20.6768,21.4673,21.01,22.0072,21.8591,20.8458,23.1041
G5EEP9,21.3085,20.0209,21.182,21.8196,21.0233,21.5883,20.7255,20.1593,20.8511,20.9366,21.5605,20.8224,20.7626,20.6457,19.9032,20.6315
G5EEP9,20.8375,20.923,21.3735,21.6407,20.92,21.6747,20.128,20.0024,21.0263,20.0501,20.7569,21.3899,20.8798,20.1272,20.9283,20.221
G5EEP9,25.5359,24.3665,23.789,25.6739,20.8322,18.9358,21.6217,20.8685,21.434,21.5611,21.6123,20.6623,21.471,19.9481,21.088,20.026
G5EEP9,21.4344,21.3677,21.4089,19.3921,20.6844,20.2622,20.6553,20.1645,23.0406,23.2766,23.2086,23.0795,21.8146,21.2388,20.9724,21.3259
G5EEP9,21.1569,20.7441,20.8136,21.1365,19.6142,20.9689,21.668,20.7695,21.8652,20.1813,21.333,20.9999,21.0795,19.6003,21.8091,21.4043
G5EEI9,20.8671,20.4131,20.6176,20.6172,20.8566,20.7978,21.5823,20.3304,21.584,20.1916,19.8286,20.4227,23.3591,22.6305,24.0799,22.6389
G5EEJ7;Q21289;Q23058,21.0699,21.771,21.2672,21.4848,20.2055,21.6789,20.9194,20.7153,21.6948,19.5245,21.3082,20.7961,21.027,19.6231,21.4569,21.6169
G5EEK1;Q10046,23.8628,23.1379,22.8633,21.7643,24.8099,22.4331,22.3615,21.5833,22.1654,22.726,21.7607,23.072,22.0499,19.3988,20.4566,20.5235
G5EEK1,21.9289,23.6404,23.5609,23.2537,22.9878,23.3557,23.373,24.2917,24.9502,25.6443,25.2507,24.6246,27.9887,25.7134,26.4828,25.036
G5EEK1,21.3067,21.7788,20.5456,21.9321,20.7483,20.2577,21.336,19.3629,24.3491,25.5413,25.7226,22.7119,20.3974,21.4708,20.8213,20.1629
G5EEK9,25.8743,27.4802,26.6476,26.0719,24.1629,25.5059,25.7599,23.4353,26.3683,28.3159,28.1839,23.2094,21.1586,20.9841,21.2493,20.4703
G5EEK9,24.5763,25.7047,23.8761,25.2951,24.3951,24.747,23.1698,24.2107,21.8379,20.0993,21.1032,18.1309,20.2529,20.0524,20.9054,21.5152
G5EEK9,20.9175,20.8971,21.2383,21.4236,24.3951,26.7174,26.4715,25.9821,26.7507,25.0172,26.8499,23.8099,19.3321,20.7649,19.4047,21.0282
G5EEK9,23.8071,24.6189,24.2142,25.4676,24.3252,24.6405,25.2036,25.2309,23.1428,23.2734,23.0561,21.9014,25.2337,23.983,23.0612,21.7464
G5EEL9,18.7799,21.6717,21.5578,20.2277,21.1055,20.9092,21.6634,19.7028,21.4546,21.174,21.5292,20.2088,21.2652,19.5208,20.824,20.5645
G5EEL9,19.8845,21.8102,20.4811,21.8383,19.511,20.9074,21.6191,19.9232,21.8955,19.3875,21.6489,20.7534,21.8935,20.1091,20.2289,21.2605
G5EEL9,20.7447,21.7843,21.6602,21.5777,23.5671,24.0035,24.5989,23.9125,20.578,19.6338,21.417,21.1858,24.3521,22.5496,23.1028,22.7338
G5EEL9,20.6836,21.408,20.317,21.9568,19.6893,21.7517,21.37,20.8199,20.4273,20.5498,20.8531,19.5517,19.8797,20.5578,20.7649,19.2291
G5EEL9,20.9221,21.0972,20.5026,19.8209,19.9159,19.379,19.7469,18.8278,20.3315,21.443,20.2963,21.3627,21.82,24.775,24.6825,23.7144
G5EEN7,21.1229,20.4405,20.3478,21.7624,22.8075,23.577,25.1964,23.7406,20.6352,20.879,20.1442,20.8617,22.9213,26.8065,24.3199,24.044
G5EEN7,19.8297,21.5546,20.7149,21.9367,23.618,25.0016,25.1964,24.5822,19.861,21.4557,21.7422,20.5176,22.9213,24.381,24.0622,24.161
G5EGR6;Q86B39,24.425,25.8475,24.0582,25.7489,22.2782,25.6299,24.2262,25.0792,25.0386,23.9371,25.0782,25.2647,23.4918,21.8749,22.3954,21.7508
G5EET8,21.2881,19.9257,21.3702,20.963,20.0913,19.1331,21.2255,19.7818,21.558,21.7296,22.0458,20.098,26.1264,25.5955,25.5161,24.4426
G5EET8,21.4116,20.9507,20.7262,21.1437,20.0977,20.6774,19.9306,19.8509,21.2426,20.9493,21.4677,21.5912,24.1627,21.3034,22.2358,21.6715
G5EET8,24.977,24.548,25.2509,25.1792,25.53,24.904,25.2903,24.8092,25.8596,24.1947,25.2737,23.688,29.2511,25.7131,24.0417,26.8683
G5EET8,20.3443,20.1721,21.5583,21.8543,20.8222,21.7017,20.4292,20.3468,20.8349,20.4418,20.6003,19.0829,24.4484,22.4011,23.1308,20.9243
G5EET8,21.5111,21.2887,20.1091,21.3499,20.3661,21.8954,20.1408,20.4401,21.6253,21.531,21.6609,20.9647,25.5712,24.7655,24.0417,26.2201
