ProteinAccessions;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04;log2 N2_d5_01;log2 N2_d5_02;log2 N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value N2_d10_N2_d5;Student's T-test q-value N2_d10_N2_d5; Student's T-test Difference N2_d10_N2_d5;Student's T-test Test statistic N2_d10_N2_d5;Sign p-val: 0.05 
H2L048;16,7515;16,9452;16,3767;17,7302;16,6864;16,564;16,616;16,8709;0,399964;0,155705;0,266563;0,909515;
H2L067;14,2373;14,1565;14,1584;14,9379;14,355;14,2517;14,555;13,2808;0,326254;0,206783;0,261869;0,767699;
H2L0A4;16,555;16,8658;16,7952;17,5077;14,7854;14,9669;14,7597;14,4453;4,11281;0;2,19158;9,50899;+
H2L0A8;16,3117;17,5206;21,1495;18,0976;14,9039;13,8165;15,4624;14,171;1,82072;0,00198109;3,68142;3,36635;+
H2L0B6;15,7905;16,0505;15,6837;17,3597;13,882;13,3996;12,7844;13,6841;3,05922;5,61E-05;2,78354;6,11546;+
H2L0C0;16,0828;16,3968;16,37;16,5164;14,8621;14,672;14,6532;14,9983;4,80117;0;1,5451;12,5299;+
H2L0C8;13,735;13,8267;13,9569;14,6015;13,4933;12,4363;13,6271;13,8308;0,948257;0,0258231;0,683161;1,85725;+
H2L0C9;17,5874;17,1232;17,2465;17,4557;16,5596;16,2812;16,3073;17,0148;2,18542;0,000662951;0,81248;4,07687;+
H2L0D2;14,1846;14,0526;14,1344;15,0235;12,3417;12,2464;11,4915;8,84527;1,98282;0,00121112;3,11758;3,67408;+
H2L0D5;13,8721;16,1223;13,5285;16,6784;14,2912;14,3858;14,2655;14,3156;0,410881;0,149429;0,73582;0,930001;
H2L0D7;14,3197;14,3686;14,1779;14,5105;13,6434;13,7891;13,4808;13,7994;3,22104;0;0,665985;6,55965;+
H2L0E2;14,1839;13,957;14,1747;14,1132;15,1186;14,3543;14,2471;14,387;1,05436;0,0188588;-0,419542;-2,03351;+
H2L0E5;16,7544;16,3371;16,3452;17,3136;14,534;14,8177;14,6206;14,7372;3,8163;0;2,01022;8,42353;+
H2L0F6;14,4707;14,1863;12,0727;15,1555;15,6794;13,7618;15,3285;15,1653;0,609656;0,0756096;-1,01246;-1,28653;
H2L0G8;16,9396;16,7763;16,3993;17,3068;15,4191;15,3061;15,3846;15,4812;3,56935;0;1,45775;7,60305;+
H2L0H3;16,3101;15,8784;15,5806;16,4554;13,7002;13,3009;13,5182;14,6508;3,13149;5,82E-05;2,26358;6,31086;+
H2L0H5;17,4789;16,8578;16,5169;18,7309;14,9213;13,9701;15,0076;15,5089;2,3205;0,000454932;2,54414;4,35801;+
H2L0I2;13,916;14,3781;14,3424;14,4935;16,6011;16,864;15,6571;16,6927;3,4594;0;-2,1712;-7,26004;+
H2L0I3;20,1293;20,236;20,3312;21,0878;18,7033;18,6091;18,6936;19,0332;3,41087;0;1,68628;7,11273;+
H2L0I7;13,9472;13,4695;13,5587;15,0392;13,9151;12,9437;12,9745;12,8622;0,971699;0,0242214;0,829799;1,89618;+
H2L0J0;14,5091;14,2215;14,4161;14,8351;11,3587;11,0099;11,1872;11,2826;6,25287;0;3,28584;22,1163;+
H2L0K4;17,7406;17,0286;16,9699;18,5128;15,2968;14,8636;15,0689;15,7056;2,92346;0,000133542;2,32926;5,76084;+
H2L0L8;14,2875;13,4578;13,6396;15,0061;15,1093;14,7403;15,1924;15,485;1,44764;0,00579601;-1,03401;-2,69792;+
H2L0N9;18,8404;18,7721;18,5978;18,6828;17,3452;17,4685;17,3059;17,2976;6,09046;0;1,36895;20,7651;+
H2L0Q1;17,5259;17,9607;17,8559;19,3304;17,2928;16,866;16,9742;17,3569;1,34082;0,00820703;1,04574;2,51453;+
H2L0Q6;17,3814;15,9893;17,3612;19,0736;15,8866;15,8627;15,3707;16,3845;1,25614;0,0107032;1,57524;2,37101;+
H2L0S3;14,2384;13,3099;14,1546;14,9898;11,4858;11,1803;11,178;11,6072;3,62957;0;2,81034;7,79661;+
H2L0S5;15,3712;15,1815;15,3673;14,9225;16,8145;16,6736;16,7727;16,6833;5,0306;0;-1,52543;-13,72;+
H2L0S8;16,4401;16,0255;16,2886;18,4216;14,4838;14,3198;13,7419;14,949;2,15393;0,000667397;2,42033;4,01284;+
H2L265;13,8513;14,3341;13,4883;15,0536;11,3343;11,0614;11,37;11,7333;3,59446;0;2,80708;7,68327;+
H2L297;17,0568;15,8815;16,1181;17,9601;14,4726;14,217;14,607;14,9594;2,33139;0,000457054;2,19016;4,38114;+
H2L2A0;20,1352;19,8229;20,3715;22,4242;17,1475;17,0207;16,8647;17,7048;2,89092;0,000130746;3,50403;5,67815;+
H2L2A8;16,8365;16,7006;17,0434;18,0933;14,1638;14,0295;14,0642;14,0442;4,17099;0;3,09302;9,73594;+
H2L2C8;14,1747;14,0916;14,4666;14,5096;11,4569;11,0672;11,2014;11,6698;5,64203;0;2,96177;17,4385;+
H2L2E8;21,2096;21,2197;21,25;21,7401;20,4382;20,6087;20,3812;20,1174;2,97756;0,000138304;0,96847;5,90026;+
H2L2I2;14,289;14,3641;14,0861;14,9688;12,5076;12,0398;12,1244;12,689;3,84503;0;2,08681;8,52376;+
H2L2I9;14,265;14,2804;13,5766;14,5609;13,7179;13,2749;13,0939;14,2967;0,848222;0,0355839;0,574872;1,69078;+
H2L2K5;14,4747;14,3408;14,0661;14,7189;11,3974;11,1229;11,0702;11,647;5,4559;0;3,09077;16,2148;+
H8ESE9;13,9766;14,1271;14,4676;15,0959;16,3609;16,3668;14,9682;14,2472;0,933064;0,0271016;-1,06897;-1,832;+
H8ESH3;14,1955;14,0105;14,0632;14,9735;11,2836;10,9409;11,1418;11,6663;4,52764;0;3,05254;11,2374;+
H8W3Y2;15,6341;17,0964;17,079;15,872;12,5402;12,5405;12,4858;13,1397;3,96526;0;3,74384;8,95442;+
H9G2R5;13,8845;14,4201;13,9091;15,0832;15,6606;15,4461;15,3165;15,8674;2,18382;0,000662458;-1,24843;-4,07361;+
H9G2T4;19,0382;17,939;19,659;19,0641;19,0505;19,3342;19,6152;18,6118;0,218201;0,325983;-0,227838;-0,54553;
H9G2T6;14,1741;14,3589;14,2277;14,7556;11,4449;11,1504;11,2505;11,6583;5,63367;0;3,00302;17,3817;+
H9G2V4;14,3785;13,8515;14,0717;13,5509;13,0656;12,7385;12,9535;13,8965;1,3886;0,00707902;0,799628;2,5962;+
H9G301;13,8356;13,166;14,2842;15,1614;14,328;12,7509;12,9022;14,9496;0,222807;0,319368;0,379132;0,555439;
H9G321;20,5309;17,9824;19,8899;21,035;16,8848;16,8271;17,1066;17,1295;2,27938;0,000537405;2,87257;4,27129;+
H9G340;18,4523;17,5961;18,0636;18,0803;16,3471;15,2426;16,0916;16,244;3,28292;0;2,06673;6,73601;+
H9G342;18,5204;19,4075;19,5437;19,1391;17,3575;17,9738;17,361;17,7878;2,84962;0,000161757;1,53263;5,57445;+
I2HA82;18,3162;19,8218;18,9156;20,3979;18,0785;16,7447;16,1475;16,9387;2,08813;0,000766229;2,38554;3,88076;+
I2HA91;16,6823;15,6261;15,0978;15,8015;15,5535;15,1564;14,5994;14,3963;1,07944;0,0176953;0,8755;2,07522;+
I2HA94;13,8928;14,4161;13,9519;14,9705;16,0449;15,0665;14,8717;16,1998;1,59244;0,00356174;-1,23788;-2,9516;+
I2HA98;17,3161;17,3063;17,2649;17,7751;16,2787;16,5646;16,4214;16,5312;3,40011;0;0,966615;7,08043;+
I2HAE5;15,5887;15,561;15,97;17,6552;10,651;11,4519;12,7527;15,4305;1,69036;0,0027178;3,6222;3,12707;+
I2HAF6;18,4358;18,5737;18,9347;19,4152;16,2877;16,0846;16,6271;16,511;4,20264;0;2,46225;9,86143;+
I2HAG1;19,428;19,4962;19,4287;20,3768;17,4163;17,7257;17,3903;17,5747;3,9251;0;2,15564;8,8085;+
I2HAH4;14,0943;14,2099;14,4928;15,036;9,69621;10,1843;10,6482;14,534;1,52597;0,00459316;3,19257;2,83434;+
I7J4C6;14,2615;13,5993;13,4153;14,8445;14,9036;14,1464;15,3237;14,7491;0,938695;0,0267487;-0,750533;-1,84136;+
J3K004;17,923;18,5249;17,7396;18,0023;15,0207;15,7638;15,5135;15,6674;4,43717;0;2,55612;10,8378;+
J7S164;19,2897;14,5187;16,8379;22,0652;19,0393;18,9209;18,4347;19,7218;0,205642;0,345035;-0,85132;-0,518279;
J7SA49;14,0129;14,0148;14,2154;14,907;11,9705;11,4573;11,0129;10,9739;4,06226;0;2,9339;9,31567;+
J7SF87;14,0792;14,3558;14,3988;14,942;12,7519;11,5802;10,3417;11,739;2,77892;0,000200675;2,84073;5,40012;+
K7ZUH9;14,5065;14,403;13,8836;14,4992;11,3597;9,98743;10,6496;11,6915;3,79215;0;3,40101;8,34012;+
K8ERU3;16,2707;16,5166;15,6568;16,7373;14,4671;14,6619;14,7651;14,5124;3,36249;0;1,69375;6,96835;+
K8ERU5;14,3476;14,3958;14,1573;14,0093;14,9699;9,79675;13,8846;14,5349;0,333342;0,201102;0,930961;0,781628;
K8ERV5;18,8731;18,0624;18,1989;20,0938;17,4212;16,5074;17,0915;18,1073;1,43036;0,00617011;1,52518;2,66805;+
K8ERZ3;14,5242;14,9888;13,9821;13,529;11,4637;11,2189;11,1999;11,6302;3,86973;0;2,87786;8,61073;+
K8ES47;13,5414;14,0535;13,8849;14,8889;15,4773;14,9899;15,0549;15,465;1,9819;0,00120946;-1,15459;-3,67231;+
K8ESC3;23,1399;23,3251;22,9348;23,3956;22,4545;22,8572;22,779;21,9581;1,61996;0,003337;0,686642;3,00057;+
K8ESC5;14,8456;15,4066;15,6696;15,6415;14,1357;14,0919;13,8133;14,6832;2,42587;0,000391393;1,20981;4,58497;+
K8ESE2;14,1828;13,6169;13,9583;14,9292;17,4007;17,8911;17,9325;17,7782;4,65062;0;-3,57882;-11,8024;+
K8ESF0;16,5064;16,2632;15,9227;17,0444;15,9973;18,631;20,9478;17,2757;0,818066;0,038946;-1,77878;-1,6404;+
K8ESM2;15,6496;15,8293;15,7772;17,7295;15,4906;15,709;15,9312;15,9712;0,40918;0,150361;0,470917;0,926817;
K8F7V7;14,492;13,7161;14,4864;14,6052;11,3381;11,2123;11,2138;11,736;4,75978;0;2,94984;12,3259;+
K8F7X5;13,7227;14,2216;14,1476;14,8982;12,305;12,7353;13,354;12,323;2,40303;0,000386528;1,56818;4,53518;+
K8F7X9;15,7546;15,1098;15,0458;15,9419;13,6372;13,2353;13,9786;14,482;2,47198;0,000365752;1,62977;4,68651;+
K8FDY0;18,5213;18,5372;18,6476;18,7899;17,5665;17,6935;17,5857;17,7234;4,97265;0;0,981732;13,4097;+
K8FDZ1;13,7466;14,3342;13,3623;15,0419;11,4303;10,9176;11,1535;11,6531;3,40171;0;2,83262;7,08521;+
K8FE02;15,8291;15,4969;15,3515;16,7661;15,6942;15,5216;15,6437;15,5021;0,364425;0,17866;0,270487;0,841944;
K8FE09;14,3706;14,0522;14,2133;14,9657;14,0334;13,2089;14,5029;14,9944;0,19841;0,356726;0,215544;0,502425;
L8E6I4;14,275;14,4091;14,3104;15,0797;11,753;11,7246;12,0129;12,3984;4,32953;0;2,54631;10,3793;+
L8E6J9;14,4943;14,1615;14,4654;14,8858;11,4298;11,1996;11,1081;11,4856;5,77721;0;3,19598;18,3826;+
L8E6L7;19,6691;19,3554;19,4751;19,9434;17,8465;17,5154;17,4953;18,1413;4,05952;0;1,8611;9,30531;+
L8E6N6;14,4575;13,7104;14,3072;14,3981;13,1851;13,6718;13,8217;13,4733;1,66861;0,00283927;0,680303;3,0878;+
L8E6W9;14,1607;14,0422;14,2018;13,8787;13,6439;14,1388;14,1153;14,3034;0,0449142;0,790275;0,0205033;0,128768;
L8E6Y3;16,3063;16,6954;16,4225;16,2456;13,9004;14,5325;14,4232;14,276;4,80388;0;2,13443;12,5434;+
L8E700;15,9747;16,1179;16,056;16,5448;11,5367;11,7985;12,0041;11,4162;6,51361;0;4,48451;24,4675;+
L8E833;16,6354;16,0227;16,6694;16,1821;15,3477;15,5815;15,7301;15,7859;2,16921;0,000671812;0,76609;4,04385;+
L8E951;17,7843;17,2828;18,0205;18,364;15,3961;14,939;14,8362;14,8131;4,43523;0;2,86681;10,8294;+
L8EC34;17,1301;18,0531;17,9286;19,8467;12,0232;12,7319;12,9836;12,7535;4,03393;0;5,61656;9,20885;+
M1Z854;19,4457;19,3174;19,3604;19,7488;17,0464;16,9323;16,8189;16,8904;6,40959;0;2,54609;23,5015;+
M1Z882;14,4974;14,1019;14,3903;15,057;14,0122;13,529;13,7169;14,8781;0,634417;0,0692491;0,477578;1,32932;
M1ZJ62;13,5891;13,0984;14,3694;15,0367;13,9621;14,6692;14,8984;14,6611;0,508532;0,106539;-0,524293;-1,10854;
M1ZJV8;13,9495;14,3676;14,2606;14,5938;10,475;11,0391;12,9683;10,7464;2,66917;0,000274098;2,98565;5,13711;+
M1ZJY1;14,2382;14,1304;14,4718;14,1775;13,7411;12,8924;13,2364;14,1998;1,32456;0,00862081;0,737063;2,48686;+
M1ZJY5;14,364;14,434;14,3301;14,9954;13,2962;11,8205;13,3573;12,1567;2,35579;0,000436764;1,87319;4,43325;+
M1ZK00;14,4253;14,4487;14,2102;15,1522;13,1469;13,1961;13,4306;13,8464;2,3608;0,000437968;1,15411;4,444;+
N1NTK1;12,8381;14,022;14,3475;15,1725;11,6933;12,4641;12,5488;10,9955;1,93396;0,0014452;2,16959;3,58006;+
N1NTN5;19,7071;19,6798;19,6537;20,0279;14,6769;15,3003;15,2907;15,1202;6,80876;0;4,6701;27,4263;+
N1NV13;18,3593;19,1462;17,6877;20,4091;18,517;17,9815;17,598;18,599;0,533475;0,097139;0,726704;1,15299;
N1NVB6;14,4599;13,5538;14,0108;14,9389;13,9061;13,5348;13,4305;13,348;1,11362;0,0160443;0,686016;2,13214;+
N1NVC3;14,3598;13,7605;14,4612;14,7497;13,2299;14,1185;14,249;14,2183;0,551471;0,0915819;0,378832;1,18482;
O01159;17,6242;18,7067;16,9879;17,6703;14,3492;13,9217;13,7217;14,4696;4,01802;0;3,63172;9,14933;+
O01254;13,9539;14,4279;14,415;14,6211;18,701;17,9667;18,7148;19,3207;5,06197;0;-4,32132;-13,8907;+
O01257;18,2756;17,5901;17,9603;17,285;16,9198;16,6122;16,4644;17,3482;1,74948;0,00238374;0,941595;3,23475;+
O01263;17,6998;17,6158;18,0453;18,1675;15,5514;15,0176;14,5876;15,344;4,4934;0;2,75695;11,0846;+
O01300;15,4926;15,1628;15,0207;16,2296;16,1508;16,1628;16,1479;16,2459;1,38277;0,00717093;-0,700395;-2,58622;+
O01302;14,434;14,2633;14,441;14,9725;14,1137;14,9699;14,7281;15,1017;0,317147;0,214604;-0,200645;-0,749702;
O01314;15,018;14,7002;15,6;16,8967;13,692;14,0518;13,7242;14,0014;1,84727;0,00184798;1,68634;3,41594;+
O01422;16,0425;15,2227;15,9126;16,7433;13,928;13,8763;14,0599;15,543;1,73988;0,00241978;1,62848;3,21716;+
O01426;17,0062;17,6014;16,8146;16,3067;14,5226;14,3285;15,0375;14,5149;3,56035;0;2,33132;7,57449;+
O01427;14,1537;14,3934;14,28;14,9273;13,6819;13,3544;12,588;11,5623;1,77355;0,00227655;1,64194;3,27896;+
O01442;14,4473;14,2535;14,1368;14,9594;11,1999;11,1908;11,1676;11,6544;5,17937;0;3,14607;14,5478;+
O01454;17,5489;17,874;17,2515;17,7796;16,238;15,6903;15,4612;15,4081;3,73536;0;1,91412;8,14669;+
O01460;15,9323;15,427;16,2243;16,8735;13,7017;14,1926;14,3136;14,5028;2,85222;0,000162162;1,93657;5,58094;+
O01479;16,4918;16,1134;16,7989;16,5106;14,5174;13,9049;14,2007;14,448;4,51786;0;2,21094;11,1936;+
O01497;17,2631;16,6705;16,2884;16,7269;15,6973;14,9859;15,326;15,9853;2,23754;0,000624434;1,23859;4,1841;+
O01498;15,904;15,897;16,4062;17,1301;14,712;14,4393;14,3862;14,895;2,81633;0,000184585;1,72621;5,49186;+
O01504;16,6243;16,0061;17,36;16,5829;21,1589;21,0754;20,9546;20,9939;5,36694;0;-4,40243;-15,6596;+
O01513;16,6165;16,0518;16,4349;15,6599;14,6028;15,298;14,9734;15,2193;2,35187;0,000435907;1,16738;4,42485;+
O01516;17,5478;18,1221;17,7914;18,2755;15,9702;16,0772;16,2339;16,196;4,33773;0;1,81485;10,4136;+
O01517;14,3735;14,4408;14,3585;14,6765;13,3918;13,0003;12,2721;12,5598;3,18143;6,00E-05;1,65634;6,44868;+
O01524;16,6989;16,6297;16,4713;17,2334;15,3639;15,2331;15,0578;15,5179;3,57749;0;1,46513;7,62898;+
O01530;16,7558;19,199;18,2762;17,0272;19,5872;18,9609;18,843;19,2581;1,20043;0,0127584;-1,34774;-2,2773;+
O01531;13,7639;14,2778;13,1203;15,1037;7,40849;9,54216;7,71065;11,6954;2,44928;0,000382437;4,97725;4,63636;+
O01532;21,0811;20,5819;19,9336;21,8088;19,2819;19,2572;19,4347;19,5206;1,98746;0,00119573;1,47773;3,68308;+
O01541;19,6566;19,882;19,947;20,0625;18,459;18,7547;18,595;18,5149;4,73805;0;1,30611;12,22;+
O01542;20,0162;19,7418;19,7076;20,192;20,7267;20,6046;20,355;20,1432;1,68654;0,00273061;-0,542983;-3,12016;+
O01549;14,4649;14,2581;14,0932;13,8702;14,1596;14,5444;13,9473;13,1772;0,283737;0,245773;0,214489;0,682631;
O01571;14,4518;14,0182;13,3576;14,792;11,9138;12,9626;12,5541;12,7589;2,23992;0,000625142;1,6075;4,18903;+
O01572;16,8337;16,9255;16,8676;18,0772;15,6751;15,6943;15,7914;16,1049;2,28771;0,000538844;1,35961;4,28879;+
O01576;17,598;17,7015;17,6143;18,5879;16,8696;17,0801;17,6983;16,5826;1,29323;0,00943965;0,81775;2,43369;+
O01577;18,7758;18,5148;18,7405;20,1139;17,8921;17,503;17,5193;18,2479;1,66369;0,002911;1,2457;3,07894;+
O01578;11,8066;15,6994;15,4757;15,3764;14,6193;14,4543;14,6463;14,2728;0,0337312;0,839484;0,0913601;0,0978074;
O01590;14,2332;14,1314;14,273;14,3588;12,4684;12,0979;12,854;12,9979;3,66374;0;1,64452;7,90826;+
O01591;14,4166;14,1952;14,1757;15,0162;11,422;11,1495;11,2105;8,97464;3,08948;5,69E-05;3,76177;6,19672;+
O01592;18,9938;19,3438;18,7616;20,1133;17,7895;17,6904;17,6241;18,1754;2,44832;0,000381967;1,48327;4,63423;+
O01593;16,7472;17,0711;17,9645;18,3327;17,9501;16,2684;15,8285;17,5991;0,43597;0,136112;0,61732;0,976644;
O01602;20,1325;19,1157;19,0096;20,0703;17,6359;17,4606;17,5957;17,8265;3,12477;5,80E-05;1,95235;6,2925;+
O01603;14,2835;13,8241;14,2179;14,7824;13,7584;13,0525;12,7201;14,7598;0,694073;0,0573155;0,704314;1,43143;
O01614;15,5723;14,1425;14,7037;14,9863;13,5624;13,029;12,8336;13,3368;2,56925;0,000328982;1,66076;4,9054;+
O01615;17,5195;17,2626;18,4042;19,1006;18,8947;19,1919;19,2779;19,1777;1,3192;0,00872758;-1,06383;-2,47776;+
O01634;17,2857;16,3204;17,6763;17,1403;14,8426;14,4066;14,7426;14,5972;3,74573;0;2,45847;8,18173;+
O01658;23,8953;23,7397;22,7784;23,6195;17,1232;17,8879;13,468;15,1995;3,50654;0;7,58859;7,40551;+
O01683;15,895;16,1382;15,8627;15,4388;14,0633;14,3441;13,5491;14,7525;2,89279;0,000131013;1,65639;5,68287;+
O01685;16,4898;17,0754;16,6359;16,8364;17,2745;17,4901;17,5583;17,4472;2,54685;0,000326003;-0,68315;-4,8544;+
O01686;14,5146;13,8403;14,4349;15,1355;13,5553;11,7607;13,2773;11,8081;1,87106;0,00170557;1,88097;3,46065;+
O01692;20,5512;20,5969;21,3501;22,027;19,0997;18,9805;18,8769;19,2029;2,95899;0,000136243;2,09128;5,85211;+
O01739;17,8796;18,1946;17,7976;17,3224;17,0874;16,6515;17,141;17,2414;1,86728;0,00174247;0,768213;3,45352;+
O01755;15,6972;15,2021;14,7344;14,5695;14,3074;14,3623;14,169;14,376;1,56053;0,00404662;0,747169;2,89513;+
O01756;14,3962;14,3677;14,3821;15,1544;14,4668;13,7598;14,226;14,6945;0,468745;0,121821;0,288304;1,03673;
O01757;17,0001;16,8043;17,0646;16,5251;14,4268;14,0344;13,869;14,8556;4,27644;0;2,55207;10,1597;+
O01758;14,2869;14,2652;14,424;15,0814;13,5039;12,8617;12,517;14,2093;1,59583;0,00354989;1,24141;2,95762;+
O01759;14,9858;15,0764;14,1264;15,4245;14,162;13,8288;13,6579;14,3822;1,50463;0,00491352;0,89557;2,79699;+
O01761;18,3531;18,5555;18,4396;19,3757;16,3272;16,2659;16,0643;16,5201;4,09032;0;2,38659;9,42254;+
O01763;15,1383;15,5909;15,5847;17,1313;14,2167;14,1563;14,4791;14,6264;1,79219;0,00224419;1,49168;3,31339;+
O01780;19,3805;18,662;19,6141;19,4926;16,8724;16,5521;16,3776;16,6834;4,51972;0;2,66593;11,2019;+
O01789;17,2584;16,6665;17,0651;17,499;14,0744;14,6279;14,6335;14,7717;4,49373;0;2,5954;11,0861;+
O01802;19,2995;19,6349;19,8996;19,7028;18,633;18,982;18,6626;18,491;2,94074;0,000134808;0,942088;5,80509;+
O01803;20,0511;19,9593;20,1051;20,3727;18,8028;18,9373;18,7652;18,7239;4,91981;0;1,31476;13,1327;+
O01804;16,5657;17,083;17,3507;18,1759;16,0611;16,2266;15,6846;16,1597;1,9073;0,00156603;1,26086;3,52922;+
O01805;20,3994;20,1748;19,437;20,3828;20,7894;20,6453;20,2309;20,472;0,854234;0,0348308;-0,435854;-1,70081;+
O01806;20,7282;21,0567;20,8951;21,2164;19,4167;19,6437;19,2013;19,2352;4,46449;0;1,59987;10,9571;+
O01812;19,535;19,3696;19,4847;19,9163;20,0458;20,3423;20,1943;20,0511;2,25732;0,000594615;-0,58195;-4,22519;+
O01813;24,0969;24,6992;24,5644;24,4931;22,5926;23,0802;22,9037;22,4585;3,94239;0;1,70466;8,87106;+
O01814;17,8522;17,769;17,7773;18,7031;16,953;17,0406;17,1345;16,8994;2,3315;0,000457232;1,01855;4,38139;+
O01815;15,8122;15,8681;15,8935;16,007;14,4594;14,701;14,0392;14,2583;4,33691;0;1,5307;10,4101;+
O01816;18,5811;18,9471;18,9041;19,8804;16,2054;16,5588;16,819;16,2979;3,79832;0;2,60789;8,36137;+
O01820;14,4945;14,3886;14,4365;14,9394;12,8358;12,5675;12,5972;13,0329;4,42534;0;1,80639;10,7865;+
O01826;17,4312;17,275;17,2653;16,7534;15,4297;14,6885;14,9933;15,2431;4,13492;0;2,0926;9,5947;+
O01833;15,6904;15,7665;14,5172;16,4642;14,0299;14,5144;13,8306;14,399;1,76557;0,00231626;1,41611;3,26428;+
O01862;13,975;14,2062;14,3793;14,8928;11,0841;11,1695;11,2315;11,5666;5,07868;0;3,10042;13,9825;+
O01864;24,9576;25,55;24,8358;25,1913;18,957;18,8386;17,0068;18,2597;5,17335;0;6,86818;14,5135;+
O01868;18,8139;19,5077;18,5351;18,9302;17,9303;18,7812;18,2609;17,8649;1,34364;0,00814414;0,737414;2,51935;+
O01869;21,7954;21,7435;21,2748;21,5574;20,5084;20,4953;20,2795;20,4292;3,98873;0;1,16468;9,04066;+
O01870;14,4118;13,8838;14,4382;14,8779;11,1647;11,227;11,0402;11,6368;4,89693;0;3,13576;13,0143;+
O01876;18,1407;17,7201;18,0695;18,8458;16,9287;16,6641;17,0409;16,7066;2,77229;0,000200096;1,35897;5,38397;+
O01882;18,3767;17,9606;16,5868;18,0353;14,4852;14,8555;15,1189;15,0227;3,32263;0;2,86928;6,85116;+
O01884;14,441;14,2205;14,0901;15,1465;13,8592;13,3142;13,4293;14,3369;1,17567;0,0136297;0,73963;2,23579;+
O01889;14,3837;13,8295;14,4498;15,0612;11,3331;11,144;11,1477;11,6539;4,50874;0;3,11136;11,1528;+
O01893;15,4323;15,8775;16,039;16,1481;14,0963;13,8005;13,7038;13,6925;4,51467;0;2,05095;11,1793;+
O01918;14,4337;14,3651;14,2966;14,1206;11,4659;11,0366;11,0309;11,4951;6,11099;0;3,04689;20,9314;+
O01925;19,1712;18,9254;18,9822;19,7803;15,6393;15,7449;15,5934;16,1109;5,27242;0;3,44261;15,0896;+
O01969;14,3508;14,3919;14,4783;14,6473;11,3114;12,1432;10,8312;11,7436;4,28989;0;2,95971;10,2149;+
O01971;18,3616;18,1896;17,8983;18,4027;16,3134;16,0736;16,0403;16,1598;5,40828;0;2,06626;15,9153;+
O01974;18,7882;18,2791;18,2701;20,4069;16,8715;16,8817;16,7999;17,2358;2,08086;0,000764602;1,98889;3,86633;+
O02040;13,9317;13,4795;14,3005;14,605;13,527;12,8966;12,0878;13,8823;1,10661;0,0162725;0,980767;2,12046;+
O02053;14,4509;14,4353;13,7124;15,0885;15,6746;14,0049;14,1757;13,9077;0,0127395;0,937669;-0,0189366;-0,0377755;
O02056;19,3301;19,6716;19,0224;20,1677;17,7559;18,209;17,7819;18,7885;2,19918;0,000654464;1,41412;4,10504;+
O02058;13,9457;14,439;14,3926;14,4766;14,8736;13,9019;13,1988;14,6347;0,154864;0,440997;0,16121;0,404226;
O02063;17,0001;17,8842;15,1645;18,0545;16,0191;15,7698;16,3059;15,4976;0,82269;0,0384049;1,12771;1,64814;+
O02075;14,2328;14,1599;13,9834;14,9972;11,2771;11,2359;11,2364;11,707;4,65683;0;2,97923;11,8316;+
O02082;17,8601;16,3578;18,7653;16,8862;17,7529;17,492;17,071;17,438;0,0177735;0,912708;0,0288849;0,0524128;
O02086;15,2031;15,1028;14,2055;15,8389;12,8667;12,3082;13,0968;13,784;2,41683;0,000389652;2,07365;4,56522;+
O02089;17,2668;17,1203;17,2234;17,417;15,0257;14,7741;14,1304;14,6253;4,93231;0;2,61799;13,1977;+
O02092;17,5216;16,881;17,8593;18,354;16,7314;15,3927;14,8556;16,3089;1,88006;0,00166379;1,83185;3,47762;+
O02097;14,0008;13,4986;14,4704;15,0307;12,8616;12,3614;12,1584;13,5428;1,82742;0,00192293;1,51903;3,37882;+
O02101;17,0428;16,0753;15,3088;17,8321;14,7028;13,899;13,7335;14,4284;2,1386;0,000673913;2,37378;3,98187;+
O02106;14,0841;13,8681;13,9051;15,1711;12,7571;13,2546;13,581;12,5469;1,70501;0,00263619;1,22219;3,15363;+
O02108;19,4226;19,0248;19,2799;19,5557;17,6279;17,5833;17,7338;17,4095;4,91474;0;1,73213;13,1063;+
O02109;19,038;17,4466;17,366;17,9629;15,2292;15,3007;15,034;15,4524;3,31879;0;2,69928;6,83996;+
O02115;18,0697;17,7733;18,7448;19,0149;18,452;18,6488;18,8897;18,8368;0,450421;0,129289;-0,306155;-1,00325;
O02129;13,9877;14,3258;13,427;14,0477;11,3624;11,2335;11,2421;11,718;4,61398;0;2,55807;11,6314;+
O02141;16,9463;17,2779;17,3231;17,6103;14,2125;15,1988;15,2972;14,5477;3,81635;0;2,47533;8,42371;+
O02153;14,0077;13,8795;14,3671;15,0022;14,0403;13,5534;13,5513;14,838;0,346826;0,190563;0,318403;0,807944;
O02154;14,3771;14,4367;14,3006;14,7212;11,2183;11,1506;11,0069;11,6562;5,88027;0;3,20089;19,1355;+
O02155;18,1674;18,6024;18,0065;18,2755;16,3915;16,5093;16,9784;16,9642;3,64711;0;1,55209;7,85376;+
O02158;18,0308;18,2791;18,0047;19,134;18,199;18,107;17,9867;18,1434;0,41786;0,146031;0,253103;0,943036;
O02161;15,955;16,1986;16,3609;16,5868;15,0635;15,2203;15,0302;14,8942;3,75278;0;1,22327;8,20561;+
