geneName;Leading.proteins,log2 N2_d15_01,log2 N2_d15_02,log2 N2_d15_03,log2 N2_d15_04,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04
lea-1;F5GUH5,18.2586,21.1681,17.886,21.283,24.0954,23.2615,25.0874,23.3093
lea-1;F5GUH5;H2FLK8,21.46,19.4497,20.4328,19.4021,19.5364,18.3527,18.8386,21.0226
lea-1;F5GUH5;H2FLK8,20.0819,20.4092,21.3217,21.2655,23.2176,22.4559,22.3444,21.9836
lea-1;F5GUH5,19.8339,21.0678,19.5667,19.569,23.3797,23.6099,24.2852,22.4755
lea-1;F5GUH5;H2FLK8;H2FLK9,19.7619,20.4334,19.9032,19.1691,17.995,19.1409,19.1993,19.2084
lea-1;F5GUH5;H2FLK8,20.2409,20.0189,20.2749,20.0735,24.5829,24.6239,24.9575,24.9802
lea-1;F5GUH5;H2FLK8,20.3171,19.7158,19.5914,20.5238,21.1861,19.5842,18.7329,19.8764
lea-1;F5GUH5;H2FLK8;H2FLK9,19.388,19.3537,19.3861,21.0336,19.4542,18.8969,19.6763,19.6763
lea-1;F5GUH5;H2FLK8;H2FLK9,18.3745,19.6509,20.3413,18.3072,22.8104,23.6355,22.5789,24.2658
lea-1;F5GUH5;H2FLK8;H2FLK9,21.36,18.7137,20.6125,21.4307,23.1448,23.4865,23.4411,22.7899
lea-1;F5GUH5,23.5736,24.1937,23.8737,27.0151,18.4907,19.4484,19.9348,19.095
lea-1;F5GUH5;H2FLK8;H2FLK9,19.3578,21.7353,19.9574,18.787,21.9413,23.3078,23.1897,23.9701
lea-1;F5GUH5;H2FLK8;H2FLK9,20.6793,19.4896,20.0397,20.6349,23.8262,24.2318,24.6293,25.3392
lea-1;F5GUH5;H2FLK8;H2FLK9,20.3573,20.4227,19.8166,19.3413,18.4717,21.4928,19.6379,20.0198
lea-1;F5GUH5;H2FLK8;H2FLK9,19.4498,21.7505,18.9672,18.4686,20.069,20.2554,21.5544,18.8774
lea-1;F5GUH5;H2FLK8;H2FLK9,19.3317,19.9094,21.0387,21.478,22.6269,23.1474,24.3125,23.6947
lea-1;F5GUH5;H2FLK8;H2FLK9,19.7478,20.2371,19.9606,21.8212,23.6393,23.805,22.2667,23.2822
lea-1;F5GUH5;H2FLK8;H2FLK9,17.1606,19.2172,19.7994,19.4629,19.5091,18.487,20.6211,16.9355
lea-1;F5GUH5;H2FLK8;H2FLK9,21.9835,17.8418,20.3553,21.1664,19.5449,21.4002,19.861,18.2687
lea-1;F5GUH5;H2FLK8;H2FLK9,24.6384,22.5866,22.2145,24.7368,23.3148,22.0236,24.5431,22.2709
lea-1;F5GUH5;H2FLK8;H2FLK9,20.1652,18.7826,20.4322,19.1907,20.7949,19.5689,21.8077,18.7501
lea-1;F5GUH5;H2FLK8,20.6266,18.0197,20.7001,19.9462,17.569,19.3742,20.1951,18.3802
lea-1;F5GUH5;H2FLK8;H2FLK9,30.3155,30.4575,27.9955,30.4557,30.8933,32.0188,24.7458,28.4877
lea-1;F5GUH5,21.2619,20.3575,20.1667,21.0832,17.8198,17.8235,20.7676,16.6469
lea-1;F5GUH5;H2FLK8;H2FLK9,21.8388,19.8537,18.5224,19.157,22.8286,22.6279,23.4471,22.5939
lea-1;F5GUH5;H2FLK8;H2FLK9,22.9495,21.7835,21.0992,22.6169,19.1988,18.4626,19.2741,17.4915
lea-1;F5GUH5;H2FLK8,20.132,19.4976,20.1909,19.7235,18.4644,17.47,17.1427,19.3277
lea-1;F5GUH5;H2FLK8,20.9535,18.3628,20.4228,21.8979,17.3993,20.3039,21.25,18.1057
lea-1;F5GUH5;H2FLK8;H2FLK9,18.5039,20.0466,19.8599,19.085,21.8246,23.454,23.3713,23.2539
lea-1;F5GUH5;H2FLK8;H2FLK9,19.5146,20.557,19.3573,19.4604,20.4443,20.8964,21.5306,20.3932
iff-1;G1K0V8,21.4704,17.7626,17.6638,17.1825,19.3329,20.1426,17.7119,16.795
iff-1;G1K0V8,21.0907,20.1917,19.918,20.7064,19.1536,18.2979,19.6507,18.1754
pgp-6;pgp-7;Q1ZXU6,27.7863,27.1907,25.4251,27.1543,26.727,26.3817,26.7905,25.7815
gsp-1;gsp-2;G3MU14;P48727,23.9174,22.9295,22.9544,19.6968,19.7462,17.5782,20.3071,17.9435
math-33;usp-7;G3MU81,24.5105,24.4297,23.8688,23.8909,17.643,18.8478,17.0341,19.3229
sec-61;G3MU88,21.0901,20.9394,19.8595,19.3134,18.9542,20.3207,21.3337,18.3234
sec-61;G3MU88,19.3226,19.5512,19.4274,17.0984,20.754,19.4384,21.9728,18.2827
;G4RTI0,20.6539,17.3072,19.706,17.1653,19.7205,19.0348,19.5367,19.8342
spc-1;G4S034,20.3312,19.4854,18.7793,20.0732,18.5624,19.4784,18.3835,18.0383
spc-1;G4S034,18.8935,20.8898,20.9171,21.3071,17.738,19.4275,20.4183,20.64
spc-1;G4S034,24.1211,23.4561,25.2415,23.6366,24.2741,24.158,22.8946,23.5561
spc-1;G4S034,20.5526,19.6342,21.1369,21.7295,20.0813,18.8675,19.5729,19.7465
;G4S1A4,23.2458,23.8072,24.1225,23.0268,19.2107,18.8003,21.9644,19.6018
;G4S1A4,26.5684,25.2574,24.7388,26.3982,19.0669,18.0669,17.593,19.0106
;G4S1A4,21.1853,20.6856,20.357,21.3737,20.4241,18.8863,19.0435,16.8728
;G4S1A4,22.4073,21.8101,23.2043,21.6621,16.4848,20.5165,20.3536,19.8431
;G4S1A4,20.0327,20.1123,20.5357,19.1896,20.9534,19.4424,21.0029,19.9266
;G4S1A4,25.905,24.3068,23.9566,20.0154,23.199,22.0062,22.6135,22.3649
str-176;G4S3P8,25.3189,26.5279,25.6915,26.0265,16.7214,19.6868,19.8559,21.0907
;Q20314,23.4777,24.0789,24.4995,23.3749,19.2673,18.8895,19.6331,18.9569
gei-15;G4SI07,17.3815,18.1687,17.9217,19.6917,17.4676,16.4274,18.8624,18.5045
gei-15;G4SI07,19.8415,20.2842,21.4449,21.2217,20.5438,20.6796,18.3952,17.1989
pqn-52;G4SL51,22.4158,23.1109,23.9931,23.6942,23.7556,22.3971,23.0408,20.7424
ttn-1;G4SLH0,21.0937,20.1407,19.0024,21.2089,24.0051,24.3379,23.9363,24.6248
ttn-1;G4SLH0,20.7891,19.4975,18.3821,21.4322,21.3659,20.1069,21.2307,20.8674
ttn-1;G4SLH0,21.9105,18.8955,19.4174,19.6534,20.7594,17.0755,17.7243,18.4891
ttn-1;G4SLH0,20.834,21.0116,19.9613,18.7106,20.383,19.6142,19.0269,17.5282
ttn-1;G4SLH0,20.1276,20.231,20.2956,17.3595,24.4204,25.6729,25.3376,25.193
ttn-1;G4SLH0,19.526,18.0778,19.0989,21.8904,19.9504,20.2255,20.4459,19.4228
;G4SPY1,23.8993,23.0619,24.0711,24.1859,24.4426,24.6495,24.4191,24.0166
;G4SRU7,20.4092,18.0831,21.4657,20.9197,18.0578,19.1431,20.4118,19.4304
glo-1;G5EBF0,18.84,20.65,17.4539,19.2496,18.9403,19.1827,17.6423,17.1487
pud-2.1;G5EBF3,19.8464,20.2186,19.9733,17.6009,16.3169,21.6457,21.6868,19.3947
pud-2.1;G5EBF3,18.4318,19.844,21.4777,20.4537,21.476,18.7307,19.0431,19.2258
pud-2.1;G5EBF3,18.2787,20.4461,21.2092,19.072,18.8257,20.7825,18.7132,20.9722
pud-2.1;G5EBF3,20.7327,21.6355,18.9978,20.3324,18.4149,18.3711,19.1795,19.4054
pud-2.1;G5EBF3,18.9164,19.8234,19.4216,20.4987,19.117,17.6594,21.7749,18.9948
pud-2.1;G5EBF3,18.9492,19.684,21.4813,21.0635,17.7967,18.4189,19.6903,18.4891
pud-2.1;G5EBF3,20.4647,20.069,17.7992,18.0776,19.0166,18.5586,20.4571,20.2653
pud-2.1;G5EBF3,20.8016,19.8737,21.1281,21.3161,19.1168,18.7039,20.8748,19.67
pud-2.1;G5EBF3,19.1335,21.2522,18.9884,19.3179,17.9188,16.928,19.9437,19.0931
pud-2.1;G5EBF3,19.483,18.9951,20.6263,19.4154,19.9169,19.4093,19.9123,17.8682
pud-2.1;G5EBF3,20.403,21.1487,20.2297,20.6373,19.1554,21.4434,20.3759,20.4189
;G5EBF4,20.7393,18.3722,18.8534,20.2221,19.0502,17.7018,21.6477,19.6785
tat-5;G5EGE0,20.0921,21.0957,20.3984,17.8809,19.5547,18.57,21.0997,17.3182
4D656;G5EBI0,24.9342,23.6184,23.9278,26.5276,24.9562,23.47,23.4485,24.0175
fmo-2;G5EBJ9,18.8404,19.6749,20.508,21.8597,20.2711,19.2415,18.9736,19.2812
fmo-2;G5EBJ9,19.6938,19.0997,19.0914,21.8779,18.6231,17.6804,19.4102,20.0059
fmo-2;G5EBJ9,20.4306,17.6989,20.4288,18.9032,19.1191,20.4078,19.4019,17.1656
fmo-2;G5EBJ9,19.5247,19.7062,20.8678,20.5808,19.5432,17.9049,19.7496,21.562
fmo-2;G5EBJ9,21.9906,20.0712,21.4309,20.8944,20.0254,20.4752,20.7732,21.2003
erm-1;G5EBK3,20.4479,21.6142,20.6203,21.4779,20.2287,20.6446,20.1502,19.6888
erm-1;G5EBK3,18.8732,18.403,19.5413,19.3917,18.9977,17.236,20.4165,19.1631
erm-1;G5EBK3,20.7056,17.2417,21.3314,19.6897,20.9652,19.4016,19.8572,19.1199
erm-1;G5EBK3,20.7719,19.8037,18.3326,19.4403,17.0262,18.8223,19.9867,19.1176
erm-1;G5EBK3,20.1364,20.4175,19.3653,21.0582,18.6525,19.6118,20.9361,18.9671
erm-1;G5EBK3,24.3715,24.243,24.0145,22.0918,23.5396,23.8732,24.8231,24.0552
erm-1;G5EBK3,19.9267,19.791,20.0202,18.9135,17.061,20.9613,20.0991,18.3528
snf-3;G5EBN9,24.5384,24.4112,23.6539,24.6609,25.6401,25.1128,25.3928,24.7274
snf-3;G5EBN9,26.1708,23.3685,23.7665,23.8778,18.4144,20.662,20.5008,19.5688
snf-3;G5EBN9,21.1614,21.112,19.9778,19.9686,18.1026,20.2283,20.9742,20.0059
snf-3;G5EBN9,23.9321,23.7038,23.6946,19.8164,19.2849,21.9565,20.8761,20.4336
;G5EBP5,24.9753,24.1424,24.1169,21.6935,25.8161,26.4069,26.1974,26.7525
;G5EBP5,18.5561,19.3563,21.2686,19.406,19.9839,19.1679,18.9269,19.5435
;G5EBP5,24.0705,23.7277,23.6244,20.7242,25.7475,26.062,24.0668,25.3835
;G5EBP5,20.5859,20.5746,20.1095,20.8127,27.4697,25.7621,24.4556,24.0151
;G5EBP5,23.117,24.6623,22.7271,26.432,16.5655,20.5678,21.0006,19.2988
;G5EBP5,17.7295,19.5617,18.8673,20.3713,18.3123,18.149,19.2924,20.7276
;G5EBP5,22.8857,23.4533,25.3079,24.5965,18.885,21.3849,21.6015,18.5028
;G5EBP5,20.9025,17.1138,17.6776,19.0682,19.4002,18.216,20.4931,19.5947
;G5EBP5,21.8229,20.6663,18.7706,21.3223,22.0452,23.7886,22.8834,22.9555
;G5EBP5,25.1599,24.7137,24.3574,21.7608,24.0832,23.7741,25.3882,24.7869
;G5EBP5,22.3202,24.9183,24.3574,21.6681,22.8781,24.4714,24.1278,24.8056
;G5EBP5,21.5098,20.2862,19.9587,21.6619,18.4796,20.8881,22.0388,18.7497
glc-1;G5EBR3,19.3841,20.7528,20.2398,20.9472,16.9153,20.4264,19.9978,20.1918
glc-1;G5EBR3,19.6998,21.5165,19.8713,18.596,20.2015,19.4337,20.8547,19.2049
;G5EBT8,19.8348,19.9084,21.2581,19.1209,24.1367,24.8969,25.2311,25.2022
lec-10;G5EBV4,21.1196,20.609,18.8315,19.545,18.7059,21.6294,20.171,18.6633
pgl-3;Q965J2,25.4417,25.3699,25.5377,25.8971,18.5345,18.7762,16.9453,18.5938
;G5EBY4,19.898,19.4056,19.1515,18.8752,23.6851,24.8454,23.2549,23.4191
phf-5;G5EBY6,19.9684,17.8388,19.9714,18.7165,19.5745,20.0444,20.6323,19.5551
let-418;G5EBZ4,21.5264,20.3428,19.6379,19.8619,15.7372,19.7849,19.1242,18.3853
;G5EC03,19.653,20.4847,20.6261,20.139,19.7883,20.3333,19.8713,18.2798
evl-14;G5EC05,19.5488,19.2049,20.2526,20.0838,33.3122,35.0087,31.7252,33.0983
lec-9;G5EC10,21.4962,18.8116,20.6911,20.2831,19.377,21.4255,19.7303,18.7802
lec-9;G5EC10,19.9357,21.354,19.8882,18.3009,19.176,19.5829,19.162,17.8424
zen-4;G5EC43,24.081,24.1122,22.3582,23.7767,22.7043,23.0192,23.6846,22.3038
nrfl-1;I2HAI6;X5LQ26,23.1235,23.8276,20.9846,22.8769,20.6982,18.8384,18.8775,17.2759
nrfl-1;I2HAI6;X5LQ26,17.2123,19.4656,18.3833,20.1275,18.4791,18.9426,18.826,16.8896
nrfl-1;I2HAI6,21.3666,19.0989,20.8765,20.9251,25.9775,25.863,27.2852,26.9258
ubql-1;G5EC78,21.3932,21.3369,18.8898,18.8477,18.5811,19.889,19.9417,19.549
ubql-1;G5EC78,19.8604,20.1552,21.3141,19.7023,18.7466,16.8044,20.3361,18.909
ubql-1;G5EC78,20.8576,20.0159,20.019,21.3414,19.8877,18.4001,17.469,18.4922
oma-1;G5EC86,20.8734,20.1885,21.2472,19.0985,19.7972,20.6183,21.0483,17.5191
dpy-11;G5EC91,27.0865,26.373,25.1141,20.333,25.5755,25.7854,25.7303,25.4019
dpy-11;G5EC91,21.0856,20.7797,20.3832,19.6905,18.3991,19.2243,20.2961,17.7727
cyp-29a2;G5EC97,24.862,23.8965,22.398,25.172,22.3153,23.3456,23.5878,22.6769
cyp-29a2;G5EC97,20.3394,20.2399,18.1657,19.7275,18.5083,19.5261,19.3305,19.4416
cyp-29a2;G5EC97,20.3227,21.5447,20.2103,19.3182,19.1876,17.0481,20.331,19.7076
ctps-1;G5EC98,21.4668,20.3878,20.4505,21.3727,17.7917,18.0263,19.3407,20.6358
usp-48;G5ECC7,19.9846,18.3819,20.546,19.2479,21.1091,20.1694,20.2643,19.9489
;G5ECF6,20.3165,21.1472,20.436,18.754,22.3879,23.7218,22.7805,23.2114
tac-1;G5ECG0,19.7136,18.2525,20.4024,21.4398,18.3455,18.2087,19.951,19.5422
vab-10;G5EFK7,21.554,19.9841,20.5894,20.7562,19.205,20.381,18.1553,17.9349
;G5ECL1,17.6774,19.6674,19.5374,18.7976,19.2309,18.2829,18.0716,19.5492
dcp-66;G5ECM2,21.6076,20.1513,20.4018,21.5554,17.5888,19.976,17.837,18.8726
elb-1;G5ECR7,18.4285,21.8567,20.0061,20.3392,19.3545,20.1591,18.6182,21.2917
gpc-2;G5ECT6,20.9616,21.1637,18.116,17.7464,23.9007,24.6077,24.8504,25.5508
gpc-2;G5ECT6,23.3811,24.2726,22.6513,23.8807,23.5254,21.9544,24.3107,22.0246
skr-1;G5ECU1,20.9126,20.628,20.5334,19.945,21.1056,18.1715,20.2636,20.3585
dlg-1;G5ECY0,21.2491,18.7055,19.5855,19.976,21.3827,20.2932,18.8112,19.5529
dlg-1;G5ECY0,19.9647,21.4026,18.8748,19.8467,19.8153,17.9503,20.5715,16.1964
skr-8;G5ECY4,23.9676,23.5404,22.9013,24.5534,18.776,18.8857,18.6993,19.8209
skr-8;G5ECY4,20.8547,20.2328,19.1819,21.1627,18.6258,20.109,18.0902,18.1332
chn-1;G5ECY6,21.9381,20.3203,18.9094,20.2739,23.511,22.6531,24.3393,23.1309
chn-1;G5ECY6,20.8531,21.0808,20.2746,20.5384,21.1487,18.4291,18.9778,20.1221
unc-44;G5ECZ1;Q17490,21.0637,19.2917,20.5778,20.8327,19.2641,19.1986,19.9667,17.3399
unc-44;G5ECZ1;Q17490,18.2635,19.3915,20.5172,17.6822,20.3051,19.602,17.9731,18.9707
unc-44;G5ECZ1;Q17490,18.9637,21.093,20.0196,18.9784,20.2438,17.8358,19.4185,18.8515
unc-44;G5ECZ1;Q17490,19.409,20.0851,19.4475,19.6396,18.0782,18.85,20.8737,18.3896
;H9G337,25.5486,25.2253,25.6018,23.4347,25.4724,25.2706,25.1817,24.8993
vab-9;G5ED30,25.3752,23.6189,23.664,25.5825,25.3681,26.0477,26.159,26.0727
fat-5;G5ED44,19.2386,19.4727,19.6624,20.9432,19.8675,20.8383,20.9615,18.8328
eea-1;Q5FC45,23.7466,24.5133,23.7632,27.0303,24.765,23.1966,24.2629,23.9689
eea-1;Q5FC45,23.8528,22.6226,20.566,26.3162,21.5375,18.6205,20.7557,18.7092
eea-1;Q5FC45,27.3849,27.6257,25.0824,27.0263,27.9375,27.8283,28.6756,27.5135
;G5ED91,22.6873,22.9863,20.3541,22.7635,24.671,25.1791,26.9916,26.4361
unc-25;G5EDB7,19.9549,20.2938,20.7154,17.9126,31.9531,32.2453,32.535,32.7899
tba-4;tba-1;tba-2;mec-12;tba-9;G5EDD4;O18688;P34690;P91910,19.7242,20.2373,19.0999,21.19,18.3707,21.2026,17.4639,17.7224
tba-4;tba-1;tba-2;mec-12;G5EDD4;O18688;P34690;P91910,26.7538,26.0746,25.2387,24.6448,19.7954,21.3879,19.6286,16.7225
skr-2;G5EDD8,18.4665,21.3688,19.8916,21.0021,19.2218,20.6123,18.9828,19.3717
skr-2;G5EDD8,19.8081,21.3227,20.17,19.9492,19.4214,18.3156,16.5221,18.2968
skr-2;G5EDD8,19.5576,17.2595,20.8652,18.773,17.8936,18.8544,18.1194,17.1239
tpxl-1;Q8WSN6,20.8995,20.9025,19.846,19.3019,17.0152,19.7245,18.6459,19.6256
kri-1;G5EF18,21.5191,17.4997,17.929,20.3054,18.1599,19.4661,20.5518,20.9655
dcar-1;G5EDI0,19.6643,19.278,20.0929,20.0827,19.5823,19.4974,19.2818,18.6964
ent-1;G5EDJ3,27.9999,26.3873,24.7685,24.3968,28.8879,28.7659,29.035,28.3508
ent-1;G5EDJ3,25.9568,24.639,24.8379,21.7028,17.5456,20.3553,19.9732,18.5429
ent-1;G5EDJ3,26.8654,25.6967,24.4499,25.0401,20.462,18.9801,20.0661,18.1246
dnj-25;G5EDJ6,19.4701,20.4504,17.8391,21.1974,21.3763,18.3459,18.3397,18.5126
nrfl-1;X5LQ26,20.7773,21.3659,21.1179,20.9731,19.6227,19.0806,18.4823,17.3184
nrfl-1;X5LQ26,19.1044,17.466,20.1345,20.4114,18.6842,20.1275,20.114,19.8258
;G5EDM5,19.8436,19.3354,19.9114,18.5109,19.6923,16.9674,19.0589,18.7725
cnb-1;H9G2Y1,20.2894,20.6482,18.5601,18.5829,19.0053,17.6683,19.3042,20.922
clh-1;G5EDQ0,19.894,19.2789,20.384,18.5004,22.706,24.3209,24.4725,23.4068
cle-1;G5EDQ4,24.0854,25.1522,23.3947,24.3976,19.1311,20.0589,19.6329,17.9729
cle-1;G5EDQ4,23.125,22.3067,21.0438,20.0738,22.2207,20.9706,21.2282,21.2067
;G5EDQ7,21.1849,18.2496,18.5953,20.7359,17.3341,20.0032,22.0302,16.6973
;G5EDQ7,18.8238,20.0304,18.4705,19.891,17.7957,20.2845,21.4049,20.6942
sur-6;G5EDR3,21.9309,18.5667,20.2627,20.2426,20.4756,18.5947,19.0179,18.4854
sur-6;G5EDR3,18.1558,19.4946,20.868,21.1685,25.2539,25.4809,23.2486,24.7952
sur-6;G5EDR3,24.123,23.7546,24.0464,21.4992,19.2712,18.4116,19.4938,19.0405
ubr-5;G5EDT9,20.666,20.5826,20.056,20.2455,20.4641,19.8613,21.2818,19.0389
pmr-1;G5EFK9,26.3132,25.5618,25.0799,24.5885,24.5493,25.6197,25.6275,25.2316
cey-4;G5EDV3,24.9571,23.2222,22.7097,23.8054,18.6775,20.2437,18.973,21.0142
cey-4;G5EDV3,20.8567,17.6835,21.1891,20.952,18.0777,21.0314,20.3326,19.4747
cey-4;G5EDV3,25.2285,25.1107,23.5339,25.5397,19.0274,20.0877,19.4578,18.7113
cey-4;G5EDV3,24.6119,24.9317,25.7624,24.2355,19.1332,19.4405,20.2699,18.7877
cey-4;G5EDV3,23.5353,24.1975,23.618,25.7539,18.5216,18.8883,19.6742,17.5778
cey-4;G5EDV3,19.8334,18.9669,20.7983,20.2598,19.9284,20.4853,20.3539,20.5516
skr-7;G5EDY3,26.3892,23.8204,24.8467,25.3694,21.3609,20.1626,19.9495,19.2871
skr-7;G5EDY3,18.2904,20.3712,19.0035,20.2585,20.5813,17.3259,18.1055,17.5758
;Q564W1,20.0835,21.7752,18.9258,20.0911,17.8411,20.3686,19.0009,20.2023
drp-1;G5EDY8,18.8504,18.3587,18.3285,18.8172,17.0624,18.7889,16.3779,18.8295
cpi-1;G5EDZ9,21.0599,19.0577,19.4136,21.1366,20.4158,18.9824,21.21,20.192
hip-1;G5EE04,24.4762,23.8823,24.9458,22.6013,22.8265,22.0499,23.029,21.5507
hip-1;G5EE04,18.548,19.7767,20.4998,21.2019,19.5084,18.1844,19.3103,19.2787
ccr-4;Q8I4B4,19.224,18.913,19.9304,21.8962,19.4762,18.1073,19.3722,21.4224
ptr-23;G5EE13,19.5703,20.9412,18.9354,19.9456,23.847,24.4364,26.6312,24.9429
cuc-1;G5EE41,21.1299,19.0899,20.5811,21.1557,20.5581,19.7144,18.8691,21.1579
;G5EE62,21.6804,20.8526,18.4009,21.7287,18.0551,19.8148,21.427,19.6122
skr-3;G5EE67,19.3501,19.8978,19.6137,19.4652,21.5263,19.4384,20.711,19.8957
skr-3;G5EE67,19.0326,20.5919,20.6005,21.4396,19.5509,18.9794,19.3437,18.3549
skr-3;skr-4;G5EE67;Q9U1Y9,24.2528,24.115,25.3114,23.3547,25.2944,25.3682,26.4271,25.7558
skr-15;G5EE88,21.3549,19.4851,20.2953,18.9099,19.4161,18.9857,21.5346,20.8401
nex-1;G5EEA8,24.3906,23.6886,26.2636,25.865,21.0212,17.7661,18.7605,18.5271
nex-1;G5EEA8,20.0505,18.6495,20.4531,20.1603,24.9806,25.618,26.4839,25.01
nex-1;G5EEA8,20.3781,17.891,20.322,20.1247,17.4578,18.1571,19.3021,20.2149
dpy-14;G5EEB6,20.7003,19.7526,19.3638,20.5391,18.8414,18.3347,20.1832,18.0803
scm-1;G5EED5,24.373,24.9332,24.408,22.865,19.6338,20.0336,20.989,19.6798
scm-1;G5EED5,27.5915,27.0327,24.96,27.4432,22.8227,22.1728,20.4765,21.7187
mce-1;G5EEG4,20.0967,21.1699,18.7249,20.9878,20.0939,18.4159,17.7358,20.8015
frm-1;G5EEP9,19.7571,19.4768,20.0813,19.0943,24.9492,25.066,24.5951,24.3121
frm-1;G5EEP9,20.1937,19.841,20.6827,20.8482,20.4935,19.2545,20.7938,20.4575
frm-1;G5EEP9,22.9146,22.3737,21.1718,24.6288,17.4701,20.1717,18.3366,15.2692
frm-1;G5EEP9,20.9239,18.7279,15.6546,18.9918,23.8133,24.7701,24.6038,24.2832
frm-1;G5EEP9,20.7717,19.9644,19.9385,19.2021,19.4263,21.1116,21.8048,17.8818
;G5EEI9,20.3545,20.8278,20.3045,18.7727,18.8726,17.7685,21.0667,18.0139
msd-2;ssp-16;ssp-10;ssp-19;ssp-9;G5EEJ7;Q21289;Q23058,21.524,20.8152,20.2314,19.7807,20.5463,17.6073,18.3188,20.5478
vglu-2;vglu-3;G5EEK1;Q10046,20.5104,19.266,20.0357,18.6688,23.6241,23.9782,24.5646,24.7024
vglu-2;G5EEK1,25.5057,25.7369,23.8624,24.8032,24.6804,25.2159,26.0113,25.1571
vglu-2;G5EEK1,21.7561,23.8029,22.0726,23.6957,18.9781,19.7719,18.5988,18.9573
vha-5;G5EEK9,25.5888,27.1978,23.654,26.1912,24.6492,24.0552,24.44,23.9968
vha-5;G5EEK9,22.2854,22.1754,24.4694,21.5734,18.3548,19.7026,21.1125,17.7542
vha-5;G5EEK9,23.1665,23.6616,23.231,25.4663,19.3351,17.9796,18.1455,18.5698
vha-5;G5EEK9,17.0484,20.4871,19.3379,19.1358,23.2005,24.2298,25.2663,24.7261
hmg-11;G5EEL9,21.2045,21.4815,18.0793,19.0917,18.9704,20.1841,21.2593,20.2363
hmg-11;G5EEL9,20.2689,18.9103,19.9141,19.7134,19.6562,20.2038,19.9282,18.3176
hmg-11;G5EEL9,19.5618,21.074,18.6279,17.8286,19.6454,19.3513,18.0739,19.2715
hmg-11;G5EEL9,19.7475,19.7368,20.6334,19.717,21.2695,18.445,20.5672,18.6714
hmg-11;G5EEL9,22.0253,21.4282,17.4844,20.1834,19.3216,20.7703,17.8723,20.7386
;G5EEN7,22.3762,22.2038,22.3282,25.9089,19.9399,19.2919,20.6467,20.3305
;G5EEN7,22.3762,21.3755,22.0122,22.4982,18.3865,17.0524,19.8193,18.8333
alg-1;alg-2;G5EGR6;Q86B39,23.9225,22.8459,23.7845,22.8508,19.428,19.6779,19.4019,16.6331
pud-1.2;G5EET8,19.319,19.9449,21.2461,20.6499,20.3237,20.1784,20.0286,20.9217
pud-1.2;G5EET8,21.4023,18.3641,20.1238,21.1607,16.8522,20.1559,19.256,18.9156
pud-1.2;G5EET8,20.4458,20.1538,20.1193,21.1081,22.1631,22.0952,22.8531,23.4843
pud-1.2;G5EET8,19.1467,19.7885,18.7145,20.5933,17.6935,18.3918,20.8979,19.657
pud-1.2;G5EET8,18.4818,20.3804,20.8506,20.4796,19.9308,18.0295,18.1489,19.4215
pud-1.2;G5EET8,21.1177,18.7076,20.0428,20.0473,16.2016,21.4977,19.7973,18.9832
pud-1.2;G5EET8,21.8979,17.8915,20.0381,21.4649,24.9526,27.853,25.1012,26.8899
pud-1.2;G5EET8,18.4359,20.6382,19.3106,20.0491,19.0404,20.1482,22.0017,17.4353
nbet-1;G5EEU1,19.966,20.2809,20.756,20.478,19.5656,17.1251,19.8256,18.6299
nbet-1;G5EEU1,20.1644,20.0242,21.251,19.2844,20.5106,18.7481,20.7069,20.8844
pud-3;G5EEV5,17.24,21.7671,20.721,20.2371,20.6863,18.077,20.548,19.7331
sid-2;G5EEV9,24.711,24.765,25.1397,25.1769,20.466,21.4937,19.9015,19.9828
cnk-1;G5EEW9,24.8839,25.509,27.5581,23.2316,26.2445,21.4383,25.0119,25.7403
skr-12;skr-13;G5EGD5,20.8027,19.9213,23.3646,20.2147,19.2558,18.9876,19.7753,19.7312
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,21.3048,19.7008,17.9247,20.4153,21.4848,19.9474,18.5867,20.0298
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,19.0889,21.5723,21.4641,19.4503,20.9377,20.5006,18.9152,18.9076
skr-12;skr-13;skr-14;G5EGD5;Q9N3U9,21.9992,20.2648,20.4936,18.3661,20.2077,19.6004,19.6151,20.185
;G5EF05,28.8038,28.4197,27.7514,28.1462,27.0384,26.9274,26.5371,26.3412
npa-1;G5EF32,20.8678,19.3918,19.6785,20.3006,19.2487,20.6938,19.345,18.6172
npa-1;G5EF32,20.4011,21.2416,19.3364,21.8011,23.8989,21.7782,22.906,22.5513
pat-10;G5EF37,21.7191,20.3103,19.044,20.447,19.3012,19.6544,21.5853,18.382
pat-10;G5EF37,24.2387,25.0747,22.4155,22.3113,20.7147,17.4188,20.0021,18.5774
;G5EF82,20.5859,20.9879,20.6605,20.4035,17.3548,19.3431,21.1631,17.1264
swsn-1;G5EF87,19.2885,18.3703,18.9291,19.6688,17.913,20.4957,19.1611,19.437
;G5EFC4,19.3558,20.1239,18.3539,21.5987,17.7686,20.0914,20.6943,19.1366
;G5EFD7,22.6523,21.9387,22.1637,22.516,19.8082,19.3972,20.2882,20.9992
;G5EFD7,23.5465,23.1949,22.4404,25.0434,20.1356,20.159,18.1104,21.1455
;G5EFE3,20.3979,20.1453,20.4897,18.8039,18.522,19.4735,21.9125,19.073
