geneName;Leading.proteins,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
F52H2.6;O17397,23.8335,25.8682,24.0555,24.1608,25.1064,24.2028,23.5593,24.7375
F52H2.6;O17397,20.434,23.8922,22.3473,22.6358,20.993,21.1428,21.284,20.1507
attf-2;O17406,19.5877,19.9235,20.917,21.5311,21.4583,19.8605,20.9373,19.7263
attf-2;O17406,20.0185,21.7305,21.2028,21.4618,21.7255,21.0543,21.2873,21.1037
attf-2;O17406,21.6278,20.5099,21.2016,20.9796,21.8453,21.5693,20.2631,21.6156
attf-2;O17406,21.1501,21.3531,21.1738,21.4739,21.32,21.3422,20.3093,21.9028
attf-2;O17406,18.9522,20.2863,21.5335,19.7026,23.5829,24.3,22.645,22.6791
attf-2;O17406,20.2116,20.2611,19.6819,20.9643,21.9272,21.5339,20.702,20.8826
attf-2;O17406,21.5699,20.642,21.6879,21.4785,21.8073,20.7702,21.2758,21.1256
attf-2;O17406,21.2266,20.0761,21.3828,19.6515,21.6444,22.976,21.6408,22.6178
;O17524,20.7,21.4748,20.4159,19.1314,21.4313,21.284,20.4355,21.0422
rap-2;O17599,21.2439,21.1809,20.9175,21.4843,23.9375,21.6227,23.2593,23.6414
ruvb-1;O17607,23.282,24.107,23.6965,23.226,24.0697,22.962,22.9291,23.1114
sams-1;O17680,20.9941,20.8962,20.3499,21.9083,20.3461,20.2226,20.7252,21.9263
;O17682,23.456,23.4398,23.3856,21.9703,20.4508,21.4798,20.0253,20.048
nasp-2;O17687,20.4378,20.6525,19.9951,20.6083,24.322,24.2368,23.5771,23.6913
nasp-2;O17687,21.2023,20.6656,20.9132,20.7458,22.5831,22.4205,23.5948,22.7077
nasp-2;O17687,20.9372,21.1067,21.1652,20.7791,24.2412,24.5746,24.0787,24.7575
nasp-2;O17687,20.093,21.3989,18.9256,21.5602,21.0379,20.5145,21.4868,21.363
nasp-2;O17687,21.2922,21.7292,21.6115,20.9658,23.3197,22.1177,23.0306,23.3093
nasp-2;O17687,22.8639,22.5687,21.065,22.4853,22.0413,21.1931,21.9629,21.8431
nasp-2;O17687,26.7305,25.6385,25.6871,26.5501,21.8408,20.6534,21.2942,20.6768
nasp-2;O17687,21.4066,21.5425,20.6735,20.8085,24.6538,24.0361,24.0528,25.6338
nasp-2;O17687,21.2867,18.619,18.9535,21.4054,20.7564,21.6043,21.3318,20.9906
nasp-2;O17687,20.8331,22.7576,24.4427,24.4339,26.9494,24.6629,25.5015,26.2512
nasp-2;O17687,20.0842,20.8416,20.7675,20.5191,21.9522,21.7826,21.07,21.9024
nasp-2;O17687,21.4434,21.5034,20.4838,19.9405,21.5157,21.1512,21.3415,20.386
nasp-2;O17687,20.5474,20.7239,21.3749,20.1995,21.6257,21.1138,20.5564,21.7969
nasp-2;O17687,19.4146,19.7442,20.1549,20.8205,21.8668,21.0673,20.7306,19.1076
nasp-2;O17687,19.9977,21.7938,20.3835,20.5297,21.314,20.5434,20.2994,21.8902
hda-1;O17695,24.271,23.6995,22.8122,22.9923,22.8475,22.9655,20.9725,22.031
;O17742,19.831,22.2097,21.5638,23.0486,24.9638,24.7815,23.8932,24.3124
tkt-1;O17759,20.3954,19.814,20.0534,21.3201,21.0062,21.3832,21.3497,21.3277
tkt-1;O17759,18.7618,20.067,20.5902,20.547,21.8306,21.2698,21.1233,21.203
;O17773,19.1154,20.9061,20.9458,20.1976,21.8199,21.7465,20.1727,21.0675
;O17785,24.5769,24.3931,25.0436,24.7725,25.4111,23.127,23.1055,23.5699
;O17785,20.4564,20.3571,21.3588,21.3358,21.8985,21.713,19.8612,21.4861
;O17893,20.8395,21.2421,21.7127,21.0357,20.9883,20.9195,21.3265,21.682
ctg-1;O17907,20.6467,20.7856,21.4861,19.9353,21.8677,20.8772,21.4683,21.6928
ctg-1;O17907,22.7985,22.8393,24.1768,22.7075,21.4061,20.4535,19.9677,21.2665
ctg-1;O17907,21.4349,20.4687,20.7158,21.6703,21.58,20.9718,20.308,21.1535
ctg-1;O17907,22.7771,22.0073,24.0108,23.3935,21.1046,21.5998,20.4792,20.7291
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,22.4597,23.8527,23.8247,24.5736,26.4966,26.7966,26.4169,26.7311
ran-1;O17915,20.1265,21.4939,19.8364,20.202,21.3877,20.6995,19.5837,21.5955
ran-1;O17915,21.4046,20.968,19.8771,21.7825,21.8602,20.5036,21.3073,21.8109
ran-1;O17915,21.2957,21.2663,18.8079,21.9431,21.5284,21.323,21.1919,21.1151
K01G5.5;O17919,20.9248,20.3924,21.2745,21.5924,23.8191,22.4366,22.1828,22.827
tbb-1;O17921,21.3046,21.0881,20.838,21.0205,21.9557,21.0506,20.4185,21.3804
tbb-1;tbb-2;O17921;P52275,24.6839,24.729,24.273,25.4402,24.1167,25.2443,25.6476,24.5519
tbb-1;ben-1;O17921;Q18817,20.9968,20.355,21.4331,21.1902,21.9276,21.5268,21.091,20.8282
arrd-11;O17981,20.5178,19.4651,20.6549,20.1278,22.2158,22.8662,21.8367,23.434
;O18131,21.5615,20.6981,21.5991,21.5757,19.374,21.7745,21.1726,21.6832
ogt-1;O18158,20.5885,21.3097,21.0148,18.6938,21.6667,21.7215,21.5274,21.8171
ogt-1;O18158,23.2861,22.2675,20.7954,23.8621,22.9439,22.8011,21.8063,22.5792
maea-1;O18188,20.213,19.3599,21.4413,20.2673,21.7022,21.3839,21.2153,21.5528
;O18224,21.4928,21.5964,20.5098,21.1998,21.4573,21.7681,21.3743,21.3097
;O18224,18.6442,20.3827,21.6488,21.0123,21.6518,21.2377,21.3483,21.7604
Y57G11C.3;O18229,21.5495,19.3904,20.8773,21.8234,19.7644,21.2843,20.1135,20.5731
rps-18;O18240,20.623,21.3304,21.2699,21.4901,24.8034,23.5559,24.1573,24.6744
rps-18;O18240,21.3141,21.4261,20.5176,21.3625,22.8811,21.4705,21.1984,21.2463
;O18307,21.8348,24.3599,23.1668,22.5519,24.7566,24.475,23.9045,24.4369
;O18307,21.8348,25.3611,23.3869,23.7502,21.0997,21.2226,20.6197,20.5193
;O18307,21.494,20.9631,21.4787,20.981,20.9775,21.3446,21.3868,20.9887
;O18307,21.6243,23.3291,22.1797,22.6158,21.4661,20.8819,19.6447,21.1372
;O18307,20.5675,21.5676,21.8378,20.188,21.9187,21.123,20.735,21.3605
rps-19;O18650,21.5312,20.1545,21.4208,20.7709,23.2667,24.4781,24.6769,24.9626
rps-19;O18650,25.1997,23.5053,22.4322,24.0454,26.3845,25.6063,24.882,26.2664
rps-19;O18650,20.6442,19.8303,20.2552,21.6035,21.3634,20.0991,21.1057,21.3337
rps-19;O18650,26.0135,25.9452,24.8815,25.4691,23.6955,26.5718,24.1506,23.1207
rps-19;O18650,20.7772,21.1482,21.1825,20.6214,21.1981,19.8893,20.8364,20.6802
rps-19;O18650,21.0887,20.6161,18.6377,21.4665,21.2641,21.2202,19.7861,20.6041
;U4PF18,21.8135,21.69,21.7926,22.879,22.0875,22.0522,21.7521,22.7181
perm-4;O44144,24.0328,25.514,24.4322,23.9796,24.9259,24.94,22.3754,25.0536
perm-2;O44145,21.0329,20.8028,20.2797,21.2754,21.6423,21.6266,21.5111,19.9382
;O44154,23.7202,22.7073,22.7553,24.9063,21.3175,21.7455,21.321,20.7977
rfc-2;O44175,20.3881,21.8109,21.5963,20.4842,21.5366,20.7933,19.8346,21.4302
rme-2;V6CIR8,22.6884,23.5578,22.4377,24.1648,22.3198,23.1236,23.0942,22.732
F37C4.5;O44400,24.9093,25.8774,25.5394,25.9655,25.5047,24.9632,24.7763,25.6684
F37C4.5;O44400,25.7662,26.3956,25.9255,26.2144,24.2052,24.1106,23.5675,24.8054
F37C4.5;O44400,23.0921,23.3056,23.2116,25.0698,19.9519,21.6394,21.0001,20.8767
otub-4;U4PEY4,25.5036,26.5822,26.4437,26.418,27.0283,28.0247,27.8369,28.82
May-02;O44441,21.5642,19.7567,21.1447,20.6292,21.9118,23.0121,22.6717,22.1573
May-02;O44441,20.9069,21.2613,20.6922,20.1862,21.3195,21.4052,21.1772,19.9463
;O44444,19.5896,20.6839,20.3635,21.3537,21.7153,20.6571,21.478,20.3198
snpn-1;O44445,20.3336,20.5298,21.1656,20.356,20.921,21.7209,20.4188,21.2749
snpn-1;O44445,22.7298,22.265,22.4341,23.2181,24.3741,24.043,22.9159,24.0031
rpl-20;O44480,22.3518,24.1556,24.1075,24.4785,23.8844,25.3022,24.092,24.5044
rpl-20;O44480,26.2959,26.6893,24.2714,25.4181,26.9007,26.6613,25.6138,26.0031
rpl-20;O44480,22.5658,22.1063,22.8036,23.667,20.8291,20.2849,21.108,20.1076
rpl-20;O44480,26.0837,25.8171,25.935,26.0323,27.2882,27.696,26.4421,27.7939
rpl-20;O44480,23.2439,23.6712,23.1737,23.3651,24.2897,22.7587,22.0961,24.109
rpl-20;O44480,21.8895,25.3959,26.3098,24.7348,26.167,25.9305,24.9298,25.5658
rpl-20;O44480,25.2001,24.7674,23.7056,24.0647,22.9972,23.0498,23.0362,23.6316
rpl-20;O44480,24.1153,24.9959,24.5153,26.2133,19.4945,20.2946,21.1803,21.2198
fnta-1;O44501,24.9506,24.1497,24.8934,24.809,21.4725,21.565,20.543,21.1458
;O44557,21.567,21.7898,20.9337,20.3294,21.9066,21.5651,21.2146,21.1003
acs-3;O44560,19.9055,21.0549,19.6991,21.5302,21.1974,20.4035,21.444,20.2364
tni-4;tni-3;O44572;Q9XUN9,25.4199,23.5111,23.9696,25.3365,22.9635,25.9406,25.1152,26.0891
hacd-1;O44608,22.0337,23.4616,23.7382,23.8472,21.8709,20.9384,20.6386,20.799
;O44735,18.8442,20.4589,21.2977,19.7449,23.327,22.562,22.6506,22.7637
;O44735,23.502,23.969,24.2033,23.8695,22.768,22.9289,23.9277,22.2067
;O44735,24.5304,24.9556,25.0993,25.3427,25.9155,25.1702,24.3189,25.4852
bag-1;O44739,20.9069,20.9115,21.6924,21.1796,21.1246,21.0928,20.646,21.8332
snf-1;O44752,23.6203,25.0052,25.564,26.4279,25.8007,26.8418,25.9098,25.5796
;Q9BL61,24.7633,24.6689,25.1825,24.724,26.2816,25.0922,26.0422,26.1205
;Q9BL61,19.7044,21.1799,18.6688,21.4327,21.8855,21.4374,21.2402,21.4722
;Q9BL61,23.1342,23.1815,22.9456,23.2487,24.5864,24.7418,22.9265,25.2883
vpr-1;O44782,19.5875,20.9153,21.2771,21.8719,21.8806,21.409,21.4107,20.8477
fgt-1;O44827,24.3918,23.6164,23.815,23.8264,23.4752,23.8351,20.9431,21.3998
arrd-1;O44847,20.9702,21.4066,21.5994,20.2193,21.8716,21.6909,21.0548,20.3958
arrd-1;O44847,20.2995,20.0667,20.9809,21.5049,25.0426,25.1281,25.1042,25.4899
arrd-1;O44847,20.9248,21.0442,20.2054,20.286,20.4814,21.203,21.3075,20.9582
arrd-1;O44847,24.925,22.4185,23.0597,23.6417,24.9023,24.697,23.7054,24.9816
arrd-1;O44847,20.6368,18.768,20.5056,21.4766,21.881,21.2066,21.5252,21.3247
;O44885,20.7576,21.1673,20.9642,20.6511,20.5371,21.0144,21.0649,21.7772
inx-13;O44887,24.1986,24.6583,24.4708,24.5376,22.4208,22.3687,23.2427,22.2193
haf-9;O44897,20.7918,20.9308,21.2934,20.7003,21.9166,20.5853,21.3709,18.6099
haf-9;O44897,24.8958,26.5516,25.9258,24.7558,25.5014,25.3002,25.4315,24.8737
haf-9;O44897,23.8068,24.2759,23.9799,24.8771,23.1394,23.0349,22.2992,23.754
;O44951,21.4355,20.9949,21.4201,20.6356,21.6965,20.6915,20.174,20.7242
;O44990,22.8033,23.2368,22.9539,23.9195,24.514,24.8563,23.9864,23.6312
;O44990,22.1308,23.1194,23.4545,22.4103,20.8779,21.2504,21.3352,21.8832
;O44995,25.6571,25.0882,25.0901,26.0566,25.6293,24.6027,23.9475,24.7844
nol-5;O45012,20.3685,21.7285,20.7036,21.3723,23.4655,22.8263,22.3238,22.4992
;O45060,23.1292,24.2914,24.1063,23.1807,24.593,23.9464,23.4905,24.2576
;O45060,29.0435,28.6305,28.8841,29.2982,26.1064,26.9567,26.8522,27.1033
;O45083,19.5421,21.5258,21.6056,20.2545,26.9242,24.9423,26.1206,24.4571
swt-1;O45102,21.0525,21.2104,21.5381,21.3988,23.651,24.6785,23.5575,24.4568
swt-1;O45102,23.6211,23.9162,23.5311,23.6617,25.8475,24.7967,23.4136,25.9129
folt-2;O45166,25.1065,24.3884,25.7836,26.0363,25.8793,24.6091,24.8826,24.9846
folt-2;O45166,19.8731,20.3604,21.0069,21.2246,21.4478,21.0316,21.078,21.8579
tin-13;O45319,18.908,21.554,20.5364,20.8554,21.3542,21.6325,20.7752,21.1124
fkb-6;O45418,22.569,22.7013,23.8987,23.5936,21.1054,21.1269,21.3463,21.2871
clec-66;O45445,26.7791,27.5588,27.9131,26.9412,25.9275,23.7736,23.5753,26.1445
gst-38;O45451,19.9027,20.298,21.7119,21.4181,25.3709,23.7294,23.762,24.0007
oac-20;O45470,25.4423,26.4084,25.3995,25.6982,24.8614,25.3914,22.9328,25.028
oac-20;O45470,26.1286,27.3913,28.0291,21.5486,27.9332,27.3367,26.8525,27.8313
oac-20;O45470,25.9212,25.5367,25.3661,25.382,24.7619,24.3726,25.2717,25.5734
oac-20;O45470,22.2048,22.5031,24.4563,23.424,22.0681,21.9413,20.8772,22.2959
uev-1;O45495,21.4048,20.3854,21.6925,19.3746,21.932,21.5997,21.2713,20.6337
rps-26;O45499,18.853,21.0964,21.0207,21.2706,20.4918,21.6733,20.5674,21.3068
dnj-12;O45502,20.9563,22.8128,20.8364,22.4645,23.6286,22.8762,23.0984,22.3362
;O45562,21.5839,21.0192,21.4648,21.9146,21.6632,20.3616,20.1092,21.4116
cpf-2;O45577,20.7092,20.6061,21.7582,20.5791,21.3851,19.3944,21.3077,20.71
cpf-2;O45577,20.0463,21.4081,21.0781,21.3316,21.7272,21.7318,20.0403,20.6355
btb-20;O45593,20.7751,19.3216,19.8606,21.6484,21.2924,20.4226,21.277,21.0995
btb-20;O45593,22.8197,22.5587,22.5866,22.723,22.181,22.2162,23.3568,22.2291
;O45665,22.2788,21.544,21.956,22.0845,20.0225,21.4744,20.8926,21.4238
;O45719,21.4272,21.3975,21.2171,20.9031,21.5534,21.771,21.4391,21.4322
;Q6BEV8,23.6744,24.3259,23.9724,23.8118,22.5468,22.5033,24.0525,21.5177
;O45723,24.1528,23.0104,23.3338,24.2045,24.1005,23.4335,23.6585,22.5119
;O45723,21.0886,20.0594,19.7994,21.1856,21.6757,20.8714,20.7517,20.7245
cpl-1;O45734,20.8852,21.7179,21.4258,19.5479,20.9041,21.41,20.4623,21.4374
;O45783,21.172,21.7125,20.6925,20.9198,20.6361,21.7782,20.8629,21.5736
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,24.7464,23.7569,24.3556,23.7256,26.5845,26.3459,26.1541,26.7557
act-5;O45815,24.4087,24.3717,24.4742,24.3152,21.6935,21.2683,20.2436,21.68
act-5;O45815,24.6765,26.2633,26.141,27.1225,26.5482,25.9486,24.8694,25.0702
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,27.1774,27.1749,27.1763,27.9626,25.3004,27.2355,24.1853,25.6038
act-5;O45815,26.4952,27.2201,24.8403,26.5901,21.4828,21.6554,21.3005,21.3019
;O45841,21.355,18.9002,21.5777,21.7509,27.6715,26.3265,25.7643,26.1912
ant-1.1;O45865,21.4213,21.2222,21.7351,21.3303,21.6073,21.4053,22.4052,22.5095
;O45871,21.6134,21.0051,20.6155,20.4932,20.8533,19.8861,21.1555,21.4724
lec-1;O45904;P36573,24.7779,22.8478,23.2537,24.6051,26.0458,24.0898,23.9738,24.1204
lec-1;O45904;P36573,18.741,20.4578,21.2652,21.351,21.8389,21.7363,20.9881,21.898
lec-1;O45904;P36573,23.0706,23.8052,24.0037,23.0144,21.7558,20.7616,20.5314,21.7628
lec-1;O45904;P36573,20.9309,21.3263,20.7203,19.6814,21.1974,20.9631,20.379,21.8794
lec-1;O45904;P36573,20.381,21.5264,21.5866,21.9509,25.5504,23.8042,25.0326,25.6495
lec-1;O45904;P36573,19.8865,20.3133,20.2637,20.0705,21.0176,20.3588,20.855,21.9283
rpl-18;O45946,25.8705,24.3217,24.2222,25.8461,27.3319,27.5465,25.5453,27.1565
rpl-18;O45946,22.549,23.4976,24.017,24.2026,20.9425,19.1311,21.2348,21.6231
rpl-18;O45946,26.0049,26.5863,26.5285,26.4761,27.3585,26.4847,25.6795,26.0863
rpl-18;O45946,24.3107,25.2667,24.6849,25.3245,25.049,25.0513,25.1362,24.1785
rpl-18;O45946,24.4496,25.4887,26.0871,25.7693,27.7999,28.6281,28.2812,28.4885
rpl-18;O45946,20.9425,21.4305,21.3319,19.6645,23.5632,24.7198,23.312,24.0615
;O45951,20.9745,20.3422,20.2953,20.1772,20.7236,21.3563,21.3194,21.0747
lgc-30;O61216,20.5875,21.0432,21.753,21.1559,21.7211,20.6123,21.2481,21.5347
;O61217,20.571,20.4895,21.7541,19.9884,20.4009,20.6652,21.2158,21.308
pqn-59;O61708,18.9105,20.5754,19.394,21.9274,21.6405,20.693,21.0729,21.7464
pqn-59;O61708,20.3297,20.8507,21.6859,21.2299,21.8417,20.0049,21.3647,21.8847
rpn-10;O61742,25.3017,29.1364,27.6868,28.265,25.0297,25.2025,25.2668,24.3481
inx-15;O61786,23.3271,23.1288,23.4046,23.6334,25.1071,24.8668,23.3801,24.1184
rpn-8;O61792,20.242,19.4073,21.2631,20.9175,21.8604,21.431,20.4805,21.3228
eif-3.E;O61820,20.9949,20.0988,21.0586,21.3457,21.3602,21.1698,20.8575,21.8775
arx-7;O61861,21.6305,20.3436,21.4161,21.3739,21.8113,21.6682,20.8313,20.2975
;O61865,20.6184,21.1509,21.7114,21.4141,20.1361,21.3425,20.4144,21.1747
;O61974,22.2085,23.4686,23.6441,21.5585,23.2363,22.9456,24.5155,23.4765
C08F11.11;O62053,19.7452,21.0552,20.4157,21.1916,21.3832,21.0715,20.9234,21.015
;O62071,22.6454,21.7602,23.0935,23.3082,24.8413,24.3107,23.8793,25.399
inx-14;O62136,19.8567,21.3153,21.8072,21.7175,20.192,21.4843,21.536,21.4209
scrm-4;O62149,20.7833,21.2145,21.3315,19.5533,20.8408,21.2549,20.9616,20.9918
scrm-4;O62149,23.3402,24.5828,23.8144,23.3686,24.1125,25.116,23.0653,24.0684
cey-1;O62213,21.2216,20.9563,20.5757,21.9617,23.5571,21.0759,25.16,24.6857
cey-1;O62213,20.4907,20.2369,19.943,20.7357,21.5547,19.7437,20.4798,21.7599
F33H2.3;O62220,20.192,21.5058,20.627,21.0889,20.5462,21.3763,20.7713,20.2798
F33H2.3;O62220,19.8299,21.32,19.9475,20.0496,21.0828,21.1883,20.9659,20.8767
F33H2.3;O62220,21.4619,21.3844,21.1316,19.9773,20.7418,21.2228,18.1553,21.9199
syx-7;O62236,23.263,23.0411,25.0291,24.5114,21.7739,23.4937,23.146,22.4981
syx-7;O62236,21.2113,21.2297,20.9652,21.46,20.9703,19.3881,20.841,20.8615
syx-7;O62236,22.6583,22.283,22.3732,22.4102,26.2286,25.4928,23.0298,23.7161
syx-7;O62236,20.4908,19.8358,20.7376,20.3961,20.8792,21.3908,21.0759,20.7697
tim-16;O62250,20.2438,21.6115,21.5486,21.084,23.8735,24.3544,23.86,24.5506
;O62261,23.3845,25.9415,25.4872,24.1806,26.8956,25.8167,24.7447,25.9617
dct-18;O62277,21.296,20.3135,20.3848,19.5302,21.7459,21.2208,20.9735,20.4536
;O62317,19.8946,21.1876,21.241,19.937,24.5943,24.2529,23.4822,24.1033
;O62317,21.3945,21.3858,19.6773,21.6736,21.414,21.434,20.8931,21.0606
;O62317,21.3675,20.8083,19.4085,21.2692,25.5755,24.709,24.3772,25.5541
;O62317,20.0007,21.7669,20.3427,21.6879,24.286,23.6986,24.7937,23.7299
;O62317,23.7578,24.0736,23.7974,24.1636,26.5567,26.1774,26.5259,25.8717
;O62317,20.6645,20.4772,19.9094,21.126,24.6347,24.9884,23.1167,25.169
;O62317,24.804,23.5801,22.9107,23.2844,24.2102,23.8946,24.0818,24.1545
;O62317,20.7854,21.146,20.8202,21.8557,24.5511,24.4965,23.7524,23.0686
gpx-2;O62327,19.5453,20.7548,21.7083,21.3173,21.7023,21.6479,20.5634,21.63
gpx-2;O62327,21.0265,21.6533,21.3015,19.5023,20.1868,21.7247,21.337,21.5729
cdh-7;O62328,19.386,20.3588,20.4581,21.9689,21.5439,21.0598,20.2427,21.2785
;O62344,23.0157,23.1636,23.1614,23.8062,25.2927,25.2039,22.9572,23.3141
;O62344,19.792,21.1524,21.1995,20.1194,21.1888,21.0478,21.0499,21.2108
;O62347,20.0887,20.6594,21.7832,21.8506,21.9182,20.9664,21.4547,20.9766
;O62347,19.9777,20.0765,20.9966,20.6517,19.6952,20.7513,20.4333,21.6566
lys-1;O62415,24.4207,24.7624,21.7907,22.9413,24.1451,22.8982,22.9315,24.9552
;O62421,20.3094,21.7452,21.8083,21.851,21.6942,21.3416,21.3688,19.6023
dpy-4;col-119;O62432;Q18799,28.1238,25.0477,23.7326,28.4863,29.6538,22.825,24.1027,27.8214
dpy-4;col-119;O62432;Q18799,25.063,23.7015,23.7326,22.4353,24.4764,26.276,26.5393,24.2456
tsg-101;O76258,22.0151,24.8692,24.5363,25.2168,26.0287,26.3215,25.0757,26.7977
egl-4;O76360,19.9271,21.054,20.3771,20.2171,20.6225,20.4978,20.6881,21.4173
rpt-5;O76371,25.4533,24.1473,25.6032,25.4034,21.0935,20.3564,21.2418,21.6547
rpt-5;O76371,20.3006,20.7399,21.357,20.285,22.0661,20.8153,21.2723,21.1294
rpt-5;O76371,23.1799,24.3409,23.4431,23.0224,21.3009,20.9637,21.3548,21.7567
rpt-5;O76371,21.3962,20.9737,20.419,21.2351,21.4203,21.6783,19.7783,21.6756
rpt-5;O76371,19.8655,21.7893,21.316,21.7922,21.6314,21.1061,19.1909,21.5535
rpt-5;O76371,25.6221,25.9687,26.1883,25.7529,24.644,23.6757,23.8057,24.4339
C24G6.8;O76387,20.0167,21.6289,21.0974,20.2105,25.4948,24.8193,24.2607,24.5454
C24G6.8;O76387,19.4938,21.2893,20.5619,20.9536,21.6339,21.6954,21.4373,20.1361
F13C5.5;O76565,20.8388,21.2692,20.2238,20.487,26.8471,25.1113,22.0666,23.5376
;O76651,24.4727,25.1588,25.2694,25.3878,26.1283,25.0053,25.2238,25.7513
;O76651,20.8825,24.0506,22.585,23.2294,24.6576,24.6056,23.5118,24.301
glh-4;O76743,18.8316,21.6343,20.4971,20.4959,20.9359,20.6094,20.3958,21.6139
;O76837,20.3117,21.1958,21.3626,21.0751,21.8895,23.5768,22.3451,22.8228
hsp-16.48;P02513,20.3607,20.6166,20.4781,20.6587,20.2504,20.5851,20.2474,21.0069
hsp-16.48;P02513,21.3134,20.6063,20.1955,21.7007,21.068,21.4712,20.7192,21.9062
hsp-16.48;hsp-16.41;P02513;P06581,23.2781,23.3526,23.3089,23.1998,20.9462,21.9172,21.297,22.5344
unc-54;P02566,23.8545,23.993,25.6413,24.5418,18.5588,21.0373,20.4098,21.9138
unc-54;P02566,25.1343,25.0397,25.3284,25.2457,24.9719,24.4888,25.0195,24.8443
unc-54;P02566,21.6197,21.3492,21.0237,21.1435,21.3535,21.7248,21.5195,21.3706
unc-54;P02566,20.5719,21.6819,20.4154,21.1775,20.1914,21.019,20.5103,20.4656
unc-54;P02566,22.3659,23.4352,21.8517,23.7289,20.4799,20.7307,21.4431,21.6515
unc-54;P02566,23.408,24.1978,23.6651,23.7052,22.7301,22.0053,23.4632,24.0406
unc-54;P02566,27.2296,27.8333,28.9001,27.6337,25.5501,25.1086,24.4851,25.7686
unc-54;P02566,19.2856,20.8319,20.1527,19.831,21.9435,20.9983,20.9958,21.3409
unc-54;P02566,20.5999,20.639,20.8148,19.8413,20.9806,21.0617,21.1269,20.4819
unc-54;P02566,27.8241,28.8746,28.7606,28.9786,25.684,25.6834,26.0187,26.6082
unc-54;P02566,23.0395,24.1658,23.3438,23.4802,20.3158,20.4067,19.4499,21.6901
unc-54;P02566,24.9279,24.6712,24.9081,25.7782,25.3567,25.6941,24.621,24.9742
unc-54;P02566,23.4779,23.2014,23.4957,23.496,20.7025,21.2733,21.1532,20.9118
unc-54;P02566,20.0318,20.8838,21.0724,20.6855,21.1823,21.1509,20.0801,21.5476
unc-54;P02566,29.8697,22.5597,30.2107,30.114,29.9533,29.7979,28.2971,30.3989
unc-54;P02566,26.9682,27.1134,27.1952,27.616,25.5024,26.0676,23.6639,24.7416
unc-54;P02566,21.5351,20.3412,21.4119,21.7145,21.6945,20.299,21.427,21.6514
unc-54;P02566,24.6715,24.9976,24.7723,24.9502,21.7919,21.7017,21.3589,21.6126
unc-54;P02566,24.8497,25.6058,25.4803,25.2383,23.4057,23.1127,22.2316,22.853
unc-54;P02566,28.867,29.5294,29.8723,29.8143,29.572,27.6347,29.1881,29.0563
unc-54;P02566,20.6509,20.3673,19.2115,21.7665,25.3492,23.4991,24.0033,23.2703
unc-54;P02566,21.1312,20.4454,21.3491,20.6038,20.8463,21.6165,21.2672,21.8289
unc-54;P02566,22.6562,24.3088,23.6775,24.1543,21.4113,21.5157,19.2222,21.5699
unc-54;P02566,20.0118,20.3554,19.8604,19.5864,20.8019,20.9173,21.4709,21.6403
unc-54;P02566,21.5849,21.8752,22.512,21.5722,21.9111,21.6529,20.5667,21.5417
unc-54;P02566,25.4369,26.1411,25.062,23.8726,24.5824,24.5775,24.1016,24.3428
unc-54;P02566,23.4717,22.2516,27.1811,27.189,21.1979,21.6081,20.6212,21.0726
unc-54;P02566,23.092,22.2516,25.1185,24.3334,21.0987,20.7668,21.3797,20.1483
unc-54;P02566,23.675,24.5318,26.5439,24.9348,26.9094,26.9262,26.3771,27.5105
unc-54;P02566,23.675,24.5318,26.5439,24.9348,26.1835,27.0514,26.3771,27.2187
unc-54;P02566,20.8381,19.9622,20.7069,20.1433,20.6599,20.837,20.4415,21.8513
unc-54;P02566,26.6649,27.7207,27.1222,28.4543,24.5922,25.899,24.531,25.5574
unc-54;P02566,23.063,25.1805,24.9226,24.3445,20.9392,20.7264,20.8338,21.4548
unc-54;P02566,25.5397,26.6793,25.5088,25.4091,25.6451,23.8383,25.3324,25.7595
unc-54;P02566,28.4918,29.0191,28.196,29.665,26.2395,27.9256,26.8531,27.6561
unc-54;P02566,26.861,26.3783,24.5603,26.3218,25.0208,23.9599,24.4244,27.0411
unc-54;P02566,26.1331,26.8719,26.578,26.989,24.5737,22.2131,24.6297,25.2085
unc-54;P02566,21.2998,21.6559,20.6312,21.9365,21.7068,21.2357,21.4808,21.2752
unc-54;P02566,28.0308,28.5309,23.3399,28.4765,27.0511,26.8463,25.355,26.0776
unc-54;P02566,28.6096,30.5007,30.0878,29.2727,29.0617,27.3174,27.9117,21.8584
unc-54;P02566,25.728,23.925,25.5297,25.9481,24.4912,23.0654,22.944,23.4457
unc-54;P02566,26.0523,26.3874,27.6879,27.0424,24.133,23.8229,23.3761,24.0498
unc-54;P02566,26.7901,26.3186,25.3019,27.5613,23.4722,24.3346,22.6146,23.461
unc-54;P02566,24.5033,25.732,25.8992,25.7328,24.069,24.1975,22.2538,23.7493
unc-54;P02566,23.9259,26.018,25.5848,25.3958,21.42,24.3504,22.0124,23.176
unc-54;P02566,24.9226,26.4777,26.2708,26.541,23.2338,21.1796,21.9224,21.041
unc-54;P02566,25.1732,24.6773,25.0259,25.1488,23.9893,23.5864,23.3401,24.4807
