geneName;Leading.proteins,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
puf-9;Q23191,21.0421,20.6108,20.8616,21.9313,24.5172,22.3647,21.2915,23.5507
puf-9;Q23191,24.2307,23.8172,22.5636,22.4167,23.5471,21.7134,23.4112,23.5858
puf-9;Q23191,20.9615,20.9821,20.9489,20.057,23.9998,22.7192,22.5502,23.5351
tag-266;Q23203,23.531,26.2293,25.1575,25.5579,21.1487,19.8537,21.4442,21.9151
pbs-3;Q23237,22.3858,22.2198,22.7213,22.2543,20.9609,21.5598,20.175,20.8023
pbs-3;Q23237,24.4154,24.9865,24.4066,23.512,26.4893,25.4685,25.5954,25.7849
ZC395.10;Q23280,21.5447,21.8234,21.0586,20.8264,21.9603,20.4163,20.4987,21.6685
ZC395.10;Q23280,21.1394,21.1102,20.6137,20.5051,21.9005,20.1457,21.533,20.5123
rps-7;Q23312,24.7041,25.6058,24.6425,24.2534,25.9799,24.1717,23.992,24.2107
rps-7;Q23312,23.9301,24.0417,24.0105,24.0562,24.7906,24.1685,24.2327,24.1658
rps-7;Q23312,27.0131,27.7045,26.9719,27.7823,25.7371,25.0555,24.747,26.5503
rps-7;Q23312,27.6075,29.1861,28.0468,27.9604,26.1563,27.6794,27.0115,27.7647
rps-7;Q23312,24.4644,25.5027,23.4624,24.8135,24.1457,24.3515,25.5246,25.3169
rps-7;Q23312,20.668,20.6903,20.3179,21.0475,21.571,21.1159,21.3181,21.7679
;Q23330,20.45,21.1628,21.0149,21.4773,20.8027,21.7229,20.1548,21.5893
;Q23398,18.9021,21.6771,20.4875,20.7215,20.776,20.209,20.6998,20.9269
fzo-1;Q23424,27.2769,25.8221,27.3697,27.4161,26.4447,28.0114,26.0942,26.3885
fzo-1;Q23424,21.4223,20.9867,21.239,19.3483,21.0464,21.0902,20.8122,21.6438
rpn-12;Q23449,20.9998,20.1421,20.9532,20.5,21.3943,21.5943,20.5931,20.956
rpn-12;Q23449,20.7553,21.6024,20.5794,20.3808,21.21,21.2848,21.3826,21.4861
rad-23;Q23451,24.959,26.5121,25.2834,25.963,26.939,26.7669,26.1161,26.6066
rad-23;Q23451,25.0491,24.9246,25.0167,24.7517,26.5256,25.8356,26.8203,27.2418
rad-23;Q23451,29.15,29.9936,29.534,29.2815,31.5984,30.7113,30.255,30.7032
rad-23;Q23451,21.0951,20.9653,21.8264,21.3967,23.9046,24.5094,23.9712,23.1004
rad-23;Q23451,19.1513,20.951,21.5805,20.8968,21.9142,21.557,19.7995,21.3558
aco-1;Q23500,24.7712,22.0112,21.5664,23.1781,20.8357,21.5275,20.9355,21.6929
inx-8;Q23593,26.5264,27.1628,25.7544,26.6115,26.8619,25.8597,26.0885,26.2566
inx-8;Q23593,24.8876,24.4013,24.1601,24.3457,24.1938,24.2915,24.7582,24.6213
inx-8;Q23593,20.6115,20.5321,20.9295,19.7471,23.165,24.1433,23.9876,24.5935
inx-8;Q23593,24.1328,25.275,26.8682,25.261,20.2252,21.7232,20.6638,20.6629
inx-8;inx-9;Q23593;Q23594,24.9137,24.0399,23.6678,24.3281,23.3851,24.7447,22.9493,23.6659
inx-9;Q23594,22.998,25.7969,26.3456,24.9994,21.6601,21.8733,22.3278,21.8801
inx-9;Q23594,26.2586,27.2078,27.2638,27.4367,25.3042,25.5558,25.9322,26.3661
;Q23600,22.5033,22.8263,21.8552,22.6154,24.9857,23.6631,23.8549,23.4146
hpo-40;Q23647,21.1724,21.4748,21.1286,20.4905,21.8961,21.7793,20.7564,20.9137
nlt-1;Q23655,23.2134,25.0041,25.6084,24.4617,23.7393,24.6483,23.8735,25.0865
nlt-1;Q23655,24.2286,26.9844,26.3943,25.9898,26.6376,25.7771,26.4494,26.8255
nlt-1;Q23655,25.3494,26.7287,25.2612,25.0042,24.625,23.1741,23.0296,23.1723
nlt-1;Q23655,19.5386,20.8041,21.4926,20.836,20.7711,21.6432,21.2327,21.0941
arrd-4;Q23672,20.3925,21.5087,21.4347,20.1705,20.4479,20.6535,20.4916,21.1279
arrd-4;Q23672,20.9623,21.5122,21.6138,21.8031,21.4485,21.3699,20.5457,19.8824
vha-9;Q23680,21.5045,20.4306,20.1459,21.5287,21.623,19.7206,20.3329,21.6648
vha-9;Q23680,19.53,18.7968,21.1591,21.9404,20.77,21.2402,21.4053,21.4768
vha-9;Q23680,23.4842,24.4991,25.2164,25.742,25.4914,26.5367,25.9811,26.1243
vha-9;Q23680,20.2491,19.2913,20.2289,20.9884,26.1561,25.6886,25.1091,26.8363
lap-2;Q27245,20.5726,21.8141,19.8302,21.357,21.0956,20.1225,20.593,21.2296
rop-1;Q27274,20.9487,21.2565,20.1194,20.961,23.3278,23.0106,24.4831,24.195
rop-1;Q27274,23.2881,24.6757,23.837,24.4737,24.171,23.604,23.6922,23.7565
mup-2;Q27371,20.5772,21.4337,20.5166,21.527,20.0752,20.851,21.5174,21.3864
mup-2;Q27371,21.0836,20.9791,20.5132,21.1884,21.02,21.595,21.1046,21.0952
mup-2;Q27371,20.8392,20.8799,21.7525,19.7146,21.0548,20.7486,21.3457,21.21
mup-2;Q27371,19.2638,20.7242,21.3786,21.3038,24.2869,23.434,22.5855,23.5657
mup-2;Q27371,21.5635,19.9491,21.552,21.7495,20.5483,21.16,21.136,21.7758
mup-2;tnt-2;Q27371;Q7Z072,18.9311,21.4046,21.079,20.9261,21.573,21.5472,21.2958,21.374
mup-2;tnt-2;Q27371;Q7Z072,19.2261,21.4104,20.2845,21.0102,22.6732,23.3127,22.3926,23.0877
mup-2;Q27371,21.5669,22.4518,22.7831,22.7909,22.6471,24.6348,24.9163,25.397
mup-2;tnt-2;Q27371;Q7Z072,21.5309,21.0278,20.9636,21.3271,21.2762,19.5332,20.644,20.7535
mup-2;Q27371,20.3834,21.5115,20.4686,19.2246,24.5315,23.9783,24.1106,23.8791
mup-2;Q27371,20.7483,21.4674,20.4691,20.7829,21.4568,20.3218,21.4298,21.6897
mup-2;Q27371,21.0554,20.3696,21.7474,21.6817,21.9227,20.3964,21.0539,21.3097
mup-2;Q27371,24.1815,25.8492,25.4899,24.7003,25.8933,26.0494,25.2378,26.4928
mup-2;Q27371,21.3256,20.0992,21.7093,20.9935,24.0657,22.7989,21.2463,22.6342
rpl-16;Q27389,24.8044,24.6569,25.3942,24.9724,25.5281,24.4555,24.6527,24.4961
rpl-16;Q27389,24.4153,22.8699,23.3555,23.8572,22.8825,20.7687,20.4678,22.3886
rpl-16;Q27389,21.8491,24.011,23.2025,24.0613,21.9398,20.2328,21.1364,20.4713
rpl-16;Q27389,21.5778,20.7771,21.2109,21.4664,21.7825,21.3719,21.9678,22.0353
pas-2;Q27488,20.3895,19.5213,21.6272,20.6639,20.8997,21.0362,20.4795,21.8579
pas-2;Q27488,18.9446,21.1764,20.7995,21.5109,24.7695,25.0905,21.3342,24.2269
rpoa-2;Q27493,20.6355,21.2304,20.921,21.5384,20.7328,19.6259,21.0357,21.4008
htz-1;Q27511,21.6026,20.2161,21.0901,18.5624,22.8841,22.0988,20.0336,20.8827
htz-1;Q27511,25.9152,25.4368,25.121,26.7188,25.5815,27.0562,24.2502,26.0211
enol-1;Q27527,24.0079,25.2714,23.7032,24.1687,26.2381,24.8633,23.8963,25.2908
enol-1;Q27527,23.2662,23.7713,23.7695,24.7523,26.0276,25.2886,24.6725,24.113
enol-1;Q27527,21.302,21.6989,18.9239,20.8336,26.3401,26.9966,28.0309,28.5048
enol-1;Q27527,21.3764,21.1889,19.5647,20.7353,21.3403,20.0199,20.2524,20.4529
cyp-14a5;Q27531,24.2431,25.1341,25.4078,26.1615,27.0226,26.7252,28.0462,28.3625
cyp-14a5;Q27531,20.9668,20.2173,20.8619,21.2456,26.1355,25.8273,24.7298,26.0992
cyp-14a5;Q27531,23.6705,25.7774,25.7185,24.9156,27.5332,27.155,25.8187,26.158
cyp-14a5;Q27531,20.6746,21.1747,21.8227,20.367,26.0182,23.9377,25.2099,27.7017
cyp-14a5;cyp-14a2;cyp-14a3;cyp-14a4;Q27531,21.2912,20.7121,21.0819,21.0388,24.4176,24.0782,22.702,23.2035
cyp-14a5;Q27531,24.296,25.195,24.6718,25.0642,24.8308,24.5097,24.7492,26.0217
ZC434.8;Q27535,20.7993,21.6036,21.7373,19.3887,21.8572,21.1573,21.5132,21.8437
pat-3;Q27874,23.8398,23.3043,23.9188,24.196,20.2624,21.6643,19.4484,21.7593
pat-3;Q27874,20.9279,21.6968,19.3506,20.4179,21.6523,21.215,21.0991,20.7483
lbp-3;Q27GU2,21.4075,19.8467,21.3556,21.6207,21.3833,20.2143,21.2908,21.1874
vamp-8;Q2EEN5,23.4751,23.6452,23.7436,23.675,21.9671,21.2303,20.402,20.9014
vamp-8;Q2EEN5,21.8077,24.0498,25.9176,22.1538,22.8797,23.2337,22.6867,21.719
gln-3;Q2HQL4,20.461,20.5429,21.1635,21.1763,22.6717,20.9257,21.2107,22.3932
;Q2L6X2,21.1115,21.0474,21.1745,21.6211,21.2455,21.3121,20.8137,21.7163
;Q2L6X2,19.2407,18.9533,20.6857,21.8209,21.5085,21.5497,20.5489,21.3276
;Q2XN01,25.1313,26.4823,25.8346,26.5358,25.6199,26.0143,25.9772,26.2847
;Q2XN01,27.8522,27.3239,27.58,27.845,26.6826,26.2633,25.8532,26.764
;Q2XN01,25.2653,28.3923,27.3899,26.9478,25.8241,26.3815,26.8412,25.3334
pgl-1;Q304E5,26.3337,23.5953,25.3016,25.6556,27.935,27.5031,26.1191,27.5255
lbp-9;Q3LFN1,19.6431,20.3197,20.265,20.3719,20.4113,21.2091,21.3153,20.5753
lbp-9;Q3LFN1,21.5328,21.1358,21.2871,21.3407,19.2194,20.9336,21.2183,21.5355
;Q3V5H6,26.0663,24.5494,24.1887,24.8254,21.2948,21.161,22.4258,22.3914
;Q3Y3Z9,23.0078,25.0163,23.3981,23.3584,26.3935,24.3073,23.7104,23.2119
spp-10;Q4JFH6,21.045,20.9637,20.1792,21.2176,21.232,21.235,20.1563,21.5801
;Q4R132,20.5742,21.1651,20.7664,20.2994,21.5567,21.2349,21.2663,21.5258
;Q4TTB6,22.4074,23.0918,22.7722,23.0406,23.9157,22.7581,22.8259,22.9918
;Q8MXD9,20.9389,21.6264,21.3637,21.0807,21.514,20.7486,20.8176,21.0375
;Q564S3,24.2273,24.841,26.2333,24.4219,25.0998,26.1555,25.1058,25.7684
;Q564S3,24.9709,22.8714,24.9956,24.2477,24.0427,23.4175,24.5331,25.4134
imp-1;Q564X1,25.3398,26.2673,26.35,26.3156,26.5898,25.8032,25.7471,26.4832
;Q564Y0,20.135,20.498,21.7432,21.6077,21.6315,21.6126,21.0828,20.215
;Q564Y2,25.1015,25.3499,25.0432,25.8798,24.3642,24.7067,24.4722,24.7467
;Q564Y2,26.5155,25.7309,24.5968,25.0619,24.6009,23.8207,23.6152,25.6522
;Q564Y2,25.0117,25.7309,24.5968,25.3824,26.0384,23.8207,23.6206,24.2768
tag-261;Q95X71,20.7305,20.7014,21.0624,20.0868,21.1575,20.9759,21.3447,20.6743
tag-261;Q95X71,20.5975,20.851,19.223,21.2615,20.6002,20.9099,20.611,21.1248
;Q5GMH8,21.4197,21.0382,20.7468,21.474,20.2571,20.9299,21.3458,21.3214
;Q5W7A3,21.5159,21.2675,21.4058,20.0319,20.7882,21.2099,20.9549,21.7008
npp-21;Q5WRT8,20.9622,20.1156,21.3312,20.6706,21.3987,20.5984,20.6481,21.7603
npp-21;Q5WRT8,20.6754,20.83,20.2888,21.5695,20.6855,21.637,21.4205,21.6224
npp-21;Q5WRT8,20.7547,21.0483,21.5598,21.5532,21.3306,21.6923,20.4188,21.6565
npp-21;Q5WRT8,18.966,21.4381,21.0269,20.9882,20.1042,21.1882,21.2767,21.7006
;Q65CM5,22.8737,23.8057,23.8872,22.1331,20.793,21.3419,20.8319,20.8272
Y54E10A.11;Q65XX2,19.0859,21.1585,20.9648,21.766,22.8051,21.4696,23.4805,23.1379
gcy-32;Q6DNF7,26.046,26.4041,26.8141,27.5154,25.007,23.3626,22.2291,23.884
ins-19;Q71UE4,25.4388,25.0171,24.4386,25.7165,21.7502,21.6864,20.2878,21.6936
aqp-2;Q7JMQ6,22.9322,22.6916,22.889,21.9448,25.3547,26.0758,26.7052,26.3769
aqp-2;Q7JMQ6,20.1533,21.1281,19.4131,21.56,24.1944,22.4784,22.6347,22.3934
;Q7JMS5,22.8287,23.0592,21.7891,22.9863,20.6694,24.3946,23.69,23.4542
;Q7JMS5,24.4147,26.3895,26.727,25.3986,20.731,21.735,21.3524,21.512
;Q7JNM2,23.1083,22.357,21.7658,23.2814,21.6999,20.8592,20.5889,21.9072
npp-16;Q7K6X4,20.3862,21.4129,21.3211,21.6248,21.6125,20.8187,21.3637,21.8316
;Q7KPV8,19.8212,21.3209,20.2974,20.6712,24.0573,24.6814,22.7451,23.2882
;Q7YTN9,21.1774,21.5573,21.3331,20.2702,28.4168,27.8514,26.1367,28.8122
;Q7YWU6,21.6101,20.6667,21.0794,21.0275,22.2416,22.4377,20.9578,23.2077
;Q7YWV0,26.0168,27.0661,27.398,25.5049,21.6158,25.3263,23.9696,21.93
;Q7YWW4,19.0995,19.4925,21.4061,20.3593,21.2164,21.2245,20.7333,21.9064
;Q7YX48,20.8372,20.9061,20.003,20.9083,21.3332,21.1439,21.5326,20.663
vem-1;Q7YZW5,24.067,25.4372,24.5567,25.2011,25.2405,24.537,24.0376,24.0081
tnt-2;Q7Z072,20.3682,21.6832,21.3081,20.6531,19.2088,20.8218,20.442,21.8107
tnt-2;Q7Z072,21.1075,19.8125,21.6452,20.894,21.6441,20.3762,20.862,21.7576
tnt-2;Q7Z072,24.95,23.4061,23.7,23.3268,24.4417,24.051,24.6489,25.5543
tnt-2;Q7Z072,23.2524,24.1804,23.9321,24.917,25.6013,24.5145,23.4876,25.2348
tnt-2;Q7Z072,21.5684,20.7602,21.2117,21.0315,20.7102,21.3551,21.0246,21.635
tnt-2;Q7Z072,21.3392,21.4191,19.8672,21.8554,20.3373,20.3891,19.1224,21.7519
tnt-2;Q7Z072,20.2554,20.8282,21.6907,20.9667,21.619,20.7585,21.1056,20.7931
aqp-8;Q7Z138,25.7157,24.8264,26.3384,25.6278,20.756,21.6707,21.2189,21.7187
C05B5.8;Q86DA7,20.6739,21.7608,20.9516,19.889,21.148,21.1021,20.1782,21.5235
pqn-89;Q86DD5,24.3051,23.8158,23.5008,24.087,24.8832,24.5362,24.2373,24.7152
pqn-89;Q86DD5,29.1202,30.1812,30.4961,31.5163,21.2011,20.4278,20.6162,20.6623
col-166;Q86FL7,25.8036,27.0409,26.1432,26.4129,27.6826,27.3454,26.4091,27.4595
;Q86NC1;Q9N5U1,22.7355,23.5015,21.9368,22.5786,21.2268,21.5325,21.0474,21.3227
;Q86NC1;Q9N5U1,20.8278,19.7183,20.4559,20.9742,21.0491,21.3357,20.6338,20.5581
col-169;Q86NE4,20.4916,20.1746,21.7534,20.5821,23.9868,25.008,22.9498,24.6869
ttr-41;Q86NH9,20.57,20.106,19.9809,21.5297,19.7366,21.2312,19.8107,21.2463
Y65B4BR.5;Q86S66,21.0324,21.5021,20.3698,19.6865,21.3406,21.671,20.7097,21.4521
Y65B4BR.5;icd-2;Q86S66;V6CKR1,22.5969,25.2825,24.2468,24.3969,23.3851,23.8496,23.3722,24.4287
Y65B4BR.5;icd-2;Q86S66;V6CKR1,19.5582,20.4569,21.5364,19.6762,20.7761,20.2868,20.1651,21.7624
Y65B4BR.5;icd-2;Q86S66;V6CKR1,24.749,21.8601,23.3342,22.7193,21.3861,20.4958,20.7292,21.6313
Y65B4BR.5;icd-2;Q86S66;V6CKR1,20.4823,19.2158,21.81,21.1229,21.0982,21.7174,19.4761,21.391
Y65B4BR.5;icd-2;Q86S66;V6CKR1,23.0338,21.8753,23.2072,21.9976,23.2748,24.8059,24.6173,23.3387
Y65B4BR.5;Q86S66,25.9428,24.8641,24.5708,25.4141,20.0233,23.2184,23.7772,26.3101
Y65B4BR.5;Q86S66,24.7701,24.1834,26.2322,24.9509,25.7324,25.1036,24.5334,26.4755
;Q8I4C0,25.3252,26.5467,26.4117,26.1375,29.6742,29.0257,28.1578,28.4322
;Q8I4E4,25.5624,25.0528,25.4824,25.1096,26.5227,25.6346,25.3102,26.1152
;Q8I4J8,21.3469,20.7835,20.8458,21.5341,21.5773,21.6734,20.1532,21.7879
;Q8I4J8,21.0201,21.2293,21.3137,20.9297,21.7497,21.7387,20.4115,21.7828
gls-1;Q8I4M5,20.4915,20.912,19.0567,21.8947,21.7145,20.9744,19.2744,21.7144
gars-1;grs-1;Q8I711,20.6739,21.734,19.8773,21.0181,21.2079,21.3309,21.0835,21.441
gars-1;grs-1;Q8I711,23.1922,22.0937,22.3315,22.8828,24.4887,24.548,24.4797,24.6934
;Q8I7G0,24.7689,23.7262,23.4715,23.788,21.7937,19.9433,20.6666,19.7271
hum-2;Q8I7K2,22.8841,23.9496,22.6868,21.0761,21.7562,20.4152,21.2239,21.3744
hum-2;Q8I7K2,22.7897,22.7238,22.6868,22.0399,20.4318,21.2066,21.3378,21.7607
hum-2;Q8I7K2,22.277,22.5326,22.6868,22.0155,20.7812,21.4977,21.1499,21.4586
prdx-2;Q8IG31,24.4855,23.3374,22.2271,21.6096,25.7236,21.835,24.5388,25.6332
prdx-2;Q8IG31,20.7942,21.6308,21.1914,21.3148,26.026,26.0844,23.6555,24.2706
prdx-2;Q8IG31,20.0404,21.7575,21.8121,21.6261,23.6798,23.7658,22.7438,23.6461
prdx-2;Q8IG31,20.6137,21.1583,20.6958,21.2673,24.025,26.7509,24.4712,24.7013
prdx-2;Q8IG31,23.708,22.7683,23.2195,24.0425,24.5195,24.6534,24.2245,24.8963
prdx-2;Q8IG31,20.4235,20.3597,19.8272,21.7891,21.7709,21.135,20.2954,21.2888
prdx-2;Q8IG31,28.2214,28.2153,28.7089,28.5839,29.3336,28.0592,27.1735,29.012
prdx-2;Q8IG31,20.3461,21.5853,21.1222,21.0261,21.4567,20.7962,20.9588,21.6679
prdx-2;Q8IG31,19.7723,21.701,21.0812,21.4787,24.8074,21.822,22.1098,22.9697
cebp-2;Q8IG69,21.3085,19.2583,21.6752,20.0255,21.4236,20.3845,20.6452,20.5943
;Q8MPY2,27.0123,27.786,27.3448,27.6378,28.064,26.4082,25.8586,26.5599
;Q8MQ73,24.2602,23.9219,22.6404,24.0506,20.5076,21.7414,19.0247,21.172
;Q8MQ73,21.356,20.269,20.2193,21.7388,21.716,20.9649,21.3575,21.8055
;Q8MQ73,21.0234,21.3455,20.4057,21.6545,21.2988,21.069,20.557,21.1489
;Q8MQH0,25.2604,26.6313,26.2164,25.5388,26.8478,26.5933,26.7415,25.5943
pst-1;Q8MXJ9,22.9582,23.4116,23.5468,23.307,24.4031,22.9821,22.877,23.8895
sqd-1;Q8MXR6,22.7227,22.6776,22.3669,21.5989,21.6338,21.7769,21.3242,21.157
mca-3;Q8MXS0;Q95XP5,22.5437,22.0655,23.1739,23.4116,20.5845,19.9019,21.1311,21.4402
mca-3;Q8MXS0;Q95XP5,22.1054,23.3433,22.8668,23.9273,22.7736,22.5127,22.6447,23.9506
mca-3;Q8MXS0;Q95XP5,23.297,22.878,23.2121,22.7204,23.0181,22.6287,20.8326,22.5397
mca-3;Q8MXS0;Q95XP5,20.7931,21.1949,20.7531,21.0187,21.3056,21.7567,20.5182,21.1277
mca-3;Q8MXS0,20.6596,20.7944,20.9839,21.2542,21.842,20.3835,20.5847,21.7506
mca-3;Q8MXS0;Q95XP5,21.2723,20.7315,20.5591,21.538,23.5105,23.3826,21.5217,22.8918
mca-3;Q8MXS0,23.2911,23.3306,23.2132,23.2913,23.3602,21.8473,22.1128,21.6993
nape-2;Q965X9,24.4402,24.5225,23.9581,23.2593,22.9452,24.8027,21.8732,22.3714
;Q8T3D2,20.7186,21.4783,20.4945,21.2565,21.6396,21.6962,20.8154,21.3698
;Q8T3D2,20.0757,19.3426,21.7359,20.6642,21.3552,21.0135,20.7033,21.9133
nhx-2;Q8T5S1,20.6505,20.9678,18.6635,21.1053,21.2894,20.6248,20.5202,21.8971
nhx-2;Q8T5S1,20.3975,21.8019,21.1878,21.3684,21.8728,21.4118,21.2598,21.7808
rps-20;Q8WQA8,32.9701,34.0387,34.0986,33.2072,34.1904,34.341,33.4905,34.3928
rps-20;Q8WQA8,32.5126,33.7282,34.2454,32.6056,34.0762,34.7625,34.0127,34.9337
rps-20;Q8WQA8,27.8057,26.4048,26.7782,27.7088,27.4711,28.4595,26.3415,27.5356
rps-20;Q8WQA8,20.4033,21.11,20.7909,20.8539,22.3527,22.6163,21.9296,23.5416
rps-20;Q8WQA8,30.1276,30.6505,31.154,31.4281,32.2076,31.1562,31.381,31.985
;Q8WQF7,21.4144,24.9208,24.1246,22.4746,21.8294,21.1352,21.0006,21.2218
;Q8WQF7,25.0564,22.3643,23.2427,23.6319,23.3578,23.5873,22.8103,23.4717
;Q8WQF7,19.7574,20.5487,21.1212,20.5505,21.9042,21.6933,21.2672,21.1487
;Q8WQF7,23.9052,22.9233,24.9072,23.487,21.8997,20.7443,20.9936,21.3796
;Q8WQF7,21.7312,22.5581,23.2183,22.0685,21.4052,20.9163,20.0531,21.103
;Q8WQF7,25.0714,23.2034,23.058,25.488,24.2703,25.0597,24.3837,24.8718
;Q8WQF7,24.9042,25.6367,25.5382,24.5994,26.2975,25.2279,25.4244,26.7763
;Q8WQF7,25.0332,25.3069,23.7564,23.9405,25.9051,23.9399,24.2146,24.4816
;Q93168,19.9425,21.1437,21.8285,21.9144,21.525,21.1902,21.205,20.736
;Q93168,21.1175,21.8293,21.3518,21.8612,24.9773,25.1513,22.4389,24.9456
;Q93168,19.4227,21.701,21.7326,19.7013,24.4314,23.2501,24.0273,24.1408
;Q93211,25.7066,27.2659,26.1527,27.0884,25.166,24.7236,24.3369,25.1505
;Q93211;Q93213,25.5912,26.0065,25.2963,25.8526,25.5293,24.986,23.9531,25.1508
;Q93213,23.8815,22.278,22.0241,23.7637,21.7857,21.2478,20.9908,21.1408
nkb-1;Q93235,20.9483,20.6027,21.6411,21.11,20.6874,21.6908,20.5169,20.292
cysl-1;Q93244,19.8336,21.7068,21.1849,21.1241,21.033,20.6312,21.1514,20.804
cab-1;Q93249,26.9554,26.5652,26.4919,24.9,25.2383,24.1704,24.6668,25.2277
cab-1;Q93249,20.5675,20.4649,21.2667,21.5932,23.6587,24.9608,24.638,24.2524
cab-1;Q93249,23.3997,24.4609,24.3229,23.7631,22.6484,23.9378,21.6051,23.2859
;Q93289,26.9881,28.1175,28.0986,27.9441,20.823,20.7059,19.7498,21.7254
;Q93291,22.0287,22.4202,21.3723,21.4748,21.4944,21.1384,21.5284,19.8273
cytb-5.1;Q93315,23.5225,22.7649,23.4592,23.5836,22.9589,24.1249,21.933,23.5566
cytb-5.1;Q93315,23.5287,22.0346,22.9497,21.9668,22.2986,23.7492,22.3465,23.217
;Q93321,21.3417,20.0543,21.0018,21.7557,21.2889,21.6967,20.1156,21.6738
;Q93333,20.6143,21.2347,21.6229,20.0743,20.3122,21.2392,21.0875,21.631
rpb-3;Q93338,19.8756,19.2642,18.3587,21.5798,22.9855,23.0036,23.5825,23.9579
gsr-1;Q93379,19.0459,20.3715,20.8305,21.3656,21.8193,21.6304,20.9495,20.9496
drh-3;Q93413,21.9362,23.0738,23.0818,22.5061,23.4241,23.5385,24.3086,23.8405
npp-17;Q93454,20.1178,20.899,21.5407,20.62,21.6671,21.4798,19.9789,19.9003
;Q93513,20.1266,21.8528,21.3672,19.8972,20.0505,21.6222,21.3791,20.7983
;Q93513,21.0188,21.4636,20.7351,21.5409,21.7027,21.1119,20.7522,21.2594
;Q93513,20.153,21.1192,21.1037,21.0701,20.8783,21.35,20.273,21.8385
;Q93513,20.2246,21.7256,21.2767,19.9474,20.7718,21.4073,21.5226,21.2685
;Q93535,29.2157,28.7571,29.192,29.9931,28.2935,28.6274,28.0746,28.8755
;Q93553,25.315,26.288,25.743,25.6146,26.7136,26.6658,25.8339,26.8389
rpa-0;Q93572,20.2637,21.644,21.3434,19.9857,21.6076,21.2883,21.4574,21.1111
rpa-0;Q93572,19.8865,21.1116,21.1674,21.7164,25.5215,25.7517,25.923,27.0079
rpa-0;Q93572,21.0403,21.3953,21.5901,21.0317,21.509,20.7351,20.9733,21.0282
rpa-0;Q93572,25.1023,23.7082,23.5012,24.0408,26.7458,24.827,25.4253,26.5988
rpa-0;Q93572,26.7114,26.6287,27.0132,26.6658,27.8523,26.9456,27.1293,26.8197
rpa-0;Q93572,23.9396,23.8709,24.4119,24.98,24.7258,25.7463,24.4176,24.0456
rpa-0;Q93572,21.1044,21.5403,20.1758,21.8115,20.8743,21.5159,20.3843,21.1888
rpa-0;Q93572,21.5647,21.0715,21.5962,21.6137,21.6386,20.9411,20.9556,21.8815
rpa-0;Q93572,21.2302,20.5329,20.0566,20.9998,21.5849,21.4795,21.2485,20.1531
rpa-0;Q93572,22.8211,23.0723,24.4115,23.9583,24.4504,25.6242,23.2885,23.6283
tct-1;Q93573,20.9695,21.009,20.9147,20.6542,21.1482,21.7764,21.4811,21.6148
tct-1;Q93573,20.7435,20.5091,20.7107,21.425,21.4867,20.7257,21.1436,20.4624
tct-1;Q93573,19.9099,19.2439,20.7069,20.6632,21.5634,21.7128,19.3616,21.3471
tct-1;Q93573,21.0319,21.6979,20.7017,18.649,20.9865,20.9511,20.2014,21.6109
tct-1;Q93573,23.3679,23.6398,22.0109,22.4942,21.3039,21.2556,19.4792,21.4518
tct-1;Q93573,20.2974,20.5854,20.9275,20.6155,25.8773,23.4687,24.1958,24.764
tct-1;Q93573,20.5308,20.9571,20.1858,20.4766,21.7832,21.3668,20.9495,21.8294
tct-1;Q93573,23.6234,24.7636,23.1987,23.5949,23.9955,23.7959,23.2639,23.2803
ndk-1;Q93576,22.2153,22.2028,23.2388,23.4067,23.7202,22.7501,23.2311,23.1406
ndk-1;Q93576,21.6421,22.5604,22.2752,23.3529,23.1848,24.0202,22.4377,24.6743
ndk-1;Q93576,25.4459,27.8809,26.3755,26.1678,27.6219,28.0842,28.4047,28.8168
F27D4.4;Q93618,21.0646,21.6873,21.6645,20.215,19.6504,21.0694,20.7134,21.3653
gst-24;Q93694,21.459,21.6748,20.9157,21.1568,25.2562,24.9582,24.8509,25.0804
gst-24;Q93694,25.1766,24.2969,24.7514,24.7845,24.3307,24.66,24.8636,23.6122
gst-24;Q93694,20.3922,21.6379,20.0399,18.9263,23.0909,24.2637,23.4415,27.7136
gst-24;Q93694,30.2596,32.8334,32.8394,32.2468,32.6027,31.6061,31.116,31.5789
ned-8;Q93725,25.7312,24.9053,24.0807,25.6777,23.5303,23.3717,22.2221,22.4
ned-8;Q93725,24.5291,25.8298,25.4796,26.811,22.654,24.4726,23.3904,22.039
ned-8;Q93725,26.9505,28.6303,28.115,27.7859,29.639,29.2051,28.8815,28.0825
;Q93838,19.3881,20.1684,21.8236,20.4436,21.4894,21.6139,20.3676,21.3859
ent-2;Q93871,24.7304,24.7182,25.1323,24.4267,21.5715,21.6165,21.4113,21.5784
ent-2;Q93871,26.3085,27.509,27.8341,27.4466,26.9823,26.8875,25.9653,26.5605
ent-2;Q93871,19.7609,20.2864,20.9633,21.4441,21.2087,21.7084,21.3013,20.1145
;Q93892,24.44,25.137,24.5395,25.1873,21.8465,21.7684,21.2355,20.6439
mct-3;Q93896,23.1984,24.3005,23.0588,23.2281,21.6592,20.8173,21.1225,20.6878
mct-3;Q93896,22.3187,22.205,21.8174,22.2548,22.4929,21.2955,22.0938,23.2079
