geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,,,,
;Q22666,21.3114,18.9754,21.0473,20.8497,20.9455,19.637,20.5739,19.9491,,,,
;Q7JLZ9,24.3874,24.5472,25.2138,26.3968,21.2543,19.5649,20.8108,21.5932,,,,
;Q7JLZ9,25.5133,23.9504,24.1566,23.4496,20.8189,20.0381,20.9054,20.7687,,,,
;Q7JLZ9,26.4695,26.5772,27.5743,27.359,23.7952,22.9898,21.9221,22.6588,,,,
;Q7JLZ9,25.6034,24.8745,24.2731,23.7689,24.6661,24.3227,22.6315,25.0171,,,,
;Q7JLZ9,20.8015,18.8016,21.0808,19.177,21.1039,20.1716,21.5959,21.6138,,,,
dnj-23;Q22751,22.7183,22.649,24.3279,23.0838,21.4974,20.7091,21.1367,20.3654,,,,
dnj-23;Q22751,24.4683,23.8917,23.4832,23.5474,22.5165,25.4232,25.6282,24.7928,,,,
dlc-1;Q22799,20.7926,20.9441,20.4477,19.9249,24.5511,25.0947,31.8284,25.4776,,,,
cgr-1;Q22824,20.4046,21.4679,21.3401,21.1894,22.7609,23.1736,22.4561,22.9962,,,,
cgr-1;Q22824,22.8642,22.8243,23.348,22.1778,24.8914,25.5482,23.8751,24.6655,,,,
;Q22850,24,22.6462,22.9978,21.9423,20.6736,20.8246,21.2987,21.4214,,,,
C37C3.2;Q22918,23.8487,20.5802,23.1776,23.1542,21.0097,21.0446,21.6122,20.1066,,,,
;Q22938,21.0971,19.9622,21.2797,20.3314,23.5069,26.7417,23.9191,25.483,,,,
rhr-1;Q22947,29.1545,24.9476,26.784,24.7905,28.864,29.6866,28.9512,29.9894,,,,
rhr-1;Q22947,26.3245,25.7505,26.4516,25.7541,27.9125,27.3612,26.0118,27.2121,,,,
;Q23012,20.1832,20.7362,19.6351,20.6993,23.1697,23.1282,23.3596,23.3946,,,,
;Q23030,20.4521,19.8607,20.8479,21.4509,20.227,18.306,20.9858,20.5022,,,,
clik-1;Q23050,25.8981,23.3735,23.9662,23.1456,23.0682,21.6677,21.7684,22.6888,,,,
clik-1;Q23050,18.5874,20.4681,21.7271,21.5573,21.0973,21.7439,19.5477,21.177,,,,
clik-1;Q23050,25.6879,26.5553,27.2707,28.5781,23.4451,21.7698,20.4013,20.3298,,,,
clik-1;Q23050,25.9697,22.2943,21.2989,22.4338,20.3504,21.8491,21.0363,21.184,,,,
clik-1;Q23050,26.2769,25.7678,25.3206,26.0407,23.0602,25.7562,25.7824,26.7594,,,,
clik-1;Q23050,23.8679,21.2308,21.4274,23.5176,20.2712,21.1172,20.3002,21.5583,,,,
clik-1;Q23050,23.5008,23.4767,23.9666,24.1697,20.8201,21.1174,20.8184,21.3532,,,,
clik-1;Q23050,22.5176,27.3561,26.5853,26.6732,25.2555,25.5756,24.395,26.1207,,,,
clik-1;Q23050,28.581,29.2554,28.6309,28.6647,25.4545,26.0024,25.0394,25.7722,,,,
clik-1;Q23050,28.0813,24.9313,26.3712,25.1644,26.5673,27.7769,25.0994,29.8806,,,,
clik-1;Q23050,26.5061,22.2102,24.3268,24.3012,23.8374,23.5983,23.3307,24.4962,,,,
clik-1;Q23050,25.9925,23.3534,24.1229,24.312,21.4633,21.3273,19.9595,21.9485,,,,
clik-1;Q23050,20.4801,20.333,21.531,20.1759,22.6421,22.155,20.3017,22.9881,,,,
acl-9;Q23087,21.8362,21.1893,20.1768,21.1783,20.6365,19.3871,20.5694,21.6665,,,,
rsp-2;Q23120,21.2395,19.864,20.18,21.5144,19.4899,20.8013,20.7097,21.5933,,,,
rsp-1;Q23121,23.4941,23.7399,24.0561,23.9661,20.7645,21.5374,20.3737,21.3208,,,,
rga-1;Q23130,20.302,21.1348,19.703,21.7135,21.3682,21.1239,20.9435,20.6215,,,,
col-181;Q2XN04,21.6483,20.5917,21.0417,20.7849,25.4704,23.2043,24.5058,23.0233,,,,
atn-1;Q23158,21.906,22.2202,24.1408,23.8769,20.7568,21.1338,21.1718,19.8954,,,,
;Q23166,21.7702,20.9268,20.8605,21.351,21.4471,21.3724,20.4822,21.9185,,,,
;Q23186,21.534,20.1116,20.3788,20.161,20.9974,21.3532,21.6329,19.6134,,,,
dct-11;Q23190,21.8982,20.6058,20.0332,21.5067,24.1721,22.3922,24.3375,24.0359,,,,
puf-9;Q23191,21.814,19.9794,21.7683,21.0933,21.0421,20.6108,20.8616,21.9313,,,,
puf-9;Q23191,21.6812,20.6677,20.3466,19.8918,24.2307,23.8172,22.5636,22.4167,,,,
puf-9;Q23191,21.8084,18.7506,21.1528,21.5523,20.9615,20.9821,20.9489,20.057,,,,
tag-266;Q23203,22.666,23.5315,22.6961,24.8525,23.531,26.2293,25.1575,25.5579,,,,
pbs-3;Q23237,21.1618,19.6697,20.6179,20.6995,22.3858,22.2198,22.7213,22.2543,,,,
pbs-3;Q23237,20.3149,19.9286,21.6141,21.1155,24.4154,24.9865,24.4066,23.512,,,,
ZC395.10;Q23280,21.3158,21.1424,20.6321,20.0513,21.5447,21.8234,21.0586,20.8264,,,,
ZC395.10;Q23280,21.7299,21.399,21.8065,20.6533,21.1394,21.1102,20.6137,20.5051,,,,
rps-7;Q23312,23.9857,25.6117,26.001,23.8268,24.7041,25.6058,24.6425,24.2534,,,,
rps-7;Q23312,21.0192,21.0007,21.4634,19.8371,23.9301,24.0417,24.0105,24.0562,,,,
rps-7;Q23312,29.8676,27.0981,23.0695,27.3102,27.0131,27.7045,26.9719,27.7823,,,,
rps-7;Q23312,29.0041,25.6127,23.4976,23.8597,27.6075,29.1861,28.0468,27.9604,,,,
rps-7;Q23312,22.0727,20.9542,21.0173,21.4863,24.4644,25.5027,23.4624,24.8135,,,,
rps-7;Q23312,19.8207,21.4893,21.3732,19.8543,20.668,20.6903,20.3179,21.0475,,,,
;Q23330,21.0703,21.0471,19.5518,19.8786,20.45,21.1628,21.0149,21.4773,,,,
;Q23398,21.2941,21.3772,21.4016,20.4517,18.9021,21.6771,20.4875,20.7215,,,,
fzo-1;Q23424,27.1584,27.0951,26.7103,25.3995,27.2769,25.8221,27.3697,27.4161,,,,
fzo-1;Q23424,22.1006,20.2561,20.2198,20.7622,21.4223,20.9867,21.239,19.3483,,,,
rpn-12;Q23449,19.3056,21.2585,20.9213,20.7017,20.9998,20.1421,20.9532,20.5,,,,
rpn-12;Q23449,21.289,20.5155,21.2291,20.9143,20.7553,21.6024,20.5794,20.3808,,,,
rad-23;Q23451,24.5244,21.7893,21.8671,22.4025,24.959,26.5121,25.2834,25.963,,,,
rad-23;Q23451,24.2475,23.9045,23.6847,24.8826,25.0491,24.9246,25.0167,24.7517,,,,
rad-23;Q23451,30.8979,24.2322,25.1302,27.7082,29.15,29.9936,29.534,29.2815,,,,
rad-23;Q23451,24.3655,24.0056,23.6838,23.471,21.0951,20.9653,21.8264,21.3967,,,,
rad-23;Q23451,23.6317,24.0049,24.2711,24.4843,19.1513,20.951,21.5805,20.8968,,,,
aco-1;Q23500,20.4879,21.079,21.1605,18.995,24.7712,22.0112,21.5664,23.1781,,,,
inx-8;Q23593,27.0887,26.0007,25.7427,26.0217,26.5264,27.1628,25.7544,26.6115,,,,
inx-8;Q23593,21.2027,19.5799,21.6431,21.4769,24.8876,24.4013,24.1601,24.3457,,,,
inx-8;Q23593,20.2185,19.0053,19.8247,20.9682,20.6115,20.5321,20.9295,19.7471,,,,
inx-8;Q23593,21.515,19.3694,20.396,20.1027,24.1328,25.275,26.8682,25.261,,,,
inx-8;inx-9;Q23593;Q23594,22.0183,21.5434,21.4903,21.0979,24.9137,24.0399,23.6678,24.3281,,,,
inx-9;Q23594,24.2725,24.5019,25.7832,26.2296,22.998,25.7969,26.3456,24.9994,,,,
inx-9;Q23594,20.9561,18.5768,19.9605,19.8966,26.2586,27.2078,27.2638,27.4367,,,,
;Q23600,21.0973,19.4825,21.4766,21.445,22.5033,22.8263,21.8552,22.6154,,,,
hpo-40;Q23647,21.1747,21.1484,20.0808,19.7887,21.1724,21.4748,21.1286,20.4905,,,,
nlt-1;Q23655,25.1958,23.3901,22.3484,21.8463,23.2134,25.0041,25.6084,24.4617,,,,
nlt-1;Q23655,26.8796,26.4014,26.6556,26.4524,24.2286,26.9844,26.3943,25.9898,,,,
nlt-1;Q23655,26.5569,24.6985,24.9561,24.0714,25.3494,26.7287,25.2612,25.0042,,,,
nlt-1;Q23655,21.2333,23.2419,23.4515,24.4967,19.5386,20.8041,21.4926,20.836,,,,
arrd-4;Q23672,22.6979,24.7339,25.331,25.1417,20.3925,21.5087,21.4347,20.1705,,,,
arrd-4;Q23672,21.7655,19.8706,21.081,20.2207,20.9623,21.5122,21.6138,21.8031,,,,
vha-9;Q23680,24.619,24.2357,23.8971,24.0755,21.5045,20.4306,20.1459,21.5287,,,,
vha-9;Q23680,24.0266,23.6297,26.8563,26.4889,19.53,18.7968,21.1591,21.9404,,,,
vha-9;Q23680,24.4895,25.0965,25.1341,24.1318,23.4842,24.4991,25.2164,25.742,,,,
vha-9;Q23680,23.0627,22.1364,23.229,22.0566,20.2491,19.2913,20.2289,20.9884,,,,
lap-2;Q27245,22.6102,22.3963,23.7909,23.2826,20.5726,21.8141,19.8302,21.357,,,,
rop-1;Q27274,21.5342,20.1956,20.826,20.9714,20.9487,21.2565,20.1194,20.961,,,,
rop-1;Q27274,24.3162,22.8301,24.1147,22.6896,23.2881,24.6757,23.837,24.4737,,,,
mup-2;Q27371,21.2948,21.2513,20.1925,20.775,20.5772,21.4337,20.5166,21.527,,,,
mup-2;Q27371,19.9816,19.424,21.1021,20.0051,21.0836,20.9791,20.5132,21.1884,,,,
mup-2;Q27371,21.9862,20.3839,21.2897,20.2488,20.8392,20.8799,21.7525,19.7146,,,,
mup-2;Q27371,25.3256,24.1703,23.3181,24.3315,19.2638,20.7242,21.3786,21.3038,,,,
mup-2;Q27371,26.5835,24.3181,23.1491,22.1965,21.5635,19.9491,21.552,21.7495,,,,
mup-2;tnt-2;Q27371;Q7Z072,23.9582,22.4606,21.6275,20.431,18.9311,21.4046,21.079,20.9261,,,,
mup-2;tnt-2;Q27371;Q7Z072,24.4444,23.5587,24.5242,23.3769,19.2261,21.4104,20.2845,21.0102,,,,
mup-2;Q27371,24.2104,25.1814,24.2974,23.194,21.5669,22.4518,22.7831,22.7909,,,,
mup-2;tnt-2;Q27371;Q7Z072,22.037,21.3725,19.7089,21.1178,21.5309,21.0278,20.9636,21.3271,,,,
mup-2;Q27371,25.4058,22.4342,23.0776,23.4979,20.3834,21.5115,20.4686,19.2246,,,,
mup-2;Q27371,20.7205,20.733,21.7434,21.4191,20.7483,21.4674,20.4691,20.7829,,,,
mup-2;Q27371,24.2188,25.0433,25.7695,25.1095,21.0554,20.3696,21.7474,21.6817,,,,
mup-2;Q27371,26.9768,24.6484,24.4377,25.1606,24.1815,25.8492,25.4899,24.7003,,,,
mup-2;Q27371,21.9467,20.3589,21.694,19.3841,21.3256,20.0992,21.7093,20.9935,,,,
rpl-16;Q27389,22.0628,21.2447,17.022,20.3362,24.8044,24.6569,25.3942,24.9724,,,,
rpl-16;Q27389,21.1291,20.1595,20.8083,19.8971,24.4153,22.8699,23.3555,23.8572,,,,
rpl-16;Q27389,21.5431,21.097,21.5923,20.9778,21.8491,24.011,23.2025,24.0613,,,,
rpl-16;Q27389,21.0746,21.023,21.8528,21.6296,21.5778,20.7771,21.2109,21.4664,,,,
pas-2;Q27488,21.1136,20.0072,20.3466,21.5607,20.3895,19.5213,21.6272,20.6639,,,,
pas-2;Q27488,19.3648,20.7038,19.9287,19.2131,18.9446,21.1764,20.7995,21.5109,,,,
rpoa-2;Q27493,20.1903,21.1795,21.4234,20.2945,20.6355,21.2304,20.921,21.5384,,,,
htz-1;Q27511,25.2398,24.8283,25.8113,25.5639,21.6026,20.2161,21.0901,18.5624,,,,
htz-1;Q27511,27.6018,23.6544,24.5185,23.884,25.9152,25.4368,25.121,26.7188,,,,
enol-1;Q27527,25.2508,24.108,25.0387,25.0388,24.0079,25.2714,23.7032,24.1687,,,,
enol-1;Q27527,24.304,22.389,22.6651,22.8755,23.2662,23.7713,23.7695,24.7523,,,,
enol-1;Q27527,27.3823,26.7877,28.2576,25.3172,21.302,21.6989,18.9239,20.8336,,,,
enol-1;Q27527,20.8567,19.0646,20.7211,19.8576,21.3764,21.1889,19.5647,20.7353,,,,
cyp-14a5;Q27531,20.8959,20.7719,20.471,21.1367,24.2431,25.1341,25.4078,26.1615,,,,
cyp-14a5;Q27531,22.0633,21.5764,21.5672,20.8705,20.9668,20.2173,20.8619,21.2456,,,,
cyp-14a5;Q27531,20.4916,18.4519,19.6236,19.6529,23.6705,25.7774,25.7185,24.9156,,,,
cyp-14a5;Q27531,21.0205,20.0491,21.0208,20.7855,20.6746,21.1747,21.8227,20.367,,,,
cyp-14a5;cyp-14a2;cyp-14a3;cyp-14a4;Q27531,20.5198,19.8815,21.3921,21.19,21.2912,20.7121,21.0819,21.0388,,,,
cyp-14a5;Q27531,26.5346,24.8941,24.4749,25.3971,24.296,25.195,24.6718,25.0642,,,,
ZC434.8;Q27535,22.0622,20.821,19.7013,20.1825,20.7993,21.6036,21.7373,19.3887,,,,
pat-3;Q27874,22.0736,21.001,20.481,21.0039,23.8398,23.3043,23.9188,24.196,,,,
pat-3;Q27874,22.0932,21.0976,20.0352,19.6174,20.9279,21.6968,19.3506,20.4179,,,,
lbp-3;Q27GU2,20.4667,21.5335,18.4032,21.4445,21.4075,19.8467,21.3556,21.6207,,,,
vamp-8;Q2EEN5,25.2914,25.4006,27.0774,25.796,23.4751,23.6452,23.7436,23.675,,,,
vamp-8;Q2EEN5,20.707,21.5695,21.7025,20.2438,21.8077,24.0498,25.9176,22.1538,,,,
gln-3;Q2HQL4,20.3771,20.8818,19.9391,19.5924,20.461,20.5429,21.1635,21.1763,,,,
;Q2L6X2,20.9879,20.2786,20.7931,21.0428,21.1115,21.0474,21.1745,21.6211,,,,
;Q2L6X2,22.0336,20.4167,20.9875,19.5646,19.2407,18.9533,20.6857,21.8209,,,,
;Q2XN01,25.3957,24.8404,24.2008,27.9736,25.1313,26.4823,25.8346,26.5358,,,,
;Q2XN01,26.4163,24.5485,25.3518,25.4606,27.8522,27.3239,27.58,27.845,,,,
;Q2XN01,25.2545,24.4149,24.4534,25.6557,25.2653,28.3923,27.3899,26.9478,,,,
pgl-1;Q304E5,21.2935,18.7727,21.2574,21.6512,26.3337,23.5953,25.3016,25.6556,,,,
lbp-9;Q3LFN1,21.5281,18.74,20.413,21.0329,19.6431,20.3197,20.265,20.3719,,,,
lbp-9;Q3LFN1,22.8376,21.7632,20.1892,20.5167,21.5328,21.1358,21.2871,21.3407,,,,
;Q3V5H6,21.3163,20.7514,20.7386,20.9232,26.0663,24.5494,24.1887,24.8254,,,,
;Q3Y3Z9,19.7352,20.8403,20.93,20.5755,23.0078,25.0163,23.3981,23.3584,,,,
spp-10;Q4JFH6,21.8275,21.2269,19.1826,20.1971,21.045,20.9637,20.1792,21.2176,,,,
;Q4R132,22.2341,22.5979,22.4865,21.8139,20.5742,21.1651,20.7664,20.2994,,,,
;Q4TTB6,21.5642,20.8979,21.2335,18.7129,22.4074,23.0918,22.7722,23.0406,,,,
;Q8MXD9,21.498,19.4407,20.9279,20.7512,20.9389,21.6264,21.3637,21.0807,,,,
;Q564S3,25.3507,25.5855,24.7028,24.8904,24.2273,24.841,26.2333,24.4219,,,,
;Q564S3,21.869,20.8753,21.1774,21.2424,24.9709,22.8714,24.9956,24.2477,,,,
imp-1;Q564X1,26.2889,24.6341,24.4392,25.2334,25.3398,26.2673,26.35,26.3156,,,,
;Q564Y0,20.1268,21.0265,20.4522,21.0686,20.135,20.498,21.7432,21.6077,,,,
;Q564Y2,23.5984,24.6917,25.7009,25.8408,25.1015,25.3499,25.0432,25.8798,,,,
;Q564Y2,20.7997,20.6881,21.0591,21.2379,26.5155,25.7309,24.5968,25.0619,,,,
;Q564Y2,20.4398,19.0493,20.6327,20.9753,25.0117,25.7309,24.5968,25.3824,,,,
tag-261;Q95X71,20.0143,21.2851,20.9405,20.4104,20.7305,20.7014,21.0624,20.0868,,,,
tag-261;Q95X71,24.3355,19.2135,21.1595,21.9756,20.5975,20.851,19.223,21.2615,,,,
;Q5GMH8,21.7513,20.1981,19.3523,21.2844,21.4197,21.0382,20.7468,21.474,,,,
;Q5W7A3,21.2883,19.8726,21.2565,21.391,21.5159,21.2675,21.4058,20.0319,,,,
npp-21;Q5WRT8,20.7837,21.013,21.321,20.6329,20.9622,20.1156,21.3312,20.6706,,,,
npp-21;Q5WRT8,21.9473,21.4453,19.3994,21.128,20.6754,20.83,20.2888,21.5695,,,,
npp-21;Q5WRT8,20.2359,21.3489,20.7362,20.8375,20.7547,21.0483,21.5598,21.5532,,,,
npp-21;Q5WRT8,26.1373,22.729,24.2276,24.4139,18.966,21.4381,21.0269,20.9882,,,,
;Q65CM5,21.8935,21.2376,19.8352,21.4507,22.8737,23.8057,23.8872,22.1331,,,,
Y54E10A.11;Q65XX2,18.9803,19.8844,21.0366,20.0067,19.0859,21.1585,20.9648,21.766,,,,
gcy-32;Q6DNF7,27.4508,26.9211,28.4909,28.7345,26.046,26.4041,26.8141,27.5154,,,,
ins-19;Q71UE4,24.5393,21.6948,21.746,22.1196,25.4388,25.0171,24.4386,25.7165,,,,
aqp-2;Q7JMQ6,28.1342,25.7791,24.3555,24.4394,22.9322,22.6916,22.889,21.9448,,,,
aqp-2;Q7JMQ6,27.0605,23.6347,24.8165,25.3637,20.1533,21.1281,19.4131,21.56,,,,
;Q7JMS5,21.9551,19.8737,21.7016,20.02,22.8287,23.0592,21.7891,22.9863,,,,
;Q7JMS5,21.6789,19.1302,21.4611,21.6033,24.4147,26.3895,26.727,25.3986,,,,
;Q7JNM2,20.8806,19.7487,20.102,19.8692,23.1083,22.357,21.7658,23.2814,,,,
npp-16;Q7K6X4,22.6682,20.3475,21.6099,21.5633,20.3862,21.4129,21.3211,21.6248,,,,
;Q7KPV8,22.0506,20.8506,21.6979,19.9559,19.8212,21.3209,20.2974,20.6712,,,,
;Q7YTN9,21.3542,19.8447,21.5752,19.5395,21.1774,21.5573,21.3331,20.2702,,,,
;Q7YWU6,21.4641,21.1851,19.7209,21.4325,21.6101,20.6667,21.0794,21.0275,,,,
;Q7YWV0,20.3566,20.0155,20.8724,21.566,26.0168,27.0661,27.398,25.5049,,,,
;Q7YWW4,21.1008,20.7515,20.9775,19.9801,19.0995,19.4925,21.4061,20.3593,,,,
;Q7YX48,21.0956,20.5364,21.7373,19.5071,20.8372,20.9061,20.003,20.9083,,,,
vem-1;Q7YZW5,21.3463,18.9899,20.3637,20.0817,24.067,25.4372,24.5567,25.2011,,,,
tnt-2;Q7Z072,20.1719,20.9586,21.5218,20.2994,20.3682,21.6832,21.3081,20.6531,,,,
tnt-2;Q7Z072,26.042,25.1455,27.2076,25.4604,21.1075,19.8125,21.6452,20.894,,,,
tnt-2;Q7Z072,25.233,25.3822,26.1239,25.6729,24.95,23.4061,23.7,23.3268,,,,
tnt-2;Q7Z072,25.1895,25.5034,26.1486,25.6851,23.2524,24.1804,23.9321,24.917,,,,
tnt-2;Q7Z072,21.7559,19.9853,20.9297,20.1024,21.5684,20.7602,21.2117,21.0315,,,,
tnt-2;Q7Z072,26.2937,25.5504,25.925,27.6989,21.3392,21.4191,19.8672,21.8554,,,,
tnt-2;Q7Z072,23.9501,23.8636,26.1558,25.0726,20.2554,20.8282,21.6907,20.9667,,,,
aqp-8;Q7Z138,20.4522,20.7189,21.0618,19.7571,25.7157,24.8264,26.3384,25.6278,,,,
C05B5.8;Q86DA7,20.1866,20.3316,20.6317,21.2597,20.6739,21.7608,20.9516,19.889,,,,
pqn-89;Q86DD5,23.3039,21.9233,22.1845,25.1199,24.3051,23.8158,23.5008,24.087,,,,
pqn-89;Q86DD5,28.6692,26.3475,27.9921,28.8203,29.1202,30.1812,30.4961,31.5163,,,,
col-166;Q86FL7,27.0314,27.7705,27.5854,26.6016,25.8036,27.0409,26.1432,26.4129,,,,
;Q86NC1;Q9N5U1,21.2808,21.1484,18.9592,20.8268,22.7355,23.5015,21.9368,22.5786,,,,
;Q86NC1;Q9N5U1,23.6317,27.6576,26.6127,26.2475,20.8278,19.7183,20.4559,20.9742,,,,
col-169;Q86NE4,21.2879,20.0543,21.8507,21.4418,20.4916,20.1746,21.7534,20.5821,,,,
ttr-41;Q86NH9,25.2461,24.1798,23.5591,24.8226,20.57,20.106,19.9809,21.5297,,,,
Y65B4BR.5;Q86S66,24.694,25.2379,26.5354,24.7988,21.0324,21.5021,20.3698,19.6865,,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,26.7603,27.755,27.4768,28.0293,22.5969,25.2825,24.2468,24.3969,,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,21.9704,23.9885,25.4679,25.1838,19.5582,20.4569,21.5364,19.6762,,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,25.3624,25.6324,25.0875,25.7636,24.749,21.8601,23.3342,22.7193,,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,22.1,21.5115,20.9555,20.8332,20.4823,19.2158,21.81,21.1229,,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,23.0918,24.0532,24.3363,23.3065,23.0338,21.8753,23.2072,21.9976,,,,
Y65B4BR.5;Q86S66,20.6747,19.1461,20.9533,20.4408,25.9428,24.8641,24.5708,25.4141,,,,
Y65B4BR.5;Q86S66,20.4089,20.8292,18.8782,20.4118,24.7701,24.1834,26.2322,24.9509,,,,
;Q8I4C0,27.5229,25.7238,26.507,27.7157,25.3252,26.5467,26.4117,26.1375,,,,
;Q8I4E4,21.2487,21.0025,20.376,20.8921,25.5624,25.0528,25.4824,25.1096,,,,
;Q8I4J8,21.1811,19.9721,20.3726,20.3845,21.3469,20.7835,20.8458,21.5341,,,,
;Q8I4J8,21.1851,21.3429,20.6503,20.9089,21.0201,21.2293,21.3137,20.9297,,,,
gls-1;Q8I4M5,21.1983,20.5922,20.2491,21.1646,20.4915,20.912,19.0567,21.8947,,,,
gars-1;grs-1;Q8I711,21.4495,19.4051,20.9881,20.194,20.6739,21.734,19.8773,21.0181,,,,
gars-1;grs-1;Q8I711,20.1257,20.8437,20.9414,21.2936,23.1922,22.0937,22.3315,22.8828,,,,
;Q8I7G0,20.4203,19.4022,20.4431,21.3248,24.7689,23.7262,23.4715,23.788,,,,
hum-2;Q8I7K2,21.5617,21.2058,21.2674,20.6446,22.8841,23.9496,22.6868,21.0761,,,,
hum-2;Q8I7K2,21.4691,20.0656,19.354,20.6823,22.7897,22.7238,22.6868,22.0399,,,,
hum-2;Q8I7K2,19.9777,20.5747,21.8539,21.3877,22.277,22.5326,22.6868,22.0155,,,,
prdx-2;Q8IG31,25.2288,23.9305,22.5778,21.8841,24.4855,23.3374,22.2271,21.6096,,,,
prdx-2;Q8IG31,25.1277,23.0047,23.5385,23.533,20.7942,21.6308,21.1914,21.3148,,,,
prdx-2;Q8IG31,21.4128,20.9335,21.0781,21.5631,20.0404,21.7575,21.8121,21.6261,,,,
prdx-2;Q8IG31,24.2844,23.6299,23.6543,21.9397,20.6137,21.1583,20.6958,21.2673,,,,
prdx-2;Q8IG31,24.6413,23.2601,23.3929,24.642,23.708,22.7683,23.2195,24.0425,,,,
prdx-2;Q8IG31,21.3891,20.6149,21.4462,21.0878,20.4235,20.3597,19.8272,21.7891,,,,
prdx-2;Q8IG31,28.1912,21.0555,27.0749,25.9757,28.2214,28.2153,28.7089,28.5839,,,,
prdx-2;Q8IG31,21.5716,21.3967,19.7486,19.8193,20.3461,21.5853,21.1222,21.0261,,,,
prdx-2;Q8IG31,21.9982,21.0527,19.7668,20.1903,19.7723,21.701,21.0812,21.4787,,,,
cebp-2;Q8IG69,25.3509,24.5173,24.2098,23.4168,21.3085,19.2583,21.6752,20.0255,,,,
;Q8MPY2,26.3958,24.553,25.4217,26.2358,27.0123,27.786,27.3448,27.6378,,,,
;Q8MQ73,21.1866,20.5926,21.625,21.3633,24.2602,23.9219,22.6404,24.0506,,,,
;Q8MQ73,19.9772,19.628,21.6355,20.7826,21.356,20.269,20.2193,21.7388,,,,
;Q8MQ73,28.2605,23.1326,23.7157,23.8009,21.0234,21.3455,20.4057,21.6545,,,,
;Q8MQH0,29.4114,26.9723,27.0426,27.5309,25.2604,26.6313,26.2164,25.5388,,,,
pst-1;Q8MXJ9,21.5728,17.9518,20.0128,20.1321,22.9582,23.4116,23.5468,23.307,,,,
sqd-1;Q8MXR6,20.2332,20.5146,21.2983,19.6393,22.7227,22.6776,22.3669,21.5989,,,,
mca-3;Q8MXS0;Q95XP5,25.6627,28.4751,28.0949,28.2334,22.5437,22.0655,23.1739,23.4116,,,,
mca-3;Q8MXS0;Q95XP5,20.1667,20.8118,19.992,19.6609,22.1054,23.3433,22.8668,23.9273,,,,
mca-3;Q8MXS0;Q95XP5,22.1083,20.2631,20.6127,19.6843,23.297,22.878,23.2121,22.7204,,,,
mca-3;Q8MXS0;Q95XP5,21.341,20.4825,20.6611,21.4192,20.7931,21.1949,20.7531,21.0187,,,,
mca-3;Q8MXS0,20.9386,21.034,20.0461,20.795,20.6596,20.7944,20.9839,21.2542,,,,
mca-3;Q8MXS0;Q95XP5,25.5304,24.4153,24.9812,24.3225,21.2723,20.7315,20.5591,21.538,,,,
mca-3;Q8MXS0,22.7403,23.1026,25.1358,24.0574,23.2911,23.3306,23.2132,23.2913,,,,
nape-2;Q965X9,21.2703,23.8895,23.9321,23.9181,24.4402,24.5225,23.9581,23.2593,,,,
;Q8T3D2,20.8937,19.7942,21.2548,21.6188,20.7186,21.4783,20.4945,21.2565,,,,
;Q8T3D2,21.3944,20.8123,21.2173,21.4226,20.0757,19.3426,21.7359,20.6642,,,,
nhx-2;Q8T5S1,19.7683,20.0399,21.8134,19.9435,20.6505,20.9678,18.6635,21.1053,,,,
nhx-2;Q8T5S1,20.6816,20.5197,19.1933,21.6198,20.3975,21.8019,21.1878,21.3684,,,,
rps-20;Q8WQA8,35.8885,23.8776,26.0975,26.6773,32.9701,34.0387,34.0986,33.2072,,,,
rps-20;Q8WQA8,36.2561,23.8776,25.168,29.234,32.5126,33.7282,34.2454,32.6056,,,,
rps-20;Q8WQA8,27.7185,24.4083,26.062,22.8485,27.8057,26.4048,26.7782,27.7088,,,,
rps-20;Q8WQA8,25.7882,22.2834,23.2486,23.2962,20.4033,21.11,20.7909,20.8539,,,,
rps-20;Q8WQA8,30.9493,24.3604,24.8153,26.0557,30.1276,30.6505,31.154,31.4281,,,,
;Q8WQF7,26.913,25.8408,26.4111,24.995,21.4144,24.9208,24.1246,22.4746,,,,
;Q8WQF7,21.1327,21.4059,20.7109,21.4292,25.0564,22.3643,23.2427,23.6319,,,,
;Q8WQF7,19.2846,20.3324,21.6406,20.2331,19.7574,20.5487,21.1212,20.5505,,,,
;Q8WQF7,22.7679,22.7201,24.7826,23.1415,23.9052,22.9233,24.9072,23.487,,,,
;Q8WQF7,24.5137,26.8936,27.5386,26.8225,21.7312,22.5581,23.2183,22.0685,,,,
;Q8WQF7,25.3497,26.4963,26.3745,26.3901,25.0714,23.2034,23.058,25.488,,,,
;Q8WQF7,24.5734,26.6463,25.4315,25.1519,24.9042,25.6367,25.5382,24.5994,,,,
;Q8WQF7,20.8712,20.988,20.9541,18.8918,25.0332,25.3069,23.7564,23.9405,,,,
;Q93168,20.6166,19.9714,21.4693,21.2933,19.9425,21.1437,21.8285,21.9144,,,,
;Q93168,21.2102,20.085,20.7704,19.4268,21.1175,21.8293,21.3518,21.8612,,,,
