geneName;Leading.proteins,log2 eat2_d15_01,log2 eat2_d15_02,log2 eat2_d15_03,log2 eat2_d15_04,log2 eat2_d5_01,log2 eat2_d5_02,log2 eat2_d5_03,log2 eat2_d5_04,,,,
F33H2.3;O62220,21.5985,21.2355,21.0442,21.4551,19.8299,21.32,19.9475,20.0496,,,,
F33H2.3;O62220,19.6844,20.8321,20.6383,20.736,21.4619,21.3844,21.1316,19.9773,,,,
syx-7;O62236,20.1734,21.1721,21.7561,20.7546,23.263,23.0411,25.0291,24.5114,,,,
syx-7;O62236,21.6442,20.8113,20.4124,21.0002,21.2113,21.2297,20.9652,21.46,,,,
syx-7;O62236,25.365,27.1084,26.5459,26.1094,22.6583,22.283,22.3732,22.4102,,,,
syx-7;O62236,21.0186,20.7862,20.3063,21.2584,20.4908,19.8358,20.7376,20.3961,,,,
tim-16;O62250,24.3784,25.6284,23.0108,23.8066,20.2438,21.6115,21.5486,21.084,,,,
;O62261,21.0065,19.8753,21.1788,20.5784,23.3845,25.9415,25.4872,24.1806,,,,
dct-18;O62277,21.3634,19.8043,20.8799,20.5811,21.296,20.3135,20.3848,19.5302,,,,
;O62317,21.4944,20.4469,21.1191,21.2941,19.8946,21.1876,21.241,19.937,,,,
;O62317,20.7578,21.1979,21.0907,19.5237,21.3945,21.3858,19.6773,21.6736,,,,
;O62317,23.1844,23.5147,24.5346,22.3866,21.3675,20.8083,19.4085,21.2692,,,,
;O62317,20.3691,20.9563,21.2394,21.4538,20.0007,21.7669,20.3427,21.6879,,,,
;O62317,21.5786,19.8916,21.7236,20.747,23.7578,24.0736,23.7974,24.1636,,,,
;O62317,19.7126,20.8881,20.8032,20.4461,20.6645,20.4772,19.9094,21.126,,,,
;O62317,21.4997,20.7847,21.3926,17.9725,24.804,23.5801,22.9107,23.2844,,,,
;O62317,20.3325,19.6581,20.2997,21.1363,20.7854,21.146,20.8202,21.8557,,,,
gpx-2;O62327,20.3245,20.0299,20.8883,21.1211,19.5453,20.7548,21.7083,21.3173,,,,
gpx-2;O62327,21.442,20.9852,21.5995,20.9756,21.0265,21.6533,21.3015,19.5023,,,,
cdh-7;O62328,19.8823,19.7118,20.1668,20.4983,19.386,20.3588,20.4581,21.9689,,,,
;O62344,23.0744,22.9139,22.2223,22.0156,23.0157,23.1636,23.1614,23.8062,,,,
;O62344,23.0744,22.7477,22.2824,22.0591,19.792,21.1524,21.1995,20.1194,,,,
;O62347,21.939,21.2159,21.4187,20.6899,20.0887,20.6594,21.7832,21.8506,,,,
;O62347,18.8713,20.5837,20.9735,21.2616,19.9777,20.0765,20.9966,20.6517,,,,
lys-1;O62415,19.424,20.2334,20.4343,20.1058,24.4207,24.7624,21.7907,22.9413,,,,
;O62421,21.7057,19.7769,20.9703,20.9048,20.3094,21.7452,21.8083,21.851,,,,
dpy-4;col-119;O62432;Q18799,21.1059,20.3588,20.3811,20.8532,28.1238,25.0477,23.7326,28.4863,,,,
dpy-4;col-119;O62432;Q18799,22.109,21.1281,21.2757,20.3887,25.063,23.7015,23.7326,22.4353,,,,
tsg-101;O76258,22.4594,22.7445,22.819,22.8583,22.0151,24.8692,24.5363,25.2168,,,,
egl-4;O76360,19.2455,20.8196,21.8287,20.2607,19.9271,21.054,20.3771,20.2171,,,,
rpt-5;O76371,26.0047,26.234,25.8449,25.6496,25.4533,24.1473,25.6032,25.4034,,,,
rpt-5;O76371,24.454,23.8092,23.9522,24.8915,20.3006,20.7399,21.357,20.285,,,,
rpt-5;O76371,27.759,25.1576,24.8292,26.1972,23.1799,24.3409,23.4431,23.0224,,,,
rpt-5;O76371,20.432,19.6437,20.6325,21.0843,21.3962,20.9737,20.419,21.2351,,,,
rpt-5;O76371,23.3787,22.4331,23.0048,21.25,19.8655,21.7893,21.316,21.7922,,,,
rpt-5;O76371,21.7316,20.1321,21.5564,21.4879,25.6221,25.9687,26.1883,25.7529,,,,
C24G6.8;O76387,23.388,22.3692,22.0947,23.0813,20.0167,21.6289,21.0974,20.2105,,,,
C24G6.8;O76387,20.8528,19.6718,21.1674,21.6208,19.4938,21.2893,20.5619,20.9536,,,,
F13C5.5;O76565,20.9187,20.3394,21.0914,21.3758,20.8388,21.2692,20.2238,20.487,,,,
;O76651,21.1978,21.204,20.311,20.3095,24.4727,25.1588,25.2694,25.3878,,,,
;O76651,21.9077,20.2277,20.802,20.9083,20.8825,24.0506,22.585,23.2294,,,,
glh-4;O76743,22.0783,20.1714,19.8947,21.6163,18.8316,21.6343,20.4971,20.4959,,,,
;O76837,20.537,20.5064,21.1649,21.126,20.3117,21.1958,21.3626,21.0751,,,,
hsp-16.48;P02513,21.5104,20.9532,21.1708,19.2409,20.3607,20.6166,20.4781,20.6587,,,,
hsp-16.48;P02513,20.9338,20.5847,20.6988,20.4939,21.3134,20.6063,20.1955,21.7007,,,,
hsp-16.48;hsp-16.41;P02513;P06581,21.7684,21.1618,20.5138,21.4486,23.2781,23.3526,23.3089,23.1998,,,,
unc-54;P02566,27.2126,27.2997,27.4878,27.1384,23.8545,23.993,25.6413,24.5418,,,,
unc-54;P02566,26.1427,23.9827,23.9695,24.2159,25.1343,25.0397,25.3284,25.2457,,,,
unc-54;P02566,22.8551,25.6415,26.6409,26.0996,21.6197,21.3492,21.0237,21.1435,,,,
unc-54;P02566,19.8372,20.6491,20.3705,20.7862,20.5719,21.6819,20.4154,21.1775,,,,
unc-54;P02566,24.3345,21.3765,23.0209,21.101,22.3659,23.4352,21.8517,23.7289,,,,
unc-54;P02566,23.1515,22.7659,24.4009,22.8099,23.408,24.1978,23.6651,23.7052,,,,
unc-54;P02566,23.8338,24.234,22.9045,24.0909,27.2296,27.8333,28.9001,27.6337,,,,
unc-54;P02566,23.8338,25.684,25.0123,25.2602,19.2856,20.8319,20.1527,19.831,,,,
unc-54;P02566,23.2545,25.0005,26.3409,25.4761,20.5999,20.639,20.8148,19.8413,,,,
unc-54;P02566,27.6239,25.5447,24.4851,24.4507,27.8241,28.8746,28.7606,28.9786,,,,
unc-54;P02566,23.754,22.5374,22.8713,22.6681,23.0395,24.1658,23.3438,23.4802,,,,
unc-54;P02566,25.7208,23.4809,24.1522,23.8012,24.9279,24.6712,24.9081,25.7782,,,,
unc-54;P02566,23.0153,23.01,23.018,23.782,23.4779,23.2014,23.4957,23.496,,,,
unc-54;P02566,21.4009,18.2104,21.7315,21.504,20.0318,20.8838,21.0724,20.6855,,,,
unc-54;P02566,29.4641,27.389,29.4088,30.2187,29.8697,22.5597,30.2107,30.114,,,,
unc-54;P02566,26.8671,23.0109,23.8836,25.1291,26.9682,27.1134,27.1952,27.616,,,,
unc-54;P02566,20.9027,21.5522,21.1563,19.7952,21.5351,20.3412,21.4119,21.7145,,,,
unc-54;P02566,25.9387,24.4195,24.896,24.2259,24.6715,24.9976,24.7723,24.9502,,,,
unc-54;P02566,26.0607,26.5513,22.8372,22.1045,24.8497,25.6058,25.4803,25.2383,,,,
unc-54;P02566,31.0561,26.9627,26.7808,26.1677,28.867,29.5294,29.8723,29.8143,,,,
unc-54;P02566,21.7085,21.3297,21.4579,21.3432,20.6509,20.3673,19.2115,21.7665,,,,
unc-54;P02566,22.061,19.6215,20.9073,21.5046,21.1312,20.4454,21.3491,20.6038,,,,
unc-54;P02566,21.4402,19.8436,21.1825,19.4916,22.6562,24.3088,23.6775,24.1543,,,,
unc-54;P02566,21.6052,19.4369,21.6948,21.3064,20.0118,20.3554,19.8604,19.5864,,,,
unc-54;P02566,23.5588,19.3286,20.5941,20.0628,21.5849,21.8752,22.512,21.5722,,,,
unc-54;P02566,26.0608,23.1187,23.0509,22.8673,25.4369,26.1411,25.062,23.8726,,,,
unc-54;P02566,26.6221,26.9455,25.9391,24.3277,23.4717,22.2516,27.1811,27.189,,,,
unc-54;P02566,24.8527,25.0854,24.899,24.5926,23.092,22.2516,25.1185,24.3334,,,,
unc-54;P02566,25.9579,23.4814,23.2446,23.5547,23.675,24.5318,26.5439,24.9348,,,,
unc-54;P02566,25.9579,22.6833,23.2446,20.8346,23.675,24.5318,26.5439,24.9348,,,,
unc-54;P02566,25.7076,24.9794,24.5721,24.2173,20.8381,19.9622,20.7069,20.1433,,,,
unc-54;P02566,26.2769,23.2154,23.7444,24.16,26.6649,27.7207,27.1222,28.4543,,,,
unc-54;P02566,25.2754,23.1589,23.934,22.9696,23.063,25.1805,24.9226,24.3445,,,,
unc-54;P02566,26.4208,20.9368,21.011,21.3463,25.5397,26.6793,25.5088,25.4091,,,,
unc-54;P02566,29.8348,27.2545,27.0919,26.6063,28.4918,29.0191,28.196,29.665,,,,
unc-54;P02566,21.4354,21.311,19.8761,20.9297,26.861,26.3783,24.5603,26.3218,,,,
unc-54;P02566,25.5532,24.3185,26.2452,25.2845,26.1331,26.8719,26.578,26.989,,,,
unc-54;P02566,21.8205,20.6874,20.8653,20.8444,21.2998,21.6559,20.6312,21.9365,,,,
unc-54;P02566,22.0389,19.7175,20.6374,21.3045,28.0308,28.5309,23.3399,28.4765,,,,
unc-54;P02566,21.5936,20.7425,20.2032,20.1479,28.6096,30.5007,30.0878,29.2727,,,,
unc-54;P02566,25.1887,23.3563,22.397,23.2641,25.728,23.925,25.5297,25.9481,,,,
unc-54;P02566,26.4786,22.4998,22.397,25.3212,26.0523,26.3874,27.6879,27.0424,,,,
unc-54;P02566,26.9086,26.294,26.0151,25.1607,26.7901,26.3186,25.3019,27.5613,,,,
unc-54;P02566,24.3905,24.6114,24.7599,23.1597,24.5033,25.732,25.8992,25.7328,,,,
unc-54;P02566,21.7781,21.3639,21.3216,20.4488,23.9259,26.018,25.5848,25.3958,,,,
unc-54;P02566,24.1123,22.7312,22.1932,22.4993,24.9226,26.4777,26.2708,26.541,,,,
unc-54;P02566,21.0299,22.6142,22.8411,24.2464,25.1732,24.6773,25.0259,25.1488,,,,
unc-54;P02566,27.7693,27.2495,27.2626,25.5596,25.8754,26.3355,26.5697,27.8116,,,,
unc-54;P02566,21.9573,18.1766,19.7413,20.8912,20.4157,19.6302,21.5042,20.6826,,,,
unc-54;P02566,20.9528,20.1773,20.7388,21.711,20.8141,20.6457,19.7026,21.7404,,,,
unc-54;P02566,24.4934,22.7076,22.0988,21.1775,21.4814,21.0757,21.6616,21.6611,,,,
unc-54;P02566,21.4551,19.4877,21.7278,20.9952,24.186,23.6918,23.4304,23.7133,,,,
unc-54;P02566,26.674,22.1654,22.7417,23.7244,27.8527,28.0957,28.0406,28.3937,,,,
unc-54;P02566,24.5278,27.2601,27.259,26.6584,22.6881,21.7458,22.0651,22.5249,,,,
unc-54;P02566,21.6657,21.4485,21.2423,18.3414,21.4059,20.15,20.9664,20.5735,,,,
unc-54;P02566,22.5283,26.5605,25.95,26.8726,22.6662,22.825,22.7559,23.6792,,,,
unc-54;P02566,20.2548,19.5571,21.6829,18.724,22.5161,23.0219,23.576,24.6456,,,,
unc-54;P02566,23.4859,21.7049,22.6873,22.104,21.0371,21.3035,21.6666,21.2432,,,,
unc-54;P02566,24.1958,25.8661,24.8027,25.3015,26.3945,24.2343,28.286,26.4394,,,,
unc-54;P02566,22.0392,19.5205,19.5563,21.4829,25.061,25.5048,25.6021,26.0331,,,,
unc-54;P02566,21.3357,20.4818,21.7285,21.8478,22.3155,20.9294,22.6601,23.5002,,,,
unc-54;myo-1;P02566;P02567,20.561,21.0821,21.8104,21.1671,22.2473,22.7129,22.731,23.6225,,,,
myo-1;P02567,23.3533,26.3032,25.468,25.7364,26.3757,24.1135,25.077,26.1692,,,,
myo-1;P02567,20.8483,19.4949,21.7288,21.152,25.7395,24.6586,22.8287,24.9578,,,,
myo-1;P02567,21.187,21.3175,21.7671,21.0731,20.7526,20.2702,21.4771,21.2987,,,,
myo-1;P02567,22.8561,26.738,25.3456,24.1083,20.1178,22.3706,21.6297,22.0969,,,,
myo-1;P02567,22.5593,21.6917,23.468,20.4692,23.2558,22.6707,23.1498,22.8015,,,,
myo-1;P02567,24.1703,23.3792,23.3479,25.2935,24.3977,26.0082,25.1635,24.1057,,,,
his-11;his-4;his-48;his-41;his-39;P04255,35.5866,25.4186,23.4562,26.4145,21.985,33.2313,33.8741,32.5601,,,,
his-11;his-4;his-48;his-41;P04255,28.5911,28.1267,27.7404,29.034,24.9626,26.6621,21.8805,23.443,,,,
his-11;his-4;his-48;his-41;P04255,20.7469,20.3338,21.2052,19.9852,20.1395,20.5815,20.386,20.1549,,,,
his-11;his-4;his-48;his-41;his-39;P04255,20.0852,20.6452,20.4937,20.1517,20.1793,21.3299,20.8675,21.3702,,,,
his-11;his-4;his-48;his-41;P04255,28.5605,22.6964,24.2433,25.6996,25.261,25.9116,24.9952,25.8858,,,,
his-11;his-4;his-48;his-41;his-39;P04255,28.7907,22.5609,22.5415,22.2691,25.9469,26.2294,25.2549,26.3534,,,,
gpd-4;gpd-1;gpd-2;gpd-3;P17331;P17329;P17330,26.2796,24.3202,24.2186,25.0686,23.9374,24.3799,23.0247,24.8183,,,,
gpd-4;gpd-1;P17331,21.6733,20.5965,20.5701,20.4792,20.7202,20.7189,19.8054,21.8519,,,,
gpd-4;gpd-1;gpd-2;gpd-3;P17331;P17329;P17330,20.1311,20.6971,21.7249,21.6761,23.4576,23.3187,23.7312,24.9268,,,,
gpd-4;gpd-1;gpd-2;gpd-3;P17331;P17329;P17330,21.5643,21.3067,21.6421,19.8583,21.0853,19.9694,19.6227,21.8837,,,,
msp-10;msp-49;msp-19;msp-152;msp-33;msp-32;msp-55;msp-3;msp-78;msp-77;P05634;Q18461;Q17856;Q19832;Q94053;Q9TVW5,20.1007,19.9179,21.492,19.2948,21.0497,21.2416,21.2619,21.8692,,,,
msp-10;msp-49;msp-19;msp-152;msp-33;msp-32;msp-63;msp-38;msp-74;msp-58;msp-55;msp-77;P05634;Q18461;Q17856;Q9TVW5,20.6235,20.5471,20.9785,20.7922,21.0299,20.0891,21.159,19.0941,,,,
vit-2;P05690,20.6519,20.6429,20.0061,20.6403,20.9638,20.9908,21.5813,20.3966,,,,
vit-2;P05690,20.5328,21.1345,21.6742,21.4269,18.6217,20.9105,20.5145,19.7617,,,,
vit-2;vit-1;P05690;P55155,19.6747,20.7804,20.7621,20.9172,22.8488,23.5953,23.2406,22.9407,,,,
vit-2;vit-1;P05690;P55155,23.027,22.5726,21.7291,20.8612,19.7329,21.4834,20.2,21.2315,,,,
vit-2;vit-1;P05690;P55155,19.9398,20.1796,21.635,19.7215,20.9298,21.6624,20.2149,21.3395,,,,
vit-2;P05690,20.3748,20.9138,21.1171,20.9711,21.2738,19.133,19.7951,20.0845,,,,
vit-2;P05690,20.5132,18.6735,21.6752,21.3364,24.4746,24.9958,23.0764,25.6022,,,,
vit-2;P05690,22.0287,20.3513,19.8798,19.7733,23.0538,23.2703,23.8598,25.6984,,,,
vit-2;vit-1;P05690;P55155,22.0841,20.6877,20.9871,19.714,24.9079,25.4893,24.0926,23.5099,,,,
vit-2;vit-1;P05690;P55155,23.1224,22.7563,23.4174,23.4291,24.2315,24.9185,24.4975,23.8444,,,,
vit-2;P05690,21.532,21.5244,21.4091,21.5927,22.2721,24.5589,23.6971,24.8958,,,,
vit-2;P05690,26.3528,21.1518,22.7109,24.2598,21.0407,20.8576,21.4023,21.6894,,,,
vit-2;vit-1;P05690;P55155,23.6977,21.5154,21.5805,22.4723,21.4923,21.2377,20.9803,21.6697,,,,
vit-2;vit-1;P05690;P55155,20.7193,19.2372,21.1178,20.4507,21.3376,21.0851,21.4866,20.8251,,,,
vit-2;vit-1;P05690;P55155,24.4677,25.8753,23.5187,22.2106,20.5292,20.9284,19.7129,21.2707,,,,
vit-2;vit-1;P05690;P55155,23.4473,21.6101,23.1971,22.6491,23.0634,22.6222,23.4016,22.8954,,,,
vit-2;P05690,21.1424,20.9845,21.1017,20.6953,20.7111,20.6331,20.1194,21.0993,,,,
vit-2;vit-1;P05690;P55155,24.2926,24.4632,26.0186,27.1086,25.4842,22.6837,22.909,24.7348,,,,
vit-2;P05690,20.0804,20.7919,19.5319,20.7906,20.8641,21.7592,21.3205,21.7978,,,,
vit-2;vit-1;P05690;P55155,25.0278,24.2032,23.5447,22.2464,20.9205,24.0887,21.3661,23.0096,,,,
vit-2;P05690,23.7274,24.9874,24.4802,24.8022,24.5033,23.9319,24.1792,24.637,,,,
vit-2;vit-1;P05690;P55155,24.2406,24.3339,24.0718,26.3194,24.2209,24.6385,23.7635,25.2756,,,,
vit-2;P05690,25.4561,22.5358,24.5256,25.8841,26.8795,26.9803,27.1735,28.0365,,,,
vit-2;P05690,21.2363,20.6841,21.0438,20.494,22.0866,20.7515,20.9707,22.7164,,,,
vit-2;vit-1;P05690;P55155,20.7064,20.3836,21.0411,21.4434,19.4761,21.345,21.1632,18.8212,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,23.7821,23.9569,26.0709,25.7505,20.2036,21.6775,21.6882,21.7196,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,24.4258,24.1916,24.4126,23.8666,20.6461,21.5816,19.7066,21.6679,,,,
vit-5;vit-4;P06125;P18947,24.4336,22.7332,23.5717,22.9518,25.0562,25.7087,25.5238,26.0487,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,20.8506,20.9474,21.5321,19.4562,21.6369,23.7843,22.8186,22.4641,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,18.8086,21.1755,21.7734,19.9254,23.3488,22.6362,24.2425,24.4463,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,21.4556,21.0712,20.7496,19.9084,23.9469,24.2868,23.5837,25.2409,,,,
vit-5;P06125,19.8549,20.9696,21.5679,20.4779,20.1007,21.3249,21.054,21.3117,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,24.6655,23.2226,22.7639,22.7487,25.7917,23.5144,22.138,23.3149,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,20.9962,21.2643,21.6762,20.9364,23.5368,27.0164,26.5029,24.7198,,,,
vit-5;vit-3;P06125;Q9N4J2,22.1481,23.0858,24.7138,24.774,20.2711,20.3335,19.7829,20.6301,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,24.3605,24.5027,24.1525,25.2551,21.3694,19.8508,20.29,21.5794,,,,
vit-5;vit-3;P06125;Q9N4J2,19.7951,20.6258,20.5358,21.708,22.9522,22.9237,21.3196,23.1923,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,19.0506,20.3487,20.3141,21.1328,22.4721,23.967,23.4261,24.0596,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,21.0347,21.5261,21.4625,19.5037,20.1598,20.9506,20.8925,21.3792,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,24.2598,24.4541,23.6994,24.3042,25.4491,26.4899,26.4417,26.3331,,,,
vit-5;vit-4;vit-3;P06125;P18947;Q9N4J2,20.6535,20.7902,20.9739,21.1911,26.8121,25.2268,25.6382,26.1152,,,,
hsp-16.41;P06581,21.2118,20.5352,21.018,20.3632,19.7475,19.9161,19.577,21.5904,,,,
hsp-16.2;P06582,21.0085,20.9383,21.1764,19.3276,21.4612,20.8561,19.0475,20.483,,,,
hsp-16.2;P06582,21.513,21.0345,19.2516,21.5326,21.3684,20.1787,20.9421,21.6709,,,,
hsp-1;P09446,23.6181,22.4436,22.6482,23.1396,21.4011,19.7619,21.4516,20.5326,,,,
hsp-1;P09446,22.3856,22.5932,23.0222,22.6304,23.0047,22.9906,24.0476,22.9629,,,,
hsp-1;P09446,20.0802,21.5326,21.4232,21.0105,21.29,20.8556,19.5613,21.4126,,,,
hsp-1;P09446,25.0029,25.248,25.6852,26.062,25.9493,24.7883,24.7346,26.3162,,,,
hsp-1;P09446,25.8554,25.1979,25.3055,24.0148,23.2582,22.16,23.7919,22.7812,,,,
hsp-1;P09446,24.113,24.1957,23.0452,22.8194,20.8518,23.1854,22.5539,21.8361,,,,
hsp-1;hsp-4;hsp-3;P09446;P20163;P27420,21.4152,19.6436,21.1632,20.4138,26.2046,23.6346,22.5631,23.5346,,,,
hsp-1;hsp-4;hsp-3;P09446;P20163;P27420,24.4816,21.6803,25.4116,24.551,22.4538,21.0374,22.5631,23.4871,,,,
hsp-1;P09446,29.1903,26.1488,26.2203,24.2574,26.2908,25.5646,26.9891,27.4169,,,,
hsp-1;P09446,22.8276,22.0522,22.9049,23.0014,21.1015,20.122,21.3594,21.1749,,,,
hsp-1;P09446,24.4373,25.4284,25.1409,25.831,20.9166,19.2778,20.7685,21.1631,,,,
hsp-1;P09446,21.1705,21.2418,19.9063,21.7135,20.5257,20.6763,20.4841,19.4108,,,,
hsp-1;P09446,29.9067,30.184,30.446,30.3143,27.3014,27.531,26.4193,27.0802,,,,
hsp-1;P09446,28.3365,28.2231,28.0864,27.78,27.7745,22.8264,28.161,28.8289,,,,
hsp-1;P09446,27.3637,27.7468,27.8414,27.1701,18.8436,21.3103,21.2473,20.6099,,,,
hsp-1;P09446,27.3673,27.6309,28.7977,28.5005,21.4988,20.402,20.7834,20.6966,,,,
hsp-1;P09446,26.2953,24.6287,24.8266,23.8419,22.6257,24.9233,24.887,24.3831,,,,
hsp-1;P09446,25.736,25.5912,25.2143,24.7152,21.4485,21.4843,21.0999,20.3833,,,,
hsp-1;P09446,19.057,21.1996,21.1003,21.6966,19.0419,21.6173,21.4327,21.2883,,,,
hsp-1;P09446,24.4632,21.7892,20.5714,20.9415,24.9944,24.6371,24.4809,24.8072,,,,
hsp-1;P09446,23.3936,21.0034,21.6569,22.5113,19.4813,20.3204,19.6544,20.7328,,,,
hsp-1;P09446,21.7477,20.3856,20.9509,20.5426,20.0363,21.8222,21.0414,21.8856,,,,
hsp-1;P09446,25.9651,26.7313,25.9268,26.5109,23.6117,23.3442,22.9816,23.4198,,,,
hsp-1;P09446,25.4767,24.0277,23.8371,24.7024,22.1441,21.8826,23.4827,21.3108,,,,
hsp-1;P09446,25.0542,22.5497,21.7543,21.3448,23.3236,23.9587,23.5494,23.2745,,,,
unc-15;P10567,21.0206,21.4004,20.5941,20.9573,20.3941,20.8786,21.5587,20.9598,,,,
unc-15;P10567,30.3215,27.1375,25.8749,27.2413,30.775,32.2478,30.9633,32.0364,,,,
unc-15;P10567,27.6424,27.8539,27.5297,27.3655,25.673,27.088,25.0087,23.8149,,,,
unc-15;P10567,23.4398,27.0008,27.1074,27.8437,21.3014,21.1197,19.8927,21.0719,,,,
unc-15;P10567,21.8254,19.8783,20.3174,20.045,20.2363,19.3707,20.8011,21.2595,,,,
unc-15;P10567,19.9338,20.3453,20.5775,21.7187,20.135,21.1011,19.0591,19.5757,,,,
unc-15;P10567,18.2456,19.2511,19.2284,20.3432,21.1492,20.1222,20.7911,21.519,,,,
unc-15;P10567,23.5317,20.2037,21.5731,21.2418,24.164,25.1795,24.2658,24.0933,,,,
unc-15;P10567,24.64,23.4688,23.7189,23.3265,21.4186,21.285,21.2135,20.485,,,,
unc-15;P10567,21.4943,20.8199,20.7118,20.7047,21.2831,21.5618,18.975,21.5696,,,,
unc-15;P10567,25.7555,24.864,24.1816,22.9702,26.0609,26.8928,26.0728,26.6509,,,,
unc-15;P10567,21.7306,21.0811,21.7989,21.0831,19.1487,21.2895,21.6536,20.8217,,,,
unc-15;P10567,24.7083,23.8264,25.0311,24.4908,19.5707,23.7024,23.5119,24.6728,,,,
unc-15;P10567,23.763,22.343,21.9854,22.9606,24.1737,22.2024,24.6668,23.5842,,,,
unc-15;P10567,27.3271,27.7529,27.5442,27.3455,25.5875,24.7805,23.8116,24.5014,,,,
unc-15;P10567,27.4285,27.1566,26.8213,26.4214,23.3631,25.2695,25.0687,25.6539,,,,
unc-15;P10567,20.9296,20.8131,21.0434,21.3972,20.2099,21.0252,21.1425,21.949,,,,
unc-15;P10567,23.9827,20.1533,21.9116,22.5858,24.3293,22.1056,21.0975,22.4302,,,,
unc-15;P10567,21.1805,21.5401,21.6485,20.8735,24.8638,25.2844,25.2972,23.8114,,,,
unc-15;P10567,27.4931,24.6191,24.82,26.2999,25.946,27.4117,26.4259,27.3864,,,,
unc-15;P10567,27.9427,28.0077,27.5215,28.5796,25.7867,28.1851,26.1527,27.6688,,,,
unc-15;P10567,20.1931,20.815,21.4758,19.9618,18.7848,20.2829,20.1258,21.1518,,,,
unc-15;P10567,24.7901,24.9581,23.4272,22.6867,24.5086,23.5269,22.4137,22.9283,,,,
unc-15;P10567,20.6521,20.8858,21.5042,20.3893,21.6972,21.4264,20.9164,20.4841,,,,
unc-15;P10567,21.51,21.0096,21.6162,21.3745,23.0584,24.4084,24.5051,25.9294,,,,
unc-15;P10567,20.4628,20.5303,21.0526,17.0968,20.4392,20.5081,21.3996,21.3953,,,,
unc-15;P10567,21.8443,21.5608,20.6728,18.674,23.0462,22.3518,21.4254,23.525,,,,
unc-15;P10567,21.0891,19.1758,19.6683,19.8246,22.6267,20.056,22.389,21.5801,,,,
unc-15;P10567,28.1848,23.8921,24.8064,22.5157,28.091,29.0181,29.1193,29.0067,,,,
unc-15;P10567,20.946,20.2352,21.3086,20.4285,20.177,21.7795,20.0995,20.9199,,,,
unc-15;P10567,22.0588,20.3028,21.407,20.4151,20.8818,19.8571,21.7309,20.1637,,,,
unc-15;P10567,24.8809,24.5651,24.4729,24.5334,23.4198,23.0894,23.1814,24.5853,,,,
unc-15;P10567,21.241,21.1042,20.9797,20.7705,21.0682,20.6866,19.0443,20.7752,,,,
unc-15;P10567,21.2847,20.0305,21.2728,20.6542,21.6945,20.7371,22.6449,23.6508,,,,
his-24;P10771,20.577,20.5055,19.5292,21.5105,21.3431,20.971,20.6603,20.7532,,,,
his-24;P10771,22.1088,18.5502,21.2253,20.7584,21.4488,21.0341,20.8822,21.2623,,,,
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,20.5213,21.0741,20.4631,20.8061,26.3961,26.824,24.8676,25.3548,,,,
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,28.4565,24.3667,25.9233,25.146,24.9108,23.8366,26.1471,24.6207,,,,
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,27.2372,25.2946,27.8929,26.8031,24.6765,26.2633,26.141,27.1225,,,,
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,21.3311,20.5375,21.408,20.757,21.3087,21.1625,21.0143,21.9627,,,,
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,28.7714,23.4713,23.1792,23.3914,27.7474,30.0263,27.3848,31.0468,,,,
act-2;act-4;act-3;act-1;P10984;Q6A8K1;Q95ZL1,26.3741,25.946,27.0938,27.3125,25.6972,27.6559,27.4049,26.4079,,,,
myo-3;P12844,20.0971,21.4061,20.8682,20.2027,21.5758,21.5754,21.1482,20.6324,,,,
myo-3;P12844,24.0402,22.3367,21.6657,21.0362,25.8197,25.38,25.7521,25.4346,,,,
myo-3;P12844,20.3782,21.5069,19.8876,20.7938,23.1079,23.2758,23.132,23.7105,,,,
myo-3;P12844,21.9086,20.6531,21.3854,21.2485,21.9275,23.3417,22.5369,23.6276,,,,
myo-3;P12844,21.8803,19.806,21.4308,20.221,22.8339,21.6808,22.5292,23.2685,,,,
myo-3;P12844,21.4704,19.1995,21.8153,20.7249,21.12,21.1098,19.9411,20.748,,,,
myo-3;P12844,20.1808,19.168,21.7607,20.0707,20.4259,21.4291,19.4282,21.2834,,,,
myo-3;P12844,25.6705,26.1282,24.7667,25.1731,25.4025,22.4644,24.368,24.5057,,,,
myo-3;P12844,23.3155,23.9165,25.8849,24.3908,22.9954,23.6934,25.8356,23.5341,,,,
myo-3;P12844,21.0449,19.2826,21.7866,20.0791,21.4014,21.069,21.6288,21.2345,,,,
