geneName;Leading.proteins,log2 N2_d10_01,log2 N2_d10_02,log2 N2_d10_03,log2 N2_d10_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
rpt-2;O16368,17.9217,20.9733,21.1406,15.8832,21.7533,21.5543,20.3806,21.1485
C36C5.12;O16406,22.9814,23.7365,22.6194,21.8086,23.9941,25.2113,24.8464,25.6299
tag-196;O16454,20.2265,20.1981,20.7586,20.3197,21.1177,21.6431,20.4661,20.3654
atp-4;O16517,19.9452,18.7232,20.1065,19.4971,21.4347,21.096,20.4758,21.5268
atp-4;O16517,20.3752,18.1659,18.7832,16.0568,21.4395,21.0715,20.8729,21.7691
atp-4;O16517,19.0269,19.2124,20.8853,18.861,21.8757,21.2385,21.4553,21.4752
alh-4;Q8MXJ7,20.3734,20.9995,18.2718,20.4173,21.6773,21.0349,20.0597,20.9796
fbxc-50;O16541,19.4542,19.3618,21.0717,20.5158,21.7376,21.5894,21.1912,21.2312
;O16547,22.8995,26.4369,27.8189,26.3136,26.4786,26.6212,26.8181,26.9626
;O16547,22.8995,23.0965,23.9806,23.4436,20.729,21.5954,20.9402,21.6897
;O16547,20.2092,20.1316,19.7446,20.5162,21.7167,21.9467,23.1922,22.7284
;O16680,21.14,19.2451,19.9692,16.5882,21.0099,21.2941,20.1785,21.7005
;O16682,16.8024,20.0134,19.6335,17.1441,25.3601,25.5655,24.6888,24.8405
;O16682,19.7252,18.2333,20.2925,20.0529,21.9046,21.3327,21.3588,21.1088
;O16682,20.4253,19.0721,16.3372,18.7922,27.007,26.0055,26.4034,27.1692
;O16682,21.3816,18.3043,20.4909,18.0596,24.6348,23.6671,22.5389,23.9957
;O16682,17.5438,19.4905,20.5185,19.0827,26.7597,25.879,23.6604,24.2215
;O16682,19.1621,18.8823,20.9712,16.1402,21.4183,21.7429,20.5268,20.5418
;O16682,24.6845,24.8919,24.3313,23.9461,26.2945,24.8506,25.4198,26.0341
;O16682,19.4545,20.2373,18.5552,21.4073,26.1977,26.8983,24.8446,26.2143
;O16682,19.7986,20.2236,20.0491,18.6787,24.6663,25.1012,24.217,24.549
;O16682,17.7727,19.2092,19.632,18.2026,23.2723,24.1078,25.1395,26.8284
;O16682,23.9481,23.6384,22.6116,21.9883,20.8225,21.7794,20.6042,22.2342
;O16684,17.2007,18.946,19.4429,19.8592,24.4088,24.967,25.6801,25.7677
;O16697,22.321,24.1487,22.5124,23.7392,21.177,21.3144,21.4766,21.8265
;O16697,25.5785,22.5931,22.5124,23.438,21.8693,21.2877,19.9751,20.6554
pat-6;O16785,17.5048,16.902,21.9488,18.2535,20.8718,19.8416,20.9242,21.7402
ugt-41;O16922,19.389,20.055,18.9344,17.1759,22.9174,22.8652,23.0315,23.051
ugt-41;O16922,19.3354,20.1385,21.2505,17.6377,23.5312,24.1293,24.1943,24.2586
;O16997,20.5824,17.2258,19.0258,21.1559,21.6848,21.0638,21.3525,21.1824
;O16997,18.3656,16.4163,19.1337,19.5377,20.2734,21.3515,21.1085,21.8193
;O17069,18.3624,17.6729,20.1439,18.5263,26.0771,25.3819,24.734,26.188
;O17069,18.187,20.4907,20.9156,19.4066,21.604,23.104,21.4029,24.0816
rpt-4;O17071,18.7439,17.2582,19.0964,17.9686,20.5653,20.6214,20.1967,20.3832
rpt-4;O17071,20.2591,21.2754,18.1958,19.4533,23.9155,25.5603,24.5639,23.6237
;O17167,25.4187,26.7625,25.2219,26.3687,24.8818,23.673,23.1202,24.1368
;O17168,18.8674,18.6775,18.1993,20.1142,21.1515,21.6664,20.4187,20.9137
fbxa-165;O17199,23.4589,23.4636,24.5574,22.8433,22.7208,22.1751,21.2992,22.3575
rps-22;O17218,22.564,21.4892,21.3509,21.542,24.8026,25.5166,25.2711,26.6813
rps-22;O17218,23.3643,23.0871,21.9467,23.3483,27.4999,26.3949,25.7324,26.9769
rps-22;O17218,17.1577,20.6598,20.1339,19.182,20.9145,21.5082,19.7487,21.5707
mct-6;O17328,19.8196,19.2111,17.8079,19.1479,21.1038,21.5586,20.1693,21.8094
mct-6;O17328,24.8618,24.5645,25.3836,24.1112,24.6875,24.6403,24.3512,23.9972
mct-6;O17328,18.1115,20.8733,20.1014,18.1585,23.4032,22.1699,22.3079,24.0177
mct-6;O17328,23.9136,23.8849,24.4006,22.8292,22.3726,22.1671,22.4494,22.6265
mct-6;O17328,20.6363,18.3202,20.7633,20.5642,21.4366,21.4987,21.5077,19.6814
mct-6;O17328,19.2927,19.823,19.9038,19.8057,19.5643,21.5226,20.5006,20.9583
tth-1;O17389,22.2169,23.1828,23.7387,22.4042,24.3643,24.3428,22.0744,23.2195
tth-1;O17389,19.786,18.6968,19.5418,20.0811,21.8524,21.571,20.878,20.5715
tth-1;O17389,21.4234,19.7785,20.4367,19.5502,21.4383,20.6536,19.9584,20.3937
tth-1;O17389,18.1496,18.961,19.2521,18.0643,21.1976,21.5992,20.735,21.6066
tth-1;O17389,19.3998,18.429,18.0629,21.5621,21.8045,21.6222,21.196,21.8419
;O17390,23.6434,24.4338,26.4734,25.5652,22.3373,22.2716,22.182,24.108
F52H2.6;O17397,21.8769,22.2107,23.8422,21.5791,22.4985,22.0441,21.8168,21.8342
F52H2.6;O17397,20.3648,19.2882,20.1929,17.2995,25.1064,24.2028,23.5593,24.7375
F52H2.6;O17397,20.0757,20.0182,18.9829,17.6614,20.993,21.1428,21.284,20.1507
attf-2;O17406,17.71,19.178,21.1419,17.8456,21.4583,19.8605,20.9373,19.7263
attf-2;O17406,20.7703,20.2638,20.2475,19.6176,21.7255,21.0543,21.2873,21.1037
attf-2;O17406,19.8279,19.1191,20.5468,20.0571,21.8453,21.5693,20.2631,21.6156
attf-2;O17406,16.2478,18.9069,18.8322,18.0716,21.32,21.3422,20.3093,21.9028
attf-2;O17406,23.8421,24.2057,24.1812,23.8354,23.5829,24.3,22.645,22.6791
attf-2;O17406,19.3362,20.2575,18.522,20.2986,21.9272,21.5339,20.702,20.8826
attf-2;O17406,20.1093,16.4787,20.2208,19.7277,21.8073,20.7702,21.2758,21.1256
attf-2;O17406,19.2842,17.5695,21.5371,18.6174,21.6444,22.976,21.6408,22.6178
;O17524,20.7159,19.53,19.044,18.8715,21.4313,21.284,20.4355,21.0422
rap-2;O17599,17.592,20.9511,19.9996,20.2049,23.9375,21.6227,23.2593,23.6414
ruvb-1;O17607,23.7789,24.4288,24.8639,23.4134,24.0697,22.962,22.9291,23.1114
sams-1;O17680,18.3854,21.6815,18.7007,19.7872,20.3461,20.2226,20.7252,21.9263
;O17682,17.839,19.1773,19.3055,17.5867,20.4508,21.4798,20.0253,20.048
nasp-2;O17687,17.9477,20.3442,18.7153,18.9153,24.322,24.2368,23.5771,23.6913
nasp-2;O17687,19.4762,19.3531,19.3958,18.9861,22.5831,22.4205,23.5948,22.7077
nasp-2;O17687,21.3907,17.7744,19.6695,21.1436,24.2412,24.5746,24.0787,24.7575
nasp-2;O17687,19.2454,20.0336,20.9362,19.5499,21.0379,20.5145,21.4868,21.363
nasp-2;O17687,23.325,23.1692,23.659,23.1616,23.3197,22.1177,23.0306,23.3093
nasp-2;O17687,19.4227,19.8914,19.0761,18.0603,22.0413,21.1931,21.9629,21.8431
nasp-2;O17687,19.3947,20.4012,20.9072,20.7582,21.8408,20.6534,21.2942,20.6768
nasp-2;O17687,19.8264,21.0782,20.7199,19.8276,24.6538,24.0361,24.0528,25.6338
nasp-2;O17687,19.1657,18.9621,19.8807,18.1835,20.7564,21.6043,21.3318,20.9906
nasp-2;O17687,17.5791,18.1284,20.5069,18.9397,26.9494,24.6629,25.5015,26.2512
nasp-2;O17687,24.1777,24.5407,23.3652,23.661,21.9522,21.7826,21.07,21.9024
nasp-2;O17687,24.7294,23.5772,23.2874,23.5298,21.5157,21.1512,21.3415,20.386
nasp-2;O17687,20.9637,18.8872,18.062,19.0323,21.6257,21.1138,20.5564,21.7969
nasp-2;O17687,19.4,18.4969,17.7003,17.9901,21.8668,21.0673,20.7306,19.1076
nasp-2;O17687,20.7894,15.5384,20.4197,20.8315,21.314,20.5434,20.2994,21.8902
hda-1;O17695,18.3003,19.3823,22.0218,18.0615,22.8475,22.9655,20.9725,22.031
;O17742,24.3046,24.8827,25.4348,24.847,24.9638,24.7815,23.8932,24.3124
tkt-1;O17759,19.0839,20.4764,20.2739,21.4158,21.0062,21.3832,21.3497,21.3277
tkt-1;O17759,18.5875,17.5933,16.9593,20.6692,21.8306,21.2698,21.1233,21.203
;O17773,18.6071,19.4019,19.994,19.8454,21.8199,21.7465,20.1727,21.0675
;O17785,20.8762,22.7915,24.5856,21.9154,25.4111,23.127,23.1055,23.5699
;O17785,17.4613,17.2283,19.9396,21.1861,21.8985,21.713,19.8612,21.4861
;O17893,22.6267,22.3527,23.3114,20.8973,20.9883,20.9195,21.3265,21.682
ctg-1;O17907,19.8051,20.3186,19.7118,20.9417,21.8677,20.8772,21.4683,21.6928
ctg-1;O17907,20.3088,20.3594,19.7684,18.9608,21.4061,20.4535,19.9677,21.2665
ctg-1;O17907,20.7572,20.9064,20.4988,19.8795,21.58,20.9718,20.308,21.1535
ctg-1;O17907,21.4978,21.2035,19.9953,18.0195,21.1046,21.5998,20.4792,20.7291
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,18.1857,19.8434,21.3468,20.6612,26.4966,26.7966,26.4169,26.7311
ran-1;O17915,22.928,22.788,24.2146,22.2981,21.3877,20.6995,19.5837,21.5955
ran-1;O17915,21.4685,18.1619,19.7299,19.7064,21.8602,20.5036,21.3073,21.8109
ran-1;O17915,18.7083,17.5173,20.5854,19.7839,21.5284,21.323,21.1919,21.1151
K01G5.5;O17919,20.2537,21.2204,19.6167,18.818,23.8191,22.4366,22.1828,22.827
tbb-1;O17921,17.5827,17.8684,19.8149,19.8302,21.9557,21.0506,20.4185,21.3804
tbb-1;tbb-2;O17921;P52275,18.7215,18.2241,20.0243,18.9976,24.1167,25.2443,25.6476,24.5519
tbb-1;ben-1;O17921;Q18817,19.4522,19.2051,19.1734,16.1314,21.9276,21.5268,21.091,20.8282
arrd-11;O17981,24.0775,23.533,23.6744,23.5058,22.2158,22.8662,21.8367,23.434
;O18131,16.1277,19.1511,20.4412,20.0983,19.374,21.7745,21.1726,21.6832
ogt-1;O18158,19.4024,20.1912,21.3683,16.7924,21.6667,21.7215,21.5274,21.8171
ogt-1;O18158,18.0295,18.5056,17.7284,20.827,22.9439,22.8011,21.8063,22.5792
maea-1;O18188,21.209,18.5833,20.2214,20.989,21.7022,21.3839,21.2153,21.5528
;O18224,16.3567,20.9645,17.5933,20.7264,21.4573,21.7681,21.3743,21.3097
;O18224,18.4926,17.8813,18.0573,21.3372,21.6518,21.2377,21.3483,21.7604
Y57G11C.3;O18229,18.6032,17.7503,20.4478,21.0796,19.7644,21.2843,20.1135,20.5731
rps-18;O18240,19.588,18.0821,19.5714,19.1611,24.8034,23.5559,24.1573,24.6744
rps-18;O18240,18.6392,19.671,21.6804,19.9968,22.8811,21.4705,21.1984,21.2463
;O18307,25.7396,25.7962,25.1162,24.7628,24.7566,24.475,23.9045,24.4369
;O18307,19.0756,18.5436,20.0741,18.9263,21.0997,21.2226,20.6197,20.5193
;O18307,19.7596,18.4857,16.6664,18.768,20.9775,21.3446,21.3868,20.9887
;O18307,18.038,19.9056,20.4905,19.5409,21.4661,20.8819,19.6447,21.1372
;O18307,17.8635,18.8941,21.9051,18.8802,21.9187,21.123,20.735,21.3605
rps-19;O18650,19.0943,19.3756,18.3272,21.6262,23.2667,24.4781,24.6769,24.9626
rps-19;O18650,19.2496,21.2467,19.0728,19.6095,26.3845,25.6063,24.882,26.2664
rps-19;O18650,20.3841,18.5645,20.171,19.2301,21.3634,20.0991,21.1057,21.3337
rps-19;O18650,20.7865,19.7392,21.1644,18.831,23.6955,26.5718,24.1506,23.1207
rps-19;O18650,19.9531,17.9874,21.1922,19.9051,21.1981,19.8893,20.8364,20.6802
rps-19;O18650,16.5949,19.7119,21.3708,19.5921,21.2641,21.2202,19.7861,20.6041
;U4PF18,17.0592,20.4732,16.9668,19.1653,22.0875,22.0522,21.7521,22.7181
perm-4;O44144,22.4658,23.9615,23.6607,23.7423,24.9259,24.94,22.3754,25.0536
perm-2;O44145,20.3309,18.3167,18.5096,19.2108,21.6423,21.6266,21.5111,19.9382
;O44154,20.5467,19.3173,21.1261,19.5364,21.3175,21.7455,21.321,20.7977
rfc-2;O44175,20.2415,21.4932,18.37,17.8248,21.5366,20.7933,19.8346,21.4302
rme-2;V6CIR8,22.2794,23.1054,22.3014,23.2023,22.3198,23.1236,23.0942,22.732
F37C4.5;O44400,23.2144,25.2072,25.9098,25.1499,25.5047,24.9632,24.7763,25.6684
F37C4.5;O44400,22.1711,22.8468,23.4337,22.7552,24.2052,24.1106,23.5675,24.8054
F37C4.5;O44400,16.7955,19.3379,19.665,19.8821,19.9519,21.6394,21.0001,20.8767
otub-4;U4PEY4,24.9697,25.7569,24.1544,25.9575,27.0283,28.0247,27.8369,28.82
May-02;O44441,20.1055,18.8868,16.8908,17.9777,21.9118,23.0121,22.6717,22.1573
May-02;O44441,23.0328,21.7492,22.9449,23.5711,21.3195,21.4052,21.1772,19.9463
;O44444,19.1022,20.4489,18.2658,18.6079,21.7153,20.6571,21.478,20.3198
snpn-1;O44445,18.1321,17.0632,19.9457,19.7157,20.921,21.7209,20.4188,21.2749
snpn-1;O44445,24.5975,25.2474,24.6675,25.202,24.3741,24.043,22.9159,24.0031
rpl-20;O44480,18.701,17.9932,20.3731,20.2395,23.8844,25.3022,24.092,24.5044
rpl-20;O44480,20.4559,19.8691,19.0549,19.9368,26.9007,26.6613,25.6138,26.0031
rpl-20;O44480,20.1489,21.5618,20.4102,20.321,20.8291,20.2849,21.108,20.1076
rpl-20;O44480,26.7124,26.8967,26.8924,27.2378,27.2882,27.696,26.4421,27.7939
rpl-20;O44480,18.5368,18.8743,17.6414,18.126,24.2897,22.7587,22.0961,24.109
rpl-20;O44480,21.6177,24.4125,23.598,23.898,26.167,25.9305,24.9298,25.5658
rpl-20;O44480,22.7973,23.9416,23.4808,23.9341,22.9972,23.0498,23.0362,23.6316
rpl-20;O44480,15.028,17.338,19.2069,17.461,19.4945,20.2946,21.1803,21.2198
fnta-1;O44501,17.8345,20.1058,19.7372,20.3156,21.4725,21.565,20.543,21.1458
;O44557,18.1533,20.5209,21.2106,19.4409,21.9066,21.5651,21.2146,21.1003
acs-3;O44560,19.9235,18.2166,20.4421,19.1242,21.1974,20.4035,21.444,20.2364
tni-4;tni-3;O44572;Q9XUN9,20.9914,21.7659,23.2106,21.9574,22.9635,25.9406,25.1152,26.0891
hacd-1;O44608,19.5935,18.653,21.4272,19.0615,21.8709,20.9384,20.6386,20.799
;O44735,25.9484,26.3707,25.6732,25.0247,23.327,22.562,22.6506,22.7637
;O44735,24.3563,24.699,24.2631,24.1032,22.768,22.9289,23.9277,22.2067
;O44735,26.5101,27.0231,27.4157,26.3749,25.9155,25.1702,24.3189,25.4852
bag-1;O44739,19.595,17.9656,18.6264,20.5045,21.1246,21.0928,20.646,21.8332
snf-1;O44752,28.2143,28.2614,27.3459,28.1095,25.8007,26.8418,25.9098,25.5796
;Q9BL61,25.0184,25.2524,25.6667,24.6128,26.2816,25.0922,26.0422,26.1205
;Q9BL61,18.3853,19.9104,21.4169,20.2562,21.8855,21.4374,21.2402,21.4722
;Q9BL61,17.6269,19.4357,19.4248,19.4618,24.5864,24.7418,22.9265,25.2883
vpr-1;O44782,19.1937,19.675,19.1726,19.4629,21.8806,21.409,21.4107,20.8477
fgt-1;O44827,25.1412,25.305,25.3766,24.0555,23.4752,23.8351,20.9431,21.3998
arrd-1;O44847,20.7106,20.6601,18.805,18.7282,21.8716,21.6909,21.0548,20.3958
arrd-1;O44847,19.4868,16.5828,20.1149,17.3757,25.0426,25.1281,25.1042,25.4899
arrd-1;O44847,18.9366,17.8822,20.659,19.4744,20.4814,21.203,21.3075,20.9582
arrd-1;O44847,20.3669,17.6089,21.2341,20.8449,24.9023,24.697,23.7054,24.9816
arrd-1;O44847,20.3196,18.229,19.4018,19.8595,21.881,21.2066,21.5252,21.3247
;O44885,24.2218,24.9797,24.2889,25.3491,20.5371,21.0144,21.0649,21.7772
inx-13;O44887,19.4518,19.3346,18.7015,18.2975,22.4208,22.3687,23.2427,22.2193
haf-9;O44897,19.0417,20.2162,19.6777,17.9002,21.9166,20.5853,21.3709,18.6099
haf-9;O44897,26.2254,26.4721,27.7489,26.4804,25.5014,25.3002,25.4315,24.8737
haf-9;O44897,19.0424,17.4022,20.4355,19.6175,23.1394,23.0349,22.2992,23.754
;O44951,19.7611,18.681,19.1732,18.6513,21.6965,20.6915,20.174,20.7242
;O44990,19.1745,19.7706,19.6153,19.7875,24.514,24.8563,23.9864,23.6312
;O44990,20.6401,19.9621,21.076,21.1704,20.8779,21.2504,21.3352,21.8832
;O44995,21.9468,21.9057,21.7883,23.2609,25.6293,24.6027,23.9475,24.7844
nol-5;O45012,17.7048,20.8747,19.7895,17.9807,23.4655,22.8263,22.3238,22.4992
;O45060,19.0156,18.5465,21.1179,19.4697,24.593,23.9464,23.4905,24.2576
;O45060,19.6399,18.519,17.2032,18.5228,26.1064,26.9567,26.8522,27.1033
;O45083,16.5244,18.6188,19.6846,17.015,26.9242,24.9423,26.1206,24.4571
swt-1;O45102,24.1747,25.0046,24.7688,25.0949,23.651,24.6785,23.5575,24.4568
swt-1;O45102,25.0295,25.2149,26.0407,24.9676,25.8475,24.7967,23.4136,25.9129
folt-2;O45166,17.3088,19.5763,20.9214,21.2461,25.8793,24.6091,24.8826,24.9846
folt-2;O45166,19.5593,19.6455,18.2856,17.3311,21.4478,21.0316,21.078,21.8579
tin-13;O45319,20.9856,20.0356,19.0154,19.831,21.3542,21.6325,20.7752,21.1124
fkb-6;O45418,17.8,19.59,19.1636,19.2759,21.1054,21.1269,21.3463,21.2871
clec-66;O45445,20.1627,20.0234,17.4926,17.3702,25.9275,23.7736,23.5753,26.1445
gst-38;O45451,19.5416,20.6371,21.5824,19.1738,25.3709,23.7294,23.762,24.0007
oac-20;O45470,26.1962,25.6248,25.3645,23.6106,24.8614,25.3914,22.9328,25.028
oac-20;O45470,27.1516,26.5859,27.985,26.8141,27.9332,27.3367,26.8525,27.8313
oac-20;O45470,19.476,21.5714,18.8244,20.7691,24.7619,24.3726,25.2717,25.5734
oac-20;O45470,18.8641,16.3199,19.5656,20.458,22.0681,21.9413,20.8772,22.2959
uev-1;O45495,19.0117,18.425,20.1955,20.1697,21.932,21.5997,21.2713,20.6337
rps-26;O45499,20.8163,20.0809,17.9029,18.5317,20.4918,21.6733,20.5674,21.3068
dnj-12;O45502,20.2509,19.9486,21.3523,17.2081,23.6286,22.8762,23.0984,22.3362
;O45562,21.9946,20.9448,22.64,21.8665,21.6632,20.3616,20.1092,21.4116
cpf-2;O45577,19.6584,20.843,18.9777,19.953,21.3851,19.3944,21.3077,20.71
cpf-2;O45577,20.1142,19.7351,21.406,21.3916,21.7272,21.7318,20.0403,20.6355
btb-20;O45593,19.983,20.0662,18.8448,20.3636,21.2924,20.4226,21.277,21.0995
btb-20;O45593,22.8629,22.573,21.3205,22.9659,22.181,22.2162,23.3568,22.2291
;O45665,25.1008,25.1482,25.4389,25.0303,20.0225,21.4744,20.8926,21.4238
;O45719,18.9576,21.1152,18.1775,20.0087,21.5534,21.771,21.4391,21.4322
;Q6BEV8,17.9973,20.0956,20.5,19.0416,22.5468,22.5033,24.0525,21.5177
;O45723,19.5578,20.944,19.8258,18.7527,24.1005,23.4335,23.6585,22.5119
;O45723,20.2356,18.8486,20.9345,19.1663,21.6757,20.8714,20.7517,20.7245
cpl-1;O45734,20.599,19.5041,21.4991,17.2837,20.9041,21.41,20.4623,21.4374
;O45783,19.0853,21.3769,21.7868,20.2889,20.6361,21.7782,20.8629,21.5736
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,21.9188,24.2399,22.7746,22.5627,26.5845,26.3459,26.1541,26.7557
act-5;O45815,22.0221,21.8692,21.7327,21.9648,21.6935,21.2683,20.2436,21.68
act-5;O45815,26.1185,26.2318,27.5252,26.1818,26.5482,25.9486,24.8694,25.0702
act-5;act-2;act-4;act-3;act-1;O45815;P10984;Q6A8K1,20.1439,20.1981,21.2322,18.99,25.3004,27.2355,24.1853,25.6038
act-5;O45815,18.6249,18.2638,19.8136,19.7443,21.4828,21.6554,21.3005,21.3019
;O45841,21.1527,19.8123,20.37,19.3583,27.6715,26.3265,25.7643,26.1912
ant-1.1;O45865,17.7667,21.3655,20.4983,19.3272,21.6073,21.4053,22.4052,22.5095
;O45871,16.7703,18.538,19.3573,18.9439,20.8533,19.8861,21.1555,21.4724
lec-1;O45904;P36573,24.7125,24.5946,25.4999,25.0737,26.0458,24.0898,23.9738,24.1204
lec-1;O45904;P36573,21.4462,17.5567,20.7734,16.8454,21.8389,21.7363,20.9881,21.898
lec-1;O45904;P36573,18.5326,20.7188,21.2565,17.9824,21.7558,20.7616,20.5314,21.7628
lec-1;O45904;P36573,19.3617,17.5654,20.0212,20.5385,21.1974,20.9631,20.379,21.8794
lec-1;O45904;P36573,19.7373,21.5418,18.5105,18.3166,25.5504,23.8042,25.0326,25.6495
lec-1;O45904;P36573,23.937,24.5406,24.5976,24.5289,21.0176,20.3588,20.855,21.9283
rpl-18;O45946,19.3374,19.3082,18.3788,19.0986,27.3319,27.5465,25.5453,27.1565
rpl-18;O45946,20.5092,18.3423,17.662,17.6728,20.9425,19.1311,21.2348,21.6231
rpl-18;O45946,23.9145,22.3615,22.5691,23.3608,27.3585,26.4847,25.6795,26.0863
rpl-18;O45946,19.9228,19.5674,20.4052,20.2638,25.049,25.0513,25.1362,24.1785
rpl-18;O45946,25.3218,24.5873,23.6106,23.3435,27.7999,28.6281,28.2812,28.4885
rpl-18;O45946,16.0584,19.7027,18.0291,16.1019,23.5632,24.7198,23.312,24.0615
;O45951,18.9563,18.9147,20.7311,16.895,20.7236,21.3563,21.3194,21.0747
lgc-30;O61216,20.9051,17.3512,20.6638,18.8575,21.7211,20.6123,21.2481,21.5347
;O61217,18.5536,18.1396,19.021,17.7069,20.4009,20.6652,21.2158,21.308
pqn-59;O61708,17.5838,20.4592,20.7786,18.6619,21.6405,20.693,21.0729,21.7464
pqn-59;O61708,19.6142,19.4257,18.6707,19.1043,21.8417,20.0049,21.3647,21.8847
rpn-10;O61742,21.6891,21.9958,23.4033,21.67,25.0297,25.2025,25.2668,24.3481
inx-15;O61786,17.9479,16.5469,18.342,18.9035,25.1071,24.8668,23.3801,24.1184
rpn-8;O61792,20.6314,20.1518,19.4695,16.0475,21.8604,21.431,20.4805,21.3228
eif-3.E;O61820,19.658,19.307,18.806,20.4487,21.3602,21.1698,20.8575,21.8775
arx-7;O61861,20.6365,21.1995,20.7548,20.6983,21.8113,21.6682,20.8313,20.2975
;O61865,23.4236,23.8891,24.5844,24.5266,20.1361,21.3425,20.4144,21.1747
;O61974,19.8453,21.2905,20.7486,17.9387,23.2363,22.9456,24.5155,23.4765
C08F11.11;O62053,18.9987,19.2037,20.7656,18.7126,21.3832,21.0715,20.9234,21.015
;O62071,18.1462,18.1742,17.3,19.3709,24.8413,24.3107,23.8793,25.399
inx-14;O62136,21.3132,20.5444,22.0604,19.7865,20.192,21.4843,21.536,21.4209
scrm-4;O62149,18.5523,19.568,19.5955,17.7007,20.8408,21.2549,20.9616,20.9918
scrm-4;O62149,18.6788,20.1889,19.62,18.6971,24.1125,25.116,23.0653,24.0684
cey-1;O62213,25.3423,25.6488,25.2804,25.714,23.5571,21.0759,25.16,24.6857
cey-1;O62213,20.2929,19.9107,20.3497,18.5847,21.5547,19.7437,20.4798,21.7599
F33H2.3;O62220,20.3222,18.8119,20.2572,19.5856,20.5462,21.3763,20.7713,20.2798
F33H2.3;O62220,18.3784,19.3581,20.206,17.9057,21.0828,21.1883,20.9659,20.8767
F33H2.3;O62220,20.8709,20.9674,20.9851,16.826,20.7418,21.2228,18.1553,21.9199
syx-7;O62236,17.8921,18.858,18.6774,18.0452,21.7739,23.4937,23.146,22.4981
syx-7;O62236,18.2915,18.9044,20.4541,18.8792,20.9703,19.3881,20.841,20.8615
syx-7;O62236,16.5852,18.096,18.0088,18.5141,26.2286,25.4928,23.0298,23.7161
syx-7;O62236,17.2119,19.4685,21.8796,17.2347,20.8792,21.3908,21.0759,20.7697
tim-16;O62250,21.2097,18.9809,18.8044,19.4237,23.8735,24.3544,23.86,24.5506
;O62261,20.2109,22.0822,22.4655,22.975,26.8956,25.8167,24.7447,25.9617
dct-18;O62277,19.2014,19.3288,20.4373,17.9613,21.7459,21.2208,20.9735,20.4536
;O62317,18.393,18.946,19.1402,17.4133,24.5943,24.2529,23.4822,24.1033
;O62317,16.9491,20.5483,21.0843,20.9388,21.414,21.434,20.8931,21.0606
;O62317,19.9142,18.7248,19.0332,18.9146,25.5755,24.709,24.3772,25.5541
;O62317,17.199,21.5561,21.0149,18.7607,24.286,23.6986,24.7937,23.7299
;O62317,17.7329,18.8637,19.4945,19.3984,26.5567,26.1774,26.5259,25.8717
;O62317,23.3557,24.3699,25.8182,24.4539,24.6347,24.9884,23.1167,25.169
;O62317,23.3706,24.8965,24.2243,25.1144,24.2102,23.8946,24.0818,24.1545
;O62317,18.463,18.3924,20.8983,17.622,24.5511,24.4965,23.7524,23.0686
gpx-2;O62327,16.976,18.0642,18.1206,20.1147,21.7023,21.6479,20.5634,21.63
gpx-2;O62327,20.947,21.426,18.875,17.6831,20.1868,21.7247,21.337,21.5729
cdh-7;O62328,17.9672,20.3223,19.5954,20.2752,21.5439,21.0598,20.2427,21.2785
;O62344,19.5081,18.1077,19.68,20.1547,25.2927,25.2039,22.9572,23.3141
;O62344,19.214,21.5861,19.5296,18.172,21.1888,21.0478,21.0499,21.2108
;O62347,15.8686,20.4636,18.234,16.624,21.9182,20.9664,21.4547,20.9766
;O62347,20.1829,19.8961,19.1042,18.2182,19.6952,20.7513,20.4333,21.6566
lys-1;O62415,19.8863,21.1938,20.6556,19.1899,24.1451,22.8982,22.9315,24.9552
;O62421,19.6156,17.2009,19.9536,19.3382,21.6942,21.3416,21.3688,19.6023
dpy-4;col-119;O62432;Q18799,28.8562,29.0513,29.5429,27.9064,29.6538,22.825,24.1027,27.8214
dpy-4;col-119;O62432;Q18799,16.8929,18.4606,17.4002,19.5441,24.4764,26.276,26.5393,24.2456
tsg-101;O76258,20.3693,19.1069,19.4881,19.3455,26.0287,26.3215,25.0757,26.7977
egl-4;O76360,17.7667,20.9584,19.8262,20.6014,20.6225,20.4978,20.6881,21.4173
rpt-5;O76371,19.0927,16.7671,20.0313,17.4204,21.0935,20.3564,21.2418,21.6547
rpt-5;O76371,18.2336,17.648,20.4596,19.3169,22.0661,20.8153,21.2723,21.1294
rpt-5;O76371,26.3048,27.1718,26.1553,27.3196,21.3009,20.9637,21.3548,21.7567
rpt-5;O76371,18.7364,20.0816,19.3362,18.8524,21.4203,21.6783,19.7783,21.6756
rpt-5;O76371,18.1443,18.7137,19.8274,16.7835,21.6314,21.1061,19.1909,21.5535
rpt-5;O76371,18.895,18.2082,19.9899,20.9326,24.644,23.6757,23.8057,24.4339
C24G6.8;O76387,19.4134,19.7192,20.691,19.8978,25.4948,24.8193,24.2607,24.5454
C24G6.8;O76387,17.8848,20.6758,20.0778,20.0398,21.6339,21.6954,21.4373,20.1361
F13C5.5;O76565,25.1884,24.5345,26.8816,26.4817,26.8471,25.1113,22.0666,23.5376
;O76651,18.6142,18.6643,18.6555,19.2818,26.1283,25.0053,25.2238,25.7513
;O76651,18.0411,18.8437,20.7084,17.8985,24.6576,24.6056,23.5118,24.301
