geneName;Leading.proteins,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
;Q23330,20.8027,21.7229,20.1548,21.5893,21.4348,20.6035,21.139,20.9613
;Q23398,20.776,20.209,20.6998,20.9269,21.9634,20.7623,21.0503,20.8103
fzo-1;Q23424,26.4447,28.0114,26.0942,26.3885,27.3582,24.7611,27.0347,26.9154
fzo-1;Q23424,21.0464,21.0902,20.8122,21.6438,20.5752,19.4766,20.6251,21.0138
rpn-12;Q23449,21.3943,21.5943,20.5931,20.956,23.2613,23.013,21.0716,24.3208
rpn-12;Q23449,21.21,21.2848,21.3826,21.4861,21.1995,21.0251,20.3822,21.0218
rad-23;Q23451,26.939,26.7669,26.1161,26.6066,25.171,23.6988,22.6305,24.1269
rad-23;Q23451,26.5256,25.8356,26.8203,27.2418,22.1296,23.6416,21.5629,24.1756
rad-23;Q23451,31.5984,30.7113,30.255,30.7032,30.2509,27.1079,24.5773,28.711
rad-23;Q23451,23.9046,24.5094,23.9712,23.1004,21.5405,21.1147,20.9234,21.1837
rad-23;Q23451,21.9142,21.557,19.7995,21.3558,19.8812,20.4336,20.5209,20.2149
aco-1;Q23500,20.8357,21.5275,20.9355,21.6929,24.46,23.7359,21.8353,22.5534
inx-8;Q23593,26.8619,25.8597,26.0885,26.2566,26.9279,24.7236,24.8196,25.9157
inx-8;Q23593,24.1938,24.2915,24.7582,24.6213,20.8454,19.9259,20.0513,20.9739
inx-8;Q23593,23.165,24.1433,23.9876,24.5935,22.7901,22.7821,20.9535,22.0462
inx-8;Q23593,20.2252,21.7232,20.6638,20.6629,21.5229,21.0882,20.9946,21.3606
inx-8;inx-9;Q23593;Q23594,23.3851,24.7447,22.9493,23.6659,22.0913,20.8209,22.6135,22.3878
inx-9;Q23594,21.6601,21.8733,22.3278,21.8801,24.9439,22.2055,21.7926,22.7222
inx-9;Q23594,25.3042,25.5558,25.9322,26.3661,26.4498,24.4256,24.6827,25.649
;Q23600,24.9857,23.6631,23.8549,23.4146,21.4381,20.8851,21.376,21.2437
hpo-40;Q23647,21.8961,21.7793,20.7564,20.9137,21.2503,20.6317,21.0722,20.9758
nlt-1;Q23655,23.7393,24.6483,23.8735,25.0865,23.933,23.0203,21.4374,23.221
nlt-1;Q23655,26.6376,25.7771,26.4494,26.8255,24.6097,23.2371,23.6054,21.8745
nlt-1;Q23655,24.625,23.1741,23.0296,23.1723,21.8292,21.0818,20.6508,21.118
nlt-1;Q23655,20.7711,21.6432,21.2327,21.0941,21.2921,21.1723,20.5411,20.1397
arrd-4;Q23672,20.4479,20.6535,20.4916,21.1279,20.8219,19.782,20.7241,19.982
arrd-4;Q23672,21.4485,21.3699,20.5457,19.8824,20.9947,21.1714,21.3383,20.6751
vha-9;Q23680,21.623,19.7206,20.3329,21.6648,21.9648,21.2527,20.1868,20.854
vha-9;Q23680,20.77,21.2402,21.4053,21.4768,21.7238,20.8663,19.6407,21.417
vha-9;Q23680,25.4914,26.5367,25.9811,26.1243,24.9262,24.1691,24.7264,25.1092
vha-9;Q23680,26.1561,25.6886,25.1091,26.8363,26.3584,23.2511,22.2264,24.8603
lap-2;Q27245,21.0956,20.1225,20.593,21.2296,21.2412,20.9248,21.2029,21.0545
rop-1;Q27274,23.3278,23.0106,24.4831,24.195,21.4846,20.2986,21.1649,21.1357
rop-1;Q27274,24.171,23.604,23.6922,23.7565,23.6168,20.7622,22.4035,21.9606
mup-2;Q27371,20.0752,20.851,21.5174,21.3864,21.49,20.7293,20.7196,21.0991
mup-2;Q27371,21.02,21.595,21.1046,21.0952,21.6031,21.0392,20.0563,20.467
mup-2;Q27371,21.0548,20.7486,21.3457,21.21,22.437,22.4303,25.1113,22.589
mup-2;Q27371,24.2869,23.434,22.5855,23.5657,21.7336,20.7719,20.4529,20.6454
mup-2;Q27371,20.5483,21.16,21.136,21.7758,25.0401,24.666,25.2689,24.9341
mup-2;tnt-2;Q27371;Q7Z072,21.573,21.5472,21.2958,21.374,24.2197,24.1844,24.7541,24.3886
mup-2;tnt-2;Q27371;Q7Z072,22.6732,23.3127,22.3926,23.0877,24.4278,23.5726,26.8697,24.983
mup-2;Q27371,22.6471,24.6348,24.9163,25.397,23.1931,23.1857,23.6143,25.3027
mup-2;tnt-2;Q27371;Q7Z072,21.2762,19.5332,20.644,20.7535,21.9623,19.6972,20.9748,21.1793
mup-2;Q27371,24.5315,23.9783,24.1106,23.8791,25.3565,22.636,20.8001,22.3237
mup-2;Q27371,21.4568,20.3218,21.4298,21.6897,21.9408,21.2543,21.3764,21.3514
mup-2;Q27371,21.9227,20.3964,21.0539,21.3097,23.3902,22.766,25.569,23.8283
mup-2;Q27371,25.8933,26.0494,25.2378,26.4928,27.9101,22.4397,24.644,25.0658
mup-2;Q27371,24.0657,22.7989,21.2463,22.6342,22.8586,21.1786,21.5667,24.4392
rpl-16;Q27389,25.5281,24.4555,24.6527,24.4961,27.2084,25.953,26.0572,25.7944
rpl-16;Q27389,22.8825,20.7687,20.4678,22.3886,21.471,20.8193,21.1097,20.9223
rpl-16;Q27389,21.9398,20.2328,21.1364,20.4713,26.88,24.2207,23.8764,23.6742
rpl-16;Q27389,21.7825,21.3719,21.9678,22.0353,23.3773,25.1964,24.4874,23.6463
pas-2;Q27488,20.8997,21.0362,20.4795,21.8579,21.86,19.5337,20.8086,21.2739
pas-2;Q27488,24.7695,25.0905,21.3342,24.2269,25.8515,26.453,25.7237,25.337
rpoa-2;Q27493,20.7328,19.6259,21.0357,21.4008,23.5483,25.6845,23.9133,24.7001
htz-1;Q27511,22.8841,22.0988,20.0336,20.8827,23.4587,23.2464,23.8502,22.6024
htz-1;Q27511,25.5815,27.0562,24.2502,26.0211,26.36,27.3202,27.6225,27.3703
enol-1;Q27527,26.2381,24.8633,23.8963,25.2908,25.0636,22.0695,22.1348,20.3548
enol-1;Q27527,26.0276,25.2886,24.6725,24.113,25.8923,24.2364,24.6854,24.5226
enol-1;Q27527,26.3401,26.9966,28.0309,28.5048,28.5634,24.4201,26.361,24.6733
enol-1;Q27527,21.3403,20.0199,20.2524,20.4529,21.419,20.3946,21.3547,21.3794
cyp-14a5;Q27531,27.0226,26.7252,28.0462,28.3625,21.2192,21.2428,21.2027,20.426
cyp-14a5;Q27531,26.1355,25.8273,24.7298,26.0992,21.6442,20.4872,20.6054,20.9868
cyp-14a5;Q27531,27.5332,27.155,25.8187,26.158,21.4943,20.5589,20.8623,20.8201
cyp-14a5;Q27531,26.0182,23.9377,25.2099,27.7017,21.6814,21.2202,21.3858,21.1496
cyp-14a5;cyp-14a2;cyp-14a3;cyp-14a4;Q27531,24.4176,24.0782,22.702,23.2035,21.5816,19.883,21.2199,20.6935
cyp-14a5;Q27531,24.8308,24.5097,24.7492,26.0217,20.5753,21.0831,20.5577,21.4139
ZC434.8;Q27535,21.8572,21.1573,21.5132,21.8437,21.7712,21.0906,21.0512,21.3497
pat-3;Q27874,20.2624,21.6643,19.4484,21.7593,24.2806,23.1013,23.547,23.5806
pat-3;Q27874,21.6523,21.215,21.0991,20.7483,21.3581,20.9739,19.7521,20.0068
lbp-3;Q27GU2,21.3833,20.2143,21.2908,21.1874,21.1792,21.0744,20.492,20.2076
vamp-8;Q2EEN5,21.9671,21.2303,20.402,20.9014,25.6964,26.4073,25.5607,26.7228
vamp-8;Q2EEN5,22.8797,23.2337,22.6867,21.719,25.3134,22.4345,24.1138,22.7274
gln-3;Q2HQL4,22.6717,20.9257,21.2107,22.3932,21.7686,20.7384,20.5366,20.1155
;Q2L6X2,21.2455,21.3121,20.8137,21.7163,21.0794,20.8884,20.1907,21.0601
;Q2L6X2,21.5085,21.5497,20.5489,21.3276,21.7422,21.2531,21.3034,21.3344
;Q2XN01,25.6199,26.0143,25.9772,26.2847,26.4771,23.786,24.2159,24.5802
;Q2XN01,26.6826,26.2633,25.8532,26.764,25.5044,23.2894,24.7461,23.9379
;Q2XN01,25.8241,26.3815,26.8412,25.3334,21.6161,20.4633,21.3682,21.2691
pgl-1;Q304E5,27.935,27.5031,26.1191,27.5255,27.6766,26.3998,25.0288,26.2152
lbp-9;Q3LFN1,20.4113,21.2091,21.3153,20.5753,26.0418,25.6117,23.8038,25.0354
lbp-9;Q3LFN1,19.2194,20.9336,21.2183,21.5355,21.9717,20.9463,21.3906,21.1766
;Q3V5H6,21.2948,21.161,22.4258,22.3914,26.0013,25.2515,26.5456,26.4338
;Q3Y3Z9,26.3935,24.3073,23.7104,23.2119,26.0253,24.0284,22.7851,26.103
spp-10;Q4JFH6,21.232,21.235,20.1563,21.5801,20.1512,21.1037,21.2737,20.2591
;Q4R132,21.5567,21.2349,21.2663,21.5258,22.8386,23.2516,22.4824,23.5897
;Q4TTB6,23.9157,22.7581,22.8259,22.9918,24.3202,23.7977,23.8548,23.2342
;Q8MXD9,21.514,20.7486,20.8176,21.0375,21.8582,21.255,20.6191,21.2908
;Q564S3,25.0998,26.1555,25.1058,25.7684,26.9785,25.067,25.0081,25.749
;Q564S3,24.0427,23.4175,24.5331,25.4134,25.1302,23.8058,24.2596,24.7801
imp-1;Q564X1,26.5898,25.8032,25.7471,26.4832,25.5698,23.5563,23.2389,22.6468
;Q564Y0,21.6315,21.6126,21.0828,20.215,21.2205,20.9388,19.8696,20.5113
;Q564Y2,24.3642,24.7067,24.4722,24.7467,24.3573,23.8675,22.9437,24.3861
;Q564Y2,24.6009,23.8207,23.6152,25.6522,21.4421,19.6397,20.9707,21.0287
;Q564Y2,26.0384,23.8207,23.6206,24.2768,21.782,21.135,20.2455,20.8093
tag-261;Q95X71,21.1575,20.9759,21.3447,20.6743,20.7051,20.7956,20.9223,20.6873
tag-261;Q95X71,20.6002,20.9099,20.611,21.1248,21.7856,21.3705,21.5311,19.9276
;Q5GMH8,20.2571,20.9299,21.3458,21.3214,21.8166,20.8972,20.8003,20.2094
;Q5W7A3,20.7882,21.2099,20.9549,21.7008,21.0171,20.8899,20.9833,20.7154
npp-21;Q5WRT8,21.3987,20.5984,20.6481,21.7603,23.014,21.8757,22.0753,23.3358
npp-21;Q5WRT8,20.6855,21.637,21.4205,21.6224,21.8222,20.8863,20.8386,21.2994
npp-21;Q5WRT8,21.3306,21.6923,20.4188,21.6565,20.6788,20.714,20.8787,20.2425
npp-21;Q5WRT8,20.1042,21.1882,21.2767,21.7006,19.6181,21.2011,20.7019,21.1964
;Q65CM5,20.793,21.3419,20.8319,20.8272,24.4059,23.5648,22.9868,22.6107
Y54E10A.11;Q65XX2,22.8051,21.4696,23.4805,23.1379,23.4594,22.6312,23.7382,24.2033
gcy-32;Q6DNF7,25.007,23.3626,22.2291,23.884,24.8702,24.2204,25.6558,23.2992
ins-19;Q71UE4,21.7502,21.6864,20.2878,21.6936,21.9261,21.2468,20.8545,20.368
aqp-2;Q7JMQ6,25.3547,26.0758,26.7052,26.3769,23.8775,23.982,25.3769,25.1804
aqp-2;Q7JMQ6,24.1944,22.4784,22.6347,22.3934,25.9228,22.5894,22.1838,22.8733
;Q7JMS5,20.6694,24.3946,23.69,23.4542,21.3018,20.3545,20.7365,21.2883
;Q7JMS5,20.731,21.735,21.3524,21.512,21.4039,20.3543,21.2288,20.6472
;Q7JNM2,21.6999,20.8592,20.5889,21.9072,21.7672,20.5413,21.3637,20.3427
npp-16;Q7K6X4,21.6125,20.8187,21.3637,21.8316,22.4883,20.4096,21.5157,20.933
;Q7KPV8,24.0573,24.6814,22.7451,23.2882,21.9616,22.4692,22.7788,22.9704
;Q7YTN9,28.4168,27.8514,26.1367,28.8122,21.1613,20.9961,20.2734,19.8791
;Q7YWU6,22.2416,22.4377,20.9578,23.2077,21.5446,21.0464,21.3635,20.2237
;Q7YWV0,21.6158,25.3263,23.9696,21.93,26.1059,26.7992,26.2882,26.5595
;Q7YWW4,21.2164,21.2245,20.7333,21.9064,21.9389,21.2383,21.1639,20.5246
;Q7YX48,21.3332,21.1439,21.5326,20.663,21.7157,21.0916,21.388,21.096
vem-1;Q7YZW5,25.2405,24.537,24.0376,24.0081,25.1742,23.5357,26.1028,24.5791
tnt-2;Q7Z072,19.2088,20.8218,20.442,21.8107,23.1979,25.4595,24.6601,25.4383
tnt-2;Q7Z072,21.6441,20.3762,20.862,21.7576,21.3923,19.8061,20.8653,21.0211
tnt-2;Q7Z072,24.4417,24.051,24.6489,25.5543,26.1122,24.252,25.0865,23.5463
tnt-2;Q7Z072,25.6013,24.5145,23.4876,25.2348,25.7743,26.3412,24.7867,26.7578
tnt-2;Q7Z072,20.7102,21.3551,21.0246,21.635,21.9609,20.6241,20.8222,21.3767
tnt-2;Q7Z072,20.3373,20.3891,19.1224,21.7519,25.0618,23.7387,25.976,24.589
tnt-2;Q7Z072,21.619,20.7585,21.1056,20.7931,21.8202,20.6355,21.2567,20.9556
aqp-8;Q7Z138,20.756,21.6707,21.2189,21.7187,26.2631,24.1448,26.0075,22.3103
C05B5.8;Q86DA7,21.148,21.1021,20.1782,21.5235,21.208,21.206,20.2238,21.3264
pqn-89;Q86DD5,24.8832,24.5362,24.2373,24.7152,24.3818,25.4676,23.5602,24.1409
pqn-89;Q86DD5,21.2011,20.4278,20.6162,20.6623,21.9699,21.0683,20.7537,20.6448
col-166;Q86FL7,27.6826,27.3454,26.4091,27.4595,26.8271,25.6172,24.6394,23.93
;Q86NC1;Q9N5U1,21.2268,21.5325,21.0474,21.3227,21.4256,20.8506,20.1517,21.3927
;Q86NC1;Q9N5U1,21.0491,21.3357,20.6338,20.5581,25.7009,22.7594,23.84,23.5937
col-169;Q86NE4,23.9868,25.008,22.9498,24.6869,23.3692,21.5174,21.0805,22.5093
ttr-41;Q86NH9,19.7366,21.2312,19.8107,21.2463,21.3677,20.9137,19.6176,21.2678
Y65B4BR.5;Q86S66,21.3406,21.671,20.7097,21.4521,21.2582,21.2474,21.0707,20.8497
Y65B4BR.5;icd-2;Q86S66;V6CKR1,23.3851,23.8496,23.3722,24.4287,25.6478,24.1986,23.8307,24.6429
Y65B4BR.5;icd-2;Q86S66;V6CKR1,20.7761,20.2868,20.1651,21.7624,21.3214,19.9877,21.1427,19.8981
Y65B4BR.5;icd-2;Q86S66;V6CKR1,21.3861,20.4958,20.7292,21.6313,23.3983,22.0952,23.3123,23.9468
Y65B4BR.5;icd-2;Q86S66;V6CKR1,21.0982,21.7174,19.4761,21.391,21.2657,20.0472,21.2783,21.1798
Y65B4BR.5;icd-2;Q86S66;V6CKR1,23.2748,24.8059,24.6173,23.3387,24.6138,24.2274,24.7508,23.3415
Y65B4BR.5;Q86S66,20.0233,23.2184,23.7772,26.3101,27.4066,25.8997,26.1923,25.9802
Y65B4BR.5;Q86S66,25.7324,25.1036,24.5334,26.4755,21.4372,20.0347,20.1827,21.3927
;Q8I4C0,29.6742,29.0257,28.1578,28.4322,29.924,28.0456,28.1084,27.4552
;Q8I4E4,26.5227,25.6346,25.3102,26.1152,27.6419,25.6081,25.8267,25.8366
;Q8I4J8,21.5773,21.6734,20.1532,21.7879,25.3696,23.5982,23.9075,24.7623
;Q8I4J8,21.7497,21.7387,20.4115,21.7828,25.3696,23.6047,21.1554,24.3827
gls-1;Q8I4M5,21.7145,20.9744,19.2744,21.7144,20.713,21.0663,20.1921,20.8759
gars-1;grs-1;Q8I711,21.2079,21.3309,21.0835,21.441,21.7074,21.1278,19.6519,20.6028
gars-1;grs-1;Q8I711,24.4887,24.548,24.4797,24.6934,24.0969,23.312,23.2475,22.9831
;Q8I7G0,21.7937,19.9433,20.6666,19.7271,21.8172,22.3323,20.789,21.6181
hum-2;Q8I7K2,21.7562,20.4152,21.2239,21.3744,21.8494,20.9376,20.0871,21.1274
hum-2;Q8I7K2,20.4318,21.2066,21.3378,21.7607,21.863,21.1475,21.1081,20.7804
hum-2;Q8I7K2,20.7812,21.4977,21.1499,21.4586,20.9877,19.7649,21.1177,21.3383
prdx-2;Q8IG31,25.7236,21.835,24.5388,25.6332,25.107,25.948,25.2452,23.9067
prdx-2;Q8IG31,26.026,26.0844,23.6555,24.2706,24.2507,23.2962,25.0115,24.5772
prdx-2;Q8IG31,23.6798,23.7658,22.7438,23.6461,21.9636,20.6124,20.9556,20.8185
prdx-2;Q8IG31,24.025,26.7509,24.4712,24.7013,20.2089,20.0986,20.2128,20.7821
prdx-2;Q8IG31,24.5195,24.6534,24.2245,24.8963,23.8048,23.4436,23.2891,24.8477
prdx-2;Q8IG31,21.7709,21.135,20.2954,21.2888,21.7439,20.3143,20.978,20.47
prdx-2;Q8IG31,29.3336,28.0592,27.1735,29.012,26.2378,25.0792,22.9998,20.285
prdx-2;Q8IG31,21.4567,20.7962,20.9588,21.6679,25.9413,25.968,27.5028,25.4321
prdx-2;Q8IG31,24.8074,21.822,22.1098,22.9697,20.9264,20.2619,21.1596,20.7083
cebp-2;Q8IG69,21.4236,20.3845,20.6452,20.5943,23.5589,23.1356,22.5623,22.5804
;Q8MPY2,28.064,26.4082,25.8586,26.5599,27.5744,26.7085,27.7466,26.5243
;Q8MQ73,20.5076,21.7414,19.0247,21.172,24.221,22.5275,20.7761,21.4655
;Q8MQ73,21.716,20.9649,21.3575,21.8055,21.0195,20.7575,21.3543,21.0823
;Q8MQ73,21.2988,21.069,20.557,21.1489,21.9606,21.0199,21.1066,19.9465
;Q8MQH0,26.8478,26.5933,26.7415,25.5943,27.0593,22.6879,22.2601,21.9095
pst-1;Q8MXJ9,24.4031,22.9821,22.877,23.8895,21.5515,19.8789,20.6052,20.7386
sqd-1;Q8MXR6,21.6338,21.7769,21.3242,21.157,21.7443,19.979,21.0292,20.6925
mca-3;Q8MXS0;Q95XP5,20.5845,19.9019,21.1311,21.4402,24.8098,24.6871,24.4507,22.7648
mca-3;Q8MXS0;Q95XP5,22.7736,22.5127,22.6447,23.9506,23.6129,23.8776,23.9643,23.8047
mca-3;Q8MXS0;Q95XP5,23.0181,22.6287,20.8326,22.5397,25.318,22.3162,22.5544,23.2935
mca-3;Q8MXS0;Q95XP5,21.3056,21.7567,20.5182,21.1277,21.3151,20.7304,20.9225,21.1042
mca-3;Q8MXS0,21.842,20.3835,20.5847,21.7506,24.0561,21.6978,23.8235,21.9481
mca-3;Q8MXS0;Q95XP5,23.5105,23.3826,21.5217,22.8918,21.9603,19.7869,20.5945,21.071
mca-3;Q8MXS0,23.3602,21.8473,22.1128,21.6993,22.8598,22.9317,21.9925,22.3832
nape-2;Q965X9,22.9452,24.8027,21.8732,22.3714,21.8039,20.8258,21.0868,20.9538
;Q8T3D2,21.6396,21.6962,20.8154,21.3698,21.5954,20.9007,19.2031,20.9536
;Q8T3D2,21.3552,21.0135,20.7033,21.9133,20.696,21.0804,21.1763,20.6709
nhx-2;Q8T5S1,21.2894,20.6248,20.5202,21.8971,21.9041,20.9608,21.0034,20.8488
nhx-2;Q8T5S1,21.8728,21.4118,21.2598,21.7808,21.1442,20.5579,20.7356,20.3214
rps-20;Q8WQA8,34.1904,34.341,33.4905,34.3928,33.9468,33.9457,32.845,33.5875
rps-20;Q8WQA8,34.0762,34.7625,34.0127,34.9337,25.1753,34.3997,33.29,34.3543
rps-20;Q8WQA8,27.4711,28.4595,26.3415,27.5356,27.7953,28.5146,27.5762,27.3853
rps-20;Q8WQA8,22.3527,22.6163,21.9296,23.5416,25.034,21.4561,23.745,23.2588
rps-20;Q8WQA8,32.2076,31.1562,31.381,31.985,31.9867,30.2908,30.4826,31.3078
;Q8WQF7,21.8294,21.1352,21.0006,21.2218,21.1767,21.0873,20.9648,20.4251
;Q8WQF7,23.3578,23.5873,22.8103,23.4717,21.0484,21.1002,19.9045,21.1894
;Q8WQF7,21.9042,21.6933,21.2672,21.1487,21.149,20.5547,21.2614,20.8325
;Q8WQF7,21.8997,20.7443,20.9936,21.3796,23.3335,21.4209,22.2846,21.4805
;Q8WQF7,21.4052,20.9163,20.0531,21.103,21.8753,21.176,20.9735,21.1903
;Q8WQF7,24.2703,25.0597,24.3837,24.8718,24.3895,22.3675,22.4793,22.5446
;Q8WQF7,26.2975,25.2279,25.4244,26.7763,24.9846,24.0339,24.0458,26.6443
;Q8WQF7,25.9051,23.9399,24.2146,24.4816,23.0025,22.9204,24.5605,24.69
;Q93168,21.525,21.1902,21.205,20.736,21.6207,20.7804,20.6099,20.7472
;Q93168,24.9773,25.1513,22.4389,24.9456,24.6472,23.9207,25.338,24.4201
;Q93168,24.4314,23.2501,24.0273,24.1408,21.5523,19.7818,19.9908,21.3783
;Q93211,25.166,24.7236,24.3369,25.1505,25.7349,25.7872,25.3448,25.1458
;Q93211;Q93213,25.5293,24.986,23.9531,25.1508,25.8178,24.3355,24.0318,25.1581
;Q93213,21.7857,21.2478,20.9908,21.1408,21.8684,20.8726,21.1894,21.1512
nkb-1;Q93235,20.6874,21.6908,20.5169,20.292,24.5983,23.2788,23.261,26.2358
cysl-1;Q93244,21.033,20.6312,21.1514,20.804,21.8956,21.1171,20.2515,20.5069
cab-1;Q93249,25.2383,24.1704,24.6668,25.2277,25.3099,24.6342,25.9524,23.4594
cab-1;Q93249,23.6587,24.9608,24.638,24.2524,21.6725,20.6785,20.972,20.2023
cab-1;Q93249,22.6484,23.9378,21.6051,23.2859,22.2554,21.5965,22.1648,21.2221
;Q93289,20.823,20.7059,19.7498,21.7254,21.5577,20.9422,20.5312,21.2892
;Q93291,21.4944,21.1384,21.5284,19.8273,22.5931,21.1704,22.474,21.0202
cytb-5.1;Q93315,22.9589,24.1249,21.933,23.5566,24.5608,23.4374,24.3816,23.3013
cytb-5.1;Q93315,22.2986,23.7492,22.3465,23.217,23.9377,23.143,25.1942,24.9387
;Q93321,21.2889,21.6967,20.1156,21.6738,21.7305,21.1084,21.3671,20.9709
;Q93333,20.3122,21.2392,21.0875,21.631,20.5901,21.1875,20.3363,21.0823
rpb-3;Q93338,22.9855,23.0036,23.5825,23.9579,21.5511,20.11,20.0384,20.9586
gsr-1;Q93379,21.8193,21.6304,20.9495,20.9496,21.7218,20.986,20.3721,21.1509
drh-3;Q93413,23.4241,23.5385,24.3086,23.8405,21.3077,20.913,19.7773,20.2144
npp-17;Q93454,21.6671,21.4798,19.9789,19.9003,21.2579,20.9945,20.0138,21.3394
;Q93513,20.0505,21.6222,21.3791,20.7983,21.5285,20.4379,20.3607,20.3987
;Q93513,21.7027,21.1119,20.7522,21.2594,20.3796,19.8117,21.1811,21.0838
;Q93513,20.8783,21.35,20.273,21.8385,21.4162,19.6946,20.6348,21.2668
;Q93513,20.7718,21.4073,21.5226,21.2685,21.8225,20.3536,20.9528,20.6516
;Q93535,28.2935,28.6274,28.0746,28.8755,28.0194,24.4024,26.0783,26.7536
;Q93553,26.7136,26.6658,25.8339,26.8389,20.8491,21.1697,19.5752,21.0746
rpa-0;Q93572,21.6076,21.2883,21.4574,21.1111,21.8345,20.8664,20.9893,20.1758
rpa-0;Q93572,25.5215,25.7517,25.923,27.0079,21.6072,21.2527,21.1932,21.167
rpa-0;Q93572,21.509,20.7351,20.9733,21.0282,20.5932,20.789,21.142,20.771
rpa-0;Q93572,26.7458,24.827,25.4253,26.5988,25.0519,24.6689,23.2921,24.7852
rpa-0;Q93572,27.8523,26.9456,27.1293,26.8197,27.3399,25.4829,25.5761,26.4481
rpa-0;Q93572,24.7258,25.7463,24.4176,24.0456,24.2172,24.5253,23.3049,24.4272
rpa-0;Q93572,20.8743,21.5159,20.3843,21.1888,20.9741,21.1788,20.4484,21.3927
rpa-0;Q93572,21.6386,20.9411,20.9556,21.8815,21.8445,19.958,20.9058,21.4079
rpa-0;Q93572,21.5849,21.4795,21.2485,20.1531,21.97,20.8982,20.374,21.3184
rpa-0;Q93572,24.4504,25.6242,23.2885,23.6283,24.7518,22.8022,23.8363,24.9321
tct-1;Q93573,21.1482,21.7764,21.4811,21.6148,20.9328,20.326,19.8252,21.095
tct-1;Q93573,21.4867,20.7257,21.1436,20.4624,21.4781,20.7364,21.2944,21.3614
tct-1;Q93573,21.5634,21.7128,19.3616,21.3471,20.9822,20.7922,21.186,20.4609
tct-1;Q93573,20.9865,20.9511,20.2014,21.6109,21.3186,21.0693,21.0735,20.5108
tct-1;Q93573,21.3039,21.2556,19.4792,21.4518,24.566,22.4053,22.8878,23.2614
tct-1;Q93573,25.8773,23.4687,24.1958,24.764,21.786,20.7609,20.7967,20.4133
tct-1;Q93573,21.7832,21.3668,20.9495,21.8294,21.6235,20.8409,20.6302,21.4181
tct-1;Q93573,23.9955,23.7959,23.2639,23.2803,24.5799,21.1764,20.8993,22.9684
ndk-1;Q93576,23.7202,22.7501,23.2311,23.1406,26.1302,23.4036,24.1341,23.8233
ndk-1;Q93576,23.1848,24.0202,22.4377,24.6743,25.0561,22.5203,22.5713,22.7673
ndk-1;Q93576,27.6219,28.0842,28.4047,28.8168,27.7308,26.0882,25.8557,25.4711
F27D4.4;Q93618,19.6504,21.0694,20.7134,21.3653,21.4163,21.2404,20.1028,20.129
gst-24;Q93694,25.2562,24.9582,24.8509,25.0804,21.2509,20.9854,21.2504,21.3486
gst-24;Q93694,24.3307,24.66,24.8636,23.6122,21.3796,20.2273,21.3082,20.8056
gst-24;Q93694,23.0909,24.2637,23.4415,27.7136,21.9245,20.5716,21.2123,20.87
gst-24;Q93694,32.6027,31.6061,31.116,31.5789,31.7344,28.3575,29.0278,29.4737
ned-8;Q93725,23.5303,23.3717,22.2221,22.4,23.5834,22.0481,22.8007,22.6553
ned-8;Q93725,22.654,24.4726,23.3904,22.039,24.5496,22.8679,23.7159,22.4362
ned-8;Q93725,29.639,29.2051,28.8815,28.0825,17.8846,20.6198,20.849,21.0713
;Q93838,21.4894,21.6139,20.3676,21.3859,19.9949,20.9946,20.1622,21.2114
ent-2;Q93871,21.5715,21.6165,21.4113,21.5784,20.2245,21.0574,21.1595,20.537
ent-2;Q93871,26.9823,26.8875,25.9653,26.5605,27.5142,25.8095,26.4211,24.9902
ent-2;Q93871,21.2087,21.7084,21.3013,20.1145,22.1051,22.0947,24.8311,22.306
;Q93892,21.8465,21.7684,21.2355,20.6439,21.6887,20.9235,21.0623,20.4296
mct-3;Q93896,21.6592,20.8173,21.1225,20.6878,24.9327,21.8096,21.6827,21.9795
mct-3;Q93896,22.4929,21.2955,22.0938,23.2079,23.8821,22.3883,21.5226,21.5164
mct-3;Q93896,23.4659,23.7789,23.0839,24.0623,24.8364,25.1747,24.7764,24.5235
mct-3;Q93896,24.6912,24.1736,24.2592,24.6877,26.6732,24.5954,24.0961,24.8398
mct-3;Q93896,21.2965,21.7454,21.2128,21.4299,24.3439,24.3865,23.7729,24.472
mct-3;Q93896,21.1491,19.5964,21.0253,20.9615,21.4342,20.8688,21.0574,20.8861
mct-3;Q93896,24.0802,24.225,24.6147,24.6124,26.2848,24.9107,25.4762,24.1673
sdz-27;Q93932,24.8335,24.3134,23.3404,23.7929,24.4081,23.1304,23.5406,23.6705
sdz-27;Q93932,21.2563,21.3561,21.0076,21.2525,21.9935,22.0109,20.9516,20.1666
;Q93934,21.7965,20.991,20.7756,21.4601,23.8317,21.1439,23.1287,22.001
cav-1;Q94051,30.0638,29.146,29.1674,29.6135,29.3461,26.3811,27.0771,27.6057
cav-1;Q94051,22.9786,24.2303,24.0928,24.6543,23.7116,23.7947,23.9987,25.6471
cav-1;Q94051,26.3146,25.2054,25.4424,26.7949,25.9931,24.6081,23.3715,24.7293
cav-1;Q94051,24.6027,24.0543,22.524,23.1654,25.1103,24.6578,24.7813,23.819
cav-1;Q94051,21.8431,20.3486,21.2575,21.5409,25.101,25.7795,24.8099,24.1624
cav-1;Q94051,21.9488,19.4676,20.424,21.7366,21.7081,20.7524,20.6555,20.603
snb-6;Q94057,22.0245,20.6796,21.737,21.0443,26.246,23.8026,23.6349,24.2223
